workload_id,layer_id,n,mean_fanout,p90_fanout,frac_full_fanout,rank_max_mean
image1024_c2,0,36,3.547773654916513,4.0,0.5802411873840445,1.1804267161410016
image1024_c2,1,36,3.6122448979591835,4.0,0.6368274582560299,1.2479128014842302
image1024_c2,2,36,3.653988868274583,4.0,0.6767161410018553,1.1878478664192949
image1024_c2,3,36,3.576530612244898,4.0,0.6029684601113172,1.6201298701298699
image1024_c2,4,36,3.678571428571429,4.0,0.6929499072356216,1.3766233766233769
image1024_c2,5,36,3.7091836734693877,4.0,0.7156771799628943,1.161410018552876
image1024_c2,6,36,3.532931354359925,4.0,0.5686456400742115,1.6992115027829313
image1024_c2,7,36,3.6488868274582558,4.0,0.6637291280148423,1.345547309833024
image1024_c2,8,36,3.575602968460111,4.0,0.6006493506493507,1.371985157699443
image1024_c2,9,36,3.6498144712430425,4.0,0.668831168831169,1.5440630797773653
image1024_c2,10,36,3.641929499072356,4.0,0.6553803339517625,1.1514378478664193
image1024_c2,11,36,3.653988868274582,4.0,0.6706864564007421,1.2574211502782928
image1024_c2,12,36,3.6725417439703154,4.0,0.6846011131725417,1.187847866419295
image1024_c2,13,36,3.5459183673469385,4.0,0.5765306122448979,1.5788497217068644
image1024_c2,14,36,3.6066790352504645,4.0,0.6289424860853432,1.3089053803339514
image1024_c2,15,36,3.5700371057513913,4.0,0.6029684601113171,1.4225417439703152
image1024_c2,16,36,3.510204081632653,4.0,0.5426716141001857,1.5322356215213357
image1024_c2,17,36,3.6711502782931364,4.0,0.6827458256029684,1.2945269016697587
image1024_c2,18,36,3.5227272727272725,4.0,0.5510204081632654,1.5454545454545456
image1024_c2,19,36,3.6576994434137284,4.0,0.668831168831169,1.1433209647495364
image1024_c2,20,36,3.5491651205936923,4.0,0.5955473098330242,1.2808441558441561
image1024_c2,21,36,3.7240259740259742,4.0,0.7300556586270872,1.2474489795918369
image1024_c2,22,36,3.663265306122449,4.0,0.6748608534322822,1.2258812615955474
image1024_c2,23,36,3.6363636363636362,4.0,0.6484230055658627,1.1985157699443414
image1024_c2,24,36,3.6326530612244903,4.0,0.656307977736549,1.2455936920222637
image1024_c2,25,36,3.593692022263451,4.0,0.6043599257884973,1.3573747680890538
image1024_c2,26,36,3.6961966604823746,4.0,0.7119666048237477,1.2769016697588127
image1024_c2,27,36,3.5306122448979593,4.0,0.556122448979592,1.3689703153988868
image1024_c2,28,36,3.671614100185529,4.0,0.6948051948051948,1.1449443413729128
image1024_c2,29,36,3.6154916512059367,4.0,0.6368274582560296,1.2687847866419297
image1024_c2,30,36,3.6335807050092765,4.0,0.6484230055658625,1.3840445269016695
image1024_c2,31,36,3.5148423005565865,4.0,0.5445269016697589,1.198051948051948
image1024_c2,32,36,3.545918367346938,4.0,0.566326530612245,1.2597402597402596
image1024_c2,33,36,3.6697588126159553,4.0,0.6859925788497218,1.3411410018552878
image1024_c2,34,36,3.695269016697588,4.0,0.7101113172541743,1.1115491651205938
image1024_c2,35,36,3.529684601113173,4.0,0.556122448979592,1.2738868274582562
image1024_c2,36,36,3.644248608534323,4.0,0.6553803339517625,1.3439239332096475
image1024_c2,37,36,3.5259740259740258,4.0,0.551948051948052,1.2084879406307978
image1024_c2,38,36,3.6280148423005567,4.0,0.6428571428571429,1.1941094619666046
image1024_c2,39,36,3.724953617810761,4.0,0.7342300556586272,1.094155844155844
image1024_c2,40,36,3.652133580705009,4.0,0.6683673469387755,1.2316790352504634
image1024_c2,41,36,3.6525974025974026,4.0,0.6637291280148423,1.3337198515769941
image1024_c2,42,36,3.608070500927644,4.0,0.6335807050092765,1.448283858998145
image1024_c2,43,36,3.609461966604824,4.0,0.6289424860853431,1.2820037105751392
image1024_c2,44,36,3.599721706864564,4.0,0.6307977736549165,1.24582560296846
image1024_c2,45,36,3.60482374768089,4.0,0.6307977736549165,1.2581168831168832
image1024_c2,46,36,3.616883116883117,4.0,0.6368274582560297,1.2889610389610389
image1024_c2,47,36,3.571428571428571,4.0,0.601113172541744,1.354359925788497
image448_c2,0,36,3.5069444444444446,4.0,0.5462962962962963,1.2372685185185186
image448_c2,1,36,3.5625,4.0,0.574074074074074,1.4756944444444449
image448_c2,2,36,3.733796296296296,4.0,0.7476851851851851,1.2858796296296298
image448_c2,3,36,3.460648148148148,4.0,0.5185185185185186,1.758101851851852
image448_c2,4,36,3.671296296296296,4.0,0.6782407407407408,1.2673611111111116
image448_c2,5,36,3.655092592592593,4.0,0.6643518518518517,1.3136574074074072
image448_c2,6,36,3.4745370370370376,4.0,0.5185185185185186,1.7939814814814814
image448_c2,7,36,3.625,4.0,0.6342592592592593,1.3715277777777777
image448_c2,8,36,3.706018518518519,4.0,0.7083333333333331,1.1851851851851851
image448_c2,9,36,3.733796296296296,4.0,0.738425925925926,1.4641203703703707
image448_c2,10,36,3.7407407407407414,4.0,0.7430555555555556,1.0937500000000002
image448_c2,11,36,3.6481481481481484,4.0,0.6620370370370369,1.3564814814814814
image448_c2,12,36,3.699074074074074,4.0,0.7106481481481481,1.2685185185185186
image448_c2,13,36,3.6296296296296293,4.0,0.6574074074074073,1.6076388888888888
image448_c2,14,36,3.6504629629629637,4.0,0.6643518518518516,1.349537037037037
image448_c2,15,36,3.4444444444444446,4.0,0.48148148148148157,1.443287037037037
image448_c2,16,36,3.3842592592592595,4.0,0.45601851851851843,1.570601851851852
image448_c2,17,36,3.780092592592592,4.0,0.7847222222222224,1.1597222222222219
image448_c2,18,36,3.550925925925926,4.0,0.5717592592592593,1.5995370370370372
image448_c2,19,36,3.738425925925926,4.0,0.7384259259259258,1.2233796296296298
image448_c2,20,36,3.625,4.0,0.6620370370370371,1.2696759259259258
image448_c2,21,36,3.7384259259259256,4.0,0.7407407407407408,1.1840277777777777
image448_c2,22,36,3.69212962962963,4.0,0.6944444444444443,1.2662037037037035
image448_c2,23,36,3.6597222222222223,4.0,0.6620370370370371,1.261574074074074
image448_c2,24,36,3.731481481481481,4.0,0.7337962962962964,1.2650462962962963
image448_c2,25,36,3.6157407407407414,4.0,0.6273148148148148,1.3148148148148147
image448_c2,26,36,3.6828703703703707,4.0,0.6875000000000001,1.306712962962963
image448_c2,27,36,3.3703703703703702,4.0,0.39120370370370383,1.5150462962962965
image448_c2,28,36,3.722222222222223,4.0,0.7384259259259258,1.2187500000000002
image448_c2,29,36,3.6597222222222223,4.0,0.6666666666666669,1.25462962962963
image448_c2,30,36,3.611111111111111,4.0,0.6157407407407408,1.398148148148148
image448_c2,31,36,3.576388888888888,4.0,0.5972222222222222,1.2847222222222223
image448_c2,32,36,3.5694444444444446,4.0,0.5787037037037037,1.3773148148148149
image448_c2,33,36,3.733796296296296,4.0,0.7430555555555556,1.449074074074074
image448_c2,34,36,3.706018518518519,4.0,0.710648148148148,1.134259259259259
image448_c2,35,36,3.6180555555555562,4.0,0.6435185185185186,1.2511574074074074
image448_c2,36,36,3.5231481481481484,4.0,0.5439814814814814,1.5162037037037035
image448_c2,37,36,3.5347222222222223,4.0,0.5648148148148149,1.321759259259259
image448_c2,38,36,3.7384259259259256,4.0,0.7407407407407408,1.1412037037037037
image448_c2,39,36,3.6944444444444446,4.0,0.712962962962963,1.204861111111111
image448_c2,40,36,3.7129629629629637,4.0,0.7222222222222222,1.3680555555555551
image448_c2,41,36,3.6597222222222223,4.0,0.6712962962962963,1.3414351851851851
image448_c2,42,36,3.548611111111111,4.0,0.585648148148148,1.6041666666666667
image448_c2,43,36,3.706018518518518,4.0,0.7199074074074074,1.1435185185185184
image448_c2,44,36,3.6666666666666665,4.0,0.6921296296296295,1.324074074074074
image448_c2,45,36,3.636574074074074,4.0,0.6666666666666666,1.3761574074074074
image448_c2,46,36,3.6458333333333335,4.0,0.6550925925925926,1.2013888888888888
image448_c2,47,36,3.5694444444444438,4.0,0.6041666666666667,1.4884259259259254
text2048_c2,0,36,3.59716796875,4.0,0.59765625,1.2330322265625
text2048_c2,1,36,3.60595703125,4.0,0.60595703125,1.2755126953125
text2048_c2,2,36,3.3359375,4.0,0.40283203125,1.7806396484375
text2048_c2,3,36,3.68212890625,4.0,0.68798828125,1.2872314453125
text2048_c2,4,36,3.755615234375,4.0,0.75732421875,1.2808837890625
text2048_c2,5,36,3.380859375,4.0,0.3828125,1.5
