workload_id,layer_id,n,mean_fanout,p90_fanout,frac_full_fanout,rank_max_mean
text2048_c2,6,36,3.833984375,4.0,0.833984375,1.1829833984375
text2048_c2,7,36,3.558349609375,4.0,0.594482421875,1.3948974609375
text2048_c2,8,36,3.830810546875,4.0,0.83447265625,1.140380859375
text2048_c2,9,36,3.5390625,4.0,0.605224609375,1.294189453125
text2048_c2,10,36,3.78955078125,4.0,0.796875,1.162841796875
text2048_c2,11,36,3.486572265625,4.0,0.52880859375,1.1177978515625
text2048_c2,12,36,3.830810546875,4.0,0.831298828125,1.345947265625
text2048_c2,13,36,3.714599609375,4.0,0.720947265625,1.3702392578125
text2048_c2,14,36,3.603271484375,4.0,0.611328125,1.2681884765625
text2048_c2,15,36,3.72509765625,4.0,0.72705078125,1.1466064453125
text2048_c2,16,36,3.56640625,4.0,0.568115234375,1.3583984375
text2048_c2,17,36,3.550537109375,4.0,0.55517578125,1.602294921875
text2048_c2,18,36,3.708251953125,4.0,0.70947265625,1.2486572265625
text2048_c2,19,36,3.654052734375,4.0,0.669677734375,1.3304443359375
text2048_c2,20,36,3.662353515625,4.0,0.685302734375,1.4285888671875
text2048_c2,21,36,3.48583984375,4.0,0.505615234375,1.3013916015625
text2048_c2,22,36,3.655517578125,4.0,0.660400390625,1.211181640625
text2048_c2,23,36,3.641357421875,4.0,0.646484375,1.370849609375
text2048_c2,24,36,3.648193359375,4.0,0.651123046875,1.13037109375
text2048_c2,25,36,3.717529296875,4.0,0.730712890625,1.1845703125
text2048_c2,26,36,3.387939453125,4.0,0.4365234375,1.5902099609375
text2048_c2,27,36,3.614013671875,4.0,0.62744140625,1.2032470703125
text2048_c2,28,36,3.670654296875,4.0,0.680419921875,1.1949462890625
text2048_c2,29,36,3.599853515625,4.0,0.62548828125,1.3173828125
text2048_c2,30,36,3.6396484375,4.0,0.6591796875,1.3624267578125
text2048_c2,31,36,3.7392578125,4.0,0.744873046875,1.25830078125
text2048_c2,32,36,3.69384765625,4.0,0.699462890625,1.3212890625
text2048_c2,33,36,3.443115234375,4.0,0.50537109375,1.5540771484375
text2048_c2,34,36,3.4951171875,4.0,0.544677734375,1.4588623046875
text2048_c2,35,36,3.48388671875,4.0,0.50341796875,1.76611328125
text2048_c2,36,36,3.664306640625,4.0,0.671630859375,1.1761474609375
text2048_c2,37,36,3.56884765625,4.0,0.580810546875,1.2958984375
text2048_c2,38,36,3.636474609375,4.0,0.6640625,1.502197265625
text2048_c2,39,36,3.6748046875,4.0,0.6787109375,1.2642822265625
text2048_c2,40,36,3.66015625,4.0,0.66796875,1.1309814453125
text2048_c2,41,36,3.623291015625,4.0,0.6455078125,1.25341796875
text2048_c2,42,36,3.68212890625,4.0,0.696044921875,1.20263671875
text2048_c2,43,36,3.558837890625,4.0,0.625,1.3677978515625
text2048_c2,44,36,3.7138671875,4.0,0.717529296875,1.3460693359375
text2048_c2,45,36,3.576171875,4.0,0.586669921875,1.3009033203125
text2048_c2,46,36,3.80810546875,4.0,0.8095703125,1.20947265625
text2048_c2,47,36,3.734130859375,4.0,0.742431640625,1.235595703125
text512_c2,0,36,3.5888671875,4.0,0.5908203125,1.25
text512_c2,1,36,3.55078125,4.0,0.5517578125,1.2705078125
text512_c2,2,36,3.3837890625,4.0,0.4501953125,1.79541015625
text512_c2,3,36,3.720703125,4.0,0.7314453125,1.21630859375
text512_c2,4,36,3.6728515625,4.0,0.6767578125,1.2822265625
text512_c2,5,36,3.3369140625,4.0,0.345703125,1.44677734375
text512_c2,6,36,3.8349609375,4.0,0.8349609375,1.20166015625
text512_c2,7,36,3.56640625,4.0,0.611328125,1.5400390625
text512_c2,8,36,3.7958984375,4.0,0.7978515625,1.1220703125
text512_c2,9,36,3.6484375,4.0,0.7001953125,1.287109375
text512_c2,10,36,3.7255859375,4.0,0.7568359375,1.1767578125
text512_c2,11,36,3.5390625,4.0,0.578125,1.2783203125
text512_c2,12,36,3.7861328125,4.0,0.787109375,1.23779296875
text512_c2,13,36,3.62890625,4.0,0.650390625,1.4833984375
text512_c2,14,36,3.5888671875,4.0,0.615234375,1.322265625
text512_c2,15,36,3.8193359375,4.0,0.82421875,1.10595703125
text512_c2,16,36,3.625,4.0,0.6328125,1.3349609375
text512_c2,17,36,3.5849609375,4.0,0.58984375,1.56884765625
text512_c2,18,36,3.6689453125,4.0,0.67578125,1.26708984375
text512_c2,19,36,3.6591796875,4.0,0.6630859375,1.24560546875
text512_c2,20,36,3.619140625,4.0,0.650390625,1.275390625
text512_c2,21,36,3.5419921875,4.0,0.5703125,1.2822265625
text512_c2,22,36,3.634765625,4.0,0.6357421875,1.2958984375
text512_c2,23,36,3.591796875,4.0,0.595703125,1.49560546875
text512_c2,24,36,3.66015625,4.0,0.6669921875,1.13916015625
text512_c2,25,36,3.7197265625,4.0,0.740234375,1.203125
text512_c2,26,36,3.412109375,4.0,0.462890625,1.48974609375
text512_c2,27,36,3.6083984375,4.0,0.6259765625,1.16845703125
text512_c2,28,36,3.6552734375,4.0,0.6728515625,1.2900390625
text512_c2,29,36,3.53515625,4.0,0.5615234375,1.3203125
text512_c2,30,36,3.8056640625,4.0,0.806640625,1.2294921875
text512_c2,31,36,3.7080078125,4.0,0.7138671875,1.19970703125
text512_c2,32,36,3.7060546875,4.0,0.716796875,1.294921875
text512_c2,33,36,3.451171875,4.0,0.5166015625,1.52392578125
text512_c2,34,36,3.4443359375,4.0,0.478515625,1.482421875
text512_c2,35,36,3.4248046875,4.0,0.4443359375,1.7607421875
text512_c2,36,36,3.7841796875,4.0,0.787109375,1.10888671875
text512_c2,37,36,3.6787109375,4.0,0.6884765625,1.2978515625
text512_c2,38,36,3.5517578125,4.0,0.5810546875,1.3798828125
text512_c2,39,36,3.640625,4.0,0.646484375,1.19970703125
text512_c2,40,36,3.6767578125,4.0,0.6787109375,1.26513671875
text512_c2,41,36,3.580078125,4.0,0.599609375,1.31884765625
text512_c2,42,36,3.7333984375,4.0,0.751953125,1.15380859375
text512_c2,43,36,3.5859375,4.0,0.6328125,1.373046875
text512_c2,44,36,3.685546875,4.0,0.6875,1.33642578125
text512_c2,45,36,3.59375,4.0,0.61328125,1.1630859375
text512_c2,46,36,3.8583984375,4.0,0.859375,1.248046875
text512_c2,47,36,3.67578125,4.0,0.681640625,1.16552734375
text8192_c2,0,36,3.5992431640625,4.0,0.599365234375,1.25018310546875
text8192_c2,1,36,3.6064453125,4.0,0.60650634765625,1.300445556640625
text8192_c2,2,36,3.34515380859375,4.0,0.41168212890625,1.7740478515625
text8192_c2,3,36,3.68804931640625,4.0,0.689453125,1.40130615234375
text8192_c2,4,36,3.745361328125,4.0,0.74560546875,1.299346923828125
text8192_c2,5,36,3.42962646484375,4.0,0.4305419921875,1.458404541015625
text8192_c2,6,36,3.7674560546875,4.0,0.76751708984375,1.2015380859375
text8192_c2,7,36,3.5186767578125,4.0,0.532470703125,1.295135498046875
text8192_c2,8,36,3.8284912109375,4.0,0.83551025390625,1.298736572265625
text8192_c2,9,36,3.5252685546875,4.0,0.57415771484375,1.404510498046875
text8192_c2,10,36,3.79229736328125,4.0,0.7943115234375,1.250518798828125
text8192_c2,11,36,3.52740478515625,4.0,0.5377197265625,1.132354736328125
text8192_c2,12,36,3.7923583984375,4.0,0.79608154296875,1.375030517578125
text8192_c2,13,36,3.778076171875,4.0,0.78021240234375,1.2802734375
text8192_c2,14,36,3.56280517578125,4.0,0.589111328125,1.28607177734375
text8192_c2,15,36,3.648681640625,4.0,0.65216064453125,1.287445068359375
text8192_c2,16,36,3.60443115234375,4.0,0.60546875,1.32293701171875
text8192_c2,17,36,3.5281982421875,4.0,0.53851318359375,1.4886474609375
text8192_c2,18,36,3.67767333984375,4.0,0.67938232421875,1.33599853515625
text8192_c2,19,36,3.62225341796875,4.0,0.6351318359375,1.36962890625
text8192_c2,20,36,3.67340087890625,4.0,0.68231201171875,1.33514404296875
text8192_c2,21,36,3.63446044921875,4.0,0.64117431640625,1.32965087890625
text8192_c2,22,36,3.63287353515625,4.0,0.63916015625,1.28863525390625
text8192_c2,23,36,3.6837158203125,4.0,0.6937255859375,1.1793212890625
text8192_c2,24,36,3.6754150390625,4.0,0.67755126953125,1.20745849609375
text8192_c2,25,36,3.69769287109375,4.0,0.706787109375,1.1361083984375
text8192_c2,26,36,3.5089111328125,4.0,0.5733642578125,1.532470703125
text8192_c2,27,36,3.6710205078125,4.0,0.67486572265625,1.152130126953125
text8192_c2,28,36,3.67071533203125,4.0,0.67962646484375,1.11663818359375
text8192_c2,29,36,3.63531494140625,4.0,0.65106201171875,1.15325927734375
text8192_c2,30,36,3.65289306640625,4.0,0.66424560546875,1.310150146484375
text8192_c2,31,36,3.7491455078125,4.0,0.75347900390625,1.263031005859375
text8192_c2,32,36,3.69091796875,4.0,0.700439453125,1.29461669921875
text8192_c2,33,36,3.45391845703125,4.0,0.54736328125,1.654998779296875
text8192_c2,34,36,3.58599853515625,4.0,0.63848876953125,1.4195556640625
text8192_c2,35,36,3.4130859375,4.0,0.45941162109375,1.84112548828125
text8192_c2,36,36,3.6275634765625,4.0,0.65960693359375,1.253997802734375
text8192_c2,37,36,3.54400634765625,4.0,0.5753173828125,1.31878662109375
text8192_c2,38,36,3.68963623046875,4.0,0.7022705078125,1.31048583984375
text8192_c2,39,36,3.66455078125,4.0,0.66717529296875,1.31201171875
text8192_c2,40,36,3.68096923828125,4.0,0.6865234375,1.04376220703125
text8192_c2,41,36,3.66119384765625,4.0,0.6702880859375,1.283477783203125
text8192_c2,42,36,3.6080322265625,4.0,0.62042236328125,1.29833984375
text8192_c2,43,36,3.59136962890625,4.0,0.6239013671875,1.3125
text8192_c2,44,36,3.63714599609375,4.0,0.6761474609375,1.299835205078125
text8192_c2,45,36,3.4835205078125,4.0,0.503173828125,1.448089599609375
text8192_c2,46,36,3.69049072265625,4.0,0.6922607421875,1.223358154296875
text8192_c2,47,36,3.68798828125,4.0,0.69818115234375,1.17108154296875
