block,policy,workload,requests,tokens_s,elapsed_s,joint_slo_fraction_ttft2_tpot02,max_arrival_lateness_ms,coalesced_requests,request_max_itl_mean_s,request_max_itl_p99_s,joint_all_token_slo_ttft1_tbt50ms,joint_all_token_slo_ttft1_tbt100ms,joint_all_token_slo_ttft1_tbt200ms,joint_all_token_slo_ttft2_tbt50ms,joint_all_token_slo_ttft2_tbt100ms,joint_all_token_slo_ttft2_tbt200ms,joint_all_token_slo_ttft5_tbt50ms,joint_all_token_slo_ttft5_tbt100ms,joint_all_token_slo_ttft5_tbt200ms,e2e_s_mean,e2e_s_p50,e2e_s_p90,e2e_s_p99,ttft_s_mean,ttft_s_p50,ttft_s_p90,ttft_s_p99,tpot_s_mean,tpot_s_p50,tpot_s_p90,tpot_s_p99
0,layered4,heterogeneous_bursty,48,288.51728614333024,24.844265297986567,1,1.1173317953944162,0,0.05217986282271644,0.05622292876243591,0,0.6875,0.6875,0.0625,1,1,0.0625,1,1,3.2185938022545693,2.9731664811261,4.586835869168863,4.659405248146504,0.7697990189772099,0.7833819724619389,1.299899891903624,1.4847450309153647,0.018030455760268616,0.016529946676546746,0.024816407594415887,0.03069252917070001
0,layered4,heterogeneous_steady,48,266.8071080208133,26.86585096316412,1,2.1183700300753117,0,0.04406556731555611,0.05452156261075288,0.7708333333333334,1,1,0.7708333333333334,1,1,0.7708333333333334,1,1,2.266374829050619,1.9720409584697336,3.894538193196058,3.9070555236004294,0.15624643452853584,0.1649095204193145,0.2555049614980817,0.26061563758179546,0.014117505241093169,0.014384151818961199,0.014871050567946907,0.015035036810274635
0,layered12,heterogeneous_bursty,48,250.1441099235258,28.65548184281215,0.5833333333333334,2.0420890115193657,0,0.04216861839328582,0.047582420692779126,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334,1,1,1,5.373551461215054,5.034283934626728,7.940444081742317,8.475015489999205,1.6950866499585875,1.7248195281717926,2.889906197600067,3.2476067867316307,0.02606134106303241,0.024831958931456788,0.03270180290343151,0.03396055872175133
0,layered12,heterogeneous_steady,48,265.7924928197094,26.968406533822417,1,2.116918098181486,0,0.028862600078961503,0.05461021599825472,0.9166666666666666,1,1,0.9166666666666666,1,1,0.9166666666666666,1,1,2.3858319234568626,2.0624446496367455,4.050795239768923,4.405221601147205,0.2049030253450231,0.2056719425600022,0.35165473679080606,0.3973255871469155,0.014622641029292073,0.014588034471990863,0.016053175950067437,0.016587404506721012
0,layered24,heterogeneous_bursty,48,266.1525581869046,26.931922235991806,0.5625,2.131178304551895,0,0.026945918788745377,0.03867862095590681,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.5625,0.5625,0.5625,1,1,1,4.1908603405560525,4.250797037733719,6.0155022188089795,6.641211440819316,1.8413083628790143,1.8700165087357163,3.2050222243648023,3.648353693280369,0.01649508772410069,0.016942518939464992,0.018942096237987868,0.019528254458148566
0,layered24,heterogeneous_steady,48,264.7970170069487,27.06979134818539,1,1.5874882228672504,0,0.027967024594545364,0.045096594784408806,1,1,1,1,1,1,1,1,1,2.3507396773881433,2.0487948483787477,4.0048481620848175,4.172841694513336,0.274911889709377,0.2761473909486085,0.49836866646073763,0.514549760427326,0.013941033994320845,0.014068608929395793,0.01470626310810593,0.015439311969497308
0,chunk2048,heterogeneous_bursty,48,288.94948409196,24.80710433702916,1,2.3939101956784725,0,0.04864686577154013,0.05149999850895256,0.22916666666666666,0.6875,0.6875,0.375,1,1,0.375,1,1,3.1771744859482474,2.91907502990216,4.560853888653218,4.632067609140649,0.7081665245738501,0.7562235847581178,1.2195773873478175,1.4278342778328805,0.018149510873884445,0.016986673183427874,0.025502436599945503,0.03004217793795443
0,chunk2048,heterogeneous_steady,48,266.63525522707556,26.883166646119207,1,2.004997804760933,0,0.04725050806882791,0.05153876573778689,0.875,1,1,0.875,1,1,0.875,1,1,2.230205721629318,1.9221190926618874,3.8378723559435457,3.8685698721418156,0.13505381255527027,0.12749762530438602,0.2483710383065045,0.2519536936795339,0.014030196937425575,0.014193570989129298,0.014628468936502471,0.01497104301272581
1,layered12,heterogeneous_bursty,48,279.07376107773206,25.684965767897666,0.8125,2.014346905053088,0,0.029295541646812733,0.033370143524371086,0.4375,0.4375,0.4375,0.8125,0.8125,0.8125,1,1,1,3.6363004366285168,3.4291409084107727,5.184240872086957,5.456030916427262,1.1880094812368043,1.1984269684180617,2.0490298258606345,2.3448715092986823,0.017793206172254324,0.016810438472448903,0.024273561211746366,0.024908992348031865
1,layered12,heterogeneous_steady,48,266.1884812951468,26.9282876746729,1,1.5798090025782585,0,0.025658128191328917,0.030113049964420498,1,1,1,1,1,1,1,1,1,2.285255988856079,1.9921619358938187,3.9337933013681323,3.963364087678492,0.20167427900984572,0.20682522607967257,0.34715765048749747,0.35434067830909044,0.013956361109677129,0.014166110882718765,0.014618031662637625,0.014828653687404261
