policy,workload,restart_pairs,median_e2e_mean_reduction_pct,mean_e2e_mean_reduction_pct,min_e2e_mean_reduction_pct,max_e2e_mean_reduction_pct,bootstrap_median_ci95_lower_pct,bootstrap_median_ci95_upper_pct,ci_unit,status
layered4,heterogeneous_bursty,3,1.1476542495854503,10.543267785352302,-1.3036525532201138,31.785801659691572,-1.3036525532201138,31.785801659691572,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
layered4,heterogeneous_steady,3,-1.6217834556929267,10.567275871157525,-6.214447346284047,39.53805841544955,-6.214447346284047,39.53805841544955,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
layered12,heterogeneous_bursty,3,-6.033973789080949,-17.48967493800558,-69.1298820691393,22.6948310442035,-69.1298820691393,22.6948310442035,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
layered12,heterogeneous_steady,3,-5.178914940142931,8.66569196248335,-6.978109701639945,38.15410052923293,-6.978109701639945,38.15410052923293,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
layered24,heterogeneous_bursty,3,-31.905262335797225,-22.36369524958427,-34.813864905788435,-0.3719585071671583,-34.813864905788435,-0.3719585071671583,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
layered24,heterogeneous_steady,3,-6.097159620593562,-15.17256086640902,-34.015911440341526,-5.40461153829197,-34.015911440341526,-5.40461153829197,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
