hypothesis,experiment,counterfactual_valid,wave_e2e_p50_ms_A,wave_e2e_p50_ms_B,wave_e2e_p50_ms_B_vs_A_pct,request_e2e_p50_ms_A,request_e2e_p50_ms_B,request_e2e_p50_ms_B_vs_A_pct,request_e2e_p99_ms_A,request_e2e_p99_ms_B,request_e2e_p99_ms_B_vs_A_pct,ttft_p50_ms_A,ttft_p50_ms_B,ttft_p50_ms_B_vs_A_pct,step_cuda_ms_p50_A,step_cuda_ms_p50_B,step_cuda_ms_p50_B_vs_A_pct,moe_sample_ms_p50_A,moe_sample_ms_p50_B,moe_sample_ms_p50_B_vs_A_pct,attention_sample_ms_p50_A,attention_sample_ms_p50_B,attention_sample_ms_p50_B_vs_A_pct,dispatch_sample_ms_p50_A,dispatch_sample_ms_p50_B,dispatch_sample_ms_p50_B_vs_A_pct,combine_sample_ms_p50_A,combine_sample_ms_p50_B,combine_sample_ms_p50_B_vs_A_pct,host_execute_ms_p50_A,host_execute_ms_p50_B,host_execute_ms_p50_B_vs_A_pct,direct_perfect_oracle_pct
H33,metadata_host_path_control,False,1702.5204115000001,3265.0168384999997,91.77548864881844,1700.8404735,1730.31337975,1.732843656368921,1702.4939139550002,3264.174467785,91.72899480163885,193.48215275,193.69624149999999,0.11065038658970572,1597.414776481688,3153.861026696861,97.43532319409563,117.29224020242691,235.1337439417839,100.46828633845016,55.10176005959511,107.322624117136,94.77168061612117,15.818480025976896,33.74843191727996,113.34813371359785,4.3656160067766905,8.521343994885683,95.19224736344445,1596.975234,3153.274488,97.45293607978394,
H38,metadata_step_recurrence,False,196.0332075,1705.493171,770.0021760343844,193.87901275000002,1703.43376,778.606578318261,195.222302875,1704.57250008,773.144346202816,193.82551899999999,191.129645,-1.390876709067379,99.98062673956156,1603.0571319758892,1503.367756587159,7.2769439816474915,117.17593657970428,1510.2355174812792,3.397440016269684,55.039871990680695,1520.0395511651532,0.7651680037379265,15.746079981327057,1957.859176599883,0.07611199922394007,4.204127988312393,5423.607356499496,99.944344,1602.582788,1503.4752181674232,
H43,pinned_vs_unpinned_dp,False,895.909081,894.514017,-0.15571490786128184,893.681063,892.361562,-0.1476478639449441,894.8828121250001,893.64666202,-0.13813541709050137,191.4383335,191.3945395,-0.02287629608935804,797.9802760779858,796.8044536113739,-0.14734981576123296,58.06841605901718,57.95695996284485,-0.1919392739403336,27.284480065107346,27.253023862838745,-0.11528972585711506,7.645679995417595,7.604448013007641,-0.5392846997868905,1.9828479964053258,1.9776000033598393,-0.26466945802202657,797.7501505,796.606181,-0.14339947153667598,
H45,common_regime_transition_repeat,False,500.21684700000003,499.38291,-0.16671509666287276,497.6308735,497.0186095,-0.1230357746282329,499.58929607000005,498.81572198,-0.1548420064411582,195.18467825000002,195.685203,0.2564364961879395,401.82180362939835,401.52776880562305,-0.07317542779398112,29.97075182199478,29.938719987869263,-0.10687697898192905,13.28284801542759,13.236223995685577,-0.3510092089276329,3.786352016031742,3.7763520181179047,-0.26410639770144684,0.8719520051963627,0.8676479903515428,-0.49360685211689015,401.66790249999997,401.42386799999997,-0.060755290248759586,
H46,turnover_repeat,False,3456.492108,6554.100691,89.6171171874118,3454.2317805000002,3374.90227125,-2.296589062084231,3455.77612356,6552.944999145,89.62296065621354,209.1973875,208.148156,-0.501550957465946,3341.1425217688084,6416.052617035806,92.03169500351436,247.83049643039703,473.1352155804634,90.91081299324395,114.6966078877449,217.5034561753273,89.63373039610798,40.89372803270817,62.49147200956941,52.81431900653968,9.002495949389413,17.336112016579136,92.57006183662814,3341.036129,6414.502420000001,91.9914114164313,
H48,mixed_phase_repeat,False,12013.670421,9955.6476945,-17.13067409359391,5104.0289545000005,5089.1648545,-0.2912228777012693,10007.91771304,9955.425954585,-0.5245022986810288,302.5678195,264.30749875000004,-12.645204904218154,9994.827807746828,9804.354252897203,-1.9057212241514687,899.8979516029358,881.4785764217377,-2.0468293264129245,393.668256521225,384.9370885193348,-2.2178999340830563,412.7627197355032,402.3896168395877,-2.513091032679149,28.21273598074913,27.571568019222468,-2.272618869591947,9955.373144,9766.257353,-1.899635385480014,
