hypothesis,experiment,variant,pair_index,requests,prompt_words,output_tokens_requested,image_count,wave_e2e_ms,sum_request_e2e_ms,request_e2e_p50_ms,request_e2e_p90_ms,request_e2e_p99_ms,ttft_p50_ms,ttft_p99_ms
H45,common_regime_transition_repeat,A,227,8,3840,32,0,491.959282,3916.80104,489.5800835,490.7343229,491.12337499,194.8355375,196.66280353
H45,common_regime_transition_repeat,A,230,8,3840,32,0,491.154367,3911.266151,488.91571350000004,489.9547225,490.35780595,194.9154925,196.68987016
H45,common_regime_transition_repeat,A,231,8,3840,32,0,507.384862,4040.060274,504.9967875,506.0935837,506.58653917000004,198.252444,200.16921491
H45,common_regime_transition_repeat,A,232,8,3840,32,0,502.058732,3998.282283,499.775795,500.8692197,501.24813887,205.8156325,207.4996458
H45,common_regime_transition_repeat,A,236,8,3840,32,0,496.251978,3952.0742499999997,494.0525665,494.9904987,495.37585647000003,198.165674,199.79078663
H45,common_regime_transition_repeat,A,238,8,3840,32,0,494.384554,3936.6948549999997,492.13318300000003,493.1050632,493.48276332,197.469583,199.23162637000001
H45,common_regime_transition_repeat,A,239,8,3840,32,0,515.003684,4101.9712039999995,512.762289,513.7955968,514.17336118,206.5386015,208.21771237
H45,common_regime_transition_repeat,A,242,8,3840,32,0,515.989899,4110.032682999999,513.7859965,514.7583288,515.12377038,205.9517625,209.53074451999998
H45,common_regime_transition_repeat,A,243,8,3840,32,0,492.221852,3919.977734,490.000138,491.0470247,491.44108277,194.5309095,196.17195124
H45,common_regime_transition_repeat,A,244,8,3840,32,0,498.612264,3969.1867439999996,496.14248999999995,497.051235,497.4415767,199.4804075,201.43789621
H45,common_regime_transition_repeat,A,248,8,3840,32,0,497.142164,3957.7400399999997,494.696867,495.92771689999995,496.31305828999996,195.4572785,197.30728650999998
H45,common_regime_transition_repeat,A,250,8,3840,32,0,497.32877,3960.7686909999998,495.1614585,496.09005399999995,496.46344869999996,196.5858425,198.29479379
H45,common_regime_transition_repeat,A,251,8,3840,32,0,495.954708,3949.27551,493.7097275,494.6944969,495.06420169,199.3468345,201.00231314
H45,common_regime_transition_repeat,A,254,8,3840,32,0,497.676099,3961.9508079999996,495.2359175,496.3060982,496.75539152,194.4558585,196.25495168999998
H45,common_regime_transition_repeat,A,255,8,3840,32,0,516.667452,4103.584618999999,512.9871,513.9066558,514.25142078,204.636065,208.34145121
H45,common_regime_transition_repeat,A,256,8,3840,32,0,494.36718,3936.362604,492.1627665,493.1337542,493.55021822000003,193.229571,194.97994697
H45,common_regime_transition_repeat,A,260,8,3840,32,0,493.581188,3930.3716080000004,491.303579,492.3268941,492.67991271,193.534124,197.23248536
H45,common_regime_transition_repeat,A,262,8,3840,32,0,544.494916,4337.561442,542.1822864999999,543.2516412,543.66120042,227.546127,231.26457646
H45,common_regime_transition_repeat,A,263,8,3840,32,0,500.152227,3982.9797120000003,497.85335399999997,498.9023506,499.31646976,194.1432385,198.01272136
H45,common_regime_transition_repeat,A,266,8,3840,32,0,491.745691,3915.78418,489.503506,490.4647831,490.85637661,192.753104,196.44803036
H45,common_regime_transition_repeat,A,267,8,3840,32,0,493.78224,3931.223128,491.374786,492.44844439999997,492.92539724,193.5245415,197.36938265999999
H45,common_regime_transition_repeat,A,268,8,3840,32,0,503.65096,4010.894972,501.3582795,502.3925661,502.79084391000004,206.777761,208.47314950999998
H45,common_regime_transition_repeat,A,272,8,3840,32,0,501.153099,3990.504963,498.5475945,500.5520545,501.09299455,193.07592,195.4176776
H45,common_regime_transition_repeat,A,274,8,3840,32,0,491.625525,3915.3469050000003,489.42081900000005,490.3872027,490.78793877000004,194.84429799999998,196.65106346
H45,common_regime_transition_repeat,A,275,8,3840,32,0,509.627924,4058.370028,507.17179699999997,508.4651237,508.86428477,196.027658,197.88270527
H45,common_regime_transition_repeat,A,278,8,3840,32,0,494.360363,3925.970602,490.771063,493.57986159999996,494.02011946,193.95308749999998,197.68857253
H45,common_regime_transition_repeat,A,279,8,3840,32,0,516.402298,4102.944034,512.6880675,515.7526336,516.3373315599999,205.4358545,207.54284906
H45,common_regime_transition_repeat,A,280,8,3840,32,0,490.348977,3905.0716,488.2170705,489.1372813,489.51528823,192.0936485,195.71908837
H45,common_regime_transition_repeat,A,284,8,3840,32,0,490.487005,3904.745735,488.144508,488.948771,489.3429242,193.644335,195.45595238
H45,common_regime_transition_repeat,A,286,8,3840,32,0,491.633593,3914.6658639999996,489.0609685,491.0411522,491.57434892000003,193.294672,195.64269156
H45,common_regime_transition_repeat,A,287,8,3840,32,0,492.953341,3925.3229629999996,490.63743550000004,491.6648403,492.05290833,193.70080000000002,197.43666084
H45,common_regime_transition_repeat,A,290,8,3840,32,0,503.993019,4013.8064329999997,501.70998399999996,502.97703859999996,503.16956156,194.072376,195.89719242
H45,common_regime_transition_repeat,A,291,8,3840,32,0,501.285234,3992.21607,498.994111,500.0631925,500.46610585,193.6892005,197.86565101
H45,common_regime_transition_repeat,A,292,8,3840,32,0,494.801796,3940.773701,492.58398,493.5726643,493.97374183,195.775575,197.5558761
H45,common_regime_transition_repeat,A,296,8,3840,32,0,518.377443,4135.081498,516.9230805,517.3827973,517.60288843,196.649567,197.68518663
H45,common_regime_transition_repeat,A,298,8,3840,32,0,494.305166,3925.7515710000002,490.7358635,493.5836676,494.01652296,194.9958075,196.78853465999998
H45,common_regime_transition_repeat,A,299,8,3840,32,0,503.016248,4001.133715,499.92418299999997,502.30635490000003,502.94525869,192.799789,195.19997865
H45,common_regime_transition_repeat,A,302,8,3840,32,0,538.227908,4280.278075,534.992165,536.7546538,537.36183898,196.562317,199.34828422
H45,common_regime_transition_repeat,A,303,8,3840,32,0,505.801434,4023.806176,502.988587,505.12245839999997,505.53998334,195.1217025,196.90325772
H45,common_regime_transition_repeat,A,304,8,3840,32,0,496.169376,3950.855408,493.612756,495.4396561,496.09640401,196.1315185,198.36358297
H45,common_regime_transition_repeat,A,308,8,3840,32,0,495.622235,3946.958141,493.3695265,494.4440875,494.83499935000003,196.274033,199.99789449
H45,common_regime_transition_repeat,A,310,8,3840,32,0,502.475506,4002.0834370000002,500.250817,501.2545187,501.64980527,193.09223500000002,194.83620749
H45,common_regime_transition_repeat,A,311,8,3840,32,0,501.53782,3994.134051,499.27148350000004,500.3185386,500.73040235999997,204.53081,206.33414109
H45,common_regime_transition_repeat,A,314,8,3840,32,0,506.856832,4035.943137,504.24426800000003,506.21505659999997,506.79265446,205.6002225,207.93100109999997
H45,common_regime_transition_repeat,A,315,8,3840,32,0,496.012835,3951.048424,493.814942,495.1676704,495.66962164,197.44597349999998,201.9535674
H45,common_regime_transition_repeat,A,316,8,3840,32,0,506.615624,4034.836888,504.3456585,505.36854320000003,505.78254392,197.057672,198.88896469
H45,common_regime_transition_repeat,A,320,8,3840,32,0,518.199888,4126.980833,515.698663,517.0236398,517.3877835799999,205.8375795,207.57631484
H45,common_regime_transition_repeat,A,322,8,3840,32,0,534.708192,4247.4206030000005,531.004122,533.9110408,534.33720808,194.6542415,196.4918553
H45,common_regime_transition_repeat,A,323,8,3840,32,0,490.355295,3905.067083,487.928304,489.7271024,490.29247574,195.80835000000002,198.10660006
H45,common_regime_transition_repeat,A,326,8,3840,32,0,493.182934,3926.697725,490.86018149999995,491.894284,492.29316220000004,193.6132525,197.44055204
H45,common_regime_transition_repeat,A,327,8,3840,32,0,500.454648,3985.8285109999997,498.21577,499.26353389999997,499.66404569,193.07293399999998,196.74980204
H45,common_regime_transition_repeat,A,328,8,3840,32,0,515.638474,4106.993229,513.3807075,514.447103,514.8366824,206.98782599999998,208.5987705
H45,common_regime_transition_repeat,A,332,8,3840,32,0,495.781032,3947.630505,493.28675799999996,494.57108719999997,494.97656402,195.9526265,199.69296950999998
H45,common_regime_transition_repeat,A,334,8,3840,32,0,516.418029,4113.5706,513.928752,515.8580402,516.3620301200001,194.01696500000003,196.22077395000002
H45,common_regime_transition_repeat,A,335,8,3840,32,0,496.51536,3954.0676439999997,494.2923515,495.29511579999996,495.65329348,195.7841755,197.44218642
H45,common_regime_transition_repeat,A,338,8,3840,32,0,505.057939,4022.904777,502.892743,503.78288119999996,504.17067391999996,207.3869895,208.96340489
H45,common_regime_transition_repeat,A,339,8,3840,32,0,494.506843,3937.4807950000004,492.11251849999996,493.3159213,493.68107623000003,196.37025,198.07655966
H45,common_regime_transition_repeat,A,340,8,3840,32,0,498.691687,3963.6892390000003,495.447161,497.2774826,497.85528206000004,196.52698850000002,199.22064885
H45,common_regime_transition_repeat,A,344,8,3840,32,0,492.610717,3922.916995,490.38583700000004,491.392219,491.7888292,195.4949155,197.21401542
H45,common_regime_transition_repeat,A,346,8,3840,32,0,506.109936,4031.785004,504.01160500000003,504.9649464,505.29094494,206.5488135,208.10031038
H45,common_regime_transition_repeat,A,347,8,3840,32,0,492.504808,3922.000916,490.2593825,491.1983474,491.57760614,195.5787595,197.30948715
H45,common_regime_transition_repeat,A,350,8,3840,32,0,490.816549,3908.9285760000002,488.360456,490.2683384,490.76172794,194.03096299999999,196.24612076999998
H45,common_regime_transition_repeat,A,351,8,3840,32,0,504.313259,4005.580728,500.79929200000004,503.5852212,503.98698102,194.66440999999998,196.40589487
H45,common_regime_transition_repeat,A,352,8,3840,32,0,504.328872,4004.937274,500.418454,503.5808331,504.25406811,204.8013685,207.02288574000002
H45,common_regime_transition_repeat,A,356,8,3840,32,0,492.111334,3919.214684,489.9344105,490.8838588,491.24768128000005,194.24672650000002,196.01366924
H45,common_regime_transition_repeat,A,358,8,3840,32,0,502.308147,4000.627307,499.843674,501.704131,502.24774540000004,194.059561,196.26624238
H45,common_regime_transition_repeat,A,359,8,3840,32,0,508.979021,4053.9140399999997,506.7307905,507.7673431,508.14292831,211.23089,212.87801042
H45,common_regime_transition_repeat,A,362,8,3840,32,0,516.405432,4101.5532029999995,512.523147,515.6189925,516.32678805,202.1095085,203.28779501
H45,common_regime_transition_repeat,A,363,8,3840,32,0,533.064117,4234.428484,529.294302,532.2858979,532.70454739,227.8111535,231.57701658
H45,common_regime_transition_repeat,A,364,8,3840,32,0,499.442328,3977.739203,496.979231,498.8246991,499.38056510999996,193.833288,196.07994162
H45,common_regime_transition_repeat,A,368,8,3840,32,0,514.503761,4098.441838,512.3178555,513.2917384,513.66102424,206.095449,207.84704804
H45,common_regime_transition_repeat,A,370,8,3840,32,0,497.909292,3964.5744090000003,495.600147,496.6949677,497.08918957000003,194.663375,196.54161481
H45,common_regime_transition_repeat,A,371,8,3840,32,0,503.855055,4013.393133,501.7224745,502.6258097,502.99322507,194.6758095,196.37809196999999
H45,common_regime_transition_repeat,A,374,8,3840,32,0,492.459192,3921.7014019999997,490.224493,491.2709913,491.65541793,193.34981399999998,197.0562395
H45,common_regime_transition_repeat,A,375,8,3840,32,0,503.877308,4012.814276,501.626706,502.64753790000003,503.03197839,194.1318245,195.91199553
H45,common_regime_transition_repeat,A,376,8,3840,32,0,510.254174,4052.7475780000004,506.704707,509.4917453,509.88126863,196.09733699999998,199.68153688
H45,common_regime_transition_repeat,A,380,8,3840,32,0,495.637898,3936.0726729999997,492.09239,494.9096732,495.29867552,195.8768675,197.5864015
H45,common_regime_transition_repeat,A,382,8,3840,32,0,519.477667,4126.177865,515.875068,518.7366272,519.1229457200001,194.32233200000002,197.88238827
H45,common_regime_transition_repeat,A,383,8,3840,32,0,533.467656,4249.3849709999995,530.9186010000001,532.8639795,533.40728835,220.3610595,224.40228739
H45,common_regime_transition_repeat,A,386,8,3840,32,0,492.115264,3918.6838989999997,489.780196,490.9649521,491.32152391000005,193.8756225,195.65109049
H45,common_regime_transition_repeat,A,387,8,3840,32,0,490.062197,3894.9128360000004,486.87279950000004,488.63343849999995,489.22511875,192.022294,194.72205702
H45,common_regime_transition_repeat,A,388,8,3840,32,0,503.899733,4012.555374,501.5751,502.64583259999995,503.05011745999997,195.4186985,197.18360968
H45,common_regime_transition_repeat,A,392,8,3840,32,0,503.56579,4010.7835079999995,501.342337,502.3704972,502.75978932,192.639093,196.27137269
H45,common_regime_transition_repeat,A,394,8,3840,32,0,491.761639,3915.862292,489.475592,490.5546589,490.94148709,194.2156685,196.01660779
H45,common_regime_transition_repeat,A,395,8,3840,32,0,493.336879,3929.351941,491.171373,492.1487947,492.53361067000003,195.7019335,197.42564616
H45,common_regime_transition_repeat,A,398,8,3840,32,0,490.808684,3908.658413,488.586836,489.607009,489.9903514,193.4940435,195.23624659
H45,common_regime_transition_repeat,A,399,8,3840,32,0,515.202107,4104.234997,513.0723115000001,514.034466,514.3878519,206.0293155,207.62727984999998
H45,common_regime_transition_repeat,A,400,8,3840,32,0,495.865538,3948.931008,493.4697585,494.6944023,495.07182963,194.20683250000002,195.93091575
H45,common_regime_transition_repeat,A,404,8,3840,32,0,495.629705,3939.438878,492.4214715,494.2298667,494.82908427,195.6579195,198.3895487
H45,common_regime_transition_repeat,A,406,8,3840,32,0,488.991522,3893.9270070000002,486.803763,487.76997170000004,488.15216057000004,192.9716515,196.81682397999998
H45,common_regime_transition_repeat,A,407,8,3840,32,0,488.640066,3891.57521,486.451515,487.4017991,487.77822220999997,191.977965,195.57140399000002
H45,common_regime_transition_repeat,A,410,8,3840,32,0,505.016224,4021.85421,502.7440775,503.8119205,504.17987515,206.81881550000003,208.53182493
H45,common_regime_transition_repeat,A,411,8,3840,32,0,488.582801,3890.772265,486.274274,487.4237116,487.80408796,194.1046265,195.80094541
H45,common_regime_transition_repeat,A,412,8,3840,32,0,501.806791,3996.195929,499.49940849999996,500.574275,500.9622857,195.149377,196.91573413999998
H45,common_regime_transition_repeat,A,416,8,3840,32,0,515.734298,4094.696197,511.92887,514.9957602999999,515.39162773,205.14311149999997,206.89498606
H45,common_regime_transition_repeat,A,418,8,3840,32,0,490.135594,3890.885482,486.41074100000003,489.3988435,489.80765364999996,192.992952,194.83459807
H45,common_regime_transition_repeat,A,419,8,3840,32,0,512.817672,4084.334011,510.30075250000004,512.2437238,512.76027718,205.5958495,208.00772148000001
H45,common_regime_transition_repeat,A,422,8,3840,32,0,492.589708,3921.573222,490.0119035,491.4131102,491.79918932,193.5994035,195.48418954000002
H45,common_regime_transition_repeat,A,423,8,3840,32,0,550.335096,4372.6980920000005,546.6660254999999,549.5555696,549.96897056,208.22173850000001,209.85254207999998
H45,common_regime_transition_repeat,A,424,8,3840,32,0,500.916651,3989.517398,498.39122499999996,500.3215376,500.85713966,202.26988849999998,204.59551832
H45,common_regime_transition_repeat,A,428,8,3840,32,0,503.66182,4011.219701,501.4476335,502.4215517,502.81383317,206.97214150000002,208.64543247999998
H45,common_regime_transition_repeat,A,430,8,3840,32,0,505.884895,4029.099983,503.6710835,504.7004313,505.06421913,197.0793965,198.8795063
H45,common_regime_transition_repeat,A,431,8,3840,32,0,501.177185,3991.145498,498.929217,499.9573547,500.34547187,204.622852,206.28267329000002
H45,common_regime_transition_repeat,A,434,8,3840,32,0,508.50964,4049.7501519999996,506.25382249999996,507.287603,507.6761492,197.67656449999998,199.46448387
H45,common_regime_transition_repeat,A,435,8,3840,32,0,489.899035,3900.233474,487.529985,488.6780734,489.11839804,192.3917325,196.23959843
H45,common_regime_transition_repeat,A,436,8,3840,32,0,494.397925,3936.912907,492.0456175,493.211791,493.57452609999996,197.192338,198.98392077
H45,common_regime_transition_repeat,A,440,8,3840,32,0,504.86844,4020.453994,502.41892700000005,503.7255412,504.09450322,191.3934445,195.11310047999999
H45,common_regime_transition_repeat,A,442,8,3840,32,0,495.138025,3943.0876630000002,492.9005545,493.94164029999996,494.32028353,194.60803,196.38347652000002
H45,common_regime_transition_repeat,A,443,8,3840,32,0,498.886627,3972.6358179999997,496.4251835,497.7783641,498.17530001,195.150912,198.75202275
H45,common_regime_transition_repeat,A,446,8,3840,32,0,494.378245,3936.820365,492.119875,493.13550860000004,493.52742026,193.091706,194.90397305000002
H45,common_regime_transition_repeat,A,447,8,3840,32,0,490.258144,3892.795849,486.64045550000003,489.59750049999997,489.97986955,192.9649465,194.76510663
H45,common_regime_transition_repeat,A,448,8,3840,32,0,522.704286,4163.327347,520.1836475,522.1158779,522.64544519,192.8076895,194.99836569
H45,common_regime_transition_repeat,A,452,8,3840,32,0,503.846618,4012.8420699999997,501.5407195,502.7806434,503.18437134,204.443282,206.20946268
H45,common_regime_transition_repeat,A,454,8,3840,32,0,489.999218,3902.420151,487.803844,488.8127836,489.17660986,193.774699,195.4042043
H45,common_regime_transition_repeat,A,455,8,3840,32,0,518.997389,4134.096664,516.61025,517.9638305,518.36039345,204.75245999999999,208.44381249
H45,common_regime_transition_repeat,A,458,8,3840,32,0,504.502862,4013.7743419999997,501.800345,503.7344412,504.15196362,203.0698575,204.55947055000001
H45,common_regime_transition_repeat,A,459,8,3840,32,0,500.979021,3990.624149,498.567366,500.4180417,500.92292306999997,206.82077199999998,208.97171602999998
H45,common_regime_transition_repeat,A,460,8,3840,32,0,490.860778,3908.289146,488.375146,489.700197,490.095333,194.6109885,196.40863385999998
H45,common_regime_transition_repeat,A,464,8,3840,32,0,535.337263,4256.880469,532.115908,533.9008304,534.44507354,211.9918635,216.64761056
H45,common_regime_transition_repeat,A,466,8,3840,32,0,505.526714,4026.312849,503.298001,504.4456003,504.86974843,205.5081365,207.33757985000003
H45,common_regime_transition_repeat,A,467,8,3840,32,0,490.770306,3912.4017089999998,489.08788,489.6289325,489.89922455,194.0556515,194.98697927999999
H45,common_regime_transition_repeat,A,470,8,3840,32,0,492.399792,3921.323275,490.19011350000005,491.2332643,491.62703383,193.369022,195.12723677
H45,common_regime_transition_repeat,A,471,8,3840,32,0,489.70528,3899.317255,487.43015,488.5079957,488.87217917,193.827628,195.62385236
H45,common_regime_transition_repeat,A,472,8,3840,32,0,513.660921,4091.0754770000003,511.3211135,512.5649741,512.9223775099999,204.6190325,208.25181804
H45,common_regime_transition_repeat,A,476,8,3840,32,0,505.173573,4024.167311,503.046158,504.0269393,504.38404913,205.58198,207.28362323
H45,common_regime_transition_repeat,A,478,8,3840,32,0,492.543707,3922.398263,490.05809450000004,491.95456459999997,492.48479276,190.9735345,194.87532204
H45,common_regime_transition_repeat,A,479,8,3840,32,0,500.430883,3986.068557,498.29814799999997,499.2929773,499.63624603000005,205.31106499999999,206.96330752
H45,common_regime_transition_repeat,A,482,8,3840,32,0,500.618757,3986.994588,498.36267899999996,499.3977234,499.76638554,191.33880399999998,194.98589044
H45,common_regime_transition_repeat,A,483,8,3840,32,0,499.847273,3980.6358,497.62757250000004,498.5895592,498.98484892,205.03202950000002,206.78257474
H45,common_regime_transition_repeat,A,484,8,3840,32,0,534.59997,4258.073926,532.1766105,533.4048929999999,533.8000037999999,195.7135015,197.39507128
H45,common_regime_transition_repeat,A,488,8,3840,32,0,501.457011,3993.328817,499.159839,500.26155140000003,500.63039624,193.521843,195.25733567
H45,common_regime_transition_repeat,A,490,8,3840,32,0,490.369174,3894.980423,486.91652350000004,489.71919319999995,490.13011952,193.407639,195.12186991
H45,common_regime_transition_repeat,A,491,8,3840,32,0,488.720449,3893.195782,486.43327750000003,488.1778293,488.66618702999995,192.688741,194.84300525
H45,common_regime_transition_repeat,A,494,8,3840,32,0,499.532687,3978.1798209999997,497.2517305,498.3229914,498.73076394,198.00809750000002,199.77439099999998
H45,common_regime_transition_repeat,A,495,8,3840,32,0,490.482239,3905.735468,488.21601699999997,489.2523456,489.62295066,194.3556735,196.61149516
H45,common_regime_transition_repeat,A,496,8,3840,32,0,501.211091,3991.552116,498.96523349999995,499.9630874,500.38417814,205.5952415,207.78767889
H45,common_regime_transition_repeat,A,500,8,3840,32,0,519.709574,4140.023304,517.5200709999999,518.5510878,518.90583198,208.908444,210.61951495000002
H45,common_regime_transition_repeat,A,502,8,3840,32,0,489.811111,3906.6129010000004,488.36454449999997,488.8020925,489.03505075,193.53993,196.47075505
H45,common_regime_transition_repeat,A,503,8,3840,32,0,505.297186,4024.490895,503.08031400000004,504.0864635,504.45681214999996,194.0075645,195.66543687
H45,common_regime_transition_repeat,A,506,8,3840,32,0,509.553749,4046.986255,505.94712300000003,508.7905054,509.21214424,195.075896,196.81847597
H45,common_regime_transition_repeat,A,507,8,3840,32,0,493.540402,3929.28675,490.899002,492.8775832,493.47412011999995,196.333081,198.6303676
H45,common_regime_transition_repeat,A,508,8,3840,32,0,489.277816,3888.9258,486.092885,487.8416715,488.41990755,190.5419655,195.15186509999998
H45,common_regime_transition_repeat,A,512,8,3840,32,0,494.089211,3934.187481,491.69187350000004,492.9219893,493.26532733,193.458645,195.20804057
H45,common_regime_transition_repeat,A,514,8,3840,32,0,492.176845,3908.0644270000003,488.58903699999996,491.4410617,491.84998777,195.2188375,196.93716460000002
H45,common_regime_transition_repeat,A,515,8,3840,32,0,504.05665,4014.3983390000003,501.567273,503.4755975,503.99854475,206.37602149999998,208.6529786
H45,common_regime_transition_repeat,A,518,8,3840,32,0,491.285827,3902.828685,487.80948550000005,489.2380459,489.61742749,194.176695,195.38777722999998
H45,common_regime_transition_repeat,A,519,8,3840,32,0,529.30323,4204.286812,525.6196335,528.5471037,528.9548264700001,201.5752725,205.29325386
H45,common_regime_transition_repeat,A,520,8,3840,32,0,494.022833,3922.302858,490.02754300000004,493.3914259,493.76500519,190.812512,194.72391965
H45,common_regime_transition_repeat,A,524,8,3840,32,0,507.553076,4030.449806,503.767247,506.8285362,507.23028972,197.364262,199.60650701
H45,common_regime_transition_repeat,A,526,8,3840,32,0,503.568434,4009.725233,501.19422399999996,502.383085,502.77982119999996,194.49568349999998,196.26470692
H45,common_regime_transition_repeat,A,527,8,3840,32,0,490.841235,3908.2429730000003,488.470617,489.60942289999997,490.01299019000004,193.56455,195.43617681
H45,common_regime_transition_repeat,A,530,8,3840,32,0,501.176294,3997.895434,499.78214049999997,500.1985673,500.37016733,205.2323755,208.16456906
H45,common_regime_transition_repeat,A,531,8,3840,32,0,489.0109,3894.080728,486.7914275,487.7737385,488.16218075,194.1955845,195.90424243
H45,common_regime_transition_repeat,A,532,8,3840,32,0,499.876505,3969.3002850000003,496.23348550000003,499.12955309999995,499.54234611,198.5099655,200.18121594000002
H45,common_regime_transition_repeat,A,536,8,3840,32,0,512.536787,4082.3399130000003,510.33741399999997,511.3304455,511.70117845,192.60607349999998,196.2426992
H45,common_regime_transition_repeat,A,538,8,3840,32,0,495.180116,3943.590497,492.997908,494.0107581,494.41253241,194.0182595,195.75281781
H45,common_regime_transition_repeat,A,539,8,3840,32,0,513.447034,4089.520347,511.222883,512.2609447,512.6346096699999,194.644582,196.35630188
H45,common_regime_transition_repeat,A,542,8,3840,32,0,515.317088,4104.657918,512.7504739999999,514.7354517,515.25892437,192.2157405,194.49563993
H45,common_regime_transition_repeat,A,543,8,3840,32,0,490.557719,3906.661111,488.347671,489.38121920000003,489.78190172,195.129627,196.78639866999998
H45,common_regime_transition_repeat,A,544,8,3840,32,0,491.293354,3913.088848,489.1293825,490.1178349,490.47979699,195.055209,196.80848924
H45,common_regime_transition_repeat,A,548,8,3840,32,0,492.211022,3918.710901,489.65246249999996,491.0045962,491.39482702,193.5242855,195.35214489999998
H45,common_regime_transition_repeat,A,550,8,3840,32,0,513.799361,4087.886391,511.0840695,513.034541,513.4289336,193.7274975,195.52267179
H45,common_regime_transition_repeat,A,551,8,3840,32,0,495.474804,3935.744146,491.80769799999996,494.7636418,495.40368778,196.71572,198.94795415000002
H45,common_regime_transition_repeat,A,554,8,3840,32,0,511.927117,4065.837797,508.3414755,511.0267677,511.42735257,203.9080735,207.72076757000002
H45,common_regime_transition_repeat,A,555,8,3840,32,0,491.43115,3892.8952740000004,486.405654,490.3235162,491.32038662,191.9982325,195.34851376
H45,common_regime_transition_repeat,A,556,8,3840,32,0,491.098116,3910.1922459999996,488.8123385,489.8727147,490.28213847,191.946504,195.73102251
H45,common_regime_transition_repeat,A,560,8,3840,32,0,503.00263,4006.321836,500.785069,501.7964547,502.19855787,191.3766465,195.04732743999998
H45,common_regime_transition_repeat,A,562,8,3840,32,0,489.075935,3894.2577189999997,486.8019515,487.82244349999996,488.22576635,193.05614000000003,194.84794259
H45,common_regime_transition_repeat,A,563,8,3840,32,0,490.478483,3905.775569,488.2124665,489.2463551,489.64463921,194.1243805,195.92320855
H45,common_regime_transition_repeat,A,566,8,3840,32,0,505.212908,4023.349429,502.947945,504.0095757,504.41933337,206.67068849999998,208.40506585
H45,common_regime_transition_repeat,A,567,8,3840,32,0,491.833776,3916.791466,489.622156,490.5521085,490.91858895,194.51584150000002,196.27924282
H45,common_regime_transition_repeat,A,568,8,3840,32,0,502.25512,3999.484289,499.98329049999995,501.0045942,501.40864092,194.240292,195.95601885
H45,common_regime_transition_repeat,A,572,8,3840,32,0,513.000148,4085.1948599999996,510.6088465,511.7710515,512.15476875,205.12241849999998,206.91139574000002
H45,common_regime_transition_repeat,A,574,8,3840,32,0,492.439031,3921.213603,489.9957525,491.30385,491.7051726,194.80271299999998,196.57582929999998
H45,common_regime_transition_repeat,A,575,8,3840,32,0,519.071906,4122.8149570000005,515.4284385,518.2934454,518.70785814,208.36644,210.10896386000002
H45,common_regime_transition_repeat,A,578,8,3840,32,0,501.326817,3985.878928,498.17751250000003,499.8125268,500.42677428,192.2077905,194.75831184999998
H45,common_regime_transition_repeat,A,579,8,3840,32,0,504.581061,4018.9675429999998,502.3865865,503.3726289,503.75371149,194.9594955,198.67735399
H45,common_regime_transition_repeat,A,580,8,3840,32,0,490.135793,3903.099274,487.87041,488.89978260000004,489.32625606,194.28630249999998,196.08359041
H45,common_regime_transition_repeat,A,584,8,3840,32,0,489.479919,3897.607836,487.190159,488.2794735,488.66043135,193.743317,195.55127586999998
H45,common_regime_transition_repeat,A,586,8,3840,32,0,513.135794,4087.017941,510.8397385,511.8973098,512.2935331799999,205.659503,207.47318098
H45,common_regime_transition_repeat,A,587,8,3840,32,0,492.661345,3923.765084,490.469085,491.4664527,491.83556277,197.04477200000002,198.82215674
H45,common_regime_transition_repeat,A,590,8,3840,32,0,487.693863,3883.994803,485.207297,487.1110969,487.63558639,191.49006350000002,195.28818588000001
H45,common_regime_transition_repeat,A,591,8,3840,32,0,488.856119,3892.858376,486.64378250000004,487.656978,488.0622759,193.41808450000002,195.18327399
H45,common_regime_transition_repeat,A,592,8,3840,32,0,502.999482,4006.390535,500.789043,501.7561214,502.16718254,194.2066265,197.84025289000002
H45,common_regime_transition_repeat,A,596,8,3840,32,0,506.248115,4031.686651,503.8373315,505.1447931,505.53023780999996,208.2871155,209.99454143000003
H45,common_regime_transition_repeat,A,598,8,3840,32,0,490.851152,3908.828069,488.63165100000003,489.6361855,490.00736575,194.0015205,195.78163053999998
H45,common_regime_transition_repeat,A,599,8,3840,32,0,495.823202,3948.545903,493.47657949999996,494.6694222,495.03730062,198.842674,200.60152866
H45,common_regime_transition_repeat,A,602,8,3840,32,0,494.295645,3935.9661849999998,491.869606,493.175479,493.5821692,194.5267455,196.29991416
H45,common_regime_transition_repeat,A,603,8,3840,32,0,502.752343,4005.9605890000003,500.6841585,501.5911609,501.92727409,196.342217,197.96076685000003
H45,common_regime_transition_repeat,A,604,8,3840,32,0,502.460572,4001.2838410000004,500.148271,501.2402362,501.62461432000003,205.6356725,207.81574331
H45,common_regime_transition_repeat,A,608,8,3840,32,0,489.252083,3880.339833,484.85591550000004,488.4880043,489.17567513,191.8318905,194.18227714
H45,common_regime_transition_repeat,A,610,8,3840,32,0,516.113424,4098.825903,512.470109,515.3345711000001,515.7490525100001,206.1899665,207.90337803
H45,common_regime_transition_repeat,A,611,8,3840,32,0,491.607972,3914.5393940000004,489.02995999999996,490.9557694,491.54275174,194.9727415,197.2883061
H45,common_regime_transition_repeat,A,614,8,3840,32,0,503.613943,4010.463801,501.283889,502.3733177,502.78565206999997,207.3785535,209.12218684
