hypothesis,experiment,variant,pair_index,requests,prompt_words,output_tokens_requested,image_count,wave_e2e_ms,sum_request_e2e_ms,request_e2e_p50_ms,request_e2e_p90_ms,request_e2e_p99_ms,ttft_p50_ms,ttft_p99_ms
H38,metadata_step_recurrence,A,251,8,2048,8,0,196.526411,1555.5815710000002,194.48765450000002,195.1710155,195.53036434999999,194.4304435,195.43536321000002
H38,metadata_step_recurrence,A,252,8,2048,8,0,191.703905,1516.772802,189.499433,190.4388992,190.75524362,189.4457825,190.6617315
H38,metadata_step_recurrence,A,253,8,2048,8,0,192.131054,1521.206539,190.1902705,190.8190636,191.10849316,190.1421045,191.01632856
H38,metadata_step_recurrence,A,255,8,2048,8,0,194.292027,1537.840774,192.28049,192.9527556,193.31386026,192.2312185,193.19940757
H38,metadata_step_recurrence,A,256,8,2048,8,0,190.586146,1508.291107,188.5849025,189.26656450000002,189.59078455,188.5344665,189.49447772000002
H38,metadata_step_recurrence,A,258,8,2048,8,0,195.466974,1546.997183,193.2765065,194.1832823,194.53251083,193.223165,194.44089553
H38,metadata_step_recurrence,A,263,8,2048,8,0,206.710084,1637.299977,204.7029395,205.3739347,205.74651607,204.65574400000003,205.65405805999998
H38,metadata_step_recurrence,A,264,8,2048,8,0,191.231153,1513.381735,189.2339585,189.8720506,190.19325736000002,189.17609950000002,190.10025731000002
H38,metadata_step_recurrence,A,265,8,2048,8,0,191.225194,1513.55451,189.127183,189.9527135,190.26179464999998,189.0624785,190.17011098
H38,metadata_step_recurrence,A,267,8,2048,8,0,198.171928,1568.684319,196.1263365,196.83330039999998,197.18849944000002,196.07996,197.09601773
H38,metadata_step_recurrence,A,268,8,2048,8,0,190.816244,1511.0669090000001,188.8732335,189.765581,189.7891493,188.829715,189.71678727
H38,metadata_step_recurrence,A,270,8,2048,8,0,194.778669,1541.655107,192.615992,193.4801636,193.83974996,192.5629715,193.75042112
H38,metadata_step_recurrence,A,275,8,2048,8,0,195.621847,1547.5867440000002,193.356854,194.3177969,194.70170189,193.29441500000001,194.60911249
H38,metadata_step_recurrence,A,276,8,2048,8,0,197.817296,1544.7125190000002,193.172977,197.1773504,197.51902334,193.1233105,197.45135985
H38,metadata_step_recurrence,A,277,8,2048,8,0,195.477043,1547.54888,193.2161965,194.7480909,195.19398159,193.1292815,195.14638674
H38,metadata_step_recurrence,A,279,8,2048,8,0,196.406005,1553.653117,194.247085,194.9381892,195.32109942,194.196621,195.21058318
H38,metadata_step_recurrence,A,280,8,2048,8,0,191.447056,1515.059408,189.3272055,190.1861424,190.49932044000002,189.273192,190.40633272
H38,metadata_step_recurrence,A,282,8,2048,8,0,207.386049,1641.3002940000001,204.9679855,206.04581779999998,206.41738928,204.9038465,206.31587813
H38,metadata_step_recurrence,A,287,8,2048,8,0,210.559371,1667.340126,208.44536399999998,209.1655327,209.55269857000002,208.398885,209.43681306
H38,metadata_step_recurrence,A,288,8,2048,8,0,191.510044,1515.6266679999999,189.50827700000002,190.2014414,190.53311624,189.4436085,190.44502654
H38,metadata_step_recurrence,A,289,8,2048,8,0,193.204705,1528.88134,191.015134,191.9314384,192.23816524,190.9594925,192.1477805
H38,metadata_step_recurrence,A,291,8,2048,8,0,195.847758,1549.591061,193.7667695,194.47534629999998,194.84211403,193.71812749999998,194.72562411
H38,metadata_step_recurrence,A,292,8,2048,8,0,191.607657,1515.9769999999999,189.399563,190.325551,190.6422394,189.3462505,190.54917955
H38,metadata_step_recurrence,A,294,8,2048,8,0,206.823669,1637.207832,204.54497550000002,205.57452659999998,205.91652966,204.47377899999998,205.77681002
H38,metadata_step_recurrence,A,299,8,2048,8,0,196.776619,1559.157237,194.8567175,195.7908491,196.22070881,194.83520249999998,196.17050033
H38,metadata_step_recurrence,A,300,8,2048,8,0,191.073022,1516.448732,189.4710635,190.0207677,190.21929267000002,189.41494799999998,190.12556655
H38,metadata_step_recurrence,A,301,8,2048,8,0,196.171942,1552.823367,194.0216535,194.91898460000002,195.25062416,193.966885,195.13599100000002
H38,metadata_step_recurrence,A,303,8,2048,8,0,194.976732,1542.6388459999998,192.72311000000002,193.64828799999998,194.0304397,192.6699205,193.93831921
