policy,dataset,observations,independent_engine_runs,cohort_repetitions,unique_requests,unique_images,accuracy_percent,paired_quality_delta_pp,quality_delta_95ci_pp,e2e_ms_mean,e2e_ms_p50,e2e_ms_p90,e2e_ms_p99,paired_e2e_reduction_median_percent,paired_e2e_reduction_95ci_percent,paired_e2e_ci_unit,paired_timing_cohort_units,paired_e2e_image_bootstrap95ci_percent,aggregate_request_latency_reduction_percent,ttft_ms_p50,tpot_ms_p50,itl_ms_p50,itl_ms_p99,output_tokens_mean,cohort_throughput_output_tokens_s,cohort_throughput_requests_s,fixed_output,quality_metric_interpretable,itl_exact_request_fraction,timing_contract,instrumented,scheduler_context_diagnostic,batch_label_semantics,image_cache_contract,frontend_e2e_ms_p50,frontend_poll_delay_ms_p99,paired_frontend_e2e_reduction_percent,run,batch_per_dp,request_cap,status
sere_s2_r05_official_metadata_cached,chartqa,96,1,3,32,32,17.708333333333336,-13.541666666666666,"[-31.25, 4.166666666666666]",4401.382463993893,4406.075960723683,4499.198616947979,4547.989554447122,-17.514790085817822,"[-19.523189790660787, -16.732821715761546]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-17.63675495447763, -17.395158974860415]",-17.691309137772325,508.79966747015715,126.76171560381209,122.70663492381573,166.55568219721317,32.0,217.81731204238855,6.806791001324642,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4407.839159946889,2.1218578331172466,-17.51462533337913,ep_port_control_decision_20260908,16,32,DIAGNOSTIC
sere_s4_r05_official_metadata_cached,chartqa,96,1,3,32,32,37.5,6.25,"[-9.375, 20.833333333333336]",4350.828943570377,4348.034129012376,4474.110285518691,4525.1898212125525,-17.03319897312786,"[-18.99996587777185, -13.27491373947316]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-17.152224387166104, -16.894502700548976]",-16.33952704456889,489.3896598368883,124.9954228950364,122.41832027211785,164.45761965587735,32.0,219.97340459354334,6.874168893548229,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4349.343292182311,2.2541829384863377,-17.027418701603704,ep_port_control_decision_20260908,16,32,DIAGNOSTIC
vanilla,chartqa,96,1,3,32,32,31.25,0.0,"[0.0, 0.0]",3739.768463992126,3752.9463020619005,3837.5870345626026,3888.9353326987475,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[0.0, 0.0]",0.0,433.2768053282052,107.84308965347948,104.2347033508122,149.45563301444054,32.0,254.88982169768124,7.965306928052539,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,3754.6462297905236,2.3500416427850723,0.0,ep_port_control_decision_20260908,16,32,DIAGNOSTIC
modes_official_target70_metadata_cached,chartqa,96,1,3,32,32,28.125,-1.0416666666666665,"[-15.625, 14.583333333333334]",4044.7257086392106,4050.6251780316234,4113.189892144874,4144.738698890433,-7.294143690331644,"[-9.156237143148193, -7.011824315610116]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-7.390823227958543, -7.213713817916836]",-7.76843507012086,497.2751059103757,114.59570263902987,111.71156726777554,164.4780719652772,32.0,236.38478086117004,7.387024401911564,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4052.0709003321826,2.0561073906719685,-7.289296745522655,ep_port_control_fixed16_20260908,16,32,DIAGNOSTIC
modes_official_target85_metadata_cached,chartqa,96,1,3,32,32,15.625,-13.541666666666666,"[-28.125, 0.0]",4055.212995876597,4060.4155433829874,4129.958192817867,4159.27697441075,-7.731202623092404,"[-9.305482649315199, -7.08717289956401]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-7.814486473537407, -7.611608662204139]",-8.047860330352963,489.8854778148234,115.81780441525963,111.43389483913779,156.43950318917632,32.0,236.09259704946706,7.377893657795846,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4061.781640863046,2.0805099047720432,-7.73776355267346,ep_port_control_fixed16_20260908,16,32,DIAGNOSTIC
sere_s2_r05_official_metadata_cached,chartqa,96,1,3,32,32,17.708333333333336,-11.458333333333332,"[-28.125, 5.208333333333334]",4356.439319642959,4363.141046604142,4431.703765178099,4462.122936430387,-15.85941560694798,"[-17.51814845660311, -15.265146020289212]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-15.996534373028727, -15.777810148316519]",-16.07379134586997,516.7466083075851,124.28022042337444,121.28455890342593,159.96678825467825,32.0,220.033160316116,6.876036259878625,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4365.178610663861,2.1964870393276215,-15.861849256465444,ep_port_control_fixed16_20260908,16,32,DIAGNOSTIC
sere_s2_r07_official_metadata_cached,chartqa,96,1,3,32,32,35.41666666666667,6.25,"[-9.375, 22.916666666666664]",4337.083121058337,4345.490241423249,4410.70455010049,4443.763385037892,-15.700470987092674,"[-16.10872849209568, -15.013925071848078]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-15.822177038857333, -15.551937685138762]",-15.558061138030244,495.806404389441,124.25496991002753,121.28468602895737,165.506073506549,32.0,221.2128838836887,6.912902621365272,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4347.50524093397,2.0733289420604706,-15.694817981221664,ep_port_control_fixed16_20260908,16,32,DIAGNOSTIC
sere_s4_r05_official_metadata_cached,chartqa,96,1,3,32,32,50.0,20.833333333333336,"[5.208333333333334, 37.5]",4346.623661501023,4357.244666432962,4425.310184247792,4464.588842075318,-15.953091085161297,"[-16.198992578010717, -15.552010761252877]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[-16.031974807405437, -15.81840590407728]",-15.812261098001645,497.0613883342594,124.54990290045258,121.0611960850656,177.45733296032995,32.0,220.72903323849593,6.897782288702998,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4359.216877026483,2.0581712014973164,-15.947666759408719,ep_port_control_fixed16_20260908,16,32,DIAGNOSTIC
vanilla,chartqa,96,1,3,32,32,29.166666666666668,0.0,"[0.0, 0.0]",3753.163629041713,3757.9131009988487,3824.1824195720255,3860.216223052703,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,3,"[0.0, 0.0]",0.0,467.44430367834866,106.19889781059277,103.16185792908072,143.6779925134033,32.0,254.27123948204496,7.945976233813905,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,3759.874630253762,2.03623715788126,0.0,ep_port_control_fixed16_20260908,16,32,DIAGNOSTIC
modes_official_target70_metadata_cached,chartqa,48,1,3,16,16,31.25,0.0,"[-18.75, 18.75]",3929.1238886265396,3910.98998952657,4022.2477559931576,4100.075825676322,-7.374281758650358,"[-8.167317965316311, -6.441391914495687]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,24,"[-7.8718237616724585, -6.526640124767194]",-7.192654135764043,242.9728584829718,117.81582485644087,115.72486604563892,163.70483100879935,32.0,16.288267762699263,0.509008367584352,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,3911.7293558083475,0.939745237119496,-7.3735413470207405,ep_port_control_fixed1_20260908,1,16,DIAGNOSTIC
modes_official_target85_metadata_cached,chartqa,48,1,3,16,16,6.25,-25.0,"[-50.0, -6.25]",3943.012913960653,3925.428177928552,4045.9797473158687,4077.296326062642,-7.6489330309370445,"[-8.574736453585508, -6.2106566749745795]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,24,"[-7.913563776613031, -6.57679603287492]",-7.571568502203863,237.66267276369035,118.54621191178599,115.84313050843775,164.21612587291747,32.0,16.220892979817222,0.5069029056192882,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,3926.2379549909383,0.9303607931360602,-7.647548347260525,ep_port_control_fixed1_20260908,1,16,DIAGNOSTIC
sere_s2_r05_official_metadata_cached,chartqa,48,1,3,16,16,0.0,-31.25,"[-56.25, -12.5]",4199.906668780993,4199.039914645255,4311.95071535185,4358.11868481338,-15.245559738131366,"[-15.93056859941616, -14.437464086789975]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,24,"[-15.851787097160642, -14.852814893329459]",-14.580032523866526,249.8398965690285,127.49009100239604,124.12012182176113,168.48077015019948,32.0,15.237596187421264,0.4761748808569145,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4199.9103827402,1.0401589469984174,-15.246837354200748,ep_port_control_fixed1_20260908,1,16,DIAGNOSTIC
sere_s2_r07_official_metadata_cached,chartqa,48,1,3,16,16,6.25,-25.0,"[-50.0, -6.25]",4220.251957517273,4182.935748016462,4324.313766742125,4509.239252787083,-15.301908116103746,"[-16.817163171832526, -13.665219552797558]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,24,"[-16.80734414256968, -14.24801937631527]",-15.135083868802024,244.58921561017632,126.9560502091002,124.59528632462025,178.02475856617042,32.0,15.155484107970755,0.4736088783740861,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4183.651823550463,1.1834339285269382,-15.295762271226842,ep_port_control_fixed1_20260908,1,16,DIAGNOSTIC
sere_s4_r05_official_metadata_cached,chartqa,48,1,3,16,16,0.0,-31.25,"[-56.25, -12.5]",4228.446338597375,4215.231426758692,4309.258404839784,4346.332782506943,-16.026822376608553,"[-16.81173146758138, -15.058580734300708]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,24,"[-16.34349807842097, -15.63395233913537]",-15.35863942008373,245.94227061606944,127.42701156305209,124.7509450186044,172.43857159744948,32.0,15.13492388898597,0.47296637153081156,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,4216.0338123794645,1.0626574931666255,-16.021661324945324,ep_port_control_fixed1_20260908,1,16,DIAGNOSTIC
vanilla,chartqa,48,1,3,16,16,31.25,0.0,"[0.0, 0.0]",3665.478684434978,3656.398258637637,3784.0838595293462,3822.0672568539158,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,24,"[0.0, 0.0]",0.0,230.12470337562263,110.23294194150836,107.23139438778162,153.16482425201684,32.0,17.459683293083305,0.5456151029088533,True,False,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,3657.205811003223,0.9285979857668282,0.0,ep_port_control_fixed1_20260908,1,16,DIAGNOSTIC
modes_official_target70,chartqa,96,1,3,32,32,78.125,-9.375,"[-18.82812499999997, 0.0]",847.6978204125771,772.651310544461,1242.2043660189956,2070.861085713841,-16.239271303632652,"[-17.130350498638446, -14.743426190766824]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-17.146393317198825, -14.410996438393274]",-16.385640744789633,288.7713883537799,138.8204277609475,134.69028705731034,180.31970493495464,4.59375,8.550344986980061,1.8612995890024622,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,773.3716908842325,1.1988690821453927,-16.200485686477407,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,chartqa,96,1,3,32,32,78.125,-9.375,"[-18.82812499999997, 0.0]",762.8808976781633,708.9532550889999,1093.7924899626523,1820.833365037106,-5.502896321462847,"[-7.018664199701153, -3.735037339219338]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-6.829807363968987, -3.8604321636039662]",-4.74060443498574,285.5433209333569,121.29235976714301,117.11532715708017,153.25061542913318,4.59375,9.657560413662733,2.102326076443588,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,709.9500396288931,1.35282368864864,-5.51922429199726,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
modes_official_target85,chartqa,96,1,3,32,32,71.875,-15.625,"[-28.20312499999997, -3.125]",845.4853785418285,778.7902744021267,1258.1392577849329,2036.8375758174807,-16.239810860477732,"[-17.46458069222502, -13.754810406014695]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-17.372961065730895, -13.524591724175638]",-16.081881010439524,294.5395961869508,139.43240942899138,134.58284502848983,168.84451100602746,4.59375,8.696380414768555,1.8930896140992772,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,779.561503091827,1.3460907153785227,-16.17368318243627,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,chartqa,96,1,3,32,32,71.875,-15.625,"[-28.20312499999997, -3.125]",764.7786324620635,700.3475415986031,1105.098277097568,1806.8292631302027,-5.9513962064791315,"[-7.2045580161099965, -4.378861170809111]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-7.211030243522676, -4.647542088401268]",-5.001156100295456,282.5717597734183,122.08302731265906,116.88743019476533,158.53213738650084,4.59375,9.534241622127748,2.0754811694427753,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,701.1984072159976,4.73478743806465,-5.9482810429476345,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
sere_s2_r05_official,chartqa,96,1,3,32,32,59.375,-28.125,"[-46.875, -12.421874999999716]",1269.4082919770153,818.2173271197826,2974.410017952323,4310.794714605436,-15.44763600725786,"[-23.286225638137903, -12.51260594341379]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-38.08553140684738, -11.819518270163087]",-74.28486174069432,299.7850321698934,128.5751405948152,125.62390929087996,162.2873125784099,8.21875,8.902614280171596,1.083207821161563,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,819.0155895426869,1.5990851679816835,-15.438853308932066,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
sere_s2_r05_official_metadata_cached,chartqa,96,1,3,32,32,59.375,-28.125,"[-46.875, -12.421874999999716]",1268.8445907842834,881.7112979013473,2928.8606860209256,4268.624300207011,-14.26797825163889,"[-15.899796913168018, -11.85995351658169]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-19.999686326633373, -11.793386809735118]",-74.20746774141192,360.1617319509387,127.64496993451544,124.460952822119,155.87948510423305,8.21875,8.842053904503791,1.0758392583426666,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,882.464163005352,1.2427045730873942,-14.245375027809004,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
sere_s2_r07_official,chartqa,96,1,3,32,32,81.25,-6.25,"[-18.75, 6.25]",797.7710474175789,759.1829791199416,1152.6052944827825,1826.163074770011,-12.852954840802756,"[-13.523870803987514, -11.169214130278583]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-13.531132768830012, -11.169214130278583]",-9.530887405310228,372.6096444297582,130.47290053994703,126.9596260972321,177.54449941683546,4.375,8.976135418020107,2.051688095547453,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,760.2070621214807,1.5328514622524332,-12.831444795133805,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
sere_s2_r07_official_metadata_cached,chartqa,96,1,3,32,32,81.25,-6.25,"[-18.75, 6.25]",782.9094366461504,719.4454525597394,1156.0027485247701,1802.7318923501298,-10.547333873238362,"[-11.985010029784116, -9.922526826252763]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-11.574055518193049, -9.815645925324768]",-7.490445575118265,288.43536670319736,131.5678711786556,126.11753144301474,162.925607743673,4.375,9.008387703544885,2.059060046524545,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,720.2513739466667,1.2737149139866233,-10.548831907520917,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
sere_s4_r05_official,chartqa,96,1,3,32,32,84.375,-3.125,"[-9.375, 0.0]",864.9278922530357,743.7734517734498,1197.479760972783,2942.208591592498,-13.525041290649188,"[-14.213610684091847, -12.69601837585117]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-14.213610684091847, -12.616097779198764]",-18.751263143411023,320.9205304738134,131.65406417101622,126.8681576475501,170.9544663876295,4.90625,8.837522351496265,1.8012784410693026,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,744.5675544440746,1.53068492654711,-13.50605454261904,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
sere_s4_r05_official_metadata_cached,chartqa,96,1,3,32,32,84.375,-3.125,"[-9.375, 0.0]",855.248441764464,781.1882749665529,1185.5744326021522,2878.0696565518156,-12.786276607582447,"[-13.568645216980059, -11.908158277630132]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[-13.435133638384578, -11.879803319263305]",-17.42231192985053,361.44151887856424,129.67665017349645,125.72134006768465,167.67648288980126,4.90625,9.002174700570212,1.8348381555302344,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,781.9391328375787,1.4278454938903447,-12.778767856438478,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
vanilla,chartqa,96,1,3,32,32,87.5,0.0,"[0.0, 0.0]",728.3525828340013,685.1046399679035,1047.572397859767,1679.6530664898455,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,48,"[0.0, 0.0]",0.0,345.12666473165154,111.32755359479538,108.31607948057353,142.1732110390439,4.625,10.121010188450086,2.188326527232451,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,685.9064449090511,1.2363053159788244,0.0,ep_port_control_metadata_20260908,1,32,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,chartqa,192,1,3,64,64,81.25,-3.125,"[-9.375, 3.125]",744.7108154495558,730.559513438493,985.5269673280418,1770.5553292809054,-5.97392165192181,"[-6.372473365995734, -5.45133465986789]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,96,"[-6.326019389996838, -5.593691819738655]",-5.864107787374229,270.94240253791213,120.32141348269457,116.3744991645217,152.40343175828463,4.546875,10.008036880651918,2.201080276157123,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,731.3381149433553,1.1439777025952937,-5.962976433764233,ep_port_control_phase_20260908,1,64,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached_prefill_only,chartqa,192,1,3,64,64,81.25,-3.125,"[-9.375, 3.125]",718.8874203687495,702.4968180339783,951.7982036806643,1675.1531477365645,-2.8684405325039575,"[-3.813834630410695, -2.0973735135589755]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,96,"[-3.459279943169391, -2.4379513009009868]",-2.1931920123426263,279.20817444100976,110.68725941004232,107.74731496348977,151.6939233057201,4.546875,10.339183544993128,2.273909783091272,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,703.3255824353546,1.1327595543116333,-2.8529489485410564,ep_port_control_phase_20260908,1,64,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached,chartqa,192,1,3,64,64,76.5625,-7.8125,"[-15.625, 0.0]",746.4439532656494,735.5831186287105,980.3674311377108,1753.5822425689548,-5.852181729410821,"[-6.273569010655011, -5.286208652899149]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,96,"[-6.178833364012282, -5.4161047772093704]",-6.110481392761646,342.08830585703254,120.15508256154135,116.1424140445888,153.2626131549478,4.546875,9.963637408495249,2.1913154437927695,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,736.3177500665188,1.1120608262717728,-5.8689051507321395,ep_port_control_phase_20260908,1,64,CLEAN_REQUEST_TIMING
modes_official_target85_metadata_cached_prefill_only,chartqa,192,1,3,64,64,76.5625,-7.8125,"[-15.625, 0.0]",721.7292246205034,706.6904287785292,956.6172466147691,1668.7242806702852,-2.8510093526868285,"[-4.0920423761364795, -2.211937590430779]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,96,"[-4.160161402831136, -2.211937590430779]",-2.597167710529158,345.51839367486537,113.17336896900088,107.85552114248276,153.09629011899236,4.546875,10.40855671698995,2.289167113014972,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,707.3892136104405,1.1254460364580154,-2.828785756791141,ep_port_control_phase_20260908,1,64,CLEAN_REQUEST_TIMING
vanilla,chartqa,192,1,3,64,64,84.375,0.0,"[0.0, 0.0]",703.4592091828623,689.8249536752701,1002.3327039089054,1657.2734219580889,0.0,"[0.0, 0.0]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,96,"[0.0, 0.0]",0.0,334.14241299033165,111.31550484181693,107.72329289466143,143.76234143972394,4.5625,10.526138931188962,2.3070989438222385,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,False,False,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,690.703047439456,1.0424585640430455,0.0,ep_port_control_phase_20260908,1,64,CLEAN_REQUEST_TIMING
modes_official_target70_metadata_cached,chartqa,16,1,1,16,16,81.25,-6.25,"[-18.75, 0.0]",896.081001526909,837.2295137960464,1410.9120341017842,1964.977880148217,-7.563693080942302,"[-12.524964630278967, -6.081745330288857]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,8,"[-10.691169978635306, -6.153034970360216]",-7.327626987520808,381.89267343841493,134.16780962143093,126.9904263317585,166.3985437806696,4.9375,8.767843238320003,1.7757657191534184,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,True,True,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,837.9945892374963,0.9849005844444036,-7.551176797578707,ep_port_control_scheduler1_20260908,1,16,DIAGNOSTIC
sere_s2_r05_official_metadata_cached,chartqa,16,1,1,16,16,68.75,-18.75,"[-43.75, 6.25]",1181.2016870826483,880.1455926150084,2217.954910825938,2945.6814736826345,-17.38721517702303,"[-43.904195518761085, -9.853653510410233]",PAIRED_COHORT_BOTH_DP_SOURCES; CONDITIONAL_ON_ONE_ENGINE,8,"[-36.408289567177434, -9.853653510410233]",-41.47780597090333,385.7924130279571,136.05967704724105,134.63857816532254,166.44624618813393,6.8125,8.795437817599,1.2910734411154496,False,True,1.0,HOST_SUBMISSION_TO_ENGINE_TOKEN_READY; CLIENT_RECEIPT_SEPARATE,True,True,OFFERED_COHORT_CAP_PER_DP_NOT_FIXED_SCHEDULED_BATCH,cold,881.0696497093886,1.1030172929167747,-17.408764935111343,ep_port_control_scheduler1_20260908,1,16,DIAGNOSTIC
