topology,submitted_batch,mini_batch_size,repeat,iteration,phase,layer,selected_sequences,sequence_ids,remaining_before,physical_rows,live_positions,live_ratio,accepted_positions,expert_row_histogram,active_experts,rows_per_active_expert_mean,rows_per_active_expert_p50,tiny_expert_fraction_le4,rank_load_max,rank_load_mean,rank_load_cv,critical_rank,rank_fanout_mean,remote_pairs,remote_fraction,dispatch_bytes_bf16,combine_bytes_bf16,router_critical_ms,dispatch_critical_ms,expert_critical_ms,combine_critical_ms,shared_critical_ms,gather_critical_ms,prepare_attn_critical_ms,attention_critical_ms,prepare_mlp_critical_ms,mlp_critical_ms,postprocess_critical_ms,block_critical_sum_ms,moe_sampled_critical_ms
ep4,32,1,shape,681,late,16,1,[27],[1],32,1,0.03125,1,"[0,2,0,0,2,0,0,4,6,5,0,7,0,7,9,0,2,7,0,7,8,4,0,1,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5,0,0,0,1,0,0,0,0,0,8,14,8,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,1,4,1,2,0,1,0,0,0,4,0,0,0,0,0,3,0,0,24,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,4,14,0,0,0,1,6,0,0,1,0,0,9,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",63,4.063492063492063,2.0,0.6666666666666666,86.0,64.0,0.2775362448176814,0,3.1875,185,0.72265625,1515520,1515520,0.8506559729576111,0.3270080089569092,0.5671679973602295,0.19683200120925903,0.2221119999885559,0.21174399554729462,0.18403199315071106,0.7098879814147949,0.24636800587177277,4.315231800079346,0.012703999876976013,5.4682237803936005,2.3755199760198593
ep4,32,1,shape,681,late,31,1,[27],[1],32,1,0.03125,1,"[0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,4,0,0,2,1,0,0,0,0,0,0,0,1,1,0,2,3,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,2,0,6,5,0,1,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,2,0,1,0,4,2,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,8,0,0,0,26,1,0,0,2,1,7,2,0,0,4,0,2,1,3,0,4,2,2,0,1,0,4,0,0,0,0,11,1,0,0,0,0,0,0,4,0,0,9,0,2,0,0,0,0,0,0,0,7,3,10,0,2,0,0,0,0,0,0,4,3,0,1,0,2,0,0,0,3,0,0,1,0,1,1,4,1,3,5,0,1,0,2,0,0,0,0,1,3,2,0,0]",90,2.8444444444444446,2.0,0.8777777777777778,103.0,64.0,0.43568260917495893,2,3.125,180,0.703125,1474560,1474560,0.8347839713096619,0.25113600492477417,0.5154560208320618,0.11132799834012985,0.2264000028371811,0.13318400084972382,0.16153599321842194,0.5759360194206238,0.22579200565814972,4.131968021392822,0.012768000364303589,5.108000040054321,2.0722879990935326
ep4,32,1,shape,682,late,1,1,[28],[1],32,1,0.03125,1,"[0,0,0,0,0,0,0,0,1,1,0,3,3,4,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,2,0,1,0,0,1,7,2,6,2,0,1,0,1,0,1,6,0,0,2,1,0,1,0,2,1,2,1,0,0,0,0,0,2,1,0,1,0,7,0,0,1,1,9,2,2,0,2,0,2,0,2,4,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,0,0,0,3,2,2,0,0,0,0,1,0,5,0,0,0,0,1,2,6,0,0,0,4,1,1,0,13,0,4,0,0,0,0,1,2,0,0,2,1,0,0,6,2,0,0,0,1,1,0,1,0,0,6,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,0,0,9,2,0,1,1,1,1,0,0,6,0,2,0,1,6,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0]",103,2.4854368932038833,2.0,0.8446601941747572,81.0,64.0,0.15741751312195224,2,3.0625,169,0.66015625,1384448,1384448,0.8675199747085571,0.48096001148223877,0.5144640207290649,0.09433600306510925,0.21820800006389618,0.13945600390434265,0.12118399888277054,0.5856000185012817,0.5386880040168762,4.108479976654053,0.01321600005030632,5.3671679981052876,2.314944013953209
ep4,32,1,shape,682,late,16,1,[28],[1],32,1,0.03125,1,"[0,1,3,0,1,4,0,5,0,1,3,5,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,6,0,0,9,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,1,0,0,1,14,0,0,2,0,1,1,0,0,0,1,0,0,0,4,15,0,12,0,0,2,0,0,16,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,7,0,0,3,0,0,8,0,0,6,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,0,0,0,0,1]",67,3.8208955223880596,2.0,0.746268656716418,87.0,64.0,0.32419521751947544,3,3.03125,194,0.7578125,1589248,1589248,0.860319972038269,0.233024001121521,0.48579201102256775,0.10089600086212158,0.2276799976825714,0.111455999314785,0.16089600324630737,0.5724800229072571,0.22166399657726288,3.964479923248291,0.01228800043463707,4.931807946413755,2.019167982041836
ep4,32,1,shape,682,late,31,1,[28],[1],32,1,0.03125,1,"[0,0,1,0,0,1,2,0,0,3,0,0,4,0,2,0,4,0,1,4,4,4,0,0,0,1,0,0,0,4,0,1,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,4,0,1,2,0,1,0,0,0,1,1,10,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,0,2,3,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,0,2,0,1,0,0,0,0,2,4,0,0,0,0,1,0,0,2,0,1,0,0,1,0,2,0,3,0,0,1,0,3,4,0,1,0,0,5,0,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,9,0,3,0,0,0,7,2,0,0,0,8,0,0,0,1,0,0,1,5,0,0,12,0,8,0,2,0,0,0,0,0,11,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,0,15,0,1,0,0,0,0,0,2,0,4,0,0,0]",86,2.9767441860465116,2.0,0.8488372093023255,76.0,64.0,0.1384378527083543,3,2.96875,192,0.75,1572864,1572864,0.8595520257949829,0.22201600670814514,0.4962559938430786,0.10812799632549286,0.24508799612522125,0.13104000687599182,0.1547520011663437,0.5833600163459778,0.2359679937362671,4.213376045227051,0.012543999589979649,5.200000056065619,2.0620800256729126
ep4,32,1,shape,683,late,1,1,[29],[1],32,1,0.03125,1,"[1,0,4,1,2,1,3,3,0,0,4,2,0,5,3,0,1,0,0,0,0,1,2,6,11,3,1,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,1,1,2,0,0,0,0,7,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,1,6,2,0,2,0,0,0,2,1,1,1,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,2,5,2,1,0,0,3,3,8,3,0,0,2,0,2,1,6,17,1,2,1,2,0,0,0,7,0,2,2,0,1,0,3,4,0,0,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,0,1,0,0]",97,2.6391752577319587,2.0,0.845360824742268,97.0,64.0,0.40293115494461335,2,2.90625,191,0.74609375,1564672,1564672,0.8652160167694092,0.49033600091934204,0.5154880285263062,0.09222400188446045,0.2197120040655136,0.11334399878978729,0.09939199686050415,0.5811840295791626,0.38233599066734314,4.039872169494629,0.012992000207304955,5.115776186808944,2.2963200509548187
ep4,32,1,shape,683,late,16,1,[29],[1],32,1,0.03125,1,"[0,2,2,0,0,0,0,1,0,0,3,8,3,1,1,0,3,2,0,1,0,1,0,1,0,0,2,0,0,0,0,12,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,24,0,0,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,14,24,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,2,0,0,3,1,0,2,0,0,1,8,0,0,0,3,13,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0]",65,3.9384615384615387,2.0,0.7692307692307693,81.0,64.0,0.15428451295415233,2,3.1875,175,0.68359375,1433600,1433600,0.847104012966156,0.32867199182510376,0.49088001251220703,0.07884799689054489,0.2266560047864914,0.10492800176143646,0.1817920058965683,0.5927039980888367,0.2197120040655136,3.9796159267425537,0.014336000196635723,4.988159934990108,2.0770880207419395
ep4,32,1,shape,683,late,31,1,[29],[1],32,1,0.03125,1,"[0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,3,1,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,3,0,1,5,5,1,0,1,0,2,0,0,0,0,0,5,0,0,0,0,1,5,0,0,0,2,0,4,1,11,0,0,1,27,0,2,0,0,2,5,4,0,0,1,0,0,2,3,0,10,1,2,0,1,0,7,0,0,0,0,14,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,12,2,0,0,2,0,0,0,0,0,2,1,1,0,5,0,4,0,0,0,3,0,0,2,0,0,2,2,0,8,14,0,1,0,2,0,0,1,0,0,3,2,0,0]",78,3.282051282051282,2.0,0.8205128205128205,130.0,64.0,0.6874112158580917,2,2.90625,215,0.83984375,1761280,1761280,0.8299520015716553,0.2727360129356384,0.6230080127716064,0.2433599978685379,0.2893120050430298,0.3383040130138397,0.16364799439907074,0.5986239910125732,0.26121601462364197,4.437024116516113,0.012703999876976013,5.473216116428375,2.5966720432043076
ep4,32,1,shape,684,late,1,1,[30],[1],32,1,0.03125,1,"[0,0,7,1,0,1,1,1,0,1,9,7,0,2,2,0,3,3,0,0,0,1,1,3,15,0,2,0,0,1,1,1,1,2,0,1,5,2,4,2,0,0,5,1,1,2,1,0,0,11,0,1,0,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,0,1,3,5,3,1,3,0,2,0,2,1,0,1,0,1,0,0,1,0,2,1,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,1,0,0,0,3,2,2,1,3,0,0,1,0,0,1,0,0,1,2,0,1,3,0,0,0,2,0,0,0,6,0,0,1,0,1,0,1,1,0,0,0,0,1,1,4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,1,1,1,0,1,0,1,0,1,2,0,1,1,0,0,2,1,0,5,0,3,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0]",117,2.1880341880341883,1.0,0.8888888888888888,108.0,64.0,0.4021730523823047,0,3.03125,205,0.80078125,1679360,1679360,0.8607360124588013,0.533951997756958,0.5737280249595642,0.14137600362300873,0.20380799472332,0.11072000116109848,0.11683200299739838,0.5288320183753967,0.4904640018939972,4.098048210144043,0.011839999817311764,5.246016233228147,2.4243200346827507
ep4,32,1,shape,684,late,16,1,[30],[1],32,1,0.03125,1,"[0,0,3,3,0,0,0,3,1,1,1,12,4,3,1,0,3,5,0,1,5,5,0,2,0,0,1,2,0,0,0,3,0,2,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,2,0,2,0,0,11,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,11,14,0,0,0,0,1,0,0,1,1,0,1,0,0,2,5,0,2,0,8,10,0,0,0,1,1,1,0,0,0,2,5,0,0,18,3,0,7,0,1,10,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0]",76,3.3684210526315788,2.0,0.7631578947368421,89.0,64.0,0.261689597256941,3,3.34375,196,0.765625,1605632,1605632,0.8490239977836609,0.2587519884109497,0.5693119764328003,0.16604800522327423,0.2152000069618225,0.18886399269104004,0.16438399255275726,0.6224319934844971,0.2242240011692047,4.10038423538208,0.013055999763309956,5.124480222351849,2.2471999675035477
ep4,32,1,shape,684,late,31,1,[30],[1],32,1,0.03125,1,"[0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,4,0,1,0,3,2,1,1,1,5,0,3,0,0,0,0,0,8,0,1,0,2,2,2,0,0,0,0,0,0,0,9,0,0,5,0,1,3,0,0,2,2,4,1,0,1,3,0,0,2,0,16,2,1,0,0,0,9,1,0,1,0,16,0,4,0,0,0,0,0,4,0,0,1,0,3,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,1,0,0,3,0,0,5,0,0,5,3,1,1,16,0,2,0,2,1,0,0,0,1,7,1,0,0]",86,2.9767441860465116,2.0,0.8372093023255814,115.0,64.0,0.6102757765449158,2,2.90625,184,0.71875,1507328,1507328,1.0186879634857178,0.44012799859046936,0.5334399938583374,0.11343999952077866,0.2282239943742752,0.11974400281906128,0.17705599963665009,0.6240000128746033,0.23759999871253967,4.242112159729004,0.012896000407636166,5.293664171360433,2.4536639526486397
ep4,32,1,shape,685,late,1,1,[0],[0],32,0,0.0,0,"[1,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,4,2,0,2,0,5,0,2,0,1,0,4,2,3,0,0,0,2,6,2,2,0,1,0,0,0,0,0,0,2,0,7,0,0,4,1,3,0,2,0,2,2,4,1,0,0,5,1,2,2,3,1,0,3,1,1,0,1,0,0,0,2,0,6,1,7,0,0,0,0,0,1,6,3,1,2,0,1,0,5,0,2,0,0,1,6,1,1,0,1,0,2,1,4,0,0,4,0,1,1,0,1,1,0,0,0,1,0,4,0,1,1,1,8,7,1,0,0,1,3,0,1,2,0,3,0,1,0,0,1,0,4,0,3,0,1,0,2,2,0,0,0,0,0,1,1,0,0,2,0,0,5,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,3,1,1,0,0,4,2,0,1,0,0,0,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]",112,2.2857142857142856,2.0,0.8928571428571429,95.0,64.0,0.37057941330098193,1,3.09375,192,0.75,1572864,1572864,0.8105279803276062,0.4712640047073364,0.5767679810523987,0.1234240010380745,0.18931199610233307,0.11446399986743927,0.11446399986743927,0.5517439842224121,0.4537599980831146,4.017983913421631,0.012799999676644802,5.150751895271242,2.285759963095188
ep4,32,1,shape,685,late,16,1,[0],[0],32,0,0.0,0,"[0,0,1,0,1,5,0,1,3,0,0,1,0,7,0,0,0,0,0,2,1,1,0,0,0,0,0,5,0,0,0,4,0,0,8,0,0,0,0,0,1,0,4,0,5,0,1,0,0,0,9,0,0,6,0,1,1,0,0,0,0,0,0,6,0,1,2,0,2,0,0,0,2,0,3,0,2,2,7,2,0,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,2,1,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,11,6,0,0,2,0,2,0,0,2,0,0,2,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,0,10,4,0,0,0,10,0,0,2,1,0,0,0,0,0,1,0,0,0,11,14,0,1,1,0,0,0,3,0,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4,10,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1]",86,2.9767441860465116,2.0,0.8023255813953488,94.0,64.0,0.33310946258324753,2,3.09375,185,0.72265625,1515520,1515520,0.8264639973640442,0.27423998713493347,0.5023360252380371,0.09920000284910202,0.23600000143051147,0.14681600034236908,0.14870400726795197,0.573248028755188,0.21660800278186798,3.9106879234313965,0.01196799986064434,4.861215962097049,2.0850560143589973
ep4,32,1,shape,685,late,31,1,[0],[0],32,0,0.0,0,"[4,0,1,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,0,2,2,1,3,0,1,0,0,0,2,1,7,0,0,1,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,4,0,0,2,0,0,0,7,4,1,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,3,2,1,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9,0,5,0,3,0,8,0,0,0,0,16,1,2,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,14,3,9,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,2,25,0,10,0,1,1,0,0,4,0,2,0,0,0]",81,3.1604938271604937,2.0,0.8271604938271605,92.0,64.0,0.31230462642666695,3,2.875,198,0.7734375,1622016,1622016,0.8424320220947266,0.27084800601005554,0.5246080160140991,0.11715199798345566,0.20227199792861938,0.13686400651931763,0.16211199760437012,0.5865280032157898,0.21740800142288208,4.1424641609191895,0.01244799979031086,5.120960162952542,2.094176046550274
ep4,32,1,shape,686,late,1,1,[1],[0],32,0,0.0,0,"[5,0,0,0,1,0,0,1,0,0,3,1,2,3,1,0,3,1,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,1,0,1,0,5,4,0,0,1,4,0,1,1,0,0,1,1,2,0,0,0,1,4,4,4,0,2,0,0,0,0,1,0,0,1,7,1,0,0,0,5,0,0,0,1,1,1,0,1,4,2,1,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,5,1,2,0,0,0,0,0,1,3,4,2,2,0,1,0,2,0,2,0,0,1,0,2,1,1,0,0,2,1,5,1,0,4,0,2,1,0,1,1,0,0,0,2,0,2,0,2,0,2,4,10,1,4,0,2,4,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,2,0,0,2,0,0,0,6,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,3,4,1,0,2,0,7,1,0,0,1,0,0,4,7,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,3,2,0,0,0,0]",114,2.245614035087719,2.0,0.9035087719298246,74.0,64.0,0.11267347735824966,2,3.09375,199,0.77734375,1630208,1630208,0.8362879753112793,0.4761599898338318,0.5210880041122437,0.07692799717187881,0.2112320065498352,0.10252799838781357,0.10857599973678589,0.6164799928665161,0.39136001467704773,4.00713586807251,0.012671999633312225,5.136223874986172,2.2242239713668823
ep4,32,1,shape,686,late,16,1,[1],[0],32,0,0.0,0,"[0,1,3,0,1,5,0,2,2,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,12,0,0,2,0,0,3,0,4,0,0,0,6,0,0,1,5,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,1,0,0,0,0,6,0,0,0,2,0,10,4,0,0,3,0,3,0,0,0,0,0,2,2,0,0,0,2,0,0,1,1,0,0,1,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,28,0,0,0,1,12,0,0,0,0,5,0,1,0,10,19,0,0,0,1,1,0,2,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,11,0,1,0,0,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0]",73,3.506849315068493,2.0,0.7808219178082192,120.0,64.0,0.5615225883145752,2,2.9375,180,0.703125,1474560,1474560,0.8234879970550537,0.26636800169944763,0.4943679869174957,0.09583999961614609,0.19993600249290466,0.09424000233411789,0.16124799847602844,0.5920640230178833,0.21855999529361725,3.9309120178222656,0.013088000006973743,4.915872034616768,1.9742399901151657
ep4,32,1,shape,686,late,31,1,[1],[0],32,0,0.0,0,"[0,0,2,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,1,3,2,0,0,0,0,0,0,2,0,1,5,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,6,6,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,2,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,5,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,12,2,0,3,0,0,0,0,0,0,4,0,2,1,1,3,0,0,2,0,14,0,3,4,1,0,6,0,0,0,0,12,2,2,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,2,16,3,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,1,3,1,1,20,0,10,0,0,0,0,0,3,2,10,0,0,1]",93,2.752688172043011,2.0,0.8602150537634409,97.0,64.0,0.39882028181563184,3,3.03125,190,0.7421875,1556480,1556480,0.8342080116271973,0.2728959918022156,0.5347520112991333,0.13302400708198547,0.21411199867725372,0.12812800705432892,0.15795199573040009,0.6612160205841064,0.22326399385929108,4.17628812789917,0.013344000093638897,5.232064138166606,2.1171200275421143
ep4,32,1,shape,687,late,1,1,[2],[0],32,0,0.0,0,"[0,0,0,0,1,0,1,1,0,0,3,0,2,1,0,0,3,0,1,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,2,0,2,9,1,1,0,6,0,2,2,0,0,0,2,1,0,0,0,1,5,6,6,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,2,0,1,0,1,3,2,1,3,1,2,0,0,1,0,2,0,1,0,0,0,0,0,5,2,3,0,0,0,0,0,1,1,4,1,3,1,0,0,5,0,1,0,0,1,1,0,1,1,0,0,2,2,6,0,0,3,0,0,0,0,4,0,0,1,1,2,0,2,0,1,1,0,0,5,1,1,0,4,3,0,0,2,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,1,0,6,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,1,1,0,0,4,0,0,2,0,5,4,0,0,2,0,5,0,0,4,1,0,0,3,9,0,0,1,0,0,1,0,0,0,1,5,0,0,1,0,0,0,2,0,2,0,1,1,0,0,1,0]",109,2.3486238532110093,2.0,0.8715596330275229,73.0,64.0,0.08769509500251425,0,3.15625,200,0.78125,1638400,1638400,0.8436480164527893,0.31228798627853394,0.5294719934463501,0.08195199817419052,0.20880000293254852,0.09446399658918381,0.10636799782514572,0.5629119873046875,0.3521920144557953,6.7254719734191895,0.031136000528931618,7.77807997353375,2.070623993873596
