topology,submitted_batch,mini_batch_size,repeat,iteration,phase,layer,selected_sequences,sequence_ids,remaining_before,physical_rows,live_positions,live_ratio,accepted_positions,expert_row_histogram,active_experts,rows_per_active_expert_mean,rows_per_active_expert_p50,tiny_expert_fraction_le4,rank_load_max,rank_load_mean,rank_load_cv,critical_rank,rank_fanout_mean,remote_pairs,remote_fraction,dispatch_bytes_bf16,combine_bytes_bf16,router_critical_ms,dispatch_critical_ms,expert_critical_ms,combine_critical_ms,shared_critical_ms,gather_critical_ms,prepare_attn_critical_ms,attention_critical_ms,prepare_mlp_critical_ms,mlp_critical_ms,postprocess_critical_ms,block_critical_sum_ms,moe_sampled_critical_ms
ep4,32,1,shape,55,early,1,1,[2],[28],32,28,0.875,3,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,1,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,25,1,0,0,0,0,1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,5,0,0,0,2,0,2,1,0,1,23,0,20,26,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,18,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0]",52,4.923076923076923,1.0,0.7692307692307693,119.0,64.0,0.6782941897233825,2,2.4375,175,0.68359375,1433600,1433600,0.8387200236320496,0.37379199266433716,0.5261440277099609,0.12460800260305405,0.24879999458789825,0.19145600497722626,0.10627199709415436,0.5399360060691833,0.33375999331474304,4.229311943054199,0.01244799979031086,5.221727939322591,2.303520046174526
ep4,32,1,shape,55,early,16,1,[2],[28],32,28,0.875,3,"[0,3,0,0,0,5,0,1,0,0,0,0,0,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,7,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,20,13,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,1,0,0,3,0,0,0,0,0,26,25,0,2,0,1,1,0,0,5,0,0,0,0,4,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0]",51,5.019607843137255,3.0,0.6666666666666666,146.0,64.0,0.7443635861845339,2,2.6875,192,0.75,1572864,1572864,0.8807680010795593,0.32227200269699097,0.4758079946041107,0.08099199831485748,0.19888000190258026,0.09385599941015244,0.1796800047159195,0.5836799740791321,0.22339199483394623,3.953183889389038,0.012095999903976917,4.952031862922013,2.052575998008251
ep4,32,1,shape,55,early,31,1,[2],[28],32,28,0.875,3,"[0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,2,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,1,4,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,11,0,0,1,3,17,0,25,0,0,0,0,0,23,1,0,0,8,0,0,0,0,0,0,0,0,22,0,0,0,1,8,18,0,0,6,0,1,0,0,0,1,1,2,0,0,0]",60,4.266666666666667,2.0,0.7666666666666667,159.0,64.0,0.8670819192484064,3,2.8125,182,0.7109375,1490944,1490944,0.845632016658783,0.3211199939250946,0.4798400104045868,0.1003199964761734,0.210207998752594,0.10016000270843506,0.15408000349998474,0.6144319772720337,0.2311680018901825,4.125696182250977,0.012223999947309494,5.137600164860487,2.057280018925667
ep4,32,1,shape,56,early,1,1,[3],[28],32,28,0.875,1,"[0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,24,0,25,28,0,0,0,1,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4,0,1,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",49,5.224489795918367,1.0,0.7551020408163265,94.0,64.0,0.4347008669763611,2,3.0625,180,0.703125,1474560,1474560,0.8345919847488403,0.5103679895401001,0.49113601446151733,0.0825280025601387,0.20175999402999878,0.09468799829483032,0.1191679984331131,0.5601599812507629,0.5485119819641113,3.959808111190796,0.011872000060975552,5.199520072899759,2.2150719836354256
ep4,32,1,shape,56,early,16,1,[3],[28],32,28,0.875,1,"[0,5,0,0,1,3,0,1,0,0,0,3,13,7,0,0,2,0,0,5,2,3,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,18,6,0,1,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,6,0,20,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,2,0,0,2,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",52,4.923076923076923,3.0,0.6538461538461539,94.0,64.0,0.29043172336626727,2,3.0625,197,0.76953125,1613824,1613824,0.8615040183067322,0.2927680015563965,0.4976640045642853,0.09455999732017517,0.19846400618553162,0.10969600081443787,0.15936000645160675,0.608672022819519,0.22227199375629425,4.025824069976807,0.012512000277638435,5.028640093281865,2.0546560287475586
ep4,32,1,shape,56,early,31,1,[3],[28],32,28,0.875,1,"[0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,5,0,12,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,3,11,1,0,0,0,2,1,0,0,3,1,32,0,17,0,0,0,0,20,15,2,0,0,4,0,0,4,0,0,0,0,0,23,0,0,0,5,0,6,0,0,8,0,0,0,0,1,0,0,7,0,0,0]",51,5.019607843137255,2.0,0.7058823529411765,184.0,64.0,1.082757258691901,3,2.53125,169,0.66015625,1384448,1384448,0.8474879860877991,0.3059520125389099,0.5015040040016174,0.09171199798583984,0.19881600141525269,0.09782399982213974,0.17001600563526154,0.6356800198554993,0.23228800296783447,4.06057596206665,0.012992000207304955,5.111551990732551,2.0432960018515587
ep4,32,1,shape,57,early,1,1,[8],[28],32,28,0.875,1,"[1,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,28,0,1,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,25,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",31,8.258064516129032,2.0,0.6451612903225806,82.0,64.0,0.4691404623750759,1,3.03125,178,0.6953125,1458176,1458176,0.8501759767532349,0.26444798707962036,0.5001919865608215,0.10592000186443329,0.20425599813461304,0.10812799632549286,0.12665599584579468,0.5552639961242676,0.256415992975235,3.981920003890991,0.012543999589979649,4.932799988426268,2.033119946718216
ep4,32,1,shape,57,early,16,1,[8],[28],32,28,0.875,1,"[0,11,1,2,0,5,0,3,0,5,1,13,1,11,1,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,5,0,0,18,1,0,1,6,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,0,2,0,0,0,0,1,1,5,0,0,0,1,0,0,1,11,0,0,1,0,0,3,8,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,14,0,0,5,0,0,2,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0]",58,4.413793103448276,3.0,0.6206896551724138,67.0,64.0,0.08118988160479113,0,3.15625,201,0.78515625,1646592,1646592,0.8176959753036499,0.4601919949054718,0.4886719882488251,0.08079999685287476,0.20611199736595154,0.09529600292444229,0.16636799275875092,0.6435520052909851,0.45900800824165344,3.93721604347229,0.01244799979031086,5.21859204955399,2.1487679556012154
ep4,32,1,shape,57,early,31,1,[8],[28],32,28,0.875,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,4,1,23,0,4,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,18,12,4,0,1,0,0,0,0,0,2,1,1,2,0,0]",41,6.2439024390243905,2.0,0.7317073170731707,132.0,64.0,0.6194085825910874,3,3.25,192,0.75,1572864,1572864,0.8844799995422363,0.37171199917793274,0.4992319941520691,0.09068799763917923,0.21094399690628052,0.10870400071144104,0.16022400557994843,0.591808021068573,0.22313599288463593,4.18287992477417,0.012927999719977379,5.170975944027305,2.165759988129139
ep4,32,1,shape,58,early,1,1,[1],[27],32,27,0.84375,1,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,16,0,0,0,1,2,0,1,10,0,0,0,0,0,0,9,0,1,0,0,0,26,0,0,1,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,25,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,26,1,14,25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0]",53,4.830188679245283,1.0,0.7735849056603774,131.0,64.0,0.7816405273925476,1,2.40625,180,0.703125,1474560,1474560,0.855135977268219,0.5323200225830078,0.4956800043582916,0.08591999858617783,0.20201599597930908,0.10156799852848053,0.15171200037002563,0.6205440163612366,0.47513601183891296,4.025951862335205,0.01583999954164028,5.2891838904470205,2.272639997303486
ep4,32,1,shape,58,early,16,1,[1],[27],32,27,0.84375,1,"[0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,9,0,0,8,0,0,3,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,3,0,0,0,0,0,0,0,0,29,31,0,0,0,1,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0]",41,6.2439024390243905,3.0,0.6585365853658537,137.0,64.0,0.6587563744947749,2,3.0,181,0.70703125,1482752,1482752,0.8227840065956116,0.4460799992084503,0.478303998708725,0.11894399672746658,0.20054399967193604,0.11407999694347382,0.16441600024700165,0.6530560255050659,0.3758400082588196,4.0720319747924805,0.012736000120639801,5.278080008924007,2.1807359978556633
ep4,32,1,shape,58,early,31,1,[1],[27],32,27,0.84375,1,"[0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,11,0,0,0,0,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,2,2,3,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,18,0,0,2,0,26,0,10,0,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,0,21,0,0,2,0,2,6,1,0,9,0,1,0,0,0,0,11,4,0,0,0]",53,4.830188679245283,2.0,0.7169811320754716,147.0,64.0,0.772213362071973,3,2.46875,195,0.76171875,1597440,1597440,0.8303040266036987,0.3282560110092163,0.47036799788475037,0.09340800344944,0.20841600000858307,0.10649599879980087,0.15824000537395477,0.5764480233192444,0.24086399376392365,4.181920051574707,0.012384000234305859,5.169856074266136,2.0372480377554893
ep4,32,1,shape,59,early,1,1,[3],[27],32,27,0.84375,14,"[1,0,2,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,24,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,21,0,21,25,0,0,0,2,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,12,0,1,0,14,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1]",56,4.571428571428571,1.0,0.7678571428571429,88.0,64.0,0.2954323500185787,2,3.0625,180,0.703125,1474560,1474560,0.861024022102356,0.48764801025390625,1.2475520372390747,0.9274240136146545,0.5824639797210693,0.7898240089416504,0.10867200046777725,0.5426560044288635,0.4692800045013428,7.522528171539307,0.024800000712275505,8.667936181649566,4.895936071872711
ep4,32,1,shape,59,early,16,1,[3],[27],32,27,0.84375,14,"[0,3,0,0,2,5,0,1,2,1,0,2,10,8,0,0,3,0,0,3,3,3,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,15,6,0,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,15,11,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,4,0,0,0,1,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,1,1,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",56,4.571428571428571,3.0,0.7142857142857143,95.0,64.0,0.296875,2,3.125,194,0.7578125,1589248,1589248,0.8423680067062378,0.27987200021743774,0.4660800099372864,0.07475200295448303,0.19545599818229675,0.11468800157308578,0.15887999534606934,0.6027519702911377,0.24377599358558655,3.933759927749634,0.01283199992030859,4.951999886892736,1.9732160195708275
ep4,32,1,shape,59,early,31,1,[3],[27],32,27,0.84375,14,"[0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,1,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,2,0,0,0,2,1,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,17,0,2,0,0,0,0,5,4,1,0,0,0,3,2,0,1,3,1,29,0,5,0,0,0,0,20,13,3,0,0,2,0,0,4,0,0,2,0,0,22,0,0,0,5,2,9,0,0,9,0,0,0,0,0,0,0,5,0,0,0]",61,4.19672131147541,2.0,0.7540983606557377,169.0,64.0,0.950367424834995,3,2.71875,171,0.66796875,1400832,1400832,0.8754559755325317,0.2685120105743408,0.47913599014282227,0.08022399991750717,0.19811199605464935,0.11350400000810623,0.1597760021686554,0.5490239858627319,0.24163199961185455,4.054783821105957,0.013344000093638897,5.018559808842838,2.0149439722299576
ep4,32,1,shape,60,early,1,1,[4],[27],32,27,0.84375,1,"[0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,25,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,13,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,0,0,18,0,0,0,1,0,0,11,0,0,25,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,12,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0]",44,5.818181818181818,2.0,0.7272727272727273,97.0,64.0,0.521392928545737,1,2.6875,163,0.63671875,1335296,1335296,0.8179519772529602,0.4574719965457916,0.47708800435066223,0.07577600330114365,0.19926400482654572,0.1096000000834465,0.11974400281906128,0.5639680027961731,0.3999040126800537,3.9630401134490967,0.012671999633312225,5.059328131377697,2.13715198636055
ep4,32,1,shape,60,early,16,1,[4],[27],32,27,0.84375,1,"[0,3,0,0,2,1,0,3,3,0,1,5,0,1,0,0,7,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,0,2,0,0,1,2,2,4,8,0,1,3,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,12,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,3,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,0]",60,4.266666666666667,2.0,0.7333333333333333,103.0,64.0,0.3585248095494927,2,2.78125,202,0.7890625,1654784,1654784,0.8782719969749451,0.35868799686431885,0.4684480130672455,0.0751039981842041,0.23123200237751007,0.09558399766683578,0.15936000645160675,0.6443840265274048,0.26364800333976746,4.02291202545166,0.012927999719977379,5.1032320614904165,2.1073280051350594
ep4,32,1,shape,60,early,31,1,[4],[27],32,27,0.84375,1,"[0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,1,0,14,0,0,0,0,24,0,0,0,0,1,0,0,1,19,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,7,22,0,0,0,0,1,0,0,0,2,2,4,0,2,0,0,0,20,1,14,3,0,0,5,0,0,1,0,0,0,0,0,14,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,2,0,0,0]",48,5.333333333333333,2.0,0.7291666666666666,125.0,64.0,0.7405821453846292,3,2.6875,182,0.7109375,1490944,1490944,0.9480640292167664,0.45712000131607056,0.5645760297775269,0.1544319987297058,0.20793600380420685,0.16128000617027283,0.17520000040531158,0.7157440185546875,0.2528960108757019,4.28652811050415,0.012480000033974648,5.442848140373826,2.4934080690145493
