logical_variable,physical_or_cost_variable,spearman_rho,observations
live_ratio,physical_rows,0.9150718184476956,65
live_ratio,active_experts,0.7577655367189572,65
live_ratio,rows_per_active_expert_mean,0.9110897486215457,65
live_ratio,tiny_expert_fraction_le4,-0.7705118744399552,65
live_ratio,rank_fanout_mean,-0.37779235008777073,65
live_ratio,rank_load_cv,0.27289417553347933,65
live_ratio,dispatch_bytes_bf16,0.9166630318796778,65
live_ratio,model_forward_ms,0.8251519063824266,65
