policy,samples,vision_assignment_drop_pct,max_rank_reduction_pct,moe_reduction_pct,projected_ttft_reduction_pct,worst_rel_l2_pct
stock,3,0.0,0.0,0.0,0.0,0.0
global_semantic_full_0.1,3,11.479591836734695,9.980039920159678,6.8887392793372975,4.28418011152926,19.650456309318542
global_semantic_full_0.1_ep_refined_s0.05,3,11.479591836734695,14.920634920634923,9.342691185620666,5.8103188613412415,17.795756459236145
global_semantic_full_0.2,3,19.897959183673468,16.349206349206348,12.212645187660865,7.5951737321627215,26.951688528060913
global_semantic_full_0.2_ep_refined_s0.05,3,19.897959183673468,26.375711574952565,15.943172320689914,9.915228171845452,24.279704689979553
global_semantic_full_0.3,3,29.464285714285715,24.444444444444446,16.963963125068492,10.550068813190116,31.73474371433258
global_semantic_full_0.3_ep_refined_s0.05,3,29.464285714285715,32.25806451612904,21.132915807259987,13.142784757677068,28.997090458869934
