scope,layer,samples,critical_rank_mode,t_layer_ms_median,t_layer_ms_p90,t_layer_ms_mean,t_layer_ms_stdev,t_attention_ms_median,t_attention_ms_p90,t_attention_ms_mean,t_attention_ms_stdev,t_norm_router_ms_median,t_norm_router_ms_p90,t_norm_router_ms_mean,t_norm_router_ms_stdev,t_dispatch_ms_median,t_dispatch_ms_p90,t_dispatch_ms_mean,t_dispatch_ms_stdev,t_expert_max_ms_median,t_expert_max_ms_p90,t_expert_max_ms_mean,t_expert_max_ms_stdev,t_combine_ms_median,t_combine_ms_p90,t_combine_ms_mean,t_combine_ms_stdev,t_moe_max_ms_median,t_moe_max_ms_p90,t_moe_max_ms_mean,t_moe_max_ms_stdev,expert_fraction_median,expert_fraction_p90,expert_fraction_mean,expert_fraction_stdev,exposed_nonexpert_fraction_median,exposed_nonexpert_fraction_p90,exposed_nonexpert_fraction_mean,exposed_nonexpert_fraction_stdev,t_optimistic_ms_median,t_optimistic_ms_p90,t_optimistic_ms_mean,t_optimistic_ms_stdev,oracle_speedup_median,oracle_speedup_p90,oracle_speedup_mean,oracle_speedup_stdev
layer,0,20,1,1.6611199975013733,1.791804826259613,1.70835679769516,0.16329755269605384,1.3061280250549316,1.4336544156074527,1.2559440046548844,0.2665662542431898,0.24908799678087234,0.27067519947886476,0.2578495987690985,0.033857978451559106,0.0,0.0,0.0,0.0,0.4551040083169937,0.5812383770942687,0.5238544046878815,0.22189470572001918,0.7901760041713715,1.0650783538818365,0.7387936003506184,0.43131030469535475,1.0947840213775635,1.4375007510185245,1.1961456000804902,0.2680531224679383,0.27699739635447496,0.3341669924537879,0.3084662339776496,0.13191476827705523,0.9215763265119337,1.0127293260915204,0.8899745896587306,0.16926221572560826,2.366928042843938,2.8269727740436803,2.2525872037746013,0.6672632512969882,0.7148978804004764,1.275506418817555,0.8336551037947567,0.2927935281500486
layer,1,20,1,1.5582559704780579,1.71250559091568,1.5904223918914795,0.08819840461169871,0.9359680116176605,1.024687969684601,0.9643248051404953,0.13397365616107346,0.2111679995432496,0.2361824056133628,0.21996960090473294,0.0312795948886295,0.0,0.0,0.0,0.0,0.44492800533771515,0.4650336027145386,0.4507424011826515,0.03606104572501166,0.786543995141983,0.8637728095054628,0.6847408019006253,0.299231612499262,1.0562880039215088,1.1036511778831484,1.086841595172882,0.13247577124474413,0.2847622425612821,0.2989829224463581,0.28456442719432695,0.03171795827870453,0.7326591863871248,0.7671625250886421,0.7477004267109346,0.12106043667598464,1.9130400205031037,2.1046847786754372,1.8690352079458534,0.4293784708865927,0.8356934603963849,1.1705586289099075,0.8920728217903908,0.2049677570550776
layer,2,20,1,1.5307519435882568,1.6182623863220216,1.5384975969791412,0.05172162735631836,0.9228799939155579,1.001465630531311,0.9473264038562774,0.12366943811100178,0.2071519996970892,0.23644479792565115,0.2189840001054108,0.032371001988749405,0.0,0.0,0.0,0.0,0.44648000597953796,0.4764415979385378,0.49768479615449907,0.21808280323000717,0.7897759974002838,0.864175993204117,0.7043824009597301,0.27791468884377174,1.0366560220718384,1.2646304368972785,1.137579208612442,0.2733470887388006,0.29080961328630184,0.32443537323848654,0.32419266368691724,0.14348392990025613,0.7406358165459492,0.8028947763014663,0.7594587888342733,0.11009116890784215,1.9030880080536008,2.074035190790892,1.8821200020611286,0.3950432061303901,0.8257663359742146,1.0580466065507728,0.8472433899391021,0.16058937744278265
layer,3,20,1,1.520687997341156,1.64798721075058,1.5626127958297729,0.14537381670739494,0.9102720022201538,1.1410112380981448,0.9667248010635376,0.1483740665798114,0.2125120023265481,0.24755840301513682,0.22482240181416274,0.037380222152351594,0.0,0.0,0.0,0.0,0.4397120028734207,0.614307224750519,0.4867184028029442,0.10705698015169968,0.7793760001659393,0.9442399859428413,0.7577312007546425,0.32086260464973254,1.0366079807281494,1.4014399647712712,1.145659190416336,0.2298558492269267,0.2869180144943441,0.40506469991667104,0.3141059166122618,0.07668810438025137,0.7353493129097827,0.8200239321698776,0.7648453208903265,0.11082152586156616,1.8972000107169151,2.4523328268900517,1.9492784036323427,0.4668425230847826,0.844313818627366,0.9921428393766906,0.8317239412493201,0.14697465733621012
layer,4,20,1,1.506384015083313,1.532857608795166,1.5059791922569274,0.021752216339891665,0.9035199880599976,1.2540319561958313,0.9722431987524033,0.1726847193716702,0.21511999983340502,0.2700063981115819,0.2271599995903671,0.040430195366462814,0.0,0.0,0.0,0.0,0.45153599977493286,0.531177580356598,0.46657440066337585,0.049347485553116,0.7912960052490234,1.15049284696579,0.7850848034024238,0.28160958770801386,1.0402079820632935,1.3868128061294558,1.1226527899503709,0.1927929415455584,0.3009825943904535,0.3516876255794522,0.3098874692822032,0.03319273583527294,0.7412217423561285,0.995302666884447,0.796616613127911,0.14000530427708344,1.8827040325850248,2.464937690645457,1.9844880017451942,0.46341054008562527,0.7977336583021795,0.9529692282600076,0.7908396771366457,0.14967173997110322
layer,5,20,0,1.4963679909706116,1.5423775792121888,1.5057871997356416,0.042582607966943124,0.9014559984207153,1.1846560359001164,0.9700096040964127,0.17572353967229898,0.21385600324720144,0.253734407760203,0.2279760013334453,0.04008640292641054,0.0,0.0,0.0,0.0,0.4429599940776825,0.5559935927391053,0.47187039703130723,0.054242405962465615,0.7849120199680328,1.0125983893871313,0.8042272001504898,0.25328903185173074,1.0522080063819885,1.2616768002510077,1.1334783911705018,0.17914470291117937,0.2969624082621105,0.3820832217908582,0.3135936934072438,0.03726664848377676,0.741187943032706,0.981652543885944,0.7961000676369798,0.1438807785640327,1.8988160258159041,2.441657630726696,2.002212805580348,0.44657908990580336,0.7927072938912755,0.9276398575198586,0.7801288877286947,0.1365064210555081
layer,6,20,0,1.504975974559784,1.5923039555549623,1.532860803604126,0.09458065780451004,0.8986240029335022,1.4238111853599549,0.9967792004346847,0.19984686499928817,0.21087999921292067,0.2832223998382688,0.22612479934468865,0.03995087625607564,0.0,0.0,0.0,0.0,0.45923198759555817,0.5911680221557617,0.47901119887828825,0.06417478162461966,0.8028320074081421,1.1783168315887453,0.8343632034957409,0.26536153997636386,1.060479998588562,1.4250335574150088,1.1440496116876602,0.189550283874686,0.3029510269170945,0.3809021542911021,0.31332474085783935,0.04413832826948084,0.7489167344900348,0.9097715426986749,0.7965359806050042,0.13446181698697568,1.8978400006890297,2.6442527996376164,2.0572672032751145,0.42517280624233117,0.7922460134588448,0.8815487821184051,0.7679140768271908,0.1260430314299048
layer,7,20,3,1.503055989742279,1.5931936144828795,1.5277696132659913,0.07991734157825287,0.9048959910869598,0.9887839794158942,0.9482687920331955,0.15199725467876815,0.20796799939125776,0.24589759819209592,0.22495040018111467,0.04338884924446127,0.0,0.0,0.0,0.0,0.45841600000858307,0.5223583817481996,0.4713135987520218,0.04586451938246555,0.7842560112476349,0.9386304318904883,0.8167504042387008,0.2311260984274816,1.048687994480133,1.194784045219422,1.1194256067276,0.18291429158736508,0.30001389118382005,0.339164515408603,0.3094476771353129,0.03589638689265538,0.7393488626083873,0.8122378631677347,0.7709769811893258,0.14259510066296588,1.897631986066699,2.172073610126974,1.989969596453011,0.4104152467943756,0.7978808335505281,0.9154787233867083,0.7927470554346595,0.13979856334691038
layer,8,20,0,1.5031520128250122,1.6736671566963195,1.540604794025421,0.08891352826892517,0.8908319771289825,0.991273611783982,0.9450832098722458,0.16412652716115966,0.20454399846494198,0.24051519744098204,0.22111999988555908,0.045086346097861156,0.0,0.0,0.0,0.0,0.4469760060310364,0.5741824030876159,0.4669440001249313,0.05819255450878437,0.8114239871501923,0.9947520196437842,0.850227202475071,0.23122202229253602,1.0600640177726746,1.2362464070320136,1.1230895936489105,0.19588662311363228,0.2937551125351584,0.3563783320305106,0.30366627371226124,0.038356069829299386,0.7246444443807183,0.8085357512914407,0.7573847033178516,0.1281090248752775,1.8987840050831437,2.1296576471999304,2.016430412232876,0.42406915792441047,0.7968492534147885,0.8690174783633262,0.7852379313696467,0.11480559522114489
layer,9,20,3,1.5178720355033875,1.5571743726730347,1.5220159947872163,0.057837056522038355,0.9045119881629944,1.3711456418037415,0.9821423977613449,0.18012971349463366,0.21182399988174438,0.33820159658789634,0.23605599906295538,0.05246586489833189,0.0,0.0,0.0,0.0,0.45612800121307373,0.5840576112270356,0.48956960141658784,0.0673387973282843,0.8233279883861542,1.4080127835273741,0.9160895988345146,0.24580602672359278,1.0697280168533325,1.645792043209076,1.1882432103157043,0.21976241724325288,0.2993904368855852,0.3834386812470065,0.3216316411526873,0.04255704868845671,0.7499141402777665,1.0344658555810933,0.7994204381308251,0.14083555440379178,1.9255999904125929,3.1295679405331613,2.134287995658815,0.4662703561014815,0.7714998508311464,0.8204157754763964,0.737280143519518,0.12046283007716145
