case_id,rank,M,active_experts_per_rank,wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,iterations,warmups,correctness
balanced_rank_A1_M128,0,128,1,6.001247882843018,0.02937600016593933,0.3895040098577738,3.1444478034973145,0.2657599449157715,5,2,True
balanced_rank_A2_M128,0,128,2,2.1711039543151855,0.027871999889612198,0.21244799718260765,0.9456000328063965,0.23836791515350342,5,2,True
balanced_rank_A4_M128,0,128,4,2.097759962081909,0.025728000327944756,0.20851200073957443,1.00844806432724,0.11683225631713867,5,2,True
balanced_rank_A8_M128,0,128,8,2.0056960582733154,0.02723200060427189,0.17712000012397766,0.9747839570045471,0.08460807800292969,5,2,True
balanced_rank_A16_M128,0,128,16,0.8838719725608826,0.028224000707268715,0.17612800281494856,0.4349440336227417,0.07996797561645508,5,2,True
balanced_rank_A1_M512,0,512,1,0.88019198179245,0.027264000847935677,0.2130560064688325,0.44675201177597046,0.10422402620315552,5,2,True
balanced_rank_A2_M512,0,512,2,0.8930240273475647,0.024320000782608986,0.21756800170987844,0.4451199769973755,0.10099202394485474,5,2,True
balanced_rank_A4_M512,0,512,4,0.8698559999465942,0.02486399933695793,0.20655999705195427,0.4530559778213501,0.10249596834182739,5,2,True
balanced_rank_A8_M512,0,512,8,0.8785600066184998,0.028960000723600388,0.21184000466018915,0.4644799828529358,0.09753596782684326,5,2,True
balanced_rank_A16_M512,0,512,16,0.8760960102081299,0.025280000641942024,0.21024000644683838,0.46726399660110474,0.08595198392868042,5,2,True
balanced_rank_A1_M128,1,128,1,6.005695819854736,0.027615999802947044,0.41724798921495676,3.1405441761016846,0.29564762115478516,5,2,True
balanced_rank_A2_M128,1,128,2,2.1589438915252686,0.025631999596953392,0.2161919977515936,0.973471999168396,0.2676481008529663,5,2,True
balanced_rank_A4_M128,1,128,4,2.0972800254821777,0.026623999699950218,0.21267199888825417,0.887391984462738,0.17363202571868896,5,2,True
balanced_rank_A8_M128,1,128,8,1.9993280172348022,0.026559999212622643,0.1727360002696514,0.9047360420227051,0.15555202960968018,5,2,True
balanced_rank_A16_M128,1,128,16,0.8646079897880554,0.02473600022494793,0.16249599307775497,0.4428480267524719,0.0824960470199585,5,2,True
balanced_rank_A1_M512,1,512,1,0.8656960129737854,0.02707199938595295,0.19916800037026405,0.46560001373291016,0.09939199686050415,5,2,True
balanced_rank_A2_M512,1,512,2,0.8785279989242554,0.02687999978661537,0.2023999970406294,0.4649600088596344,0.0976639986038208,5,2,True
balanced_rank_A4_M512,1,512,4,0.8731840252876282,0.025631999596953392,0.19971199333667755,0.46691203117370605,0.0846719741821289,5,2,True
