request_id,layer,iteration,q_len,batch,physical_rows,live_positions,live_ratio,phase,prepare_attn_critical_ms,attention_critical_ms,prepare_mlp_critical_ms,mlp_critical_ms,postprocess_critical_ms,block_critical_sum_ms
measured_0,0,0,32,8,256,107,0.41796875,middle,0.12015999853610992,0.8368960022926331,0.4378879964351654,0.37439998984336853,0.010495999827980995,1.779839986935258
measured_0,0,1,32,8,256,88,0.34375,middle,0.13184000551700592,0.6383360028266907,0.36316800117492676,0.29023998975753784,0.009824000298976898,1.433407999575138
measured_0,0,2,32,8,256,138,0.5390625,middle,0.11622399836778641,0.6693440079689026,0.4069119989871979,0.27238398790359497,0.01017600018531084,1.4750399934127927
measured_0,0,3,32,8,256,129,0.50390625,middle,0.1265600025653839,0.6243839859962463,0.45257601141929626,0.28118398785591125,0.009983999654650688,1.4946879874914885
measured_0,0,4,32,8,256,97,0.37890625,middle,0.13369600474834442,0.6213439702987671,0.4435200095176697,0.3005119860172272,0.009952000342309475,1.5090239709243178
measured_0,0,5,32,8,256,120,0.46875,middle,0.12201599776744843,0.6303679943084717,0.40870401263237,0.2927039861679077,0.009855999611318111,1.463647990487516
measured_0,0,6,32,8,256,175,0.68359375,early,0.12758399546146393,0.6992639899253845,0.6813759803771973,0.28019198775291443,0.010816000401973724,1.7992319539189339
measured_0,0,7,32,8,256,162,0.6328125,middle,0.13036799430847168,0.6266559958457947,0.40268799662590027,0.29609599709510803,0.010975999757647514,1.4667839836329222
measured_0,0,8,32,8,256,145,0.56640625,middle,0.13152000308036804,0.6473600268363953,0.5905600190162659,0.2884159982204437,0.010432000271975994,1.668288047425449
measured_0,0,9,32,8,256,162,0.6328125,middle,0.12223999947309494,0.6857600212097168,0.4784640073776245,0.29740801453590393,0.010944000445306301,1.5948160430416465
measured_0,0,10,32,8,256,151,0.58984375,middle,0.12412799894809723,0.651199996471405,0.40588799118995667,0.2696320116519928,0.009824000298976898,1.4606719985604286
measured_0,0,11,32,8,256,134,0.5234375,middle,0.1241919994354248,0.6397119760513306,0.39241600036621094,0.2829760015010834,0.013919999822974205,1.4532159771770239
measured_0,0,12,32,8,256,160,0.625,middle,0.1624000072479248,0.635487973690033,0.382176011800766,0.3093760013580322,0.010400000028312206,1.4998399941250682
measured_0,0,13,32,8,256,150,0.5859375,middle,0.1258240044116974,0.6393920183181763,0.4223040044307709,0.27139198780059814,0.011136000044643879,1.4700480150058866
measured_0,0,14,32,8,256,141,0.55078125,middle,0.16713599860668182,0.8457919955253601,1.0343999862670898,0.37782400846481323,0.013151999562978745,2.4383039884269238
measured_0,0,15,32,8,256,124,0.484375,middle,0.12403199821710587,0.6367679834365845,0.5032960176467896,0.2940160036087036,0.0098879998549819,1.5680000027641654
measured_0,0,16,32,8,256,115,0.44921875,middle,0.13497599959373474,0.616864025592804,0.4509119987487793,0.2916480004787445,0.010591999627649784,1.5049920240417123
measured_0,0,17,32,8,256,108,0.421875,middle,0.13203200697898865,0.6286720037460327,0.7766720056533813,0.2962239980697632,0.010623999871313572,1.8442240143194795
measured_0,0,18,32,8,256,100,0.390625,middle,0.15385599434375763,0.6499199867248535,0.3869439959526062,0.31414398550987244,0.010239999741315842,1.5151039622724056
measured_0,0,19,32,8,256,92,0.359375,middle,0.13043199479579926,0.6075519919395447,0.447519987821579,0.28431999683380127,0.009824000298976898,1.479647971689701
measured_0,0,20,32,8,256,82,0.3203125,late,0.1303360015153885,0.6099839806556702,0.43542400002479553,0.2826879918575287,0.01027199998497963,1.4687039740383625
measured_0,0,21,32,8,256,69,0.26953125,late,0.12198399752378464,0.7616639733314514,0.5087040066719055,0.3258560001850128,0.010048000141978264,1.7282559778541327
measured_0,0,22,32,8,256,54,0.2109375,late,0.1395840048789978,0.6368640065193176,0.7841280102729797,0.27372801303863525,0.009600000455975533,1.843904035165906
measured_0,0,23,32,8,256,48,0.1875,late,0.12374400347471237,0.6639999747276306,0.39532798528671265,0.3065919876098633,0.010367999784648418,1.5000319508835673
measured_0,0,24,32,8,256,35,0.13671875,late,0.16764800250530243,0.6923840045928955,0.4009599983692169,0.32499200105667114,0.010048000141978264,1.5960320066660643
measured_0,0,25,32,8,256,22,0.0859375,late,0.1472640037536621,0.7288960218429565,0.758463978767395,0.8715839982032776,0.010432000271975994,2.5166400028392673
measured_0,0,26,32,8,256,14,0.0546875,late,0.1544640064239502,0.7954879999160767,0.8537279963493347,0.36950400471687317,0.012543999589979649,2.1857280069962144
measured_0,0,27,32,8,256,6,0.0234375,late,0.1438400000333786,0.8049920201301575,1.029088020324707,0.38022398948669434,0.014240000396966934,2.3723840303719044
measured_0,0,28,32,8,256,2,0.0078125,late,0.12476799637079239,0.6574720144271851,0.38016000390052795,0.2858879864215851,0.010143999941647053,1.4584320010617375
measured_0,0,29,32,5,160,0,0.0,late,0.1438080072402954,0.665440022945404,0.44444799423217773,0.32236799597740173,0.010944000445306301,1.5870080208405852
measured_16,0,0,32,8,256,130,0.5078125,middle,0.12432000041007996,0.7029439806938171,0.2335360050201416,0.2983039915561676,0.010239999741315842,1.3693439774215221
measured_16,0,1,32,8,256,116,0.453125,middle,0.12307199835777283,0.6434239745140076,0.34140801429748535,0.2728320062160492,0.009983999654650688,1.3907199930399656
measured_16,0,2,32,8,256,101,0.39453125,middle,0.14326399564743042,0.6186239719390869,0.6148160099983215,0.2925119996070862,0.010847999714314938,1.68006397690624
measured_16,0,3,32,8,256,93,0.36328125,middle,0.12544000148773193,0.6304000020027161,0.34409600496292114,0.27881601452827454,0.009920000098645687,1.3886720230802894
measured_16,0,4,32,8,256,77,0.30078125,late,0.1340160071849823,0.6603839993476868,0.47839999198913574,0.2780799865722656,0.010208000428974628,1.561087985523045
measured_16,0,5,32,8,256,68,0.265625,late,0.1188800036907196,0.6453760266304016,0.35315200686454773,0.2723200023174286,0.009920000098645687,1.3996480396017432
measured_16,0,6,32,8,256,59,0.23046875,late,0.12390399724245071,0.6405439972877502,0.31775999069213867,0.30268800258636475,0.01017600018531084,1.3950719879940152
measured_16,0,7,32,8,256,43,0.16796875,late,0.1297920048236847,0.6446719765663147,0.43487998843193054,0.2897599935531616,0.01027199998497963,1.5093759633600712
measured_16,0,8,32,8,256,36,0.140625,late,0.12035199999809265,0.6098880171775818,0.4413119852542877,0.2967360019683838,0.009472000412642956,1.477760004810989
measured_16,0,9,32,8,256,25,0.09765625,late,0.12329600006341934,0.6401919722557068,0.3769280016422272,0.27910399436950684,0.01017600018531084,1.429695968516171
measured_16,0,10,32,8,256,12,0.046875,late,0.13849599659442902,0.6348159909248352,0.3336640000343323,0.29449599981307983,0.009759999811649323,1.4112319871783257
measured_16,0,11,32,8,256,6,0.0234375,late,0.1202239990234375,0.6623679995536804,0.3766399919986725,0.298911988735199,0.01532800029963255,1.473471979610622
measured_16,0,12,32,8,256,64,0.25,late,0.12217599898576736,0.6417919993400574,0.3049919903278351,0.28591999411582947,0.009952000342309475,1.3648319831117988
measured_16,0,13,32,8,256,192,0.75,early,0.12812800705432892,0.6313599944114685,0.39481601119041443,0.2927359938621521,0.01017600018531084,1.4572160067036748
measured_16,0,14,32,8,256,157,0.61328125,middle,0.13017599284648895,0.6212159991264343,0.44595199823379517,0.2759999930858612,0.010080000385642052,1.4834239836782217
measured_16,0,15,32,8,256,246,0.9609375,early,0.12201599776744843,0.6485440135002136,0.3327679932117462,0.2661440074443817,0.010208000428974628,1.3796800123527646
measured_16,0,16,32,8,256,232,0.90625,early,0.12486399710178375,0.6103360056877136,0.3407680094242096,0.27324798703193665,0.01027199998497963,1.3594879992306232
measured_16,0,17,32,8,256,225,0.87890625,early,0.12515200674533844,0.6092159748077393,0.42211198806762695,0.31225600838661194,0.009696000255644321,1.478431978262961
measured_16,0,18,32,8,256,217,0.84765625,early,0.1334719955921173,0.6450240015983582,0.4410560131072998,0.2831360101699829,0.009920000098645687,1.5126080205664039
measured_16,0,19,32,8,256,202,0.7890625,early,0.11772800236940384,0.6711999773979187,0.3510720133781433,0.2847999930381775,0.009759999811649323,1.4345599859952927
measured_16,0,20,32,8,256,186,0.7265625,early,0.13811199367046356,0.605247974395752,0.32095998525619507,0.33395200967788696,0.010528000071644783,1.4087999630719423
measured_16,0,21,32,8,256,179,0.69921875,early,0.13209599256515503,0.6549760103225708,0.7554559707641602,0.28543999791145325,0.009952000342309475,1.8379199719056487
measured_16,0,22,32,8,256,167,0.65234375,middle,0.12144000083208084,0.6440960168838501,0.34467199444770813,0.2759360074996948,0.010111999697983265,1.3962560193613172
measured_16,0,23,32,8,256,138,0.5390625,middle,0.1353279948234558,0.6091520190238953,0.3643519878387451,0.3148159980773926,0.010367999784648418,1.4340159995481372
measured_16,0,24,32,8,256,123,0.48046875,middle,0.12358400225639343,0.6421120166778564,0.39507201313972473,0.28780800104141235,0.010912000201642513,1.4594880333170295
measured_16,0,25,32,8,256,108,0.421875,middle,0.12435200065374374,0.6422079801559448,0.2906560003757477,0.2707200050354004,0.010784000158309937,1.3387199863791466
measured_16,0,26,32,8,256,96,0.375,middle,0.13369600474834442,0.670304000377655,0.3741759955883026,0.29712000489234924,0.009983999654650688,1.485280005261302
measured_16,0,27,32,8,256,82,0.3203125,late,0.12617599964141846,0.6378560066223145,0.48844799399375916,0.28012800216674805,0.010048000141978264,1.5426560025662184
measured_16,0,28,32,8,256,72,0.28125,late,0.12848000228405,0.6158720254898071,0.3734399974346161,0.2816320061683655,0.01017600018531084,1.4096000315621495
measured_16,0,29,32,8,256,61,0.23828125,late,0.13779200613498688,0.6319680213928223,0.328000009059906,0.33129599690437317,0.010400000028312206,1.4394560335204005
measured_16,0,30,32,8,256,50,0.1953125,late,0.13177600502967834,0.6635839939117432,0.5102720260620117,0.34566399455070496,0.010432000271975994,1.6617280198261142
measured_16,0,31,32,8,256,40,0.15625,late,0.1425279974937439,0.6198400259017944,0.27798399329185486,0.3387199938297272,0.01027199998497963,1.3893440105021
measured_16,0,32,32,8,256,31,0.12109375,late,0.125791996717453,0.6774399876594543,0.35868799686431885,0.2715519964694977,0.010304000228643417,1.4437759779393673
measured_16,0,33,32,8,256,23,0.08984375,late,0.12399999797344208,0.6017600297927856,0.34377598762512207,0.3072640001773834,0.010367999784648418,1.3871680153533816
measured_16,0,34,32,8,256,14,0.0546875,late,0.1231359988451004,0.6496959924697876,0.4185279905796051,0.36108800768852234,0.010367999784648418,1.5628159893676639
measured_16,0,35,32,8,256,7,0.02734375,late,0.1353600025177002,0.6222079992294312,0.3625600039958954,0.2796480059623718,0.01027199998497963,1.4100480116903782
measured_16,0,36,32,8,256,0,0.0,late,0.1417279988527298,0.6587520241737366,0.3142400085926056,0.30742400884628296,0.010048000141978264,1.4321920406073332
measured_16,0,37,32,6,192,0,0.0,late,0.12137600034475327,0.625216007232666,0.3290559947490692,0.2990719974040985,0.009824000298976898,1.384544000029564
measured_16,0,38,32,8,256,256,1.0,early,0.12332800030708313,5.4034881591796875,2.966048002243042,0.33606401085853577,0.010688000358641148,8.83961617294699
measured_16,0,39,32,8,256,256,1.0,early,0.1464959979057312,0.6807680130004883,0.3962880074977875,0.27555200457572937,0.010400000028312206,1.5095040230080485
measured_16,0,40,32,8,256,246,0.9609375,early,0.12412799894809723,0.6045119762420654,0.3442879915237427,0.2825919985771179,0.009855999611318111,1.3653759649023414
measured_16,0,41,32,8,256,234,0.9140625,early,0.12479999661445618,0.6382079720497131,0.36748799681663513,0.2837440073490143,0.010400000028312206,1.424639972858131
