condition,invocations,expert_ratio_median,expert_ratio_p90,expert_ratio_max,rank_ratio_median,critical_path_ratio_median,expert_ms_median,total_assignments_median
balanced_2k,96,1.2825409946387523,1.400132062385849,1.4787886219054662,1.937202734839477,1.05332119158793,0.8255040049552917,53824.0
hetero_512_1k_2k_4k,96,1.2434620822587035,1.3572764771726615,1.4425306687625097,1.880287374878915,1.0619969053706142,0.772816002368927,49552.0
long_balanced,96,1.3482816332186278,1.4704265214890895,1.6242082973959886,1.9637596899224805,1.0171883753024082,1.0959200263023376,82560.0
long_math,96,1.3884171580305904,1.5451360598550137,1.7357360141112042,1.940820258739334,1.0078917945309445,1.3186560273170471,116256.0
short_mixed,96,1.0799597247800996,1.1265742935185072,1.3891898814126649,1.8470744680851063,1.0566718912082953,0.4474560022354126,12032.0
vision_proxy_long,96,1.316009852623306,1.4441430076819253,1.8779217512690816,1.9626669586161594,1.0900410817517714,0.9444159865379333,73072.0
