request_id,condition,wave,layer,observed_A0_expert_ms,observed_expert_mean_ms,observed_rank_ratio,total_assignments,capacity_mild_cap_assignments,capacity_strong_cap_assignments,capacity_mild_drop_fraction,capacity_strong_drop_fraction,A1_rank_ratio_proxy,A2_rank_ratio_proxy,EPLB_ideal_rank_ratio,EPLB_ideal_load_reduction_proxy,active_experts
qwen_ep8_balanced_2k_rep1,balanced_2k,6,28,0.872704029083252,0.6642160043120384,2.25653983353151,53824.0,526,631,0.6777645659928656,0.642352853745541,1.6185424354243543,1.7201038961038961,1.0,0.5568436306152023,104
qwen_ep8_balanced_2k_rep1,balanced_2k,6,29,0.8779839873313904,0.6590199992060661,1.9950951248513675,53824.0,526,631,0.6388599881093936,0.5881391200951249,1.4511781047432863,1.4619271021291953,1.0,0.498770766594651,101
qwen_ep8_balanced_2k_rep1,balanced_2k,6,30,0.9076160192489624,0.6575039997696877,2.391498216409037,53824.0,526,631,0.6048417063020214,0.5594901902497027,1.3409187079787483,1.3800084352593842,1.0001486325802615,0.5817899316345556,112
qwen_ep8_balanced_2k_rep1,balanced_2k,6,31,0.8837119936943054,0.6570600010454655,2.1296076099881094,53824.0,526,631,0.6812945897740785,0.6434490190249702,1.472309665384167,1.534886144546923,1.0,0.5304299274148521,111
qwen_ep8_balanced_2k_rep1,balanced_2k,6,32,0.8446400165557861,0.6464199982583523,2.253864447086801,53824.0,526,631,0.5957379607609988,0.5411712247324614,1.8122156349096925,1.868804664723032,1.0,0.5563175943022949,111
qwen_ep8_balanced_2k_rep1,balanced_2k,6,33,0.8605440258979797,0.6537079960107803,2.228299643281807,53824.0,526,631,0.6420927467300832,0.5972242865636148,1.8205980066445182,1.8890170210803081,1.0,0.5512273212379937,110
qwen_ep8_balanced_2k_rep1,balanced_2k,6,34,0.8166400194168091,0.6327119991183281,1.994649227110583,53824.0,526,631,0.646923305588585,0.6059564506539834,1.3660282045885077,1.4220378141355086,1.0,0.4986587183308495,103
qwen_ep8_balanced_2k_rep1,balanced_2k,6,35,0.8782399892807007,0.6252800077199936,2.4369797859690845,53824.0,526,631,0.6239967300832343,0.5818965517241379,1.3985571696807986,1.3697120511908993,1.0004458977407849,0.589473042205416,98
qwen_ep8_balanced_2k_rep1,balanced_2k,6,36,0.8082879781723022,0.6419279985129833,1.8813912009512488,53824.0,526,631,0.6698684601664685,0.630313614744352,1.7103945072879734,1.6656950447281134,1.0001486325802615,0.46839943118976146,106
qwen_ep8_balanced_2k_rep1,balanced_2k,6,37,0.8082559704780579,0.6548520028591156,1.749256837098692,53824.0,526,631,0.6209311831153389,0.5734244946492271,1.4444934568445817,1.503135888501742,1.0001486325802615,0.4282436910527657,97
qwen_ep8_balanced_2k_rep1,balanced_2k,6,38,0.8561919927597046,0.6312079951167107,2.197681331747919,53824.0,526,631,0.6032253269916765,0.567126189060642,1.7538864955984266,1.7247092149877676,1.0001486325802615,0.544907344785608,101
qwen_ep8_balanced_2k_rep1,balanced_2k,6,39,0.8660479784011841,0.6302999928593636,2.2914684898929845,53824.0,526,631,0.5957379607609988,0.553359096313912,1.46403786938738,1.5128119800332778,1.0,0.5635986248945969,102
qwen_ep8_balanced_2k_rep1,balanced_2k,6,40,0.7735360264778137,0.6405519917607307,1.5173900118906063,53824.0,526,631,0.611846016646849,0.5651753864447087,1.3689450507371244,1.3201162194496667,1.0,0.34097365070036245,99
qwen_ep8_balanced_2k_rep1,balanced_2k,6,41,0.8376320004463196,0.6281959936022758,2.0112960760998813,53824.0,526,631,0.6331747919143876,0.590535820451843,1.3387358184764993,1.3579563501066292,1.0,0.5028081584392551,99
qwen_ep8_balanced_2k_rep1,balanced_2k,6,42,0.7951679825782776,0.6512679979205132,1.5982461355529132,53824.0,526,631,0.5891609690844233,0.5380313614744352,1.3147017591462036,1.3043233460687713,1.000297265160523,0.37412815028364177,94
qwen_ep8_balanced_2k_rep1,balanced_2k,6,43,0.8258240222930908,0.619768001139164,2.045630202140309,53824.0,526,631,0.6064580856123662,0.5530246730083235,1.4952318005854026,1.4910632637792003,1.0,0.511153091622466,98
qwen_ep8_balanced_2k_rep1,balanced_2k,6,44,0.7978879809379578,0.6353759989142418,1.947829964328181,53824.0,526,631,0.5864855826397146,0.5319374256837099,1.2993664914408949,1.3445004564760052,1.0001486325802615,0.4865318580694391,100
qwen_ep8_balanced_2k_rep1,balanced_2k,6,45,0.7425600290298462,0.6407400071620941,1.4059155766944114,53824.0,526,631,0.5521328775267539,0.5003344233055886,1.3785779473989879,1.3466200639547854,1.0,0.2887197378158368,103
qwen_ep8_balanced_2k_rep1,balanced_2k,6,46,0.7754240036010742,0.6352760046720505,1.6661712247324614,53824.0,526,631,0.5527645659928656,0.5015049048751486,1.4878697241608507,1.4601021206813014,1.0001486325802615,0.3997323818019626,105
qwen_ep8_balanced_2k_rep1,balanced_2k,6,47,0.8225600123405457,0.6695000007748604,1.6698870392390013,53824.0,526,631,0.5566290130796671,0.5128938763376932,1.2229299363057324,1.209245556487909,1.0001486325802615,0.401068090787717,97
qwen_ep8_balanced_2k_rep2,balanced_2k,12,0,0.8062400221824646,0.6354800090193748,1.8197086801426876,53824.0,526,631,0.4178804994054697,0.3522963733650416,1.4007404570407251,1.408525041592565,1.000743162901308,0.4500530915625255,100
qwen_ep8_balanced_2k_rep2,balanced_2k,12,1,0.7518079876899719,0.6302279978990555,1.4335612366230677,53824.0,526,631,0.4175646551724138,0.3522406361474435,1.28973810966857,1.3042306037573497,1.0046076099881094,0.29922239502332815,98
qwen_ep8_balanced_2k_rep2,balanced_2k,12,2,0.948415994644165,0.7337520010769367,1.9756242568370987,53824.0,526,631,0.49176947086801426,0.4279317776456599,1.6883202339608847,1.6843882952810887,1.004756242568371,0.4914234125789949,88
qwen_ep8_balanced_2k_rep2,balanced_2k,12,3,0.7167040109634399,0.623196005821228,1.5221462544589774,53824.0,526,631,0.4708122770511296,0.40834943519619504,1.2369483551592177,1.251562254671063,1.0016349583828774,0.3419587930866126,91
qwen_ep8_balanced_2k_rep2,balanced_2k,12,4,0.7398080229759216,0.6541520059108734,1.4463436385255648,53824.0,526,631,0.5711021105826397,0.5145288347205708,1.4374702187567685,1.4949866054343666,1.0001486325802615,0.3084986126811222,94
qwen_ep8_balanced_2k_rep2,balanced_2k,12,5,0.7841280102729797,0.6452559977769852,1.7428656361474435,53824.0,526,631,0.5557372175980975,0.5050163495838288,1.588825694212111,1.584866001050972,1.0,0.4262323042810847,100
qwen_ep8_balanced_2k_rep2,balanced_2k,12,6,0.8140479922294617,0.6328679956495762,1.9606123662306776,53824.0,526,631,0.6468304102259215,0.6042100178359096,1.49950023672997,1.4589494437403183,1.0,0.4899552725343037,92
qwen_ep8_balanced_2k_rep2,balanced_2k,12,7,0.8269760012626648,0.6400080025196075,1.926575505350773,53824.0,526,631,0.6535002972651605,0.6127749702734839,1.5455227882037534,1.5441896171192784,1.0,0.4809442987193334,99
qwen_ep8_balanced_2k_rep2,balanced_2k,12,8,0.7512639760971069,0.6543319970369339,1.5191736028537457,53824.0,526,631,0.5757097205707491,0.5244500594530321,1.2344878924552263,1.2326926082200345,1.0001486325802615,0.3416495450543,105
qwen_ep8_balanced_2k_rep2,balanced_2k,12,9,0.9017919898033142,0.6297280006110668,2.679845422116528,53824.0,526,631,0.6600215517241379,0.6140197681331747,1.754412809443139,1.7651985559566787,1.0,0.6268441486411536,102
qwen_ep8_balanced_2k_rep2,balanced_2k,12,10,0.8507199883460999,0.631120003759861,2.396551724137931,53824.0,526,631,0.6950431034482758,0.6501746432818074,1.619105641525527,1.6791120080726538,1.0,0.5827338129496402,96
qwen_ep8_balanced_2k_rep2,balanced_2k,12,11,0.8359360098838806,0.6449440009891987,1.963436385255648,53824.0,526,631,0.649264268727705,0.6013674197384067,1.3806547303739802,1.371364653243848,1.0,0.49068887206661616,95
qwen_ep8_balanced_2k_rep2,balanced_2k,12,12,0.7824959754943848,0.6425439864397049,1.8666765755053507,53824.0,526,631,0.6228634066587395,0.5758583531510106,1.665500763584413,1.6347628016995925,1.0,0.4642885580062107,101
qwen_ep8_balanced_2k_rep2,balanced_2k,12,13,0.8111039996147156,0.6330400072038174,1.9570451843043997,53824.0,526,631,0.6261147443519619,0.5750780321046374,1.4836016696481813,1.5257749989069127,1.0,0.48902559428875214,94
qwen_ep8_balanced_2k_rep2,balanced_2k,12,14,0.7971199750900269,0.6329159922897816,1.870986920332937,53824.0,526,631,0.6578106420927468,0.6141684007134364,1.6944293625800848,1.6645639716858478,1.0001486325802615,0.46544327931363205,98
qwen_ep8_balanced_2k_rep2,balanced_2k,12,15,0.8121920228004456,0.648463997989893,1.7574316290130796,53824.0,526,631,0.6454927170035671,0.602519322235434,1.4296944604580473,1.4284378797793773,1.0001486325802615,0.430903247631935,97
qwen_ep8_balanced_2k_rep2,balanced_2k,12,16,0.92876797914505,0.6280599981546402,2.822829964328181,53824.0,526,631,0.6927207193816884,0.6577549048751486,1.7234415623677368,1.7753650724716357,1.0,0.6457455770850884,94
qwen_ep8_balanced_2k_rep2,balanced_2k,12,17,0.8997759819030762,0.6334879994392395,2.427318668252081,53824.0,526,631,0.6708717300832343,0.6376151902497027,1.5074230877787187,1.5844142527557037,1.0,0.5880227787643133,102
qwen_ep8_balanced_2k_rep2,balanced_2k,12,18,0.8374080061912537,0.6479199975728989,2.0766944114149823,53824.0,526,631,0.6767984542211654,0.6315955707491082,1.5833524948263968,1.6226738615159615,1.0,0.5184655024334384,102
qwen_ep8_balanced_2k_rep2,balanced_2k,12,19,0.8145920038223267,0.6364959925413132,1.9249405469678955,53824.0,526,631,0.6922748216409037,0.6515123365041617,1.3495139769365454,1.3997974089673189,1.0001486325802615,0.4804262219133658,96
qwen_ep8_balanced_2k_rep2,balanced_2k,12,20,0.8187839984893799,0.6393800042569637,1.7384066587395957,53824.0,526,631,0.6219901902497027,0.5702846313912009,1.860218224712474,1.9255480133166154,1.0,0.4247606019151847,103
qwen_ep8_balanced_2k_rep2,balanced_2k,12,21,0.921504020690918,0.6262960061430931,2.7528240190249704,53824.0,526,631,0.6713547859690845,0.6266906956004756,2.0686302221719712,2.1388543273776937,1.0,0.6367366772852439,97
qwen_ep8_balanced_2k_rep2,balanced_2k,12,22,0.7863680124282837,0.6481160037219524,1.693668252080856,53824.0,526,631,0.6360173900118906,0.5904615041617123,1.7183400541064775,1.7652769586716872,1.0,0.4095655989469066,101
qwen_ep8_balanced_2k_rep2,balanced_2k,12,23,0.829472005367279,0.6630359962582588,1.8683115338882283,53824.0,526,631,0.6704072532699168,0.6297748216409037,1.3758737316798195,1.3934862247202289,1.0001486325802615,0.46467780429594274,97
qwen_ep8_balanced_2k_rep2,balanced_2k,12,24,0.8876799941062927,0.681024007499218,2.165279429250892,53824.0,526,631,0.6508249108204518,0.6018133174791914,1.6839416835160157,1.6726390444195596,1.0001486325802615,0.5380971993410214,102
qwen_ep8_balanced_2k_rep2,balanced_2k,12,25,0.8145920038223267,0.673055998980999,1.536860879904875,53824.0,526,631,0.6275081747919145,0.5740004458977408,1.3435084044091974,1.357931004404902,1.0001486325802615,0.34922630560928436,95
qwen_ep8_balanced_2k_rep2,balanced_2k,12,26,0.7999039888381958,0.6766920052468777,1.6102853745541024,53824.0,526,631,0.6504533293697978,0.6100810047562426,1.6145423620707984,1.607471291752037,1.0,0.37899206202695224,103
qwen_ep8_balanced_2k_rep2,balanced_2k,12,27,0.8004800081253052,0.6569319926202297,1.7474732461355529,53824.0,526,631,0.6242196789536266,0.573498810939358,1.571442697518046,1.5309287332287855,1.0,0.4277451730883729,105
qwen_ep8_balanced_2k_rep2,balanced_2k,12,28,0.885919988155365,0.6623879931867123,2.25653983353151,53824.0,526,631,0.6777645659928656,0.642352853745541,1.6185424354243543,1.7201038961038961,1.0,0.5568436306152023,104
qwen_ep8_balanced_2k_rep2,balanced_2k,12,29,0.8530880212783813,0.6428559981286526,1.9950951248513675,53824.0,526,631,0.6388599881093936,0.5881391200951249,1.4511781047432863,1.4619271021291953,1.0,0.498770766594651,101
qwen_ep8_balanced_2k_rep2,balanced_2k,12,30,0.8946560025215149,0.6477239914238453,2.391498216409037,53824.0,526,631,0.6048417063020214,0.5594901902497027,1.3409187079787483,1.3800084352593842,1.0001486325802615,0.5817899316345556,112
qwen_ep8_balanced_2k_rep2,balanced_2k,12,31,0.8755199909210205,0.6588319912552834,2.1296076099881094,53824.0,526,631,0.6812945897740785,0.6434490190249702,1.472309665384167,1.534886144546923,1.0,0.5304299274148521,111
qwen_ep8_balanced_2k_rep2,balanced_2k,12,32,0.870464026927948,0.6529320105910301,2.253864447086801,53824.0,526,631,0.5957379607609988,0.5411712247324614,1.8122156349096925,1.868804664723032,1.0,0.5563175943022949,111
qwen_ep8_balanced_2k_rep2,balanced_2k,12,33,0.8345919847488403,0.6343159973621368,2.228299643281807,53824.0,526,631,0.6420927467300832,0.5972242865636148,1.8205980066445182,1.8890170210803081,1.0,0.5512273212379937,110
qwen_ep8_balanced_2k_rep2,balanced_2k,12,34,0.9148799777030944,0.650555994361639,1.994649227110583,53824.0,526,631,0.646923305588585,0.6059564506539834,1.3660282045885077,1.4220378141355086,1.0,0.4986587183308495,103
qwen_ep8_balanced_2k_rep2,balanced_2k,12,35,0.8823040127754211,0.6260080114006996,2.4369797859690845,53824.0,526,631,0.6239967300832343,0.5818965517241379,1.3985571696807986,1.3697120511908993,1.0004458977407849,0.589473042205416,98
qwen_ep8_balanced_2k_rep2,balanced_2k,12,36,0.8240960240364075,0.6505080051720142,1.8813912009512488,53824.0,526,631,0.6698684601664685,0.630313614744352,1.7103945072879734,1.6656950447281134,1.0001486325802615,0.46839943118976146,106
qwen_ep8_balanced_2k_rep2,balanced_2k,12,37,0.7873280048370361,0.6505240090191364,1.749256837098692,53824.0,526,631,0.6209311831153389,0.5734244946492271,1.4444934568445817,1.503135888501742,1.0001486325802615,0.4282436910527657,97
qwen_ep8_balanced_2k_rep2,balanced_2k,12,38,0.87254399061203,0.6356719993054867,2.197681331747919,53824.0,526,631,0.6032253269916765,0.567126189060642,1.7538864955984266,1.7247092149877676,1.0001486325802615,0.544907344785608,101
qwen_ep8_balanced_2k_rep2,balanced_2k,12,39,0.8798400163650513,0.6355080045759678,2.2914684898929845,53824.0,526,631,0.5957379607609988,0.553359096313912,1.46403786938738,1.5128119800332778,1.0,0.5635986248945969,102
qwen_ep8_balanced_2k_rep2,balanced_2k,12,40,0.802079975605011,0.6483479999005795,1.5173900118906063,53824.0,526,631,0.611846016646849,0.5651753864447087,1.3689450507371244,1.3201162194496667,1.0,0.34097365070036245,99
qwen_ep8_balanced_2k_rep2,balanced_2k,12,41,0.8385599851608276,0.6302879936993122,2.0112960760998813,53824.0,526,631,0.6331747919143876,0.590535820451843,1.3387358184764993,1.3579563501066292,1.0,0.5028081584392551,99
qwen_ep8_balanced_2k_rep2,balanced_2k,12,42,0.875648021697998,0.7102199979126453,1.5982461355529132,53824.0,526,631,0.5891609690844233,0.5380313614744352,1.3147017591462036,1.3043233460687713,1.000297265160523,0.37412815028364177,94
qwen_ep8_balanced_2k_rep2,balanced_2k,12,43,0.8534719944000244,0.6242039985954762,2.045630202140309,53824.0,526,631,0.6064580856123662,0.5530246730083235,1.4952318005854026,1.4910632637792003,1.0,0.511153091622466,98
qwen_ep8_balanced_2k_rep2,balanced_2k,12,44,0.8246399760246277,0.6423440054059029,1.947829964328181,53824.0,526,631,0.5864855826397146,0.5319374256837099,1.2993664914408949,1.3445004564760052,1.0001486325802615,0.4865318580694391,100
qwen_ep8_balanced_2k_rep2,balanced_2k,12,45,0.7376000285148621,0.6449199989438057,1.4059155766944114,53824.0,526,631,0.5521328775267539,0.5003344233055886,1.3785779473989879,1.3466200639547854,1.0,0.2887197378158368,103
qwen_ep8_balanced_2k_rep2,balanced_2k,12,46,0.7692480087280273,0.6285239979624748,1.6661712247324614,53824.0,526,631,0.5527645659928656,0.5015049048751486,1.4878697241608507,1.4601021206813014,1.0001486325802615,0.3997323818019626,105
qwen_ep8_balanced_2k_rep2,balanced_2k,12,47,0.8045759797096252,0.640976008027792,1.6698870392390013,53824.0,526,631,0.5566290130796671,0.5128938763376932,1.2229299363057324,1.209245556487909,1.0001486325802615,0.401068090787717,97
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,0,0.8059520125389099,0.6627760007977486,1.762996448175654,49552.0,484,581,0.41645140458508234,0.34719082983532445,1.4444598146354959,1.467293186595771,1.0009686793671295,0.43223443223443225,101
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,1,0.732479989528656,0.6384759992361069,1.404585082337746,49552.0,484,581,0.43382709073296744,0.36482886664514047,1.3042951345571199,1.3588358645230985,1.0016144656118824,0.28689655172413797,100
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,2,0.7786239981651306,0.6427280083298683,1.9263803680981595,49552.0,484,581,0.5176985792702615,0.4588714885372942,1.7630863216034143,1.8029387633325875,1.001291572489506,0.48022125377137115,88
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,3,0.7046719789505005,0.6140559986233711,1.4565708750403616,49552.0,484,581,0.473159509202454,0.4149580238940911,1.3814448785719757,1.3695757157640567,1.003390377784953,0.31112835291509644,93
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,4,0.7115839719772339,0.6268240064382553,1.479011947045528,49552.0,484,581,0.5981796900226025,0.5510978366160801,1.4014363919441515,1.4288796978960618,1.0001614465611883,0.3237637812465888,94
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,5,0.762719988822937,0.6199039965867996,1.7471746851792056,49552.0,484,581,0.5702090732967388,0.5268203099773975,1.6144996947926937,1.607028617733612,1.0,0.42764738495656995,100
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,6,0.791487991809845,0.6039440035820007,2.1025185663545365,49552.0,484,581,0.6852397481433645,0.6477639651275429,1.4469449253061486,1.491463274894007,1.0,0.5243799431774553,91
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,7,0.7780479788780212,0.6300919950008392,1.861317403939296,49552.0,484,581,0.6574911204391347,0.6188448498546981,1.4748998350223899,1.5007147773600888,1.0,0.4627461184838234,99
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,8,0.7192959785461426,0.6380600035190582,1.423958669680336,49552.0,484,581,0.5884323538908621,0.5331369066838876,1.283907031479847,1.292297051958157,1.0,0.2977324263038549,106
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,9,0.860863983631134,0.6284159906208515,2.77074588311269,49552.0,484,581,0.6698619631901841,0.6279060381013885,1.6734519224891498,1.7372817008352315,1.0,0.6390863535718447,101
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,10,0.7798399925231934,0.6100519970059395,2.287859218598644,49552.0,484,581,0.6869752986761382,0.6403777849531804,1.5555412288053638,1.6067340067340068,1.0,0.562910168654294,100
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,11,0.7745919823646545,0.6448599956929684,1.7465288989344527,49552.0,484,581,0.6397319987084276,0.5953140135615111,1.4187766076630068,1.442178227696604,1.0,0.4274357552227769,96
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,12,0.7566080093383789,0.6615879982709885,1.6863093316112368,49552.0,484,581,0.6367250565062964,0.5974128188569583,1.3861452141547692,1.373502431199559,1.0001614465611883,0.40689325035902346,99
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,13,0.7554879784584045,0.6163959987461567,1.7728446884081368,49552.0,484,581,0.6195713593800452,0.5645786244752986,1.5341361200997294,1.5561735261401557,1.0001614465611883,0.4358437300792277,92
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,14,0.7761600017547607,0.6575920023024082,1.8530836293186956,49552.0,484,581,0.6445148530836293,0.5975339037778495,1.7371558330967924,1.7289274432131574,1.0,0.46035894755183826,99
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,15,0.7413439750671387,0.6076439991593361,1.6824346141427189,49552.0,484,581,0.6331530513400064,0.5854859541491766,1.423698976785125,1.4488802336903603,1.0001614465611883,0.4055273006429325,99
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,7,16,0.8830080032348633,0.6138920001685619,2.82870519857927,49552.0,484,581,0.6953907006780755,0.6644333225702292,1.6112362528156883,1.6959345681982199,1.0001614465611883,0.6464242908509787,95
