fold,policy,fit_profile,eval_profile,layer,partition,optimizer,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
A_first12,P0,all,all,17,calibration_fit,fixed_linear,5286,42288,3.630533484676504,4.0,4.0,0.6437760121074536,0.9867574725690503,11481,10572.0,0.06679712029311627,1.0859818388195233,2,13905.0
A_first12,P0,all,all,18,calibration,fixed_linear,26573,212584,3.6978512023482484,4.0,4.0,0.7092537538102586,0.9885974485379897,62823,53146.0,0.13508189719703861,1.182083317653257,2,71690.0
A_first12,P0,all,vision,18,calibration,fixed_linear,13286,106288,3.6478247779617643,4.0,4.0,0.6651362336293843,0.98268854433238,31261,26572.0,0.15144596186743825,1.1764639470118923,2,35179.0
A_first12,P0,all,text,18,calibration,fixed_linear,13287,106296,3.747873861669301,4.0,4.0,0.7533679536388952,0.9945059080304056,31562,26574.0,0.12730182269608412,1.1877022653721683,2,36511.0
A_first12,P0,all,all,18,calibration_fit,fixed_linear,5286,42288,3.648127128263337,4.0,4.0,0.6602345819144911,0.987892546348846,12483,10572.0,0.1147233744693886,1.1807604994324632,2,13998.0
A_first12,P0,all,all,19,calibration,fixed_linear,26573,212584,3.661310352613555,4.0,4.0,0.6727881684416513,0.9885221841719039,58916,53146.0,0.1183072703606216,1.1085688480788771,3,70719.0
A_first12,P0,all,vision,19,calibration,fixed_linear,13286,106288,3.6489537859400873,4.0,4.0,0.6588890561493301,0.9900647297907572,30803,26572.0,0.156587683667407,1.159227758542827,3,35194.0
A_first12,P0,all,text,19,calibration,fixed_linear,13287,106296,3.673665989312862,4.0,4.0,0.6866862346654625,0.9869797546473997,29925,26574.0,0.09712459023416077,1.1261006999322647,0,35525.0
A_first12,P0,all,all,19,calibration_fit,fixed_linear,5286,42288,3.6730987514188422,4.0,4.0,0.6829360575104049,0.9901626939084374,11881,10572.0,0.11467259234120906,1.1238176314793795,0,14130.0
A_first12,P0,all,all,20,calibration,fixed_linear,26573,212584,3.6280058706205547,4.0,4.0,0.641892146163399,0.9861137244571557,67636,53146.0,0.17712165584994638,1.272645166146088,1,69834.0
A_first12,P0,all,vision,20,calibration,fixed_linear,13286,106288,3.618997440915249,4.0,4.0,0.6332229414421195,0.9857744994731296,31483,26572.0,0.1406767147178544,1.1848186060514827,1,34796.0
A_first12,P0,all,text,20,calibration,fixed_linear,13287,106296,3.6370136223376233,4.0,4.0,0.6505606984270339,0.9864529239105893,36153,26574.0,0.22099231844561149,1.3604651162790697,1,35038.0
A_first12,P0,all,all,20,calibration_fit,fixed_linear,5286,42288,3.635073779795687,4.0,4.0,0.656829360575104,0.9782444192205827,11929,10572.0,0.1170995052092412,1.1283579265985622,1,13929.0
A_first12,P0,all,all,21,calibration,fixed_linear,26573,212584,3.585142814134648,4.0,4.0,0.6239792270349603,0.9611635870996876,59347,53146.0,0.0874001547071915,1.1166785835246302,3,68695.0
A_first12,P0,all,vision,21,calibration,fixed_linear,13286,106288,3.634502483817552,4.0,4.0,0.6581363841637814,0.9763660996537709,28099,26572.0,0.05153149524088883,1.057466506096643,0,35002.0
A_first12,P0,all,text,21,calibration,fixed_linear,13287,106296,3.535786859336193,4.0,4.0,0.589824640626176,0.9459622187100173,34799,26574.0,0.20480932173872993,1.3095130578761196,3,33693.0
A_first12,P0,all,all,21,calibration_fit,fixed_linear,5286,42288,3.6401816118047674,4.0,4.0,0.662883087400681,0.9772985244040863,11074,10572.0,0.05394939092825535,1.0474839197881196,3,13956.0
A_first12,P0,all,all,22,calibration,fixed_linear,26573,212584,3.5988032965792347,4.0,4.0,0.6225115718962857,0.9762917246829489,61640,53146.0,0.12583539644886124,1.159823881383359,1,69058.0
A_first12,P0,all,vision,22,calibration,fixed_linear,13286,106288,3.606277284359476,4.0,4.0,0.6304380550955894,0.9758392292638868,31576,26572.0,0.11178224631025975,1.1883185307842843,1,34627.0
A_first12,P0,all,text,22,calibration,fixed_linear,13287,106296,3.591329871302777,4.0,4.0,0.6145856852562656,0.9767441860465116,30861,26574.0,0.16669902437082545,1.1613230977647324,3,34431.0
A_first12,P0,all,all,22,calibration_fit,fixed_linear,5286,42288,3.6498297389330308,4.0,4.0,0.6659099508134695,0.9839197881195612,11571,10572.0,0.07517028546717143,1.094494892167991,3,14007.0
A_first12,P0,all,all,23,calibration,fixed_linear,26573,212584,3.6581492492379484,4.0,4.0,0.6712076167538479,0.9869416324841004,57692,53146.0,0.0682608292205699,1.0855379520565989,0,70635.0
A_first12,P0,all,vision,23,calibration,fixed_linear,13286,106288,3.639169050127954,4.0,4.0,0.6560289026042451,0.9831401475237092,31222,26572.0,0.10507872752788772,1.1749962366400724,0,35064.0
A_first12,P0,all,text,23,calibration,fixed_linear,13287,106296,3.677128019869045,4.0,4.0,0.6863851885301423,0.9907428313389027,29354,26574.0,0.06543175595632172,1.1046135320237827,1,35571.0
A_first12,P0,all,all,23,calibration_fit,fixed_linear,5286,42288,3.6725312145289446,4.0,4.0,0.6842603102534998,0.9882709042754446,11426,10572.0,0.07738821547071237,1.080779417328793,1,14127.0
A_first12,P0,all,all,24,calibration,fixed_linear,26573,212584,3.558837918187634,4.0,4.0,0.5847664923042186,0.9741466902495014,62753,53146.0,0.14945067165014456,1.1807661912467542,3,67996.0
A_first12,P0,all,vision,24,calibration,fixed_linear,13286,106288,3.5614933012193286,4.0,4.0,0.5879120879120879,0.9737317477043504,28957,26572.0,0.13526444084727074,1.0897561342766822,2,34032.0
A_first12,P0,all,text,24,calibration,fixed_linear,13287,106296,3.5561827350041395,4.0,4.0,0.5816211334386995,0.9745616015654399,33831,26574.0,0.19672187866809462,1.2730864755023708,3,33964.0
A_first12,P0,all,all,24,calibration_fit,fixed_linear,5286,42288,3.590995081346954,4.0,4.0,0.6140749148694665,0.9769201664774877,13294,10572.0,0.162960588942886,1.2574725690503217,3,13696.0
A_first12,P0,all,all,25,calibration,fixed_linear,26573,212584,3.585105181951605,4.0,4.0,0.6094908365634291,0.9758025063033906,61223,53146.0,0.11703246892498244,1.1519775712189064,3,68694.0
A_first12,P0,all,vision,25,calibration,fixed_linear,13286,106288,3.599503236489538,4.0,4.0,0.6226855336444378,0.9769682372422098,29994,26572.0,0.08180469846710305,1.1287821767273822,1,34537.0
A_first12,P0,all,text,25,calibration,fixed_linear,13287,106296,3.570708211033341,4.0,4.0,0.596297132535561,0.97463686309927,34361,26574.0,0.1864612190059085,1.2930307819673366,3,34157.0
A_first12,P0,all,all,25,calibration_fit,fixed_linear,5286,42288,3.552402572833901,4.0,4.0,0.5802118804388952,0.9721906923950057,14301,10572.0,0.20639677407574,1.3527241770715097,3,13492.0
A_first12,P0,all,all,26,calibration,fixed_linear,26573,212584,3.674857938509013,4.0,4.0,0.6853949497610357,0.9894629887479772,65308,53146.0,0.13952430912747454,1.2288413050841078,0,71079.0
A_first12,P0,all,vision,26,calibration,fixed_linear,13286,106288,3.662501881679964,4.0,4.0,0.6743940990516333,0.9881077826283305,30532,26572.0,0.08650171412936333,1.1490290531386422,0,35374.0
A_first12,P0,all,text,26,calibration,fixed_linear,13287,106296,3.687213065402273,4.0,4.0,0.6963949725295402,0.9908180928727327,34776,26574.0,0.19814068756238185,1.3086475502370738,0,35705.0
A_first12,P0,all,all,26,calibration_fit,fixed_linear,5286,42288,3.679530836171018,4.0,4.0,0.6888006053726825,0.9907302307983352,12576,10572.0,0.11401625195419769,1.1895573212258796,0,14164.0
A_first12,P0,all,all,27,calibration,fixed_linear,26573,212584,3.5647085387423325,4.0,4.0,0.5842396417416175,0.980468897000715,62905,53146.0,0.20016777883808326,1.1836262371580175,1,68152.0
A_first12,P0,all,vision,27,calibration,fixed_linear,13286,106288,3.5944603341863615,4.0,4.0,0.6151588137889508,0.9793015203974108,33890,26572.0,0.1809967700563483,1.2754026795122686,1,34470.0
A_first12,P0,all,text,27,calibration,fixed_linear,13287,106296,3.5349589824640626,4.0,4.0,0.5533227967185971,0.9816361857454655,35304,26574.0,0.26455843736577844,1.3285165951682096,2,33682.0
A_first12,P0,all,all,27,calibration_fit,fixed_linear,5286,42288,3.5622398789254635,4.0,4.0,0.5771850170261067,0.9850548618993568,12195,10572.0,0.18116354032144608,1.1535187287173667,1,13544.0
A_first12,P0,all,all,28,calibration,fixed_linear,26573,212584,3.6073081699469385,4.0,4.0,0.6281563993527265,0.9791517705942122,72870,53146.0,0.22248186597552344,1.3711285891694578,2,69284.0
A_first12,P0,all,vision,28,calibration,fixed_linear,13286,106288,3.5866325455366552,4.0,4.0,0.6116965226554267,0.9749360228812284,33202,26572.0,0.16133687509707978,1.2495107632093934,2,34366.0
A_first12,P0,all,text,28,calibration,fixed_linear,13287,106296,3.6279822382780162,4.0,4.0,0.6446150372544592,0.9833672010235569,39668,26574.0,0.28836970465391953,1.4927372619853994,2,34918.0
A_first12,P0,all,all,28,calibration_fit,fixed_linear,5286,42288,3.603670071888006,4.0,4.0,0.6248581157775256,0.9788119561104806,14115,10572.0,0.1953520018544363,1.3351305334846766,2,13763.0
A_first12,P0,all,all,29,calibration,fixed_linear,26573,212584,3.657170812478832,4.0,4.0,0.6745945132277124,0.9825762992511196,59016,53146.0,0.09796957497722937,1.1104504572310239,2,70609.0
A_first12,P0,all,vision,29,calibration,fixed_linear,13286,106288,3.6430829444528077,4.0,4.0,0.6651362336293843,0.9779467108234231,30371,26572.0,0.10318338564325834,1.1429700436549752,2,35116.0
A_first12,P0,all,text,29,calibration,fixed_linear,13287,106296,3.6712576202303002,4.0,4.0,0.6840520809814103,0.9872055392488899,29138,26574.0,0.1327949056680049,1.0964852863701362,0,35493.0
A_first12,P0,all,all,29,calibration_fit,fixed_linear,5286,42288,3.653424139235717,4.0,4.0,0.6668558456299659,0.986568293605751,12544,10572.0,0.11730903464855899,1.186530457813091,2,14026.0
A_first12,P0,all,all,30,calibration,fixed_linear,26573,212584,3.690663455387047,4.0,4.0,0.7050765814924924,0.9855868738945546,67883,53146.0,0.18510911745972367,1.277292740751891,2,71499.0
A_first12,P0,all,vision,30,calibration,fixed_linear,13286,106288,3.636534698178534,4.0,4.0,0.6541472226403733,0.9823874755381604,30412,26572.0,0.12598314607550368,1.14451302122535,2,35029.0
A_first12,P0,all,text,30,calibration,fixed_linear,13287,106296,3.7447881387822686,4.0,4.0,0.7560021073229473,0.9887860314593211,37471,26574.0,0.26952021541140886,1.410062467073079,2,36470.0
A_first12,P0,all,all,30,calibration_fit,fixed_linear,5286,42288,3.630722663639803,4.0,4.0,0.6454786227771472,0.985244040862656,13379,10572.0,0.1841262556771498,1.265512674990541,2,13906.0
A_first12,P0,all,all,31,calibration,fixed_linear,26573,212584,3.6734279155533813,4.0,4.0,0.6838520302562752,0.989575885297106,60490,53146.0,0.13019444517624634,1.1381853761336695,0,71041.0
A_first12,P0,all,vision,31,calibration,fixed_linear,13286,106288,3.66769531838025,4.0,4.0,0.6788348637663706,0.9888604546138793,30340,26572.0,0.1115578846153495,1.1418034020773746,0,35443.0
A_first12,P0,all,text,31,calibration,fixed_linear,13287,106296,3.6791600812824568,4.0,4.0,0.6888688191465342,0.9902912621359223,30282,26574.0,0.15310400200846205,1.1395348837209303,3,35598.0
A_first12,P0,all,all,31,calibration_fit,fixed_linear,5286,42288,3.685773741959894,4.0,4.0,0.6940976163450624,0.9916761256148316,12579,10572.0,0.1468318376447477,1.1898410896708287,0,14197.0
A_first12,P0,all,all,32,calibration,fixed_linear,26573,212584,3.6032062619952585,4.0,4.0,0.6234523764723592,0.9797538855228992,65914,53146.0,0.1616100403246001,1.2402438565461182,1,69175.0
A_first12,P0,all,vision,32,calibration,fixed_linear,13286,106288,3.605223543579708,4.0,4.0,0.6282553063374982,0.9769682372422098,29406,26572.0,0.10491497276951367,1.1066536203522506,1,34613.0
A_first12,P0,all,text,32,calibration,fixed_linear,13287,106296,3.601189132234515,4.0,4.0,0.6186498080830888,0.9825393241514262,36508,26574.0,0.23050609474067787,1.3738240385339053,1,34562.0
A_first12,P0,all,all,32,calibration_fit,fixed_linear,5286,42288,3.6112372304199774,4.0,4.0,0.6309118426031025,0.9803253878168747,11987,10572.0,0.13696000042505413,1.1338441165342414,0,13803.0
A_first12,P0,all,all,33,calibration,fixed_linear,26573,212584,3.5975238023557745,4.0,4.0,0.6311669739961615,0.9663944605426561,58372,53146.0,0.0768991308279856,1.0983328942911978,1,69024.0
A_first12,P0,all,vision,33,calibration,fixed_linear,13286,106288,3.6524913442721663,4.0,4.0,0.6768026494053891,0.975688694866777,27505,26572.0,0.02831593874453096,1.0351121481258467,0,35241.0
A_first12,P0,all,text,33,calibration,fixed_linear,13287,106296,3.542560397380899,4.0,4.0,0.5855347331978625,0.9571009257168661,32928,26574.0,0.17971023173055575,1.239105892978099,1,33783.0
A_first12,P0,all,all,33,calibration_fit,fixed_linear,5286,42288,3.6384790011350736,4.0,4.0,0.6598562239878926,0.9786227771471813,10944,10572.0,0.02886079939861775,1.0351872871736663,3,13947.0
A_first12,P0,all,all,34,calibration,fixed_linear,26573,212584,3.6569450193805744,4.0,4.0,0.6751966281563994,0.9818236555902607,57398,53146.0,0.05408874761882991,1.0800060211492868,1,70603.0
A_first12,P0,all,vision,34,calibration,fixed_linear,13286,106288,3.653695619449044,4.0,4.0,0.672813487881981,0.9810326659641728,30633,26572.0,0.08899893102678377,1.1528300466656631,1,35257.0
A_first12,P0,all,text,34,calibration,fixed_linear,13287,106296,3.6601941747572817,4.0,4.0,0.6775795890720253,0.9826145856852563,27488,26574.0,0.04492860642180099,1.0343945209603371,3,35346.0
