fold,policy,fit_profile,eval_profile,layer,partition,optimizer,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
A_first12,P_joint_0.5,all,all,31,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.6237230419977298,4.0,4.0,0.646046159667045,0.9778660612939841,10586,10572.0,0.0016600386657949532,1.001324252743095,2,13869.0
A_first12,P_joint_0.5,all,all,32,calibration,joint_surrogate_lambda_0.5,26573,212584,3.6494938471380727,4.0,4.0,0.6634930192300456,0.9860008279080269,55553,53146.0,0.04379700453325057,1.0452903322921763,3,70405.0
A_first12,P_joint_0.5,all,vision,32,calibration,joint_surrogate_lambda_0.5,13286,106288,3.5868583471323197,4.0,4.0,0.6060514827638115,0.9808068643685082,27940,26572.0,0.04682838750616067,1.051482763811531,3,34369.0
A_first12,P_joint_0.5,all,text,32,calibration,joint_surrogate_lambda_0.5,13287,106296,3.7121246331000224,4.0,4.0,0.7209302325581395,0.991194400541883,27967,26574.0,0.046385297370560206,1.0524196583126364,2,36036.0
A_first12,P_joint_0.5,all,all,32,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.624479757850927,4.0,4.0,0.6454786227771472,0.9790011350737798,10581,10572.0,0.000496031426489856,1.0008513053348467,3,13873.0
A_first12,P_joint_0.5,all,all,33,calibration,joint_surrogate_lambda_0.5,26573,212584,3.6238663304858316,4.0,4.0,0.6439619162307606,0.9799044142550709,55333,53146.0,0.038785825381699,1.041150792157453,0,69724.0
A_first12,P_joint_0.5,all,vision,33,calibration,joint_surrogate_lambda_0.5,13286,106288,3.603417130814391,4.0,4.0,0.628330573536053,0.9750865572783382,28051,26572.0,0.044328657963785136,1.0556600933313263,3,34589.0
A_first12,P_joint_0.5,all,text,33,calibration,joint_surrogate_lambda_0.5,13287,106296,3.644313991119139,4.0,4.0,0.659592082486641,0.984721908632498,28966,26574.0,0.0551342234393066,1.0900127944607512,0,35135.0
A_first12,P_joint_0.5,all,all,33,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.548429814604616,4.0,4.0,0.5851305334846765,0.9632992811199395,10631,10572.0,0.004161399717642629,1.0055807794173288,1,13471.0
A_first12,P_joint_0.5,all,all,34,calibration,joint_surrogate_lambda_0.5,26573,212584,3.574756331614797,4.0,4.0,0.6007601700974674,0.9739961615173296,56895,53146.0,0.05281971825919588,1.070541527113988,0,68419.0
A_first12,P_joint_0.5,all,vision,34,calibration,joint_surrogate_lambda_0.5,13286,106288,3.5777510161071806,4.0,4.0,0.6008580460635256,0.9768929700436549,28992,26572.0,0.06340333971122915,1.0910733102513925,2,34248.0
A_first12,P_joint_0.5,all,text,34,calibration,joint_surrogate_lambda_0.5,13287,106296,3.5717618725069618,4.0,4.0,0.6006623014977045,0.9710995710092571,29963,26574.0,0.08163289112216666,1.1275306690750357,0,34171.0
A_first12,P_joint_0.5,all,all,34,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.543700340522134,4.0,4.0,0.5764283011729096,0.9672720393492243,10597,10572.0,0.0017784331892700689,1.002364737041241,2,13446.0
A_first12,P_joint_0.5,all,all,35,calibration,joint_surrogate_lambda_0.5,26573,212584,3.602152560870056,4.0,4.0,0.6226244684454145,0.9795280924246416,57051,53146.0,0.06615192164717305,1.073476837391337,1,69147.0
A_first12,P_joint_0.5,all,vision,35,calibration,joint_surrogate_lambda_0.5,13286,106288,3.6412765316874904,4.0,4.0,0.6577600481710071,0.9835164835164835,30183,26572.0,0.09601394402438118,1.1358949269908174,2,35092.0
A_first12,P_joint_0.5,all,text,35,calibration,joint_surrogate_lambda_0.5,13287,106296,3.5630315345826746,4.0,4.0,0.5874915330774442,0.9755400015052307,31357,26574.0,0.1978274738767243,1.1799879581545871,1,34055.0
A_first12,P_joint_0.5,all,all,35,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.546348846008324,4.0,4.0,0.571320469163829,0.9750283768444948,10594,10572.0,0.002005430859545421,1.0020809685962921,0,13460.0
A_first12,P_joint_0.5,all,all,36,calibration,joint_surrogate_lambda_0.5,26573,212584,3.5920671358145486,4.0,4.0,0.6170172731720167,0.9751251270086178,56879,53146.0,0.06480224631900453,1.0702404696496444,2,68879.0
A_first12,P_joint_0.5,all,vision,36,calibration,joint_surrogate_lambda_0.5,13286,106288,3.588438958301972,4.0,4.0,0.6153846153846154,0.9730543429173566,29408,26572.0,0.07104075805499604,1.1067288875508055,1,34390.0
A_first12,P_joint_0.5,all,text,36,calibration,joint_surrogate_lambda_0.5,13287,106296,3.595695040264921,4.0,4.0,0.6186498080830888,0.977195755249492,31980,26574.0,0.13721101325467042,1.2034319259426507,2,34489.0
A_first12,P_joint_0.5,all,all,36,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.593643586833144,4.0,4.0,0.6212637154748392,0.9725690503216042,10583,10572.0,0.0010575425546253262,1.001040484298146,1,13710.0
A_first12,P_joint_0.5,all,all,37,calibration,joint_surrogate_lambda_0.5,26573,212584,3.5999698942535656,4.0,4.0,0.626011364919279,0.9739585293342867,59164,53146.0,0.08498656373507799,1.1132352387762015,1,69089.0
A_first12,P_joint_0.5,all,vision,37,calibration,joint_surrogate_lambda_0.5,13286,106288,3.572407045009785,4.0,4.0,0.59536354056902,0.9770435044407647,29634,26572.0,0.09610000619578996,1.1152340809875056,0,34177.0
A_first12,P_joint_0.5,all,text,37,calibration,joint_surrogate_lambda_0.5,13287,106296,3.627530669075036,4.0,4.0,0.6566568826672687,0.970873786407767,31769,26574.0,0.1403428113379008,1.1954918341235794,1,34912.0
A_first12,P_joint_0.5,all,all,37,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.5620506999621644,4.0,4.0,0.5892924706772606,0.9727582292849035,10619,10572.0,0.005563116137923803,1.004445705637533,0,13543.0
A_first12,P_joint_0.5,all,all,38,calibration,joint_surrogate_lambda_0.5,26573,212584,3.630451962518346,4.0,4.0,0.6491551574906861,0.9812968050276597,55998,53146.0,0.05425421694939099,1.0536634930192301,1,69899.0
A_first12,P_joint_0.5,all,vision,38,calibration,joint_surrogate_lambda_0.5,13286,106288,3.5725575794068947,4.0,4.0,0.5997290380852025,0.972828541321692,31199,26572.0,0.10597794287458426,1.1741306638566913,1,34179.0
A_first12,P_joint_0.5,all,text,38,calibration,joint_surrogate_lambda_0.5,13287,106296,3.6883419884097237,4.0,4.0,0.6985775570106119,0.989764431399112,31100,26574.0,0.112635815988793,1.1703168510574244,2,35720.0
A_first12,P_joint_0.5,all,all,38,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.6121831252364736,4.0,4.0,0.6407491486946651,0.9714339765418085,10593,10572.0,0.0025389832636151244,1.0019863791146424,1,13808.0
A_first12,P_joint_0.5,all,all,39,calibration,joint_surrogate_lambda_0.5,26573,212584,3.6694389041508297,4.0,4.0,0.6814059383584842,0.9880329657923456,55052,53146.0,0.02526040839883879,1.0358634704399203,3,70935.0
A_first12,P_joint_0.5,all,vision,39,calibration,joint_surrogate_lambda_0.5,13286,106288,3.644588288423905,4.0,4.0,0.6588137889507752,0.9857744994731296,28292,26572.0,0.04347769673692461,1.064729790757188,2,35136.0
A_first12,P_joint_0.5,all,text,39,calibration,joint_surrogate_lambda_0.5,13287,106296,3.6942876495822983,4.0,4.0,0.7039963874463762,0.9902912621359223,29999,26574.0,0.07795961994744449,1.1288853766839768,3,35799.0
A_first12,P_joint_0.5,all,all,39,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.605561861520999,4.0,4.0,0.6225879682179342,0.9829738933030647,10587,10572.0,0.001613575681917516,1.0014188422247445,3,13773.0
A_first12,P_joint_0.5,all,all,40,calibration,joint_surrogate_lambda_0.5,26573,212584,3.5854062394159487,4.0,4.0,0.6119745606442629,0.9738080006021149,56869,53146.0,0.05671539083844087,1.0700523087344296,3,68702.0
A_first12,P_joint_0.5,all,vision,40,calibration,joint_surrogate_lambda_0.5,13286,106288,3.533042300165588,4.0,4.0,0.574589793767876,0.9591299111847057,27270,26572.0,0.01960838732440323,1.0262682522956497,3,33654.0
A_first12,P_joint_0.5,all,text,40,calibration,joint_surrogate_lambda_0.5,13287,106296,3.637766237675924,4.0,4.0,0.649356513885753,0.9884849853240009,29599,26574.0,0.09665937708130634,1.1138330699179648,3,35048.0
A_first12,P_joint_0.5,all,all,40,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.555429436246689,4.0,4.0,0.5917517972001514,0.963677639046538,10593,10572.0,0.0017607368964232203,1.0019863791146424,3,13508.0
A_first12,P_joint_0.5,all,all,41,calibration,joint_surrogate_lambda_0.5,26573,212584,3.6446016633424905,4.0,4.0,0.6673315019004252,0.9773830579911941,62224,53146.0,0.09949978107392814,1.170812478831897,1,70275.0
A_first12,P_joint_0.5,all,vision,41,calibration,joint_surrogate_lambda_0.5,13286,106288,3.533945506548246,4.0,4.0,0.569923227457474,0.9642480806864369,29405,26572.0,0.08041125020343581,1.106615986752973,1,33666.0
A_first12,P_joint_0.5,all,text,41,calibration,joint_surrogate_lambda_0.5,13287,106296,3.755249491984647,4.0,4.0,0.7647324452472342,0.9905170467374125,32819,26574.0,0.15563910279335016,1.2350041393843607,1,36609.0
A_first12,P_joint_0.5,all,all,41,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.5964812712826335,4.0,4.0,0.6220204313280363,0.9748391978811957,10594,10572.0,0.0016383378807878146,1.0020809685962921,1,13725.0
A_first12,P_joint_0.5,all,all,42,calibration,joint_surrogate_lambda_0.5,26573,212584,3.6263124223836223,4.0,4.0,0.6459187897489933,0.9805065291837579,56334,53146.0,0.0443439531884531,1.0599856997704438,2,69789.0
A_first12,P_joint_0.5,all,vision,42,calibration,joint_surrogate_lambda_0.5,13286,106288,3.597169953334337,4.0,4.0,0.6177931657383712,0.9794520547945206,28926,26572.0,0.072702576662212,1.0885894926990818,3,34506.0
A_first12,P_joint_0.5,all,text,42,calibration,joint_surrogate_lambda_0.5,13287,106296,3.6554526981259876,4.0,4.0,0.6740422969820125,0.9815609242116354,28347,26574.0,0.0679964008987988,1.0667193497403478,2,35283.0
A_first12,P_joint_0.5,all,all,42,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.61577752553916,4.0,4.0,0.6432084752175558,0.9727582292849035,10590,10572.0,0.001209488446135492,1.0017026106696936,1,13827.0
A_first12,P_joint_0.5,all,all,43,calibration,joint_surrogate_lambda_0.5,26573,212584,3.7085387423324425,4.0,4.0,0.7244195235765627,0.98411921875588,54951,53146.0,0.02821942345764039,1.0339630451962518,3,71974.0
A_first12,P_joint_0.5,all,vision,43,calibration,joint_surrogate_lambda_0.5,13286,106288,3.6025139244317326,4.0,4.0,0.6269757639620653,0.9755381604696673,29923,26572.0,0.09330869398616606,1.1261101911786844,1,34577.0
A_first12,P_joint_0.5,all,text,43,calibration,joint_surrogate_lambda_0.5,13287,106296,3.8145555806427334,4.0,4.0,0.8218559494242492,0.9926996312184843,28283,26574.0,0.061988593637471424,1.0643109806577857,0,37397.0
A_first12,P_joint_0.5,all,all,43,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.6819901626939084,4.0,4.0,0.7063942489595157,0.9755959137343927,10592,10572.0,0.001636972029878621,1.0018917896329929,3,14177.0
A_first12,P_joint_0.5,all,all,44,calibration,joint_surrogate_lambda_0.5,26573,212584,3.6435479622172884,4.0,4.0,0.6605200767696534,0.9830278854476349,54606,53146.0,0.023383311174389076,1.027471493621345,3,70247.0
A_first12,P_joint_0.5,all,vision,44,calibration,joint_surrogate_lambda_0.5,13286,106288,3.616739424958603,4.0,4.0,0.6329971398464549,0.9837422851121481,29669,26572.0,0.07505044150063414,1.1165512569622158,3,34766.0
A_first12,P_joint_0.5,all,text,44,calibration,joint_surrogate_lambda_0.5,13287,106296,3.6703544818243397,4.0,4.0,0.6880409422744036,0.982313539549936,27506,26574.0,0.03687247772616331,1.0350718747648078,0,35481.0
A_first12,P_joint_0.5,all,all,44,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.6201286416950436,4.0,4.0,0.6362088535754824,0.9839197881195612,10585,10572.0,0.0008327098402222384,1.0012296632614452,3,13850.0
A_first12,P_joint_0.5,all,all,45,calibration,joint_surrogate_lambda_0.5,26573,212584,3.629812215406616,4.0,4.0,0.6462198472133368,0.9836300003763219,55010,53146.0,0.03541078195521288,1.0350731945960185,1,69882.0
A_first12,P_joint_0.5,all,vision,45,calibration,joint_surrogate_lambda_0.5,13286,106288,3.611771789853982,4.0,4.0,0.6298359175071504,0.9820111395453861,30751,26572.0,0.12324577720670173,1.1572708113804004,2,34700.0
A_first12,P_joint_0.5,all,text,45,calibration,joint_surrogate_lambda_0.5,13287,106296,3.647851283209152,4.0,4.0,0.6626025438398434,0.9852487393693083,33382,26574.0,0.16116582245561417,1.2561902611575224,1,35182.0
A_first12,P_joint_0.5,all,all,45,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.5974271660991297,4.0,4.0,0.61842603102535,0.9790011350737798,10579,10572.0,0.0006093501100418618,1.0006621263715474,1,13730.0
A_first12,P_joint_0.5,all,all,46,calibration,joint_surrogate_lambda_0.5,26573,212584,3.5196251834568923,4.0,4.0,0.5607947917058669,0.9590185526662401,56619,53146.0,0.038013576496308175,1.0653482858540624,2,66954.0
A_first12,P_joint_0.5,all,vision,46,calibration,joint_surrogate_lambda_0.5,13286,106288,3.497741984043354,4.0,4.0,0.5451603191329218,0.9529580009032064,30460,26572.0,0.09282420143753535,1.1463194339906668,3,33185.0
A_first12,P_joint_0.5,all,text,46,calibration,joint_surrogate_lambda_0.5,13287,106296,3.541506735907278,4.0,4.0,0.5764280876044254,0.9650786483028524,29735,26574.0,0.11327334029057594,1.118950854218409,2,33769.0
A_first12,P_joint_0.5,all,all,46,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.516836927733636,4.0,4.0,0.5648883844116535,0.9521377222852819,10589,10572.0,0.0013460319211840435,1.0016080211880438,0,13304.0
A_first12,P_joint_0.5,all,all,47,calibration,joint_surrogate_lambda_0.5,26573,212584,3.615436721484213,4.0,4.0,0.6395589508147368,0.9759530350355624,56131,53146.0,0.04834279983443643,1.0561660331915854,0,69500.0
A_first12,P_joint_0.5,all,vision,47,calibration,joint_surrogate_lambda_0.5,13286,106288,3.5795574288724974,4.0,4.0,0.6072557579406894,0.9724522053289176,28274,26572.0,0.06642413961388864,1.0640523859701942,0,34272.0
A_first12,P_joint_0.5,all,text,47,calibration,joint_surrogate_lambda_0.5,13287,106296,3.6513133137653346,4.0,4.0,0.6718597125009408,0.9794536012643937,31325,26574.0,0.12975178470802795,1.1787837736133062,3,35228.0
A_first12,P_joint_0.5,all,all,47,calibration_fit,joint_surrogate_lambda_0.5,5286,42288,3.5796443435489973,4.0,4.0,0.6085887249337874,0.97105561861521,10595,10572.0,0.001476020292690809,1.0021755580779417,1,13636.0
A_first12,P_joint_0.75,all,all,0,calibration,joint_surrogate_lambda_0.75,26573,212584,3.538140217514018,4.0,4.0,0.5778421706243179,0.9604485756218718,57801,53146.0,0.05138494250376216,1.0875889060324389,2,67446.0
A_first12,P_joint_0.75,all,vision,0,calibration,joint_surrogate_lambda_0.75,13286,106288,3.5783531536956192,4.0,4.0,0.6038687340057203,0.9744844196898992,27027,26572.0,0.01754333331016982,1.0171232876712328,0,34256.0
A_first12,P_joint_0.75,all,text,0,calibration,joint_surrogate_lambda_0.75,13287,106296,3.4979303078196735,4.0,4.0,0.5518175660419959,0.9464137879129977,31236,26574.0,0.10433074308637286,1.1754346353578686,2,33190.0
A_first12,P_joint_0.75,all,all,0,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.5346197502837686,4.0,4.0,0.5703745743473326,0.9642451759364359,10590,10572.0,0.0012900285373615072,1.0017026106696936,3,13398.0
A_first12,P_joint_0.75,all,all,1,calibration,joint_surrogate_lambda_0.75,26573,212584,3.489933391036014,4.0,4.0,0.528355849922854,0.9616528054792458,57995,53146.0,0.0703097130618212,1.091239227787604,0,66165.0
A_first12,P_joint_0.75,all,vision,1,calibration,joint_surrogate_lambda_0.75,13286,106288,3.5327412313713684,4.0,4.0,0.5668372723167243,0.9660544934517538,29688,26572.0,0.07837202696822593,1.117266295348487,1,33650.0
A_first12,P_joint_0.75,all,text,1,calibration,joint_surrogate_lambda_0.75,13287,106296,3.4471287724843833,3.0,4.0,0.489877323699857,0.9572514487845263,32859,26574.0,0.15051128171288622,1.2365093700609617,0,32515.0
A_first12,P_joint_0.75,all,all,1,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.4994324631101024,4.0,4.0,0.5361331819901627,0.9632992811199395,10615,10572.0,0.003234075103533628,1.0040673477109345,1,13212.0
A_first12,P_joint_0.75,all,all,2,calibration,joint_surrogate_lambda_0.75,26573,212584,3.622135250065856,4.0,4.0,0.6444887667933616,0.9780604372859669,57017,53146.0,0.05341793605736312,1.0728370902796072,3,69678.0
A_first12,P_joint_0.75,all,vision,2,calibration,joint_surrogate_lambda_0.75,13286,106288,3.6506849315068495,4.0,4.0,0.6688243263585729,0.9822369411410508,29000,26572.0,0.06704776635668269,1.0913743790456119,1,35217.0
A_first12,P_joint_0.75,all,text,2,calibration,joint_surrogate_lambda_0.75,13287,106296,3.593587717317679,4.0,4.0,0.6201550387596899,0.9738842477609694,31253,26574.0,0.120970042649627,1.176074358395424,3,34461.0
A_first12,P_joint_0.75,all,all,2,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.5891032917139616,4.0,4.0,0.6239122209610292,0.9657586076428302,10594,10572.0,0.0017012964196561624,1.0020809685962921,0,13686.0
A_first12,P_joint_0.75,all,all,3,calibration,joint_surrogate_lambda_0.75,26573,212584,3.6147217100063975,4.0,4.0,0.6364731118052158,0.9782862303842246,55651,53146.0,0.033258616751136005,1.0471343092612801,2,69481.0
A_first12,P_joint_0.75,all,vision,3,calibration,joint_surrogate_lambda_0.75,13286,106288,3.623061869637212,4.0,4.0,0.6448893572181243,0.9781725124190878,28402,26572.0,0.08047760203019944,1.0688694866777058,3,34850.0
A_first12,P_joint_0.75,all,text,3,calibration,joint_surrogate_lambda_0.75,13287,106296,3.606382178068789,4.0,4.0,0.6280574998118462,0.9783999397907729,32601,26574.0,0.13164787533427966,1.226800632196884,2,34631.0
A_first12,P_joint_0.75,all,all,3,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.5775633749527054,4.0,4.0,0.6070752932273931,0.9706772606886114,10585,10572.0,0.0014940946839700447,1.0012296632614452,0,13625.0
A_first12,P_joint_0.75,all,all,4,calibration,joint_surrogate_lambda_0.75,26573,212584,3.6000075264366087,4.0,4.0,0.6325969969517932,0.9674481616678583,55685,53146.0,0.02890242000475092,1.0477740563730102,0,69090.0
A_first12,P_joint_0.75,all,vision,4,calibration,joint_surrogate_lambda_0.75,13286,106288,3.616739424958603,4.0,4.0,0.6355562245973205,0.9811832003612826,31365,26572.0,0.12680949673956785,1.1803778413367454,2,34766.0
A_first12,P_joint_0.75,all,text,4,calibration,joint_surrogate_lambda_0.75,13287,106296,3.583276887182961,4.0,4.0,0.6296379920222774,0.9537141566945134,32161,26574.0,0.15411075642121688,1.210243094754271,0,34324.0
A_first12,P_joint_0.75,all,all,4,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.577374195989406,4.0,4.0,0.6191827468785471,0.9585698070374574,10577,10572.0,0.0002757733586287032,1.000472947408248,1,13624.0
A_first12,P_joint_0.75,all,all,5,calibration,joint_surrogate_lambda_0.75,26573,212584,3.663794076694389,4.0,4.0,0.6791856395589508,0.9846084371354382,61494,53146.0,0.12115143851811108,1.1570767320212245,0,70785.0
A_first12,P_joint_0.75,all,vision,5,calibration,joint_surrogate_lambda_0.75,13286,106288,3.6515881378895076,4.0,4.0,0.6684479903657986,0.9831401475237092,29386,26572.0,0.09528105330196592,1.1059009483667017,2,35229.0
A_first12,P_joint_0.75,all,text,5,calibration,joint_surrogate_lambda_0.75,13287,106296,3.675999096861594,4.0,4.0,0.689922480620155,0.986076616241439,32691,26574.0,0.18739047564718747,1.2301874012192369,0,35556.0
A_first12,P_joint_0.75,all,all,5,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.622398789254635,4.0,4.0,0.6390465380249716,0.9833522512296633,10580,10572.0,0.0010969933318902008,1.0007567158531971,2,13862.0
A_first12,P_joint_0.75,all,all,6,calibration,joint_surrogate_lambda_0.75,26573,212584,3.6718473638655778,4.0,4.0,0.6866368118014526,0.9852105520641252,55827,53146.0,0.030074145275297386,1.0504459413690588,0,70999.0
A_first12,P_joint_0.75,all,vision,6,calibration,joint_surrogate_lambda_0.75,13286,106288,3.6269004967635103,4.0,4.0,0.6468463043805509,0.9800541923829595,28009,26572.0,0.05801219633786864,1.054079482161674,2,34901.0
A_first12,P_joint_0.75,all,text,6,calibration,joint_surrogate_lambda_0.75,13287,106296,3.716790848197486,4.0,4.0,0.7264243245277339,0.9903665236697524,28067,26574.0,0.05126536346340385,1.0561827350041393,0,36098.0
A_first12,P_joint_0.75,all,all,6,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.6392357169882708,4.0,4.0,0.6573968974650019,0.981838819523269,10576,10572.0,0.0003344243195169067,1.0003783579265986,0,13951.0
A_first12,P_joint_0.75,all,all,7,calibration,joint_surrogate_lambda_0.75,26573,212584,3.627742445339254,4.0,4.0,0.6452414104542205,0.9825762992511196,56873,53146.0,0.060395635447525686,1.0701275731005155,2,69827.0
A_first12,P_joint_0.75,all,vision,7,calibration,joint_surrogate_lambda_0.75,13286,106288,3.5779015505042904,4.0,4.0,0.5998043052837574,0.9782477796176426,32173,26572.0,0.12814687341552305,1.2107857895529128,1,34250.0
A_first12,P_joint_0.75,all,text,7,calibration,joint_surrogate_lambda_0.75,13287,106296,3.677579589072025,4.0,4.0,0.6906750959584557,0.9869044931135696,30629,26574.0,0.09700376368044142,1.1525927598404455,2,35577.0
A_first12,P_joint_0.75,all,all,7,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.616912599318956,4.0,4.0,0.6418842224744609,0.9750283768444948,10583,10572.0,0.00108880670007769,1.001040484298146,0,13833.0
A_first12,P_joint_0.75,all,all,8,calibration,joint_surrogate_lambda_0.75,26573,212584,3.613969066345539,4.0,4.0,0.633274376246566,0.9809581153802732,60545,53146.0,0.09008674304161216,1.1392202611673503,0,69461.0
A_first12,P_joint_0.75,all,vision,8,calibration,joint_surrogate_lambda_0.75,13286,106288,3.6350293542074366,4.0,4.0,0.6581363841637814,0.977419840433539,27339,26572.0,0.024642292868045014,1.0288649706457926,1,35009.0
A_first12,P_joint_0.75,all,text,8,calibration,joint_surrogate_lambda_0.75,13287,106296,3.5929103635132082,4.0,4.0,0.6084142394822006,0.9844961240310077,33660,26574.0,0.18104639674059078,1.2666516143599007,0,34452.0
A_first12,P_joint_0.75,all,all,8,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.668747635262959,4.0,4.0,0.6821793416572077,0.986568293605751,10578,10572.0,0.0007684485815962884,1.0005675368898979,0,14107.0
A_first12,P_joint_0.75,all,all,9,calibration,joint_surrogate_lambda_0.75,26573,212584,3.653671019455839,4.0,4.0,0.6690625823204004,0.9846084371354382,58723,53146.0,0.06859213832663434,1.1049373424152336,3,70516.0
A_first12,P_joint_0.75,all,vision,9,calibration,joint_surrogate_lambda_0.75,13286,106288,3.6674695167845854,4.0,4.0,0.6811681469215716,0.9863013698630136,27180,26572.0,0.021588110020524954,1.0228812283606805,3,35440.0
A_first12,P_joint_0.75,all,text,9,calibration,joint_surrogate_lambda_0.75,13287,106296,3.6398735606231654,4.0,4.0,0.656957928802589,0.9829156318205765,31543,26574.0,0.13494098661428372,1.1869872808007826,3,35076.0
A_first12,P_joint_0.75,all,all,9,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.638668180098373,4.0,4.0,0.6519107075293228,0.9869466515323496,10575,10572.0,0.00028376844494892167,1.0002837684449488,0,13948.0
A_first12,P_joint_0.75,all,all,10,calibration,joint_surrogate_lambda_0.75,26573,212584,3.600835434463553,4.0,4.0,0.6318067211078915,0.9690287133556618,59081,53146.0,0.06535733434274522,1.1116735031799194,3,69112.0
A_first12,P_joint_0.75,all,vision,10,calibration,joint_surrogate_lambda_0.75,13286,106288,3.6366099653770885,4.0,4.0,0.6586632545536655,0.9779467108234231,32282,26572.0,0.13023094931300475,1.2148878518741533,3,35030.0
A_first12,P_joint_0.75,all,text,10,calibration,joint_surrogate_lambda_0.75,13287,106296,3.5650635959960866,4.0,4.0,0.6049522089260179,0.9601113870700685,27311,26574.0,0.01954821455002894,1.027733875216377,0,34082.0
A_first12,P_joint_0.75,all,all,10,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.61312902005297,4.0,4.0,0.6396140749148694,0.9735149451381007,10581,10572.0,0.0007771318920334366,1.0008513053348467,0,13813.0
A_first12,P_joint_0.75,all,all,11,calibration,joint_surrogate_lambda_0.75,26573,212584,3.573062883377865,4.0,4.0,0.5963572046814436,0.9768562074285929,55250,53146.0,0.06352166052593601,1.0395890565611712,3,68374.0
A_first12,P_joint_0.75,all,vision,11,calibration,joint_surrogate_lambda_0.75,13286,106288,3.608158964323348,4.0,4.0,0.6332982086406744,0.9751618244768929,32138,26572.0,0.12778009962436668,1.2094686135782027,1,34652.0
A_first12,P_joint_0.75,all,text,11,calibration,joint_surrogate_lambda_0.75,13287,106296,3.537969443817265,4.0,4.0,0.5594189809588319,0.9785504628584331,31968,26574.0,0.2508009847176545,1.2029803567396704,0,33722.0
A_first12,P_joint_0.75,all,all,11,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.5429436246689368,4.0,4.0,0.5764283011729096,0.9668936814226258,10588,10572.0,0.0012278428855228122,1.0015134317063943,0,13442.0
A_first12,P_joint_0.75,all,all,12,calibration,joint_surrogate_lambda_0.75,26573,212584,3.5908252737741315,4.0,4.0,0.6207804914763105,0.9700447822978211,59542,53146.0,0.1274003090852848,1.1203477213713167,2,68846.0
A_first12,P_joint_0.75,all,vision,12,calibration,joint_surrogate_lambda_0.75,13286,106288,3.568116814692157,4.0,4.0,0.598825831702544,0.9692909829896131,29337,26572.0,0.1047094254957664,1.1040569020021074,2,34120.0
A_first12,P_joint_0.75,all,text,12,calibration,joint_surrogate_lambda_0.75,13287,106296,3.6135320237826445,4.0,4.0,0.6427334989087078,0.9707985248739369,30205,26574.0,0.15192461536736412,1.136637314668473,2,34726.0
A_first12,P_joint_0.75,all,all,12,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.5756715853197125,4.0,4.0,0.6044267877412032,0.9712447975785092,10583,10572.0,0.0008327098402222384,1.001040484298146,1,13615.0
A_first12,P_joint_0.75,all,all,13,calibration,joint_surrogate_lambda_0.75,26573,212584,3.508975275655741,4.0,4.0,0.541188424340496,0.9677868513152448,62240,53146.0,0.13462319862940594,1.1711135362962406,3,66671.0
A_first12,P_joint_0.75,all,vision,13,calibration,joint_surrogate_lambda_0.75,13286,106288,3.550353755833208,4.0,4.0,0.5767725425259672,0.9735812133072407,33218,26572.0,0.15890298986430282,1.2501129007978322,1,33884.0
A_first12,P_joint_0.75,all,text,13,calibration,joint_surrogate_lambda_0.75,13287,106296,3.4675999096861596,4.0,4.0,0.5056069842703395,0.9619929254158199,38823,26574.0,0.29597423029759773,1.4609392639421992,3,32787.0
A_first12,P_joint_0.75,all,all,13,calibration_fit,joint_surrogate_lambda_0.75,5286,42288,3.5104048429814605,4.0,4.0,0.5408626560726447,0.9695421869088158,10580,10572.0,0.0006238604785410954,1.0007567158531971,2,13270.0
