scope,layer,placement,fit_profile,eval_profile,optimizer,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
layer,7,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.8033270558694285,4.0,4.0,0.8064030131826742,0.9969240426867545,34075,31860.0,0.04243933548793172,1.0695229127432517,0,44657.0
layer,7,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.7129539533569793,4.0,4.0,0.7235318120468314,0.9894221413101478,69154,63718.0,0.07252532624143254,1.0853134122226058,0,86432.0
layer,7,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.7004833950656035,4.0,4.0,0.7118463180362861,0.9886370770293176,31865,31858.0,0.00026910710338819523,1.00021972502982,0,43016.0
layer,7,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.7254237288135594,4.0,4.0,0.7352165725047081,0.9902071563088513,37289,31860.0,0.14512816212656088,1.1704017576898933,0,43416.0
layer,7,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.6864308358705546,4.0,4.0,0.6986722747104429,0.9877899494648295,68070,63718.0,0.0457688883019755,1.068300951065633,3,85587.0
layer,7,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.6480005022286397,4.0,4.0,0.6621884612970055,0.9858748195115826,36210,31858.0,0.09152451416916585,1.136606189967983,3,42180.0
layer,7,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.724858757062147,4.0,4.0,0.7351537978656623,0.9897049591964846,31864,31860.0,8.877674591168205e-05,1.0001255492780916,1,43407.0
layer,7,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,2.9368781192127815,3.0,4.0,0.2490975862393672,0.7171599861891459,138107,63718.0,0.7192310537826212,2.1674722998210867,0,61707.0
layer,7,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,2.8488919580639087,3.0,4.0,0.22424508757611902,0.6701613409504678,67770,31858.0,0.7122769320223883,2.127252181555653,0,29451.0
layer,7,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.024858757062147,3.0,4.0,0.2739485247959824,0.7641556811048337,70337,31860.0,0.7289281312673841,2.2076898932831135,0,32256.0
layer,7,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.728302834363916,3.0,4.0,0.2547474810885464,0.5724285131360055,143661,63718.0,0.7427921826420106,2.2546376220220345,0,55062.0
layer,7,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.3206102077971,3.0,4.0,0.4741666143511834,0.8670349676690313,50400,31858.0,0.34153105957763935,1.5820202147027433,0,36965.0
layer,7,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.136032642812304,2.0,3.0,0.035342121782799746,0.2778405524168236,93261,31860.0,1.1467869169298628,2.927212806026365,0,18097.0
layer,8,P0,all,all,fixed_linear,31859,254872,3.603502934806491,4.0,4.0,0.6283310838381619,0.9752032392730469,84527,63718.0,0.19249643334687716,1.3265796164349164,1,82945.0
layer,8,P0,all,vision,fixed_linear,15929,127432,3.622386841609643,4.0,4.0,0.6409693012744052,0.9814803189151862,38616,31858.0,0.12351888417106828,1.2121288216460544,1,41772.0
layer,8,P0,all,text,fixed_linear,15930,127440,3.5846202134337726,4.0,4.0,0.6156936597614564,0.9689265536723164,45911,31860.0,0.2623887644539073,1.4410232266164469,1,41173.0
layer,8,P_load,all,all,greedy_load+swap,31859,254872,3.7095012398380365,4.0,4.0,0.7216799020684893,0.9878213377695471,63746,63718.0,0.00036351532759661224,1.0004394362660474,3,86322.0
layer,8,P_load,all,vision,greedy_load+swap,15929,127432,3.659488982359219,4.0,4.0,0.6786364492435181,0.980852533115701,34390,31858.0,0.04645306845545531,1.0794776822148282,0,42363.0
layer,8,P_load,all,text,greedy_load+swap,15930,127440,3.7595103578154427,4.0,4.0,0.7647206528562461,0.9947897049591965,33061,31860.0,0.046874684048686235,1.0376961707470183,1,43959.0
layer,8,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.8943783546250668,3.0,4.0,0.23051570984651118,0.7012147273925735,129270,63718.0,0.6523841932923333,2.0287830754260963,0,60353.0
layer,8,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.158515914370017,3.0,4.0,0.3414526963400088,0.8288655910603302,56117,31858.0,0.4866818546725928,1.7614727854855923,0,34383.0
layer,8,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.630257376020088,3.0,4.0,0.11958568738229755,0.5735718769617074,73153,31860.0,0.8207513993821468,2.296076585059636,0,25970.0
layer,8,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.8943783546250668,3.0,4.0,0.23051570984651118,0.7012147273925735,129270,63718.0,0.6523841932923333,2.0287830754260963,0,60353.0
layer,8,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.158515914370017,3.0,4.0,0.3414526963400088,0.8288655910603302,56117,31858.0,0.4866818546725928,1.7614727854855923,0,34383.0
layer,8,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.630257376020088,3.0,4.0,0.11958568738229755,0.5735718769617074,73153,31860.0,0.8207513993821468,2.296076585059636,0,25970.0
layer,8,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,3.0158510938824192,3.0,4.0,0.2540255500800402,0.7623277566778618,106252,63718.0,0.5612756990377417,1.667535076430522,0,64223.0
layer,8,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.2209178228388473,3.0,4.0,0.3617301776633813,0.8595643166551573,49533,31858.0,0.426204741546047,1.5548057002950593,0,35377.0
layer,8,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.810797237915882,3.0,4.0,0.14632768361581922,0.665097300690521,56719,31860.0,0.7040271196708824,1.780257376020088,0,28846.0
layer,8,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.5979785931761827,4.0,4.0,0.6203898427445934,0.9776201387363068,63932,63718.0,0.003307335488731748,1.0033585486047898,0,82769.0
layer,8,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.5606127189402974,4.0,4.0,0.5899303157762571,0.9707451817439889,34036,31858.0,0.08614522856728526,1.06836587356394,0,40788.0
layer,8,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.6353421217828,4.0,4.0,0.6508474576271186,0.9844946641556811,36422,31860.0,0.0834766401138819,1.1431889516635279,2,41981.0
layer,8,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.635079569352459,4.0,4.0,0.6590916224614709,0.9760821118051414,63760,63718.0,0.00046224540867645375,1.0006591543990708,3,83951.0
layer,8,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.572477870550568,4.0,4.0,0.6065666394626154,0.9659740096679013,33446,31858.0,0.04971348105850823,1.049846192479126,0,40977.0
layer,8,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.6976773383553043,4.0,4.0,0.7116133082234777,0.9861895794099184,34377,31860.0,0.04918300328704403,1.0790018832391715,2,42974.0
layer,8,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.7095012398380365,4.0,4.0,0.7216799020684893,0.9878213377695471,63746,63718.0,0.00036351532759661224,1.0004394362660474,3,86322.0
layer,8,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.659488982359219,4.0,4.0,0.6786364492435181,0.980852533115701,34390,31858.0,0.04645306845545531,1.0794776822148282,0,42363.0
layer,8,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.7595103578154427,4.0,4.0,0.7647206528562461,0.9947897049591965,33061,31860.0,0.046874684048686235,1.0376961707470183,1,43959.0
layer,8,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.608838946608494,4.0,4.0,0.6310304780438809,0.9778084685646128,71408,63718.0,0.11284350709513867,1.1206880316394112,1,83115.0
layer,8,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.652771674304727,4.0,4.0,0.666834076213196,0.9859375980915311,31891,31858.0,0.001294784431454758,1.0010358465691507,0,42256.0
layer,8,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.5649089767733835,4.0,4.0,0.5952291274325172,0.9696798493408663,39517,31860.0,0.2250278723894758,1.2403327055869429,1,40859.0
layer,8,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.6812517655921404,4.0,4.0,0.6972911893028657,0.9839919645939923,73691,63718.0,0.1087399237371844,1.1565177814746226,1,85422.0
layer,8,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.601230460166991,4.0,4.0,0.6259652206667086,0.9753280180802311,41829,31858.0,0.2174913492679936,1.3129826103333542,1,41435.0
layer,8,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.7612680477087257,4.0,4.0,0.7686126804770873,0.9926553672316384,31862,31860.0,7.360978907444177e-05,1.0000627746390458,1,43987.0
layer,8,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,3.1834646410747354,3.0,4.0,0.3665840107975768,0.8343011393954612,114017,63718.0,0.497219067104043,1.7894001694968455,0,69563.0
layer,8,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,2.9902693201079793,3.0,4.0,0.26254002134471716,0.7576746813987068,64008,31858.0,0.6326501715096858,2.0091656726724842,0,31703.0
layer,8,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.376647834274953,3.0,4.0,0.47062146892655365,0.9109227871939737,50009,31860.0,0.36242146365919686,1.5696484620213433,0,37860.0
layer,8,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.9009385103110583,3.0,4.0,0.25735271038011237,0.6859913996045074,121214,63718.0,0.565024830095093,1.902350984023353,0,60562.0
layer,8,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.3997112185322367,3.0,4.0,0.47096490677380876,0.9308807834766778,39483,31858.0,0.1707129455886556,1.2393433360537385,0,38225.0
layer,8,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.4021971123666037,2.0,3.0,0.04375392341494037,0.4411173885750157,81731,31860.0,0.9682357642816002,2.5653170119271813,0,22337.0
layer,9,P0,all,all,fixed_linear,31859,254872,3.6096864308358705,4.0,4.0,0.6356131705326595,0.9741360369126464,69589,63718.0,0.0777943499855978,1.0921403684986974,1,83142.0
layer,9,P0,all,vision,fixed_linear,15929,127432,3.6429154372528094,4.0,4.0,0.6601795467386528,0.9827986690941051,35285,31858.0,0.08089413144223806,1.1075710967417918,1,42099.0
layer,9,P0,all,text,fixed_linear,15930,127440,3.5764595103578154,4.0,4.0,0.6110483364720652,0.965473948524796,39301,31860.0,0.17100982467134498,1.2335530445699938,3,41043.0
layer,9,P_load,all,all,greedy_load+swap,31859,254872,3.7124831287862143,4.0,4.0,0.7242223547506199,0.9883549389497474,63743,63718.0,0.0003556379419826316,1.0003923538089707,3,86417.0
layer,9,P_load,all,vision,greedy_load+swap,15929,127432,3.657919517860506,4.0,4.0,0.6761880846255258,0.9819197689748258,34848,31858.0,0.07579405074366757,1.0938539770230398,3,42338.0
layer,9,P_load,all,text,greedy_load+swap,15930,127440,3.7670433145009414,4.0,4.0,0.7722536095417452,0.9947897049591965,35521,31860.0,0.07551172329031297,1.1149089767733835,1,44079.0
layer,9,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.833202548730343,3.0,4.0,0.2309237578078408,0.6529081264320914,136646,63718.0,0.7138849500924744,2.1445431432248343,0,58404.0
layer,9,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.1224810094795656,3.0,4.0,0.3418293678196999,0.7942745935086948,52461,31858.0,0.47685525144298496,1.646713541339695,0,33809.0
layer,9,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.543942247332078,3.0,4.0,0.12002510985561833,0.5115505335844319,84185,31860.0,0.9795452045006198,2.642341494036409,0,24595.0
layer,9,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.833202548730343,3.0,4.0,0.2309237578078408,0.6529081264320914,136646,63718.0,0.7138849500924744,2.1445431432248343,0,58404.0
layer,9,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.1224810094795656,3.0,4.0,0.3418293678196999,0.7942745935086948,52461,31858.0,0.47685525144298496,1.646713541339695,0,33809.0
layer,9,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.543942247332078,3.0,4.0,0.12002510985561833,0.5115505335844319,84185,31860.0,0.9795452045006198,2.642341494036409,0,24595.0
layer,9,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,2.916946545717066,3.0,4.0,0.23685614739947897,0.6834803352270944,118645,63718.0,0.6255850791494274,1.8620327066135158,0,61072.0
layer,9,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.153681963713981,3.0,4.0,0.34741666143511835,0.8072697595580388,47574,31858.0,0.4538190140102023,1.4933140812354824,0,34306.0
layer,9,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.680225988700565,3.0,4.0,0.12630257376020088,0.5596986817325801,71071,31860.0,0.8199961389056026,2.2307281858129318,0,26766.0
layer,9,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.627201104868326,4.0,4.0,0.6447471672054992,0.9825481025769798,63870,63718.0,0.002742056322740502,1.0023855111585422,2,83700.0
layer,9,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.5963337309310064,4.0,4.0,0.6208801556908783,0.9755791324000251,34848,31858.0,0.06507487743138508,1.0938539770230398,2,41357.0
layer,9,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.6580665411173885,4.0,4.0,0.6686126804770872,0.9895166352793472,34306,31860.0,0.06334849132407039,1.0767733835530446,1,42343.0
layer,9,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.667786182868263,4.0,4.0,0.6840139364072947,0.9838036347656863,63757,63718.0,0.0006169818226043907,1.0006120719419944,0,84993.0
layer,9,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.624584091907841,4.0,4.0,0.6444849017515224,0.9800991901563186,35304,31858.0,0.08935524456382403,1.1081674932513026,3,41807.0
layer,9,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.7109855618330196,4.0,4.0,0.7235404896421845,0.9875078468298807,36301,31860.0,0.08929012503669595,1.1393910860012555,2,43186.0
layer,9,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.7124831287862143,4.0,4.0,0.7242223547506199,0.9883549389497474,63743,63718.0,0.0003556379419826316,1.0003923538089707,3,86417.0
layer,9,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.657919517860506,4.0,4.0,0.6761880846255258,0.9819197689748258,34848,31858.0,0.07579405074366757,1.0938539770230398,3,42338.0
layer,9,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.7670433145009414,4.0,4.0,0.7722536095417452,0.9947897049591965,35521,31860.0,0.07551172329031297,1.1149089767733835,1,44079.0
layer,9,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.6719608273957123,4.0,4.0,0.6851753036818481,0.9867855237138642,70483,63718.0,0.06907539985739831,1.1061709407074924,3,85126.0
layer,9,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.6395253939355894,4.0,4.0,0.6570406177412267,0.9824847761943625,31866,31858.0,0.00023489593739556416,1.000251114319794,3,42045.0
layer,9,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.704394224733208,4.0,4.0,0.713308223477715,0.9910860012554927,38617,31860.0,0.13807132912044046,1.2120841180163213,3,43081.0
layer,9,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.6769829561505385,4.0,4.0,0.687874697887567,0.9891082582629712,68753,63718.0,0.048533882608383726,1.0790200571267146,2,85286.0
layer,9,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.644673237491368,4.0,4.0,0.6595517609391676,0.9851214765522004,36893,31858.0,0.09708710687298643,1.158045075020403,2,42127.0
layer,9,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.7092906465787823,4.0,4.0,0.7161958568738229,0.9930947897049592,31862,31860.0,7.688291722483295e-05,1.0000627746390458,0,43159.0
layer,9,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,3.1284723312093914,3.0,4.0,0.34065727110078786,0.8021281270598575,115728,63718.0,0.5244130058940301,1.8162528641828055,0,67811.0
layer,9,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,2.9662251239876953,3.0,4.0,0.2504237554146525,0.7369577500156946,65303,31858.0,0.6548680084447289,2.0498148031891517,0,31320.0
layer,9,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.2907093534212177,3.0,4.0,0.43088512241054616,0.867294413057125,50425,31860.0,0.3984801505384584,1.582705586942875,0,36491.0
layer,9,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.8441256787720897,3.0,4.0,0.25572051853479394,0.6443705075488873,131522,63718.0,0.6416032168809472,2.064126306538184,0,58752.0
layer,9,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.3842676878649005,3.0,4.0,0.4718438068930881,0.9176345031075397,41967,31858.0,0.21699978847956064,1.3173143323498022,0,37979.0
layer,9,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.304017576898933,2.0,3.0,0.039610797237915885,0.3711236660389203,89555,31860.0,1.0848338945159985,2.8108913998744507,0,20773.0
layer,10,P0,all,all,fixed_linear,31859,254872,3.6365234313694716,4.0,4.0,0.6523117486424558,0.9842116827270159,71750,63718.0,0.07626439996253112,1.1260554317461313,1,83997.0
layer,10,P0,all,vision,fixed_linear,15929,127432,3.6578567392805574,4.0,4.0,0.6731119342080483,0.9847448050725093,34512,31858.0,0.05576188758326679,1.083307175591688,1,42337.0
layer,10,P0,all,text,fixed_linear,15930,127440,3.61519146264909,4.0,4.0,0.6315128688010044,0.9836785938480854,37238,31860.0,0.1189269616487838,1.1688010043942247,1,41660.0
layer,10,P_load,all,all,greedy_load+swap,31859,254872,3.606076775793339,4.0,4.0,0.6232147901691829,0.9828933739288741,63724,63718.0,0.00012003718369046701,1.000094164914153,2,83027.0
layer,10,P_load,all,vision,greedy_load+swap,15929,127432,3.614225626216335,4.0,4.0,0.6319919643417666,0.9822336618745684,35807,31858.0,0.08262399607133884,1.1239563061083557,1,41642.0
layer,10,P_load,all,text,greedy_load+swap,15930,127440,3.597928436911488,4.0,4.0,0.6144381669805399,0.9835530445699937,35324,31860.0,0.0825809174832873,1.1087256748273697,3,41385.0
layer,10,P_sat,all,all,coactivation_surrogate+swap,31859,254872,3.0027307825104366,3.0,4.0,0.28613578580620863,0.7561128723437647,118997,63718.0,0.5670233720974747,1.8675570482438244,0,63805.0
layer,10,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.2787996735513842,3.0,4.0,0.40511017640780966,0.8840479628350807,48223,31858.0,0.36792677503825755,1.5136857304287776,0,36299.0
layer,10,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.726679221594476,3.0,4.0,0.16716886377903328,0.6281858129315756,70774,31860.0,0.7770400764019009,2.2214061519146266,0,27506.0
layer,10,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,3.0027307825104366,3.0,4.0,0.28613578580620863,0.7561128723437647,118997,63718.0,0.5670233720974747,1.8675570482438244,0,63805.0
layer,10,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.2787996735513842,3.0,4.0,0.40511017640780966,0.8840479628350807,48223,31858.0,0.36792677503825755,1.5136857304287776,0,36299.0
layer,10,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.726679221594476,3.0,4.0,0.16716886377903328,0.6281858129315756,70774,31860.0,0.7770400764019009,2.2214061519146266,0,27506.0
layer,10,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,3.036975422957406,3.0,4.0,0.283310838381619,0.7703317743808656,113122,63718.0,0.5386839108336355,1.7753539031356917,0,64896.0
layer,10,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.270952351057819,3.0,4.0,0.39092221733944377,0.8853035344340511,44193,31858.0,0.34143918652978467,1.3871868918325068,0,36174.0
layer,10,P_joint_0.25,all,text,joint_surrogate_lambda_0.25,15930,127440,2.8030131826741997,3.0,4.0,0.17570621468926553,0.655367231638418,68929,31860.0,0.7569890904225312,2.1634965473948524,0,28722.0
layer,10,P_joint_0.5,all,all,joint_surrogate_lambda_0.5,31859,254872,3.5857999309457296,4.0,4.0,0.6101258671019179,0.9757682287579648,63846,63718.0,0.00116829235074103,1.0020088515019303,1,82381.0
layer,10,P_joint_0.5,all,vision,joint_surrogate_lambda_0.5,15929,127432,3.5917508945947643,4.0,4.0,0.6137861761566953,0.978090275597966,35893,31858.0,0.09112231135460903,1.1266557850461423,1,41284.0
layer,10,P_joint_0.5,all,text,joint_surrogate_lambda_0.5,15930,127440,3.57984934086629,4.0,4.0,0.60646578782172,0.9734463276836158,35765,31860.0,0.08943711641616674,1.1225674827369743,3,41097.0
layer,10,P_joint_0.75,all,all,joint_surrogate_lambda_0.75,31859,254872,3.5847955051947644,4.0,4.0,0.6090586647415173,0.9757682287579648,63808,63718.0,0.0014705261640423192,1.0014124737122947,1,82349.0
layer,10,P_joint_0.75,all,vision,joint_surrogate_lambda_0.75,15929,127432,3.6005398957875574,4.0,4.0,0.6216334986502605,0.9789691757172453,36604,31858.0,0.09800585121138515,1.1489735702178416,1,41424.0
layer,10,P_joint_0.75,all,text,joint_surrogate_lambda_0.75,15930,127440,3.569052102950408,4.0,4.0,0.5964846202134337,0.9725674827369742,35865,31860.0,0.097778812832435,1.1257062146892656,3,40925.0
layer,10,P_joint_1,all,all,joint_surrogate_lambda_1,31859,254872,3.606076775793339,4.0,4.0,0.6232147901691829,0.9828933739288741,63724,63718.0,0.00012003718369046701,1.000094164914153,2,83027.0
layer,10,P_joint_1,all,vision,joint_surrogate_lambda_1,15929,127432,3.614225626216335,4.0,4.0,0.6319919643417666,0.9822336618745684,35807,31858.0,0.08262399607133884,1.1239563061083557,1,41642.0
layer,10,P_joint_1,all,text,joint_surrogate_lambda_1,15930,127440,3.597928436911488,4.0,4.0,0.6144381669805399,0.9835530445699937,35324,31860.0,0.0825809174832873,1.1087256748273697,3,41385.0
layer,10,P_V_load,vision,all,modality_greedy_load+swap,31859,254872,3.6529081264320915,4.0,4.0,0.6683511723531812,0.9845569540789102,68691,63718.0,0.06484635836121469,1.078047019680467,2,84519.0
layer,10,P_V_load,vision,vision,modality_greedy_load+swap,15929,127432,3.676313641785423,4.0,4.0,0.6889321363550757,0.9873815054303472,31863,31858.0,0.00013501044113005566,1.0001569464498714,1,42631.0
layer,10,P_V_load,vision,text,modality_greedy_load+swap,15930,127440,3.629504080351538,4.0,4.0,0.6477715003138732,0.9817325800376648,36839,31860.0,0.1297149818792728,1.1562774639045825,2,41888.0
layer,10,P_T_load,text,all,modality_greedy_load+swap,31859,254872,3.6015882482187136,4.0,4.0,0.6276405411343733,0.9740732603032111,70605,63718.0,0.08381144277031463,1.1080856272952697,1,82884.0
layer,10,P_T_load,text,vision,modality_greedy_load+swap,15929,127432,3.559859375980915,4.0,4.0,0.5943875949526022,0.9657228953481072,38743,31858.0,0.16760322036887174,1.2161152614727855,1,40776.0
layer,10,P_T_load,text,text,modality_greedy_load+swap,15930,127440,3.6433145009416195,4.0,4.0,0.6608913998744507,0.9824231010671689,31862,31860.0,3.8441458612416476e-05,1.0000627746390458,1,42108.0
layer,10,P_V_sat,vision,all,modality_coactivation_surrogate+swap,31859,254872,3.259236008663172,3.0,4.0,0.39442543708214317,0.8723123764085502,95100,63718.0,0.3466375151727537,1.4925138893248375,0,71977.0
layer,10,P_V_sat,vision,vision,modality_coactivation_surrogate+swap,15929,127432,3.0786615606754975,3.0,4.0,0.29380375415908094,0.7992968799045765,61093,31858.0,0.5851080067430804,1.917665892397514,0,33111.0
layer,10,P_V_sat,vision,text,modality_coactivation_surrogate+swap,15930,127440,3.4397991211550534,3.0,4.0,0.49504080351537977,0.945323289391086,39693,31860.0,0.1712874571517594,1.2458568738229756,1,38866.0
layer,10,P_T_sat,text,all,modality_coactivation_surrogate+swap,31859,254872,2.921121190244515,3.0,4.0,0.26548228130198687,0.6928654383376753,111925,63718.0,0.4904372025226413,1.7565680027621708,0,61205.0
layer,10,P_T_sat,text,vision,modality_coactivation_surrogate+swap,15929,127432,3.3454077468767656,3.0,4.0,0.454140247347605,0.8946575428463808,37082,31858.0,0.1497959717857523,1.1639776508255384,0,37360.0
layer,10,P_T_sat,text,text,modality_coactivation_surrogate+swap,15930,127440,2.496861268047709,2.0,3.0,0.0768361581920904,0.4910860012554928,74843,31860.0,0.8691836022201895,2.3491211550533584,0,23845.0
layer,11,P0,all,all,fixed_linear,31859,254872,3.626385008945667,4.0,4.0,0.6481057158102891,0.9783106814400955,69908,63718.0,0.09562252109031358,1.0971468031011644,1,83674.0
layer,11,P0,all,vision,fixed_linear,15929,127432,3.6031138175654465,4.0,4.0,0.6277230209052671,0.9754535752401281,36246,31858.0,0.12431450202138149,1.1377362044070563,0,41465.0
layer,11,P0,all,text,fixed_linear,15930,127440,3.649654739485248,4.0,4.0,0.6684871311989956,0.9811676082862524,39111,31860.0,0.16572201235118286,1.2275894538606402,2,42209.0
layer,11,P_load,all,all,greedy_load+swap,31859,254872,3.655450579114222,4.0,4.0,0.6704541887692645,0.9849963903449575,63722,63718.0,5.872214110257606e-05,1.0000627766094354,0,84600.0
layer,11,P_load,all,vision,greedy_load+swap,15929,127432,3.645363801870802,4.0,4.0,0.6630673614162848,0.9822964404545169,33600,31858.0,0.04074530551054823,1.0546801431351622,3,42138.0
layer,11,P_load,all,text,greedy_load+swap,15930,127440,3.6655367231638416,4.0,4.0,0.6778405524168236,0.9876961707470182,33186,31860.0,0.040690388352250605,1.0416195856873822,2,42462.0
layer,11,P_sat,all,all,coactivation_surrogate+swap,31859,254872,2.9017546062337174,3.0,4.0,0.2639442543708214,0.7068018456323174,124406,63718.0,0.605012407635514,1.9524467183527419,0,60588.0
layer,11,P_sat,all,vision,coactivation_surrogate+swap,15929,127432,3.1541214137736207,3.0,4.0,0.3418293678196999,0.829807269759558,47633,31858.0,0.38881754415738695,1.4951660493439638,0,34313.0
layer,11,P_sat,all,text,coactivation_surrogate+swap,15930,127440,2.6494036409290644,3.0,4.0,0.18606403013182674,0.583804143126177,76773,31860.0,0.8488406706333801,2.40969868173258,0,26275.0
layer,11,P_joint_0,all,all,joint_surrogate_lambda_0,31859,254872,2.9017546062337174,3.0,4.0,0.2639442543708214,0.7068018456323174,124406,63718.0,0.605012407635514,1.9524467183527419,0,60588.0
layer,11,P_joint_0,all,vision,joint_surrogate_lambda_0,15929,127432,3.1541214137736207,3.0,4.0,0.3418293678196999,0.829807269759558,47633,31858.0,0.38881754415738695,1.4951660493439638,0,34313.0
layer,11,P_joint_0,all,text,joint_surrogate_lambda_0,15930,127440,2.6494036409290644,3.0,4.0,0.18606403013182674,0.583804143126177,76773,31860.0,0.8488406706333801,2.40969868173258,0,26275.0
layer,11,P_joint_0.25,all,all,joint_surrogate_lambda_0.25,31859,254872,2.9840547412034275,3.0,4.0,0.2754637622022035,0.7323833139772121,113398,63718.0,0.5503299515153635,1.779685489186729,0,63210.0
layer,11,P_joint_0.25,all,vision,joint_surrogate_lambda_0.25,15929,127432,3.2069809780902756,3.0,4.0,0.36122794902379307,0.8475108293050411,46822,31858.0,0.3846619696292854,1.4697093351748383,1,35155.0
