scope,key,modality,tokens,assignments,mean_u,median_u,p90_u,p_u4,p_u_ge3,rank_load_max,rank_load_mean,rank_load_cv,rank_load_max_mean,critical_rank,remote_volume_proxy
request_layer,camera:L13,vision,276,2208,3.648550724637681,4.0,4.0,0.6702898550724637,0.9782608695652174,597,552.0,0.12461213717009559,1.0815217391304348,3,731.0
request_layer,camera:L14,vision,276,2208,3.63768115942029,4.0,4.0,0.677536231884058,0.9601449275362319,644,552.0,0.1244803839749017,1.1666666666666667,1,728.0
request_layer,camera:L15,vision,276,2208,3.6630434782608696,4.0,4.0,0.6702898550724637,0.9927536231884058,682,552.0,0.14326491970846048,1.2355072463768115,3,735.0
request_layer,camera:L16,vision,276,2208,3.5833333333333335,4.0,4.0,0.6086956521739131,0.9746376811594203,639,552.0,0.12366038102023005,1.1576086956521738,0,713.0
request_layer,camera:L17,vision,276,2208,3.6956521739130435,4.0,4.0,0.7028985507246377,0.9927536231884058,634,552.0,0.1246253048287333,1.1485507246376812,1,744.0
request_layer,camera:L18,vision,276,2208,3.6231884057971016,4.0,4.0,0.6304347826086957,0.9927536231884058,682,552.0,0.24278403984220295,1.2355072463768115,0,724.0
request_layer,camera:L19,vision,276,2208,3.710144927536232,4.0,4.0,0.7137681159420289,0.9963768115942029,631,552.0,0.08312631816763388,1.1431159420289856,2,748.0
request_layer,camera:L20,vision,276,2208,3.7355072463768115,4.0,4.0,0.7427536231884058,0.9927536231884058,600,552.0,0.05543892662354839,1.0869565217391304,0,755.0
request_layer,camera:L21,vision,276,2208,3.630434782608696,4.0,4.0,0.6485507246376812,0.9818840579710145,649,552.0,0.13031521290853162,1.1757246376811594,0,726.0
request_layer,camera:L22,vision,276,2208,3.681159420289855,4.0,4.0,0.6920289855072463,0.9891304347826086,628,552.0,0.1140081585608745,1.1376811594202898,0,740.0
request_layer,camera:L23,vision,276,2208,3.61231884057971,4.0,4.0,0.6304347826086957,0.9818840579710145,673,552.0,0.1693477253136076,1.2192028985507246,1,721.0
request_layer,camera:L24,vision,276,2208,3.6231884057971016,4.0,4.0,0.6340579710144928,0.9891304347826086,643,552.0,0.13034039459242047,1.164855072463768,3,724.0
request_layer,camera:L25,vision,276,2208,3.503623188405797,4.0,4.0,0.5217391304347826,0.9818840579710145,696,552.0,0.20151899012659455,1.2608695652173914,3,691.0
request_layer,camera:L26,vision,276,2208,3.75,4.0,4.0,0.7608695652173914,0.9891304347826086,606,552.0,0.08656880653601715,1.0978260869565217,3,759.0
request_layer,camera:L27,vision,276,2208,3.61231884057971,4.0,4.0,0.6304347826086957,0.9818840579710145,632,552.0,0.17162883237282517,1.144927536231884,3,721.0
request_layer,camera:L28,vision,276,2208,3.6340579710144927,4.0,4.0,0.6521739130434783,0.9818840579710145,633,552.0,0.16550576314724103,1.1467391304347827,3,727.0
request_layer,camera:L29,vision,276,2208,3.6594202898550723,4.0,4.0,0.6739130434782609,0.9855072463768116,637,552.0,0.17247765898266695,1.1539855072463767,1,734.0
request_layer,camera:L30,vision,276,2208,3.608695652173913,4.0,4.0,0.6268115942028986,0.9818840579710145,671,552.0,0.19619239027357877,1.2155797101449275,3,720.0
request_layer,camera:L31,vision,276,2208,3.7318840579710146,4.0,4.0,0.7391304347826086,0.9927536231884058,561,552.0,0.01109370354521367,1.016304347826087,3,754.0
request_layer,camera:L32,vision,276,2208,3.6630434782608696,4.0,4.0,0.677536231884058,0.9855072463768116,616,552.0,0.10376023419585208,1.1159420289855073,0,735.0
request_layer,camera:L33,vision,276,2208,3.6050724637681157,4.0,4.0,0.6268115942028986,0.9782608695652174,637,552.0,0.09944810687455331,1.1539855072463767,0,719.0
request_layer,camera:L34,vision,276,2208,3.63768115942029,4.0,4.0,0.6485507246376812,0.9891304347826086,586,552.0,0.08642652494113452,1.0615942028985508,0,728.0
request_layer,camera:L35,vision,276,2208,3.5760869565217392,4.0,4.0,0.5869565217391305,0.9891304347826086,624,552.0,0.1481469858133707,1.1304347826086956,3,711.0
request_layer,camera:L36,vision,276,2208,3.6449275362318843,4.0,4.0,0.6521739130434783,0.9927536231884058,703,552.0,0.17244435708568498,1.2735507246376812,3,730.0
request_layer,camera:L37,vision,276,2208,3.6231884057971016,4.0,4.0,0.6340579710144928,0.9891304347826086,668,552.0,0.1710781937366382,1.210144927536232,0,724.0
request_layer,camera:L38,vision,276,2208,3.7065217391304346,4.0,4.0,0.7137681159420289,0.9927536231884058,614,552.0,0.09810246787363992,1.1123188405797102,3,747.0
request_layer,camera:L39,vision,276,2208,3.648550724637681,4.0,4.0,0.6557971014492754,0.9927536231884058,616,552.0,0.14504637337962575,1.1159420289855073,1,731.0
request_layer,camera:L40,vision,276,2208,3.7065217391304346,4.0,4.0,0.7101449275362319,0.9963768115942029,598,552.0,0.08106757549008857,1.0833333333333333,3,747.0
request_layer,camera:L41,vision,276,2208,3.6159420289855073,4.0,4.0,0.644927536231884,0.9710144927536232,626,552.0,0.09675507386396075,1.1340579710144927,1,722.0
request_layer,camera:L42,vision,276,2208,3.5543478260869565,4.0,4.0,0.5797101449275363,0.9746376811594203,646,552.0,0.12153218478521789,1.1702898550724639,2,705.0
request_layer,camera:L43,vision,276,2208,3.6050724637681157,4.0,4.0,0.6231884057971014,0.9818840579710145,614,552.0,0.098835705285901,1.1123188405797102,1,719.0
request_layer,camera:L44,vision,276,2208,3.6557971014492754,4.0,4.0,0.6630434782608695,0.9927536231884058,644,552.0,0.10622957319984969,1.1666666666666667,2,733.0
request_layer,camera:L45,vision,276,2208,3.6666666666666665,4.0,4.0,0.6956521739130435,0.9710144927536232,627,552.0,0.11637289731176008,1.1358695652173914,0,736.0
request_layer,camera:L46,vision,276,2208,3.63768115942029,4.0,4.0,0.6557971014492754,0.9818840579710145,616,552.0,0.0788511854812332,1.1159420289855073,3,728.0
request_layer,camera:L47,vision,276,2208,3.6739130434782608,4.0,4.0,0.6884057971014492,0.9855072463768116,643,552.0,0.14343090456952878,1.164855072463768,0,738.0
request,histology,vision,13296,106368,3.6632821901323704,4.0,4.0,0.6783995186522263,0.9849578820697954,27875,26592.0,0.03684673214822072,1.0482475932611313,1,35411.0
request_layer,histology:L0,vision,277,2216,3.6462093862815883,4.0,4.0,0.6534296028880866,0.9927797833935018,613,554.0,0.09259593522513072,1.1064981949458483,1,733.0
request_layer,histology:L1,vision,277,2216,3.5306859205776173,4.0,4.0,0.5667870036101083,0.9638989169675091,721,554.0,0.2945116087222997,1.3014440433212997,1,701.0
request_layer,histology:L2,vision,277,2216,3.693140794223827,4.0,4.0,0.703971119133574,0.9891696750902527,712,554.0,0.1778688307736464,1.2851985559566788,1,746.0
request_layer,histology:L3,vision,277,2216,3.642599277978339,4.0,4.0,0.6570397111913358,0.9855595667870036,653,554.0,0.12394559133648297,1.1787003610108304,2,732.0
request_layer,histology:L4,vision,277,2216,3.6353790613718413,4.0,4.0,0.6498194945848376,0.9855595667870036,617,554.0,0.1202564411837608,1.1137184115523466,2,730.0
request_layer,histology:L5,vision,277,2216,3.747292418772563,4.0,4.0,0.7509025270758123,0.9963898916967509,643,554.0,0.1532543063156989,1.160649819494585,3,761.0
request_layer,histology:L6,vision,277,2216,3.8303249097472922,4.0,4.0,0.8339350180505415,0.9963898916967509,666,554.0,0.13990625288191857,1.2021660649819494,0,784.0
request_layer,histology:L7,vision,277,2216,3.7545126353790614,4.0,4.0,0.7617328519855595,0.9927797833935018,783,554.0,0.2607506780073123,1.4133574007220218,3,763.0
request_layer,histology:L8,vision,277,2216,3.595667870036101,4.0,4.0,0.6064981949458483,0.9891696750902527,661,554.0,0.1549037275238798,1.1931407942238268,0,719.0
request_layer,histology:L9,vision,277,2216,3.7220216606498195,4.0,4.0,0.7328519855595668,0.9891696750902527,673,554.0,0.16822388079126804,1.2148014440433212,1,754.0
request_layer,histology:L10,vision,277,2216,3.7364620938628157,4.0,4.0,0.7472924187725631,0.9891696750902527,627,554.0,0.10320427695973144,1.1317689530685922,0,758.0
request_layer,histology:L11,vision,277,2216,3.6714801444043323,4.0,4.0,0.6931407942238267,0.9783393501805054,608,554.0,0.0987019719457929,1.0974729241877257,1,740.0
request_layer,histology:L12,vision,277,2216,3.5703971119133575,4.0,4.0,0.6064981949458483,0.9638989169675091,804,554.0,0.26574480242695764,1.4512635379061372,1,712.0
request_layer,histology:L13,vision,277,2216,3.747292418772563,4.0,4.0,0.7617328519855595,0.9891696750902527,627,554.0,0.12467946887602255,1.1317689530685922,0,761.0
request_layer,histology:L14,vision,277,2216,3.703971119133574,4.0,4.0,0.703971119133574,1.0,729,554.0,0.18598628399760642,1.315884476534296,0,749.0
request_layer,histology:L15,vision,277,2216,3.5523465703971118,4.0,4.0,0.5703971119133574,0.9819494584837545,852,554.0,0.37574620461895614,1.5379061371841156,1,707.0
request_layer,histology:L16,vision,277,2216,3.592057761732852,4.0,4.0,0.6064981949458483,0.9855595667870036,721,554.0,0.2381474647447566,1.3014440433212997,2,718.0
request_layer,histology:L17,vision,277,2216,3.707581227436823,4.0,4.0,0.7148014440433214,0.9927797833935018,652,554.0,0.13108720328783616,1.1768953068592058,1,750.0
request_layer,histology:L18,vision,277,2216,3.7978339350180503,4.0,4.0,0.8086642599277978,0.9891696750902527,713,554.0,0.1709473005855137,1.2870036101083033,1,775.0
request_layer,histology:L19,vision,277,2216,3.6895306859205776,4.0,4.0,0.6895306859205776,1.0,776,554.0,0.30770747057559616,1.4007220216606497,3,745.0
request_layer,histology:L20,vision,277,2216,3.642599277978339,4.0,4.0,0.6570397111913358,0.9855595667870036,753,554.0,0.22540060360434136,1.3592057761732852,0,732.0
request_layer,histology:L21,vision,277,2216,3.696750902527076,4.0,4.0,0.7075812274368231,0.9891696750902527,690,554.0,0.22194460228299198,1.2454873646209386,1,747.0
request_layer,histology:L22,vision,277,2216,3.6101083032490973,4.0,4.0,0.628158844765343,0.9819494584837545,709,554.0,0.1639621214349238,1.279783393501805,3,723.0
request_layer,histology:L23,vision,277,2216,3.7148014440433212,4.0,4.0,0.7184115523465704,0.9963898916967509,638,554.0,0.13236721907848717,1.151624548736462,1,752.0
request_layer,histology:L24,vision,277,2216,3.711191335740072,4.0,4.0,0.7328519855595668,0.9783393501805054,683,554.0,0.16752030647932872,1.2328519855595668,1,751.0
request_layer,histology:L25,vision,277,2216,3.555956678700361,4.0,4.0,0.5812274368231047,0.9747292418772563,791,554.0,0.2627795577306383,1.4277978339350181,3,708.0
request_layer,histology:L26,vision,277,2216,3.6389891696750905,4.0,4.0,0.6389891696750902,1.0,720,554.0,0.22619784585486052,1.2996389891696751,0,731.0
request_layer,histology:L27,vision,277,2216,3.5342960288808665,4.0,4.0,0.555956678700361,0.9783393501805054,770,554.0,0.3090993829615722,1.3898916967509025,1,702.0
request_layer,histology:L28,vision,277,2216,3.6101083032490973,4.0,4.0,0.631768953068592,0.9783393501805054,615,554.0,0.08964597503132864,1.1101083032490975,0,723.0
request_layer,histology:L29,vision,277,2216,3.7256317689530687,4.0,4.0,0.7292418772563177,0.9963898916967509,661,554.0,0.13636822741522395,1.1931407942238268,2,755.0
request_layer,histology:L30,vision,277,2216,3.707581227436823,4.0,4.0,0.7148014440433214,0.9927797833935018,738,554.0,0.2117652419973661,1.332129963898917,1,750.0
request_layer,histology:L31,vision,277,2216,3.6137184115523464,4.0,4.0,0.6173285198555957,0.9963898916967509,789,554.0,0.29162380240214897,1.424187725631769,3,724.0
request_layer,histology:L32,vision,277,2216,3.563176895306859,4.0,4.0,0.5776173285198556,0.9855595667870036,781,554.0,0.26342042779909003,1.4097472924187726,0,710.0
request_layer,histology:L33,vision,277,2216,3.783393501805054,4.0,4.0,0.7906137184115524,0.9927797833935018,601,554.0,0.06063746221025569,1.0848375451263539,0,771.0
request_layer,histology:L34,vision,277,2216,3.6137184115523464,4.0,4.0,0.6389891696750902,0.9747292418772563,705,554.0,0.18820665253987184,1.272563176895307,3,724.0
request_layer,histology:L35,vision,277,2216,3.6137184115523464,4.0,4.0,0.628158844765343,0.9855595667870036,593,554.0,0.04350891983102509,1.0703971119133573,0,724.0
request_layer,histology:L36,vision,277,2216,3.6101083032490973,4.0,4.0,0.631768953068592,0.9783393501805054,659,554.0,0.16206833275667837,1.1895306859205776,1,723.0
request_layer,histology:L37,vision,277,2216,3.6534296028880866,4.0,4.0,0.6823104693140795,0.9711191335740073,648,554.0,0.14590265101551644,1.1696750902527075,0,735.0
request_layer,histology:L38,vision,277,2216,3.67870036101083,4.0,4.0,0.6823104693140795,0.9963898916967509,632,554.0,0.1040766737554215,1.1407942238267148,3,742.0
request_layer,histology:L39,vision,277,2216,3.5523465703971118,4.0,4.0,0.6137184115523465,0.9386281588447654,738,554.0,0.24188735902173292,1.332129963898917,1,707.0
request_layer,histology:L40,vision,277,2216,3.7545126353790614,4.0,4.0,0.7653429602888087,0.9891696750902527,617,554.0,0.0939061965846178,1.1137184115523466,2,763.0
request_layer,histology:L41,vision,277,2216,3.729241877256318,4.0,4.0,0.7292418772563177,1.0,654,554.0,0.14765629824298898,1.1805054151624548,1,756.0
request_layer,histology:L42,vision,277,2216,3.5415162454873648,4.0,4.0,0.5631768953068592,0.9783393501805054,698,554.0,0.21399980864797463,1.259927797833935,1,704.0
request_layer,histology:L43,vision,277,2216,3.707581227436823,4.0,4.0,0.7111913357400722,0.9963898916967509,649,554.0,0.1257139550256283,1.1714801444043321,3,750.0
request_layer,histology:L44,vision,277,2216,3.7617328519855597,4.0,4.0,0.7725631768953068,0.9891696750902527,670,554.0,0.13508391412713971,1.2093862815884477,1,765.0
request_layer,histology:L45,vision,277,2216,3.5812274368231045,4.0,4.0,0.628158844765343,0.9530685920577617,718,554.0,0.21763818685536993,1.296028880866426,3,715.0
request_layer,histology:L46,vision,277,2216,3.675090252707581,4.0,4.0,0.7003610108303249,0.9747292418772563,626,554.0,0.09733075606168168,1.1299638989169676,2,741.0
request_layer,histology:L47,vision,277,2216,3.6895306859205776,4.0,4.0,0.7148014440433214,0.9747292418772563,734,554.0,0.2017627488060444,1.3249097472924187,0,745.0
request,grass,vision,13296,106368,3.644705174488568,4.0,4.0,0.6606498194945848,0.9842057761732852,28096,26592.0,0.03633124000150148,1.0565583634175693,1,35164.0
request_layer,grass:L0,vision,277,2216,3.6353790613718413,4.0,4.0,0.6462093862815884,0.9891696750902527,636,554.0,0.105445139400252,1.148014440433213,1,730.0
request_layer,grass:L1,vision,277,2216,3.6173285198555956,4.0,4.0,0.6498194945848376,0.9675090252707581,785,554.0,0.24600113470578078,1.4169675090252707,1,725.0
request_layer,grass:L2,vision,277,2216,3.700361010830325,4.0,4.0,0.7111913357400722,0.9891696750902527,687,554.0,0.1596376257805726,1.240072202166065,1,748.0
request_layer,grass:L3,vision,277,2216,3.6714801444043323,4.0,4.0,0.6823104693140795,0.9891696750902527,634,554.0,0.13752214671073545,1.144404332129964,1,740.0
request_layer,grass:L4,vision,277,2216,3.6209386281588447,4.0,4.0,0.631768953068592,0.9891696750902527,711,554.0,0.17048447402533334,1.2833935018050542,3,726.0
request_layer,grass:L5,vision,277,2216,3.667870036101083,4.0,4.0,0.6823104693140795,0.9855595667870036,709,554.0,0.17701498935171123,1.279783393501805,3,739.0
request_layer,grass:L6,vision,277,2216,3.6895306859205776,4.0,4.0,0.6967509025270758,0.9927797833935018,599,554.0,0.08328716241920092,1.0812274368231047,1,745.0
request_layer,grass:L7,vision,277,2216,3.696750902527076,4.0,4.0,0.7111913357400722,0.9855595667870036,668,554.0,0.1643838545486701,1.2057761732851986,1,747.0
request_layer,grass:L8,vision,277,2216,3.5992779783393503,4.0,4.0,0.6245487364620939,0.9747292418772563,598,554.0,0.06474334452873991,1.0794223826714802,0,720.0
request_layer,grass:L9,vision,277,2216,3.664259927797834,4.0,4.0,0.6642599277978339,1.0,689,554.0,0.17385304822820996,1.243682310469314,0,738.0
request_layer,grass:L10,vision,277,2216,3.6823104693140793,4.0,4.0,0.6931407942238267,0.9891696750902527,703,554.0,0.1562857955973978,1.2689530685920578,2,743.0
request_layer,grass:L11,vision,277,2216,3.5992779783393503,4.0,4.0,0.6064981949458483,0.9927797833935018,694,554.0,0.1603961002998055,1.2527075812274369,1,720.0
request_layer,grass:L12,vision,277,2216,3.6498194945848375,4.0,4.0,0.6678700361010831,0.9819494584837545,731,554.0,0.18961232554921756,1.3194945848375452,1,734.0
request_layer,grass:L13,vision,277,2216,3.624548736462094,4.0,4.0,0.6498194945848376,0.9783393501805054,612,554.0,0.12181106728377608,1.1046931407942238,2,727.0
request_layer,grass:L14,vision,277,2216,3.6462093862815883,4.0,4.0,0.6642599277978339,0.9819494584837545,631,554.0,0.10355883711114489,1.1389891696750902,0,733.0
request_layer,grass:L15,vision,277,2216,3.700361010830325,4.0,4.0,0.7148014440433214,0.9855595667870036,642,554.0,0.16271539479764532,1.1588447653429603,3,748.0
request_layer,grass:L16,vision,277,2216,3.693140794223827,4.0,4.0,0.7003610108303249,0.9927797833935018,559,554.0,0.007332164625122708,1.0090252707581226,1,746.0
request_layer,grass:L17,vision,277,2216,3.6353790613718413,4.0,4.0,0.6498194945848376,0.9855595667870036,633,554.0,0.1335313133057203,1.1425992779783394,2,730.0
request_layer,grass:L18,vision,277,2216,3.6534296028880866,4.0,4.0,0.6642599277978339,0.9891696750902527,566,554.0,0.027612019026675733,1.0216606498194947,2,735.0
request_layer,grass:L19,vision,277,2216,3.667870036101083,4.0,4.0,0.6750902527075813,0.9927797833935018,673,554.0,0.16509586158223263,1.2148014440433212,1,739.0
request_layer,grass:L20,vision,277,2216,3.6462093862815883,4.0,4.0,0.6606498194945848,0.9855595667870036,743,554.0,0.20015356613971932,1.3411552346570397,0,733.0
request_layer,grass:L21,vision,277,2216,3.6570397111913358,4.0,4.0,0.6787003610108303,0.9783393501805054,657,554.0,0.14096190144885382,1.1859205776173285,0,736.0
request_layer,grass:L22,vision,277,2216,3.6137184115523464,4.0,4.0,0.6173285198555957,0.9963898916967509,684,554.0,0.20664913949996958,1.2346570397111913,2,724.0
request_layer,grass:L23,vision,277,2216,3.67870036101083,4.0,4.0,0.7003610108303249,0.9783393501805054,630,554.0,0.13298117051329889,1.1371841155234657,3,742.0
request_layer,grass:L24,vision,277,2216,3.6570397111913358,4.0,4.0,0.6678700361010831,0.9891696750902527,634,554.0,0.10623782649503365,1.144404332129964,3,736.0
request_layer,grass:L25,vision,277,2216,3.563176895306859,4.0,4.0,0.5848375451263538,0.9783393501805054,615,554.0,0.11635250808291206,1.1101083032490975,3,710.0
request_layer,grass:L26,vision,277,2216,3.6895306859205776,4.0,4.0,0.6931407942238267,0.9963898916967509,597,554.0,0.07571551328940197,1.0776173285198556,0,745.0
request_layer,grass:L27,vision,277,2216,3.592057761732852,4.0,4.0,0.6173285198555957,0.9747292418772563,692,554.0,0.15837743035089186,1.2490974729241877,3,718.0
request_layer,grass:L28,vision,277,2216,3.667870036101083,4.0,4.0,0.6895306859205776,0.9783393501805054,690,554.0,0.15022670942958946,1.2454873646209386,1,739.0
request_layer,grass:L29,vision,277,2216,3.6173285198555956,4.0,4.0,0.631768953068592,0.9855595667870036,758,554.0,0.23414272991006502,1.3682310469314078,2,725.0
request_layer,grass:L30,vision,277,2216,3.595667870036101,4.0,4.0,0.6137184115523465,0.9819494584837545,659,554.0,0.13251482684007773,1.1895306859205776,1,719.0
request_layer,grass:L31,vision,277,2216,3.7364620938628157,4.0,4.0,0.7364620938628159,1.0,593,554.0,0.059003462558415716,1.0703971119133573,1,758.0
request_layer,grass:L32,vision,277,2216,3.4837545126353793,4.0,4.0,0.5451263537906137,0.9386281588447654,735,554.0,0.20335919839804376,1.3267148014440433,0,688.0
request_layer,grass:L33,vision,277,2216,3.664259927797834,4.0,4.0,0.6714801444043321,0.9927797833935018,597,554.0,0.050686357697108206,1.0776173285198556,2,738.0
request_layer,grass:L34,vision,277,2216,3.6570397111913358,4.0,4.0,0.6642599277978339,0.9927797833935018,622,554.0,0.143697502961107,1.1227436823104693,2,736.0
request_layer,grass:L35,vision,277,2216,3.5379061371841156,4.0,4.0,0.5595667870036101,0.9783393501805054,647,554.0,0.0994173619510999,1.167870036101083,3,703.0
request_layer,grass:L36,vision,277,2216,3.6064981949458486,4.0,4.0,0.631768953068592,0.9747292418772563,686,554.0,0.1924521276147691,1.2382671480144405,1,722.0
request_layer,grass:L37,vision,277,2216,3.711191335740072,4.0,4.0,0.7220216606498195,0.9891696750902527,592,554.0,0.05052539712013865,1.068592057761733,3,751.0
request_layer,grass:L38,vision,277,2216,3.6462093862815883,4.0,4.0,0.6498194945848376,0.9963898916967509,621,554.0,0.08173726882734729,1.1209386281588447,1,733.0
request_layer,grass:L39,vision,277,2216,3.642599277978339,4.0,4.0,0.6714801444043321,0.9711191335740073,677,554.0,0.16243983083182034,1.2220216606498195,3,732.0
request_layer,grass:L40,vision,277,2216,3.6534296028880866,4.0,4.0,0.6714801444043321,0.9819494584837545,657,554.0,0.1319851349636504,1.1859205776173285,1,735.0
request_layer,grass:L41,vision,277,2216,3.6859205776173285,4.0,4.0,0.6931407942238267,0.9927797833935018,694,554.0,0.1735153781098079,1.2527075812274369,2,744.0
request_layer,grass:L42,vision,277,2216,3.5162454873646207,4.0,4.0,0.5523465703971119,0.9675090252707581,692,554.0,0.15702414960865954,1.2490974729241877,1,697.0
request_layer,grass:L43,vision,277,2216,3.642599277978339,4.0,4.0,0.6534296028880866,0.9891696750902527,619,554.0,0.1332137301497211,1.1173285198555956,1,732.0
request_layer,grass:L44,vision,277,2216,3.7184115523465704,4.0,4.0,0.7184115523465704,1.0,572,554.0,0.031601338267168946,1.032490974729242,3,753.0
request_layer,grass:L45,vision,277,2216,3.667870036101083,4.0,4.0,0.6931407942238267,0.9747292418772563,586,554.0,0.04564681810975376,1.0577617328519855,3,739.0
request_layer,grass:L46,vision,277,2216,3.628158844765343,4.0,4.0,0.6606498194945848,0.9675090252707581,600,554.0,0.10083291645078928,1.0830324909747293,1,728.0
request_layer,grass:L47,vision,277,2216,3.6534296028880866,4.0,4.0,0.6750902527075813,0.9783393501805054,672,554.0,0.12358360954538948,1.2129963898916967,0,735.0
request,brick,vision,13296,106368,3.6462845968712396,4.0,4.0,0.6611010830324909,0.9851835138387485,27504,26592.0,0.038823974830070974,1.0342960288808665,1,35185.0
request_layer,brick:L0,vision,277,2216,3.5667870036101084,4.0,4.0,0.5992779783393501,0.9675090252707581,658,554.0,0.22057510619142914,1.187725631768953,3,711.0
request_layer,brick:L1,vision,277,2216,3.6570397111913358,4.0,4.0,0.6750902527075813,0.9819494584837545,638,554.0,0.11470973563767163,1.151624548736462,1,736.0
request_layer,brick:L2,vision,277,2216,3.523465703971119,4.0,4.0,0.5667870036101083,0.9566787003610109,655,554.0,0.1704892518428646,1.1823104693140793,3,699.0
request_layer,brick:L3,vision,277,2216,3.6895306859205776,4.0,4.0,0.7003610108303249,0.9891696750902527,620,554.0,0.07888726853217386,1.1191335740072201,2,745.0
request_layer,brick:L4,vision,277,2216,3.6859205776173285,4.0,4.0,0.6931407942238267,0.9927797833935018,637,554.0,0.08661439071487421,1.1498194945848375,0,744.0
request_layer,brick:L5,vision,277,2216,3.6859205776173285,4.0,4.0,0.6931407942238267,0.9927797833935018,654,554.0,0.13378727242696398,1.1805054151624548,0,744.0
request_layer,brick:L6,vision,277,2216,3.6462093862815883,4.0,4.0,0.6642599277978339,0.9819494584837545,839,554.0,0.31375507132728386,1.5144404332129964,0,733.0
request_layer,brick:L7,vision,277,2216,3.6173285198555956,4.0,4.0,0.6353790613718412,0.9819494584837545,722,554.0,0.2575382795056519,1.3032490974729243,3,725.0
request_layer,brick:L8,vision,277,2216,3.660649819494585,4.0,4.0,0.6750902527075813,0.9855595667870036,597,554.0,0.07833810243728422,1.0776173285198556,3,737.0
request_layer,brick:L9,vision,277,2216,3.6137184115523464,4.0,4.0,0.6389891696750902,0.9747292418772563,885,554.0,0.3459940868631254,1.5974729241877257,0,724.0
request_layer,brick:L10,vision,277,2216,3.6498194945848375,4.0,4.0,0.6570397111913358,0.9927797833935018,677,554.0,0.17870036101083034,1.2220216606498195,1,734.0
request_layer,brick:L11,vision,277,2216,3.628158844765343,4.0,4.0,0.6425992779783394,0.9855595667870036,734,554.0,0.2233494679122664,1.3249097472924187,1,728.0
request_layer,brick:L12,vision,277,2216,3.6137184115523464,4.0,4.0,0.6209386281588448,0.9927797833935018,612,554.0,0.1338724833820556,1.1046931407942238,1,724.0
request_layer,brick:L13,vision,277,2216,3.6570397111913358,4.0,4.0,0.6750902527075813,0.9819494584837545,661,554.0,0.1932714899073585,1.1931407942238268,2,736.0
request_layer,brick:L14,vision,277,2216,3.703971119133574,4.0,4.0,0.7148014440433214,0.9891696750902527,636,554.0,0.0857828128318011,1.148014440433213,1,749.0
request_layer,brick:L15,vision,277,2216,3.6353790613718413,4.0,4.0,0.6462093862815884,0.9891696750902527,631,554.0,0.09642267455874963,1.1389891696750902,1,730.0
request_layer,brick:L16,vision,277,2216,3.6859205776173285,4.0,4.0,0.6967509025270758,0.9891696750902527,606,554.0,0.12418851271684085,1.0938628158844765,1,744.0
request_layer,brick:L17,vision,277,2216,3.696750902527076,4.0,4.0,0.7111913357400722,0.9855595667870036,643,554.0,0.11640150303539964,1.160649819494585,1,747.0
request_layer,brick:L18,vision,277,2216,3.6028880866425994,4.0,4.0,0.6137184115523465,0.9891696750902527,741,554.0,0.20746739933557942,1.3375451263537905,0,721.0
request_layer,brick:L19,vision,277,2216,3.703971119133574,4.0,4.0,0.7075812274368231,0.9963898916967509,640,554.0,0.1552189144901526,1.1552346570397112,3,749.0
request_layer,brick:L20,vision,277,2216,3.5812274368231045,4.0,4.0,0.628158844765343,0.9530685920577617,681,554.0,0.17270604933940228,1.2292418772563176,0,715.0
request_layer,brick:L21,vision,277,2216,3.6570397111913358,4.0,4.0,0.6678700361010831,0.9891696750902527,802,554.0,0.2655117467049461,1.447653429602888,0,736.0
request_layer,brick:L22,vision,277,2216,3.6498194945848375,4.0,4.0,0.6570397111913358,0.9927797833935018,657,554.0,0.14726963262554202,1.1859205776173285,2,734.0
request_layer,brick:L23,vision,277,2216,3.5703971119133575,4.0,4.0,0.5812274368231047,0.9891696750902527,703,554.0,0.26583061355646553,1.2689530685920578,3,712.0
request_layer,brick:L24,vision,277,2216,3.6064981949458486,4.0,4.0,0.6245487364620939,0.9819494584837545,605,554.0,0.09243745580555499,1.092057761732852,3,722.0
request_layer,brick:L25,vision,277,2216,3.5848375451263537,4.0,4.0,0.6137184115523465,0.9711191335740073,684,554.0,0.16946372886691102,1.2346570397111913,3,716.0
request_layer,brick:L26,vision,277,2216,3.707581227436823,4.0,4.0,0.7184115523465704,0.9891696750902527,629,554.0,0.11604406614040022,1.135379061371841,1,750.0
request_layer,brick:L27,vision,277,2216,3.5306859205776173,4.0,4.0,0.5523465703971119,0.9783393501805054,673,554.0,0.18493218047814897,1.2148014440433212,1,701.0
request_layer,brick:L28,vision,277,2216,3.675090252707581,4.0,4.0,0.6895306859205776,0.9855595667870036,702,554.0,0.157044898042895,1.2671480144404332,1,741.0
request_layer,brick:L29,vision,277,2216,3.660649819494585,4.0,4.0,0.6750902527075813,0.9855595667870036,683,554.0,0.14222750055460107,1.2328519855595668,2,737.0
request_layer,brick:L30,vision,277,2216,3.6101083032490973,4.0,4.0,0.6173285198555957,0.9927797833935018,631,554.0,0.13868995877304333,1.1389891696750902,0,723.0
request_layer,brick:L31,vision,277,2216,3.6859205776173285,4.0,4.0,0.7003610108303249,0.9855595667870036,579,554.0,0.05007195489776245,1.0451263537906137,0,744.0
request_layer,brick:L32,vision,277,2216,3.5740072202166067,4.0,4.0,0.5992779783393501,0.9747292418772563,685,554.0,0.1789554391437416,1.236462093862816,0,713.0
