result,batch_id,condition,modality,concurrency,control_iteration,chunk_index,layer,scheduled_tokens,scheduled_requests,scheduler_mode,N,rank_max,rank_mean,rank_ratio,rank_cv,hottest_rank,expert_max_ms,expert_mean_ms,expert_ratio,dispatch_max_ms,dispatch_mean_ms,dispatch_ratio,combine_max_ms,combine_mean_ms,combine_ratio,active_experts,effective_experts,tiny_expert_fraction,total_ms,run
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i1,text_only,text,1,0,0,44,128,1,prefill,1040.0,311.0,260.0,1.196153846153846,0.1600434482427937,2,0.402752012014389,0.3906479999423027,1.030984446544905,0.3523840010166168,0.3036319985985756,1.1605627952358706,0.1053119972348213,0.0956799983978271,1.1006688858516214,95,60.63636036826468,0.3473684210526316,0.8604480102658272,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i1,text_only,text,1,0,0,45,128,1,prefill,1040.0,372.0,260.0,1.4307692307692308,0.3156073322432172,0,0.4026559889316559,0.3974799960851669,1.0130220209758176,0.3774400055408478,0.3104320019483566,1.215854045884221,0.1127040013670921,0.1035840008407831,1.0880444900011843,90,46.375636709529005,0.4333333333333333,0.8927999958395958,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i1,text_only,text,1,0,0,46,128,1,prefill,1040.0,346.0,260.0,1.3307692307692307,0.2052023103322194,0,0.5511040091514587,0.4558079987764358,1.2090705091416432,0.3998720049858093,0.3397120013833046,1.17709119300329,0.281823992729187,0.1863679978996515,1.5121909120949677,89,52.46583049754389,0.3820224719101123,1.232800006866455,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i1,text_only,text,1,0,0,47,128,1,prefill,1040.0,372.0,260.0,1.4307692307692308,0.3442146536837891,3,0.3989120125770569,0.3876000046730041,1.029184746562622,0.4356800019741058,0.3604719936847687,1.2086375907336264,0.1134719997644424,0.0948160011321306,1.196760023725466,92,56.867298529637935,0.3695652173913043,0.9480640143156052,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,0,128,1,prefill,1040.0,277.0,260.0,1.0653846153846154,0.0574996784143309,2,0.4352000057697296,0.4296959936618805,1.0128090840711448,1.0584640502929688,0.6591440066695213,1.6058160881126795,0.1035519987344741,0.0978720001876354,1.0580349695106808,122,99.12717286593536,0.3114754098360656,1.5972160547971723,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,1,128,1,prefill,1040.0,361.0,260.0,1.3884615384615384,0.2919278909099372,3,0.4251520037651062,0.4169760048389435,1.019607840334411,0.3261759877204895,0.2950799986720085,1.1053815547933672,0.0967359989881515,0.093096001073718,1.039099401396964,119,82.74442846541955,0.3949579831932773,0.8480639904737473,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,2,128,1,prefill,1040.0,306.0,260.0,1.176923076923077,0.1482391718507828,2,0.4247680008411407,0.4137599989771843,1.0266047996209595,0.3282560110092163,0.2945519983768463,1.114424661241814,0.0970560014247894,0.0928800012916326,1.0449612411184686,99,63.39564444699828,0.3333333333333333,0.8500800132751465,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,3,128,1,prefill,1040.0,349.0,260.0,1.3423076923076922,0.2181654277060273,0,0.4221760034561157,0.4107119962573051,1.0279125209472295,0.3601599931716919,0.3046639934182167,1.182154770344965,0.1012480035424232,0.0950880013406276,1.0647821188262123,111,77.9414133132316,0.3603603603603603,0.8835840001702309,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,4,128,1,prefill,1040.0,288.0,260.0,1.1076923076923078,0.1080693947555932,2,0.4295360147953033,0.4045440033078193,1.0617782275429442,0.3499839901924133,0.2996079921722412,1.1681397003295275,0.150624006986618,0.1205120030790567,1.2498672591792173,95,59.987696321140696,0.3263157894736842,0.9301440119743348,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,5,128,1,prefill,1040.0,281.0,260.0,1.0807692307692307,0.0615985283771037,2,0.4229440093040466,0.4027360007166862,1.0501768119845245,0.3996480107307434,0.331552006304264,1.2053855899879184,0.1163839995861053,0.1002080012112855,1.161424219416503,99,60.53238965870767,0.3535353535353535,0.9389760196208954,ep4_serving_straggler_regime_20260901_1340
poc_flashvep/deepep_revalidation/results/ep4_serving_straggler_regime_20260901_1340,text_only_c1_i2,text_only,text,1,1,0,6,128,1,prefill,1040.0,407.0,260.0,1.5653846153846154,0.3356857328553055,2,0.403328001499176,0.3917999938130379,1.0294231951714607,0.3864960074424743,0.3130320012569427,1.23468529061101,0.1037119999527931,0.0949840005487203,1.0918891534748096,94,48.91079497907531,0.4361702127659574,0.8935360088944435,ep4_serving_straggler_regime_20260901_1340
