ep,rank_files,requests,request_wall_ms,instrumented_request_mean_ms,matched_clean_request_mean_ms,observer_tax_fraction,attention_sum_ms_rank0,model_forward_sum_ms_rank0,critical_router_sum_ms,critical_router_request_share,critical_prepare_sum_ms,critical_prepare_request_share,critical_dispatch_sum_ms,critical_dispatch_request_share,critical_expert_sum_ms,critical_expert_request_share,critical_combine_sum_ms,critical_combine_request_share,critical_moe_sum_ms,critical_moe_request_share
1,1,2,105627.74548213929,52812.62195203453,19617.08248918876,1.6921751479171423,16588.944894254208,105468.17724609375,4220.8266560435295,0.03995945039608209,4457.910783976316,0.042203975514464705,160.93708812678233,0.001523625136484574,6847.801055163145,0.06482956749579633,1201.3793601766229,0.011373710143039693,17679.39922785759,0.16737457707877537
2,2,2,112342.96948835254,56170.3086940106,22522.05545362085,1.4940134265134377,16274.01436984539,112179.87496948242,4247.584032922983,0.037809077437314514,73207.6769092977,0.65164448868238,2398.0087678283453,0.02134542801164754,6532.999712109566,0.05815227905994502,4420.087435632944,0.0393445843185693,86550.87865078449,0.7704165115535592
4,4,2,112014.64266795665,56006.04712613858,23334.0665276628,1.400183742501239,16792.940182745457,111851.44764709473,4199.592864006758,0.037491463294272595,73126.1038043201,0.6528262918365657,2662.325983479619,0.023767660370720572,6537.029941886663,0.05835870905971003,4634.6478594094515,0.04137537512080335,86652.44019544125,0.7735813651819057
