label,wave,iteration,scheduler_iteration,worker_dp_rank,ep_rank,layer,total_assignments,dispatched_rows,runtime_m,delay_ms,measured,pre_moe_cuda_ms,prepare_host_ms,dispatch_cuda_ms,expert_cuda_ms,combine_cuda_ms,event_wait_cuda_ms,ep_entry_to_done_ms
A_bal_4k,1,0,35,0,0,32,4228,2052,2052,0.0,True,1.2349439859390259,0.319081,0.2690240144729614,0.5055680274963379,0.13785600662231445,0.11190400272607803,0.6787520051002502
A_bal_4k,1,0,35,0,0,33,2082,2032,2032,0.0,True,1.4399360418319702,0.511661,0.4639360010623932,0.46380800008773804,0.11798399686813354,0.0607680007815361,0.6244480013847351
A_bal_4k,1,0,35,0,0,34,4234,2052,2052,0.0,True,1.2776639461517334,0.337078,0.29097598791122437,0.48630398511886597,0.08745600283145905,0.042047999799251556,0.6084160208702087
A_bal_4k,1,0,35,0,0,35,5806,2052,2052,0.0,True,1.2739520072937012,0.320181,0.27107200026512146,0.5204480290412903,0.07507199794054031,0.06588800251483917,0.63155198097229
A_bal_4k,1,0,35,0,0,36,4122,2052,2052,0.0,True,1.2939200401306152,0.329607,0.2659519910812378,0.5022079944610596,0.1372479945421219,0.1034879982471466,0.6739519834518433
A_bal_4k,1,0,35,0,0,37,2086,2052,2052,0.0,True,1.3036160469055176,0.358265,0.31088000535964966,0.4509440064430237,0.12358400225639343,0.044224001467227936,0.6086400151252747
A_bal_4k,1,0,35,0,0,38,4130,2052,2052,0.0,True,1.2845439910888672,0.339783,0.2771199941635132,0.4914880096912384,0.12025599926710129,0.1032319962978363,0.6451519727706909
A_bal_4k,1,0,35,0,0,39,3116,2052,2052,0.0,True,1.3152320384979248,0.360467,0.31254398822784424,0.48927998542785645,0.10268799960613251,0.06924799829721451,0.6345599889755249
A_bal_4k,1,0,35,0,0,40,1352,1330,1330,0.0,True,1.3051520586013794,0.337425,0.2882559895515442,0.42374399304389954,0.17897599935531616,0.0963200032711029,0.6461120247840881
A_bal_4k,1,0,35,0,0,41,46,20,20,0.0,True,1.2673280239105225,0.329364,0.2816320061683655,0.3899199962615967,0.21539199352264404,0.13158400356769562,0.6789439916610718
A_bal_4k,1,0,35,0,0,42,2026,1966,1966,0.0,True,1.3234879970550537,0.346171,0.2948479950428009,0.4673599898815155,0.11423999816179276,0.06995200365781784,0.6180800199508667
A_bal_4k,1,0,35,0,0,43,2070,2052,2052,0.0,True,1.2537920475006104,0.323215,0.2722879946231842,0.4570559859275818,0.10012800246477127,0.04163200035691261,0.5927680134773254
A_bal_4k,1,0,35,0,0,44,2086,2050,2050,0.0,True,1.3005119562149048,0.330532,0.27926400303840637,0.45766401290893555,0.10655999928712845,0.03673600032925606,0.6022719740867615
A_bal_4k,1,0,35,0,0,45,4066,2052,2052,0.0,True,1.2519999742507935,0.316955,0.2651199996471405,0.495168000459671,0.07184000313282013,0.040991999208927155,0.6021440029144287
A_bal_4k,1,0,35,0,0,46,2126,2052,2052,0.0,True,1.2638720273971558,0.315995,0.2683199942111969,0.48313599824905396,0.1231359988451004,0.06700800359249115,0.6410880088806152
A_bal_4k,1,0,35,0,0,47,42,18,18,0.0,True,1.2463359832763672,0.311104,0.26447999477386475,0.4033600091934204,0.2799359858036041,0.19439999759197235,0.7591040134429932
A_bal_4k,1,0,36,0,0,0,20,4,4,0.0,True,1.3601280450820923,0.344261,0.289792001247406,0.4086399972438812,0.12355200201272964,0.012736000120639801,0.6328960061073303
A_bal_4k,1,0,36,0,0,1,22,4,4,0.0,True,1.1813119649887085,0.337145,0.2818880081176758,0.37379199266433716,0.11481600254774094,0.011839999817311764,0.5678399801254272
A_bal_4k,1,0,36,0,0,2,20,4,4,0.0,True,1.1996480226516724,0.326499,0.2794559895992279,0.38896000385284424,0.11548800021409988,0.01104000024497509,0.5816320180892944
A_bal_4k,1,0,36,0,0,3,24,4,4,0.0,True,1.1604160070419312,0.331766,0.2821440100669861,0.3837760090827942,0.11744000017642975,0.01664000004529953,0.5828480124473572
A_bal_4k,1,0,36,0,0,4,26,4,4,0.0,True,1.2351360321044922,0.37856,0.3278079926967621,0.39532798528671265,0.11868800222873688,0.01196799986064434,0.5967360138893127
A_bal_4k,1,0,36,0,0,5,16,2,2,0.0,True,1.1512320041656494,0.334605,0.2863039970397949,0.3932479918003082,0.11270400136709213,0.011680000461637974,0.5937920212745667
A_bal_4k,1,0,36,0,0,6,20,4,4,0.0,True,1.1652159690856934,0.32931,0.28303998708724976,0.39820799231529236,0.11619199812412262,0.011839999817311764,0.5943359732627869
A_bal_4k,1,0,36,0,0,7,18,4,4,0.0,True,1.1967040300369263,0.323594,0.27558401226997375,0.3930560052394867,0.11747200042009354,0.01158399973064661,0.5905280113220215
A_bal_4k,1,0,36,0,0,8,18,4,4,0.0,True,1.1687359809875488,0.320204,0.2752319872379303,0.365664005279541,0.13235199451446533,0.04710400104522705,0.5677760243415833
A_bal_4k,1,0,36,0,0,9,20,4,4,0.0,True,1.199072003364563,0.364194,0.3198400139808655,0.3868800103664398,0.11068800091743469,0.011807999573647976,0.5778239965438843
A_bal_4k,1,0,36,0,0,10,18,4,4,0.0,True,1.2045120000839233,0.330112,0.2818880081176758,0.3901439905166626,0.11023999750614166,0.011680000461637974,0.5807039737701416
A_bal_4k,1,0,36,0,0,11,22,4,4,0.0,True,1.1839040517807007,0.350243,0.3038719892501831,0.5223680138587952,0.11497599631547928,0.011872000060975552,0.7187520265579224
A_bal_4k,1,0,36,0,0,12,16,2,2,0.0,True,1.190176010131836,0.319592,0.27055999636650085,0.39926400780677795,0.12720000743865967,0.012160000391304493,0.608672022819519
A_bal_4k,1,0,36,0,0,13,22,4,4,0.0,True,1.1321920156478882,0.31132,0.2616640031337738,0.3786880075931549,0.11513599753379822,0.01235199999064207,0.5828160047531128
A_bal_4k,1,0,36,0,0,14,22,4,4,0.0,True,1.2243200540542603,0.317038,0.2682560086250305,0.37305599451065063,0.12745599448680878,0.011455999687314034,0.5883839726448059
A_bal_4k,1,0,36,0,0,15,20,4,4,0.0,True,1.1503679752349854,0.319711,0.2720319926738739,0.3925760090351105,0.1292479932308197,0.01158399973064661,0.6020799875259399
A_bal_4k,1,0,36,0,0,16,20,4,4,0.0,True,1.178655982017517,0.315169,0.2651199996471405,0.3972800076007843,0.13315199315547943,0.012319999746978283,0.6137920022010803
A_bal_4k,1,0,36,0,0,17,22,4,4,0.0,True,1.1257280111312866,0.312557,0.2627519965171814,0.38947200775146484,0.11727999895811081,0.011744000017642975,0.5877439975738525
A_bal_4k,1,0,36,0,0,18,20,4,4,0.0,True,1.1476479768753052,0.307362,0.260672003030777,0.3826879858970642,0.12703999876976013,0.044064000248909,0.581824004650116
A_bal_4k,1,0,36,0,0,19,18,4,4,0.0,True,1.2097920179367065,0.354199,0.30713599920272827,0.36534398794174194,0.10825599730014801,0.016767999157309532,0.5498239994049072
A_bal_4k,1,0,36,0,0,20,16,2,2,0.0,True,1.1851520538330078,0.314233,0.26633599400520325,0.3928000032901764,0.10979200154542923,0.011744000017642975,0.5841599702835083
A_bal_4k,1,0,36,0,0,21,20,4,4,0.0,True,1.1409599781036377,0.329071,0.27932798862457275,0.38444799184799194,0.11612799763679504,0.011711999773979187,0.5830399990081787
A_bal_4k,1,0,36,0,0,22,16,2,2,0.0,True,1.181439995765686,0.316524,0.2674880027770996,0.38787201046943665,0.11196800321340561,0.011839999817311764,0.5808320045471191
A_bal_4k,1,0,36,0,0,23,22,4,4,0.0,True,1.1442240476608276,0.305284,0.26009601354599,0.38038399815559387,0.2513920068740845,0.17148800194263458,0.7016639709472656
A_bal_4k,1,0,36,0,0,24,16,2,2,0.0,True,1.3464959859848022,0.467909,0.41571199893951416,0.39158400893211365,0.12947200238704681,0.012480000033974648,0.6015999913215637
A_bal_4k,1,0,36,0,0,25,20,4,4,0.0,True,1.1604160070419312,0.320183,0.2727679908275604,0.38604798913002014,0.1340479999780655,0.011839999817311764,0.6078720092773438
A_bal_4k,1,0,36,0,0,26,22,4,4,0.0,True,1.1883519887924194,0.314473,0.26681599020957947,0.401311993598938,0.11875200271606445,0.01244799979031086,0.6159679889678955
A_bal_4k,1,0,36,0,0,27,22,4,4,0.0,True,1.1490240097045898,0.315149,0.26524800062179565,0.3935360014438629,0.13529600203037262,0.01228800043463707,0.6119359731674194
A_bal_4k,1,0,36,0,0,28,18,4,4,0.0,True,1.180448055267334,0.311891,0.26281601190567017,0.3952000141143799,0.1348479986190796,0.014112000353634357,0.6296960115432739
A_bal_4k,1,0,36,0,0,29,22,4,4,0.0,True,1.1943360567092896,0.3205,0.27327999472618103,0.40806400775909424,0.11452800035476685,0.01142400037497282,0.6049280166625977
A_bal_4k,1,0,36,0,0,30,24,4,4,0.0,True,1.155168056488037,0.299823,0.25548800826072693,0.3846080005168915,0.20774400234222412,0.12198399752378464,0.6652479767799377
A_bal_4k,1,0,36,0,0,31,20,4,4,0.0,True,1.2297600507736206,0.380859,0.3349759876728058,0.38364800810813904,0.11088000237941742,0.011648000217974186,0.5706560015678406
A_bal_4k,1,0,36,0,0,32,18,4,4,0.0,True,1.2716799974441528,0.430402,0.38284799456596375,0.4062719941139221,0.11548800021409988,0.01190400030463934,0.6013439893722534
A_bal_4k,1,0,36,0,0,33,20,4,4,0.0,True,1.1579840183258057,0.315143,0.2645440101623535,0.39820799231529236,0.13142399489879608,0.021983999758958817,0.6185600161552429
A_bal_4k,1,0,36,0,0,34,18,4,4,0.0,True,1.1622400283813477,0.347223,0.29228800535202026,0.40534400939941406,0.11446399986743927,0.011327999643981457,0.605184018611908
A_bal_4k,1,0,36,0,0,35,20,4,4,0.0,True,1.1425280570983887,0.306518,0.2579840123653412,0.41420799493789673,0.12697599828243256,0.012095999903976917,0.6239680051803589
A_bal_4k,1,0,36,0,0,36,16,2,2,0.0,True,1.1475839614868164,0.295813,0.251008003950119,0.4066559970378876,0.11795199662446976,0.012000000104308128,0.6053760051727295
A_bal_4k,1,0,36,0,0,37,18,4,4,0.0,True,1.144544005393982,0.303575,0.25760000944137573,0.3829439878463745,0.1157120019197464,0.011744000017642975,0.5838720202445984
A_bal_4k,1,0,36,0,0,38,18,4,4,0.0,True,1.1823680400848389,0.308531,0.26307201385498047,0.4078400135040283,0.11443199962377548,0.02163200080394745,0.6028479933738708
A_bal_4k,1,0,36,0,0,39,22,4,4,0.0,True,1.1565120220184326,0.313422,0.2654719948768616,0.4070720076560974,0.11472000181674957,0.01244799979031086,0.6032320261001587
A_bal_4k,1,0,36,0,0,40,20,4,4,0.0,True,1.1603840589523315,0.306469,0.25839999318122864,0.41225600242614746,0.12003199756145477,0.01206399966031313,0.620576024055481
A_bal_4k,1,0,36,0,0,41,18,4,4,0.0,True,1.1593279838562012,0.31076,0.26335999369621277,0.40985599160194397,0.135903999209404,0.011455999687314034,0.6291840076446533
A_bal_4k,1,0,36,0,0,42,20,4,4,0.0,True,1.1425600051879883,0.308951,0.26073598861694336,0.4100480079650879,0.1149120032787323,0.012128000147640705,0.6120960116386414
A_bal_4k,1,0,36,0,0,43,18,4,4,0.0,True,1.1279040575027466,0.31429,0.26652801036834717,0.4249280095100403,0.11398400366306305,0.011744000017642975,0.6209920048713684
A_bal_4k,1,0,36,0,0,44,24,4,4,0.0,True,1.137887954711914,0.296947,0.2523519992828369,0.4780479967594147,0.12195199728012085,0.012032000347971916,0.6869440078735352
A_bal_4k,1,0,36,0,0,45,20,4,4,0.0,True,1.1579519510269165,0.300083,0.2549760043621063,0.39635199308395386,0.13132800161838531,0.015968000516295433,0.6071680188179016
A_bal_4k,1,0,36,0,0,46,18,4,4,0.0,True,1.1448639631271362,0.299832,0.25468799471855164,0.4169920086860657,0.11151999980211258,0.01142400037497282,0.6072319746017456
A_bal_4k,1,0,36,0,0,47,18,4,4,0.0,True,1.1535999774932861,0.307972,0.25939199328422546,0.41065600514411926,0.13097600638866425,0.01206399966031313,0.6310080289840698
A_bal_4k,1,0,37,0,0,0,40,14,14,0.0,True,1.6749440431594849,0.43154,0.35891199111938477,0.43590399622917175,0.65830397605896,0.564736008644104,1.1987199783325195
A_bal_4k,1,0,37,0,0,1,12340,6152,6152,0.0,True,1.185088038444519,0.394973,0.33184000849723816,0.892192006111145,0.15689599514007568,0.14537599682807922,1.0930240154266357
A_bal_4k,1,0,37,0,0,2,6166,6140,6140,0.0,True,1.6009279489517212,0.387929,0.3288320004940033,0.7879359722137451,0.20662400126457214,0.195360004901886,1.037824034690857
A_bal_4k,1,0,37,0,0,3,550,434,434,0.0,True,1.4196480512619019,0.354079,0.30326399207115173,0.42694398760795593,0.7700160145759583,0.6804159879684448,1.2706559896469116
A_bal_4k,1,0,37,0,0,4,15736,6152,6152,0.0,True,1.2010560035705566,0.60617,0.5852800011634827,0.8937600255012512,0.15801599621772766,0.146464005112648,1.0798399448394775
A_bal_4k,1,0,37,0,0,5,12376,6152,6152,0.0,True,1.1146559715270996,0.353318,0.3012799918651581,0.8473920226097107,0.18003199994564056,0.16838400065898895,1.06278395652771
A_bal_4k,1,0,37,0,0,6,12310,6146,6146,0.0,True,1.4204479455947876,0.317615,0.29446399211883545,0.8061439990997314,0.21132799983024597,0.19974400103092194,1.0538239479064941
A_bal_4k,1,0,37,0,0,7,6178,6128,6128,0.0,True,1.0682560205459595,0.30655,0.2887359857559204,0.6988160014152527,0.33164799213409424,0.3200640082359314,1.0537279844284058
A_bal_4k,1,0,37,0,0,8,6298,6152,6152,0.0,True,1.0661439895629883,0.310973,0.2868160009384155,0.7559040188789368,0.29763200879096985,0.28601598739624023,1.0843199491500854
A_bal_4k,1,0,37,0,0,9,6118,6032,6032,0.0,True,1.0376960039138794,0.312211,0.2805120050907135,0.7075200080871582,0.41600000858306885,0.4049279987812042,1.1608320474624634
A_bal_4k,1,0,37,0,0,10,12430,6152,6152,0.0,True,0.9417279958724976,0.309769,0.2783679962158203,0.8067839741706848,0.25964799523353577,0.24799999594688416,1.1005120277404785
A_bal_4k,1,0,37,0,0,11,18502,6152,6152,0.0,True,1.1666560173034668,0.400067,0.34694400429725647,0.9933760166168213,0.1579200029373169,0.14627200365066528,1.2114880084991455
A_bal_4k,1,0,37,0,0,12,12394,6152,6152,0.0,True,1.5147199630737305,0.429727,0.37049600481987,0.8787199854850769,0.1579200029373169,0.14655999839305878,1.0805120468139648
A_bal_4k,1,0,37,0,0,13,6964,6152,6152,0.0,True,1.407039999961853,0.306124,0.28431999683380127,0.7482240200042725,0.39423999190330505,0.3829759955406189,1.1752640008926392
A_bal_4k,1,0,37,0,0,14,24160,6152,6152,0.0,True,1.0111360549926758,0.322614,0.28035199642181396,0.9773120284080505,0.15385599434375763,0.142752006649971,1.1672320365905762
A_bal_4k,1,0,37,0,0,15,544,344,344,0.0,True,1.0075520277023315,0.334429,0.28336000442504883,0.4201279878616333,0.7819520235061646,0.6908159852027893,1.2722560167312622
A_bal_4k,1,0,37,0,0,16,6274,6140,6140,0.0,True,0.8641600012779236,0.306027,0.2833920121192932,0.7363200187683105,0.3612160086631775,0.3495999872684479,1.1314239501953125
A_bal_4k,1,0,37,0,0,17,12484,6152,6152,0.0,True,1.003167986869812,0.29411,0.27907198667526245,0.8074880242347717,0.22991999983787537,0.2186560034751892,1.059615969657898
A_bal_4k,1,0,37,0,0,18,874,830,830,0.0,True,1.1565439701080322,0.318193,0.27699199318885803,0.45151999592781067,0.6778560280799866,0.5911999940872192,1.1871360540390015
A_bal_4k,1,0,37,0,0,19,12550,6152,6152,0.0,True,0.9793599843978882,0.334566,0.2808000147342682,0.8101440072059631,0.22060799598693848,0.2088959962129593,1.065600037574768
A_bal_4k,1,0,37,0,0,20,6148,6104,6104,0.0,True,1.072383999824524,0.321736,0.2902719974517822,0.7094079852104187,0.3415359854698181,0.3301759958267212,1.0758399963378906
A_bal_4k,1,0,37,0,0,21,16738,6152,6152,0.0,True,1.007200002670288,0.295162,0.27904000878334045,0.8838719725608826,0.16441600024700165,0.15302400290966034,1.0745279788970947
A_bal_4k,1,0,37,0,0,22,12316,6152,6152,0.0,True,1.0800000429153442,0.303057,0.28575998544692993,0.7790399789810181,0.24963200092315674,0.23814399540424347,1.0560959577560425
A_bal_4k,1,0,37,0,0,23,26788,6152,6152,0.0,True,1.0519039630889893,0.304244,0.2856000065803528,1.0339839458465576,0.15804800391197205,0.14662399888038635,1.2188479900360107
A_bal_4k,1,0,37,0,0,24,12628,6152,6152,0.0,True,0.9045760035514832,0.299612,0.2831679880619049,0.9584320187568665,0.15718400478363037,0.1456640064716339,1.1608959436416626
A_bal_4k,1,0,37,0,0,25,8170,6152,6152,0.0,True,1.3389760255813599,0.319341,0.28780800104141235,0.7430400252342224,0.2913599908351898,0.2799359858036041,1.0695359706878662
A_bal_4k,1,0,37,0,0,26,12202,6152,6152,0.0,True,1.0477440357208252,0.300999,0.28489598631858826,0.8136320114135742,0.3033280074596405,0.2918719947338104,1.1414079666137695
A_bal_4k,1,0,37,0,0,27,12280,6140,6140,0.0,True,0.9943680167198181,0.305283,0.28060799837112427,0.832863986492157,0.21929599344730377,0.20742399990558624,1.0835200548171997
A_bal_4k,1,0,37,0,0,28,18586,6140,6140,0.0,True,1.390112042427063,0.678332,0.6383360028266907,0.9152640104293823,0.327455997467041,0.31625598669052124,1.277567982673645
A_bal_4k,1,0,37,0,0,29,23530,6152,6152,0.0,True,0.8711360096931458,0.319557,0.28441599011421204,0.9893760085105896,0.1554879993200302,0.14457599818706512,1.179103970527649
A_bal_4k,1,0,37,0,0,30,12250,6152,6152,0.0,True,0.9277120232582092,0.308111,0.28515198826789856,0.8326399922370911,0.1944960057735443,0.18326400220394135,1.0584319829940796
A_bal_4k,1,0,37,0,0,31,18172,6152,6152,0.0,True,1.075808048248291,0.302668,0.28435200452804565,0.9222080111503601,0.15676799416542053,0.1451520025730133,1.1051839590072632
A_bal_4k,1,0,37,0,0,32,12652,6152,6152,0.0,True,1.0124160051345825,0.329116,0.2892799973487854,0.8210560083389282,0.3001599907875061,0.28863999247550964,1.1630719900131226
A_bal_4k,1,0,37,0,0,33,6214,6092,6092,0.0,True,0.9752640128135681,0.331185,0.28777599334716797,0.7088320255279541,0.3537279963493347,0.34195199608802795,1.0986239910125732
A_bal_4k,1,0,37,0,0,34,12670,6152,6152,0.0,True,1.023743987083435,0.300763,0.28249600529670715,0.8072320222854614,0.15481600165367126,0.14345599710941315,1.0050560235977173
A_bal_4k,1,0,37,0,0,35,17386,6152,6152,0.0,True,1.1245759725570679,0.299065,0.2845439910888672,0.8615040183067322,0.15663999319076538,0.14521600306034088,1.0478399991989136
A_bal_4k,1,0,37,0,0,36,12334,6152,6152,0.0,True,1.1312960386276245,0.414037,0.3646399974822998,0.8434240221977234,0.31491199135780334,0.3036800026893616,1.2000000476837158
A_bal_4k,1,0,37,0,0,37,6226,6152,6152,0.0,True,0.9522240161895752,0.321368,0.2842879891395569,0.710207998752594,0.3354560136795044,0.32393598556518555,1.0871360301971436
A_bal_4k,1,0,37,0,0,38,12358,6152,6152,0.0,True,1.0605119466781616,0.328537,0.3025279939174652,0.8003519773483276,0.24102400243282318,0.2295680046081543,1.077728033065796
A_bal_4k,1,0,37,0,0,39,9316,6152,6152,0.0,True,1.0312319993972778,0.321219,0.29555198550224304,0.7631360292434692,0.3293760120868683,0.3176000118255615,1.1247999668121338
A_bal_4k,1,0,37,0,0,40,4024,3986,3986,0.0,True,1.0156160593032837,0.304463,0.2837759852409363,0.5870720148086548,0.5668799877166748,0.5554879903793335,1.1812160015106201
A_bal_4k,1,0,37,0,0,41,106,56,56,0.0,True,0.932479977607727,0.316671,0.2662079930305481,0.42553600668907166,0.7789440155029297,0.6950079798698425,1.27839994430542
A_bal_4k,1,0,37,0,0,42,6046,5894,5894,0.0,True,0.8811519742012024,0.329867,0.2808319926261902,0.7162560224533081,0.323168009519577,0.31164801120758057,1.0754239559173584
A_bal_4k,1,0,37,0,0,43,6178,6152,6152,0.0,True,1.1380159854888916,0.347671,0.312608003616333,0.728767991065979,0.3249279856681824,0.31331199407577515,1.089568018913269
A_bal_4k,1,0,37,0,0,44,6226,6146,6146,0.0,True,1.0505599975585938,0.305188,0.27926400303840637,0.7187520265579224,0.3189760148525238,0.3073279857635498,1.070688009262085
A_bal_4k,1,0,37,0,0,45,12166,6152,6152,0.0,True,1.0943679809570312,0.33041,0.3004159927368164,0.8093119859695435,0.2568640112876892,0.24563199281692505,1.1008000373840332
A_bal_4k,1,0,37,0,0,46,6346,6152,6152,0.0,True,1.0103679895401,0.308285,0.28431999683380127,0.7391359806060791,0.36188799142837524,0.35075199604034424,1.1338560581207275
A_bal_4k,1,0,37,0,0,47,94,50,50,0.0,True,1.015552043914795,0.330329,0.279231995344162,0.42719998955726624,0.7181119918823242,0.6284800171852112,1.2198400497436523
A_bal_4k,1,0,38,0,0,0,20,4,4,0.0,True,1.3215999603271484,0.343795,0.29078400135040283,0.3961920142173767,0.14262400567531586,0.01235199999064207,0.6249920129776001
A_bal_4k,1,0,38,0,0,1,22,4,4,0.0,True,1.1817599534988403,0.334392,0.2727360129356384,0.4028480052947998,0.11897599697113037,0.012703999876976013,0.6036800146102905
A_bal_4k,1,0,38,0,0,2,20,4,4,0.0,True,1.1666879653930664,0.311553,0.2648319900035858,0.3993600010871887,0.11078400164842606,0.011776000261306763,0.589024007320404
