label,wave,iteration,scheduler_iteration,worker_dp_rank,ep_rank,layer,total_assignments,dispatched_rows,runtime_m,delay_ms,measured,pre_moe_cuda_ms,prepare_host_ms,dispatch_cuda_ms,expert_cuda_ms,combine_cuda_ms,event_wait_cuda_ms,ep_entry_to_done_ms
B_het_4k_first,1,0,54,1,1,44,0,0,0,0.0,True,1.4343039989471436,0.902838,0.8574720025062561,0.01398400031030178,0.6829760074615479,0.6114879846572876,0.7778239846229553
B_het_4k_first,1,0,54,1,1,45,4,4,4,0.0,True,1.4954880475997925,1.279427,1.228991985321045,0.3903999924659729,0.26025599241256714,0.16316799819469452,0.7257279753684998
B_het_4k_first,1,0,54,1,1,46,4,4,4,0.0,True,1.458400011062622,0.729193,0.6808000206947327,0.38960000872612,0.28832000494003296,0.2038400024175644,0.7623040080070496
B_het_4k_first,1,0,54,1,1,47,8,4,4,0.0,True,1.429919958114624,0.742483,0.6954560279846191,0.3925760090351105,0.31094399094581604,0.2335360050201416,0.7753279805183411
B_het_4k_first,1,0,55,1,1,0,15,4,4,0.0,True,1.5798720121383667,0.693136,0.6397119760513306,0.41145598888397217,0.2664960026741028,0.17824000120162964,0.7595840096473694
B_het_4k_first,1,0,55,1,1,1,12,4,4,0.0,True,1.4733760356903076,0.762761,0.7144320011138916,0.40358400344848633,0.2768320143222809,0.1897280067205429,0.7560639977455139
B_het_4k_first,1,0,55,1,1,2,4,4,4,0.0,True,1.4642239809036255,0.767724,0.7203519940376282,0.3963199853897095,0.25644800066947937,0.17555199563503265,0.725600004196167
B_het_4k_first,1,0,55,1,1,3,0,0,0,0.0,True,1.4752960205078125,0.794616,0.7451519966125488,0.014047999866306782,0.6919040083885193,0.6176959872245789,0.7822080254554749
B_het_4k_first,1,0,55,1,1,4,4,4,4,0.0,True,1.4718400239944458,1.240996,1.19542396068573,0.38809600472450256,0.2879039943218231,0.1895039975643158,0.7470719814300537
B_het_4k_first,1,0,55,1,1,5,4,4,4,0.0,True,1.4875520467758179,0.811363,0.7651839852333069,0.39827200770378113,0.2520959973335266,0.16940799355506897,0.7309439778327942
B_het_4k_first,1,0,55,1,1,6,8,4,4,0.0,True,1.4516160488128662,0.712315,0.6625279784202576,0.41887998580932617,0.30112001299858093,0.2173440009355545,0.7930240035057068
B_het_4k_first,1,0,55,1,1,7,12,4,4,0.0,True,1.4467519521713257,0.760717,0.7132160067558289,0.3985599875450134,0.29043200612068176,0.2104959934949875,0.7615360021591187
B_het_4k_first,1,0,55,1,1,8,16,4,4,0.0,True,1.4604480266571045,0.822239,0.7730559706687927,0.4145919978618622,0.1334719955921173,0.013151999562978745,0.6338559985160828
B_het_4k_first,1,0,55,1,1,9,16,4,4,0.0,True,1.0425280332565308,0.330935,0.2869440019130707,0.3895680010318756,0.2794879972934723,0.1942719966173172,0.7428479790687561
B_het_4k_first,1,0,55,1,1,10,5,4,4,0.0,True,1.4554879665374756,0.778606,0.7338879704475403,0.39238399267196655,0.2890560030937195,0.19356800615787506,0.767520010471344
B_het_4k_first,1,0,55,1,1,11,8,4,4,0.0,True,1.47324800491333,0.758616,0.7134720087051392,0.39046400785446167,0.29286399483680725,0.20943999290466309,0.7575680017471313
B_het_4k_first,1,0,55,1,1,12,8,4,4,0.0,True,1.4474560022354126,0.798342,0.7369599938392639,0.530784010887146,0.18028800189495087,0.09462399780750275,0.7886719703674316
B_het_4k_first,1,0,55,1,1,13,4,4,4,0.0,True,1.45414400100708,0.701111,0.6516479849815369,0.4058240056037903,0.25225600600242615,0.17001600563526154,0.7331839799880981
B_het_4k_first,1,0,55,1,1,14,12,4,4,0.0,True,1.4767680168151855,0.812914,0.7683519721031189,0.38444799184799194,0.31331199407577515,0.22617599368095398,0.7761600017547607
B_het_4k_first,1,0,55,1,1,15,4,4,4,0.0,True,1.4323840141296387,0.795957,0.749504029750824,0.3917439877986908,0.2707200050354004,0.17148800194263458,0.7376959919929504
B_het_4k_first,1,0,55,1,1,16,8,4,4,0.0,True,1.4815679788589478,0.778903,0.7340480089187622,0.38038399815559387,0.29996800422668457,0.21449600160121918,0.7536320090293884
B_het_4k_first,1,0,55,1,1,17,0,0,0,0.0,True,1.4026559591293335,0.744741,0.6988160014152527,0.012896000407636166,0.715391993522644,0.6365119814872742,0.8003519773483276
B_het_4k_first,1,0,55,1,1,18,4,4,4,0.0,True,1.4672000408172607,1.252131,1.2063039541244507,0.39606401324272156,0.2672320008277893,0.18694399297237396,0.7388160228729248
B_het_4k_first,1,0,55,1,1,19,12,4,4,0.0,True,1.44595205783844,0.762547,0.716543972492218,0.403872013092041,0.2951039969921112,0.20582400262355804,0.7737600207328796
B_het_4k_first,1,0,55,1,1,20,12,4,4,0.0,True,1.4445439577102661,0.742775,0.6889920234680176,0.36579200625419617,0.33190399408340454,0.22947199642658234,0.7703040242195129
B_het_4k_first,1,0,55,1,1,21,12,4,4,0.0,True,1.450495958328247,0.835667,0.7911999821662903,0.4018239974975586,0.258976012468338,0.17734399437904358,0.7320640087127686
B_het_4k_first,1,0,55,1,1,22,16,4,4,0.0,True,1.4362560510635376,0.767528,0.7177919745445251,0.39792001247406006,0.29788801074028015,0.21571199595928192,0.7704640030860901
B_het_4k_first,1,0,55,1,1,23,8,4,4,0.0,True,1.4477119445800781,0.799352,0.7487040162086487,0.38844799995422363,0.28486400842666626,0.20182399451732635,0.7512639760971069
B_het_4k_first,1,0,55,1,1,24,12,4,4,0.0,True,1.477471947669983,0.796631,0.7459840178489685,0.3993920087814331,0.22035199403762817,0.13542400300502777,0.6959999799728394
B_het_4k_first,1,0,55,1,1,25,4,4,4,0.0,True,1.5122239589691162,0.783036,0.7362239956855774,0.4100480079650879,0.26156800985336304,0.17526400089263916,0.749567985534668
B_het_4k_first,1,0,55,1,1,26,16,4,4,0.0,True,1.4094719886779785,0.724217,0.6775040030479431,0.3763520121574402,0.31910398602485657,0.23475199937820435,0.7694720029830933
B_het_4k_first,1,0,55,1,1,27,4,4,4,0.0,True,1.4870400428771973,0.793686,0.7470080256462097,0.39238399267196655,0.4203200042247772,0.34009599685668945,0.8860480189323425
B_het_4k_first,1,0,55,1,1,28,11,4,4,0.0,True,1.4730240106582642,0.963524,0.9136000275611877,0.4081920087337494,0.2786239981651306,0.19353599846363068,0.7636799812316895
B_het_4k_first,1,0,55,1,1,29,8,4,4,0.0,True,1.4519360065460205,0.753812,0.7070720195770264,0.4134080111980438,0.27856001257896423,0.1950719952583313,0.7678400278091431
B_het_4k_first,1,0,55,1,1,30,8,4,4,0.0,True,1.4318079948425293,0.75386,0.6999040246009827,0.39318400621414185,0.3232319951057434,0.2375359982252121,0.792576014995575
B_het_4k_first,1,0,55,1,1,31,20,4,4,0.0,True,1.4576959609985352,0.812194,0.7664639949798584,0.3646079897880554,0.2715519964694977,0.18928000330924988,0.7058560252189636
B_het_4k_first,1,0,55,1,1,32,12,4,4,0.0,True,1.487104058265686,0.810648,0.7650880217552185,0.38675200939178467,0.2850559949874878,0.20070399343967438,0.7446079850196838
B_het_4k_first,1,0,55,1,1,33,8,4,4,0.0,True,1.4627840518951416,0.801368,0.7508479952812195,0.3961920142173767,0.27008000016212463,0.17215999960899353,0.7476159930229187
B_het_4k_first,1,0,55,1,1,34,4,4,4,0.0,True,1.511680006980896,0.831715,0.7837759852409363,0.4029119908809662,0.25673601031303406,0.17315199971199036,0.7340160012245178
B_het_4k_first,1,0,55,1,1,35,4,4,4,0.0,True,1.4279680252075195,0.746305,0.7012799978256226,0.38524800539016724,0.31939199566841125,0.23852799832820892,0.7745280265808105
B_het_4k_first,1,0,55,1,1,36,12,4,4,0.0,True,1.4722559452056885,0.8253,0.7793279886245728,0.4034239947795868,0.28806400299072266,0.20716799795627594,0.7640960216522217
B_het_4k_first,1,0,55,1,1,37,8,4,4,0.0,True,1.4763519763946533,0.819081,0.7724800109863281,0.4143039882183075,0.26502400636672974,0.18188799917697906,0.7539200186729431
B_het_4k_first,1,0,55,1,1,38,8,4,4,0.0,True,1.4766720533370972,0.787052,0.7363520264625549,0.40294399857521057,0.26284798979759216,0.17686399817466736,0.7425919771194458
B_het_4k_first,1,0,55,1,1,39,8,4,4,0.0,True,1.4264639616012573,0.759072,0.7120959758758545,0.40534400939941406,0.3118079900741577,0.22368000447750092,0.7939199805259705
B_het_4k_first,1,0,55,1,1,40,8,4,4,0.0,True,1.459455966949463,0.804499,0.757856011390686,0.36640000343322754,0.2845759987831116,0.20396800339221954,0.7229440212249756
B_het_4k_first,1,0,55,1,1,41,4,4,4,0.0,True,1.5140479803085327,0.856905,0.8093119859695435,0.38627201318740845,0.2510719895362854,0.16998399794101715,0.7095040082931519
B_het_4k_first,1,0,55,1,1,42,4,4,4,0.0,True,1.438431978225708,0.776859,0.7329599857330322,0.4276160001754761,0.2560960054397583,0.15107199549674988,0.7687680125236511
B_het_4k_first,1,0,55,1,1,43,4,4,4,0.0,True,1.480288028717041,0.745708,0.7003520131111145,0.38761600852012634,0.26761600375175476,0.1789119988679886,0.7380800247192383
B_het_4k_first,1,0,55,1,1,44,0,0,0,0.0,True,1.405184030532837,0.710208,0.6633279919624329,0.013279999606311321,0.7148799896240234,0.6471999883651733,0.8000640273094177
B_het_4k_first,1,0,55,1,1,45,4,4,4,0.0,True,1.482591986656189,1.271946,1.2260479927062988,0.47385600209236145,0.20399999618530273,0.12070400267839432,0.7517759799957275
B_het_4k_first,1,0,55,1,1,46,4,4,4,0.0,True,1.4493759870529175,0.691651,0.6473600268363953,0.4053120017051697,0.312608003616333,0.22419199347496033,0.7944639921188354
B_het_4k_first,1,0,55,1,1,47,8,4,4,0.0,True,1.447551965713501,0.776417,0.7288960218429565,0.37644800543785095,0.2540479898452759,0.1674560010433197,0.7211520075798035
B_het_4k_first,1,0,56,1,1,0,15,4,4,0.0,True,1.514464020729065,0.636792,0.5835199952125549,0.4045119881629944,0.2812800109386444,0.20185600221157074,0.7608000040054321
B_het_4k_first,1,0,56,1,1,1,12,4,4,0.0,True,1.5229439735412598,0.849084,0.7703999876976013,0.37801599502563477,0.297791987657547,0.19676800072193146,0.7512000203132629
B_het_4k_first,1,0,56,1,1,2,4,4,4,0.0,True,1.428096055984497,0.763689,0.7179200053215027,0.43196800351142883,0.2746239900588989,0.18774400651454926,0.7820159792900085
B_het_4k_first,1,0,56,1,1,3,0,0,0,0.0,True,1.4235199689865112,0.723311,0.6726080179214478,0.013728000223636627,0.6540160179138184,0.5797759890556335,0.7575039863586426
B_het_4k_first,1,0,56,1,1,4,4,4,4,0.0,True,1.4593919515609741,1.201953,1.1591999530792236,0.37782400846481323,0.31939199566841125,0.23942400515079498,0.7703359723091125
B_het_4k_first,1,0,56,1,1,5,4,4,4,0.0,True,1.4323519468307495,0.769034,0.7232000231742859,0.3887999951839447,0.2955839931964874,0.21328000724315643,0.7719039916992188
B_het_4k_first,1,0,56,1,1,6,8,4,4,0.0,True,1.449728012084961,0.800494,0.7512959837913513,0.43215999007225037,0.258432000875473,0.17452800273895264,0.7702080011367798
B_het_4k_first,1,0,56,1,1,7,12,4,4,0.0,True,1.4663039445877075,0.768503,0.7167040109634399,0.412992000579834,0.25436800718307495,0.17203199863433838,0.7425280213356018
B_het_4k_first,1,0,56,1,1,8,16,4,4,0.0,True,1.4894399642944336,0.780338,0.7337599992752075,0.38230401277542114,0.11827199906110764,0.012608000077307224,0.5831680297851562
B_het_4k_first,1,0,56,1,1,9,16,4,4,0.0,True,1.076159954071045,0.30485,0.25865599513053894,0.38092800974845886,0.3142080008983612,0.23244799673557281,0.773248016834259
B_het_4k_first,1,0,56,1,1,10,8,4,4,0.0,True,1.4915200471878052,0.85676,0.8093439936637878,0.3927359879016876,0.2831040024757385,0.19961600005626678,0.7487040162086487
B_het_4k_first,1,0,56,1,1,11,8,4,4,0.0,True,1.4531199932098389,0.797051,0.7473599910736084,0.3800320029258728,0.4564160108566284,0.3717440068721771,0.9171839952468872
B_het_4k_first,1,0,56,1,1,12,8,4,4,0.0,True,1.4624639749526978,0.957243,0.8935999870300293,0.41312000155448914,0.2765440046787262,0.18934400379657745,0.7643839716911316
B_het_4k_first,1,0,56,1,1,13,4,4,4,0.0,True,1.4500800371170044,0.771745,0.7254080176353455,0.38304001092910767,0.2999359965324402,0.21859200298786163,0.7523519992828369
B_het_4k_first,1,0,56,1,1,14,12,4,4,0.0,True,1.5043840408325195,0.821916,0.773855984210968,0.3914240002632141,0.30160000920295715,0.2197760045528412,0.7666559815406799
B_het_4k_first,1,0,56,1,1,15,4,4,4,0.0,True,1.4451520442962646,0.818843,0.762336015701294,0.4078400135040283,0.30086401104927063,0.21353599429130554,0.7845759987831116
B_het_4k_first,1,0,56,1,1,16,8,4,4,0.0,True,1.463744044303894,0.841323,0.7944319844245911,0.39772799611091614,0.23414400219917297,0.14710399508476257,0.7175999879837036
B_het_4k_first,1,0,56,1,1,17,0,0,0,0.0,True,1.472000002861023,0.721725,0.6760640144348145,0.01360000018030405,0.7040640115737915,0.6357439756393433,0.7919039726257324
B_het_4k_first,1,0,56,1,1,18,4,4,4,0.0,True,1.4493119716644287,1.216978,1.1727999448776245,0.384799987077713,0.28537601232528687,0.20652799308300018,0.7500799894332886
B_het_4k_first,1,0,56,1,1,19,12,4,4,0.0,True,1.4479999542236328,0.810882,0.762112021446228,0.38700801134109497,0.2980160117149353,0.21328000724315643,0.7592319846153259
B_het_4k_first,1,0,56,1,1,20,12,4,4,0.0,True,1.4380799531936646,0.812514,0.7668160200119019,0.3638400137424469,0.28966400027275085,0.2059199959039688,0.7280960083007812
B_het_4k_first,1,0,56,1,1,21,12,4,4,0.0,True,1.4877760410308838,0.779972,0.7318400144577026,0.376800000667572,0.30511999130249023,0.20819200575351715,0.758080005645752
B_het_4k_first,1,0,56,1,1,22,16,4,4,0.0,True,1.3978240489959717,0.746119,0.6983039975166321,0.3700160086154938,0.331743985414505,0.24857600033283234,0.7728000283241272
B_het_4k_first,1,0,56,1,1,23,8,4,4,0.0,True,1.4722880125045776,0.837311,0.7853119969367981,0.39049598574638367,0.255295991897583,0.1722559928894043,0.7209600210189819
B_het_4k_first,1,0,56,1,1,24,12,4,4,0.0,True,1.4495999813079834,0.779617,0.7327359914779663,0.39206400513648987,0.3094080090522766,0.2094080001115799,0.7756479978561401
B_het_4k_first,1,0,56,1,1,25,4,4,4,0.0,True,1.4547200202941895,0.770604,0.7247040271759033,0.38892799615859985,0.2556479871273041,0.1584639996290207,0.7242879867553711
B_het_4k_first,1,0,56,1,1,26,16,4,4,0.0,True,1.4694080352783203,0.762625,0.7167680263519287,0.4076479971408844,0.23932799696922302,0.15324799716472626,0.7204160094261169
B_het_4k_first,1,0,56,1,1,27,4,4,4,0.0,True,1.4489599466323853,0.740745,0.6941440105438232,0.4025920033454895,0.3004480004310608,0.21942399442195892,0.7746559977531433
B_het_4k_first,1,0,56,1,1,28,11,4,4,0.0,True,1.4366719722747803,0.785978,0.7379199862480164,0.5028480291366577,0.1706240028142929,0.08316799998283386,0.7556160092353821
B_het_4k_first,1,0,56,1,1,29,8,4,4,0.0,True,1.452895998954773,0.692994,0.643455982208252,0.40031999349594116,0.22601599991321564,0.14300799369812012,0.6988800168037415
B_het_4k_first,1,0,56,1,1,30,8,4,4,0.0,True,1.5040639638900757,0.745767,0.6947199702262878,0.3860799968242645,0.28707200288772583,0.18863999843597412,0.7464960217475891
B_het_4k_first,1,0,56,1,1,31,20,4,4,0.0,True,1.4279680252075195,0.753754,0.7092800140380859,0.3890880048274994,0.2749119997024536,0.1900479942560196,0.7428799867630005
B_het_4k_first,1,0,56,1,1,32,8,4,4,0.0,True,1.4663360118865967,0.744277,0.6963840126991272,0.387935996055603,0.29155200719833374,0.20979200303554535,0.748960018157959
B_het_4k_first,1,0,56,1,1,33,8,4,4,0.0,True,1.4546560049057007,0.805718,0.7561600208282471,0.3826240003108978,0.3138880133628845,0.23030400276184082,0.7717120051383972
B_het_4k_first,1,0,56,1,1,34,4,4,4,0.0,True,1.506816029548645,0.870291,0.8197759985923767,0.4991999864578247,0.27136000990867615,0.16169600188732147,0.8619840145111084
B_het_4k_first,1,0,56,1,1,35,4,4,4,0.0,True,1.8118400573730469,0.931474,0.8666560053825378,0.4222719967365265,0.2824000120162964,0.19542400538921356,0.7865599989891052
B_het_4k_first,1,0,56,1,1,36,12,4,4,0.0,True,1.4265919923782349,0.762372,0.7168639898300171,0.39103999733924866,0.29654398560523987,0.2146880030632019,0.7613120079040527
B_het_4k_first,1,0,56,1,1,37,8,4,4,0.0,True,1.4834239482879639,0.818828,0.7579519748687744,0.38367998600006104,0.2722559869289398,0.17219200730323792,0.7322239875793457
B_het_4k_first,1,0,56,1,1,38,8,4,4,0.0,True,1.4444799423217773,0.767616,0.7175359725952148,0.376800000667572,0.3072640001773834,0.22604799270629883,0.7561920285224915
B_het_4k_first,1,0,56,1,1,39,8,4,4,0.0,True,1.4338879585266113,0.735987,0.6851199865341187,0.4092479944229126,0.2948159873485565,0.21212799847126007,0.7774080038070679
B_het_4k_first,1,0,56,1,1,40,8,4,4,0.0,True,1.4721920490264893,0.837462,0.7868480086326599,0.3914560079574585,0.26499199867248535,0.18012799322605133,0.731935977935791
B_het_4k_first,1,0,56,1,1,41,4,4,4,0.0,True,1.5006400346755981,0.833951,0.7864959836006165,0.3914240002632141,0.27497598528862,0.1945600062608719,0.7523519992828369
B_het_4k_first,1,0,56,1,1,42,4,4,4,0.0,True,1.4161280393600464,0.755572,0.7116479873657227,0.3947199881076813,0.3198400139808655,0.21740800142288208,0.7903680205345154
B_het_4k_first,1,0,56,1,1,43,4,4,4,0.0,True,1.4678399562835693,0.820315,0.7740799784660339,0.38655999302864075,0.4071359932422638,0.32019200921058655,0.866815984249115
B_het_4k_first,1,0,56,1,1,44,0,0,0,0.0,True,1.4824320077896118,0.941102,0.890496015548706,0.0144640002399683,0.6628479957580566,0.5916159749031067,0.7544639706611633
B_het_4k_first,1,0,56,1,1,45,4,4,4,0.0,True,1.4541759490966797,1.208182,1.161344051361084,0.3846080005168915,0.2948479950428009,0.2128320038318634,0.7594559788703918
B_het_4k_first,1,0,56,1,1,46,4,4,4,0.0,True,1.4446079730987549,0.777009,0.7297919988632202,0.38339200615882874,0.28726398944854736,0.19836799800395966,0.7577279806137085
B_het_4k_first,1,0,56,1,1,47,8,4,4,0.0,True,1.4463679790496826,0.813301,0.7662079930305481,0.4015359878540039,0.2698880136013031,0.1879040002822876,0.7462400197982788
B_het_4k_first,1,0,57,1,1,0,12,4,4,0.0,True,1.58515202999115,0.709472,0.6548159718513489,0.41148799657821655,0.32947200536727905,0.22649599611759186,0.8215360045433044
B_het_4k_first,1,0,57,1,1,1,12,4,4,0.0,True,1.4778560400009155,0.838223,0.7911999821662903,0.39056000113487244,0.28972798585891724,0.20684799551963806,0.7530879974365234
B_het_4k_first,1,0,57,1,1,2,4,4,4,0.0,True,1.474784016609192,0.808404,0.7579839825630188,0.39136001467704773,0.29020801186561584,0.20636799931526184,0.7576640248298645
B_het_4k_first,1,0,57,1,1,3,0,0,0,0.0,True,1.4262080192565918,0.748859,0.7017279863357544,0.014271999709308147,0.6413440108299255,0.5676800012588501,0.7440639734268188
B_het_4k_first,1,0,57,1,1,4,4,4,4,0.0,True,1.502079963684082,1.185203,1.1389440298080444,0.39926400780677795,0.2688640058040619,0.1724800020456314,0.743552029132843
B_het_4k_first,1,0,57,1,1,5,4,4,4,0.0,True,1.4531199932098389,0.772014,0.7270079851150513,0.39552000164985657,0.28892800211906433,0.2024960070848465,0.7574080228805542
B_het_4k_first,1,0,57,1,1,6,8,4,4,0.0,True,1.4448319673538208,0.754927,0.7077440023422241,0.40566399693489075,0.28863999247550964,0.20396800339221954,0.7674880027770996
B_het_4k_first,1,0,57,1,1,7,12,4,4,0.0,True,1.4664000272750854,0.815382,0.765504002571106,0.3912000060081482,0.25491198897361755,0.17027199268341064,0.7208639979362488
B_het_4k_first,1,0,57,1,1,8,16,4,4,0.0,True,1.467039942741394,0.732905,0.6836159825325012,0.38518399000167847,0.12457600235939026,0.012191999703645706,0.5922880172729492
B_het_4k_first,1,0,57,1,1,9,16,4,4,0.0,True,1.0723199844360352,0.303272,0.2584959864616394,0.3728640079498291,0.3237760066986084,0.23945599794387817,0.7808319926261902
B_het_4k_first,1,0,57,1,1,10,7,4,4,0.0,True,1.4717439413070679,0.803394,0.7556160092353821,0.3731200098991394,0.29311999678611755,0.2146880030632019,0.7365440130233765
B_het_4k_first,1,0,57,1,1,11,8,4,4,0.0,True,1.4319039583206177,0.783298,0.7345920205116272,0.4018239974975586,0.3160640001296997,0.2186879962682724,0.7942079901695251
B_het_4k_first,1,0,57,1,1,12,8,4,4,0.0,True,1.441823959350586,0.8141,0.7646399736404419,0.5438079833984375,0.13132800161838531,0.012512000277638435,0.7652480006217957
B_het_4k_first,1,0,57,1,1,13,4,4,4,0.0,True,1.3835200071334839,0.619767,0.5647040009498596,0.4154239892959595,0.2761920094490051,0.19539199769496918,0.7671359777450562
B_het_4k_first,1,0,57,1,1,14,12,4,4,0.0,True,1.4358079433441162,0.767253,0.7218559980392456,0.37881600856781006,0.2884800136089325,0.19539199769496918,0.7410240173339844
B_het_4k_first,1,0,57,1,1,15,4,4,4,0.0,True,1.515455961227417,0.835673,0.7895039916038513,0.3680639863014221,0.2948159873485565,0.2141759991645813,0.7330560088157654
B_het_4k_first,1,0,57,1,1,16,8,4,4,0.0,True,1.4418879747390747,0.792181,0.7417920231819153,0.3871360123157501,0.2918719947338104,0.20531199872493744,0.7711679935455322
B_het_4k_first,1,0,57,1,1,17,0,0,0,0.0,True,1.4439040422439575,0.779079,0.7109439969062805,0.0144640002399683,0.6806079745292664,0.6100159883499146,0.7748799920082092
B_het_4k_first,1,0,57,1,1,18,4,4,4,0.0,True,1.450943946838379,1.191518,1.1466560363769531,0.3873920142650604,0.2738879919052124,0.18931199610233307,0.7490559816360474
B_het_4k_first,1,0,57,1,1,19,12,4,4,0.0,True,1.4470080137252808,0.731781,0.6851840019226074,0.3766399919986725,0.30272001028060913,0.2202879935503006,0.7572159767150879
B_het_4k_first,1,0,57,1,1,20,12,4,4,0.0,True,1.469472050666809,0.822558,0.7723199725151062,0.40799999237060547,0.2778240144252777,0.18438400328159332,0.7614399790763855
B_het_4k_first,1,0,57,1,1,21,12,4,4,0.0,True,1.4603840112686157,0.799856,0.7563520073890686,0.40911999344825745,0.2717120051383972,0.16652800142765045,0.7565439939498901
B_het_4k_first,1,0,57,1,1,22,16,4,4,0.0,True,1.4220160245895386,0.698667,0.6521919965744019,0.38867199420928955,0.33187198638916016,0.24432000517845154,0.7956799864768982
B_het_4k_first,1,0,57,1,1,23,8,4,4,0.0,True,1.4681600332260132,0.850291,0.7966399788856506,0.36342400312423706,0.293503999710083,0.2144320011138916,0.7280640006065369
B_het_4k_first,1,0,57,1,1,24,12,4,4,0.0,True,1.4876799583435059,0.84793,0.7981439828872681,0.38499200344085693,0.30396801233291626,0.2205439954996109,0.7688320279121399
B_het_4k_first,1,0,57,1,1,25,4,4,4,0.0,True,1.4218560457229614,0.818926,0.7724159955978394,0.3900800049304962,0.2831040024757385,0.18137599527835846,0.7485439777374268
B_het_4k_first,1,0,57,1,1,26,16,4,4,0.0,True,1.5061440467834473,0.812182,0.7663999795913696,0.3885760009288788,0.2519040107727051,0.16230399906635284,0.7216640114784241
B_het_4k_first,1,0,57,1,1,27,4,4,4,0.0,True,1.4363839626312256,0.722048,0.6756160259246826,0.40275201201438904,0.4721600115299225,0.3818880021572113,0.9502080082893372
B_het_4k_first,1,0,57,1,1,28,8,4,4,0.0,True,1.4379839897155762,0.923533,0.8761600255966187,0.3678080141544342,0.31539198756217957,0.23315200209617615,0.7567999958992004
B_het_4k_first,1,0,57,1,1,29,8,4,4,0.0,True,1.4635200500488281,0.813287,0.7663360238075256,0.38099199533462524,0.31167998909950256,0.2112320065498352,0.7631999850273132
B_het_4k_first,1,0,57,1,1,30,8,4,4,0.0,True,1.4629119634628296,0.831104,0.7826560139656067,0.4033600091934204,0.29414400458335876,0.2123199999332428,0.772159993648529
B_het_4k_first,1,0,57,1,1,31,20,4,4,0.0,True,1.4399679899215698,0.762659,0.7135679721832275,0.4009920060634613,0.2609280049800873,0.1796800047159195,0.7510079741477966
B_het_4k_first,1,0,57,1,1,32,12,4,4,0.0,True,1.4714560508728027,0.811543,0.7653120160102844,0.3869119882583618,0.26121601462364197,0.1783680021762848,0.7221119999885559
B_het_4k_first,1,0,57,1,1,33,8,4,4,0.0,True,1.4864319562911987,0.787384,0.743008017539978,0.3734399974346161,0.32025599479675293,0.24086399376392365,0.7656319737434387
B_het_4k_first,1,0,57,1,1,34,4,4,4,0.0,True,1.4190399646759033,0.799847,0.755295991897583,0.40060800313949585,0.26924800872802734,0.1857919991016388,0.7411839962005615
B_het_4k_first,1,0,57,1,1,35,4,4,4,0.0,True,1.487488031387329,0.806212,0.7544639706611633,0.4275520145893097,0.22147199511528015,0.13766400516033173,0.7273280024528503
B_het_4k_first,1,0,57,1,1,36,12,4,4,0.0,True,1.464095950126648,0.748611,0.6865280270576477,0.3965120017528534,0.2789439857006073,0.19776000082492828,0.7492480278015137
B_het_4k_first,1,0,57,1,1,37,8,4,4,0.0,True,1.429792046546936,0.720974,0.6747199892997742,0.37430399656295776,0.30617600679397583,0.21910400688648224,0.7565760016441345
B_het_4k_first,1,0,57,1,1,38,8,4,4,0.0,True,1.4544960260391235,0.804384,0.7585279941558838,0.38364800810813904,0.30294400453567505,0.2223999947309494,0.7589759826660156
B_het_4k_first,1,0,57,1,1,39,8,4,4,0.0,True,1.488927960395813,0.846712,0.7981119751930237,0.3962239921092987,0.26022401452064514,0.17334400117397308,0.737824022769928
B_het_4k_first,1,0,57,1,1,40,8,4,4,0.0,True,1.4351999759674072,0.729372,0.6798719763755798,0.40268799662590027,0.2888000011444092,0.20576000213623047,0.7731199860572815
B_het_4k_first,1,0,57,1,1,41,4,4,4,0.0,True,1.4656000137329102,0.797191,0.7517439723014832,0.3867200016975403,0.27008000016212463,0.18060800433158875,0.7311679720878601
B_het_4k_first,1,0,57,1,1,42,4,4,4,0.0,True,1.4836159944534302,0.790913,0.7446079850196838,0.37964800000190735,0.297791987657547,0.21193599700927734,0.7533760070800781
B_het_4k_first,1,0,57,1,1,43,4,4,4,0.0,True,1.4203840494155884,0.763088,0.7182400226593018,0.35660800337791443,0.33612799644470215,0.23987199366092682,0.7666239738464355
B_het_4k_first,1,0,57,1,1,44,0,0,0,0.0,True,1.4642239809036255,0.83436,0.7870079874992371,0.014944000169634819,0.6512320041656494,0.5793920159339905,0.7480639815330505
B_het_4k_first,1,0,57,1,1,45,4,4,4,0.0,True,1.4436479806900024,1.169127,1.124351978302002,0.49622398614883423,0.18582400679588318,0.09699200093746185,0.7582399845123291
B_het_4k_first,1,0,57,1,1,46,4,4,4,0.0,True,1.4502400159835815,0.670855,0.6200960278511047,0.363072007894516,0.31564798951148987,0.23475199937820435,0.7479040026664734
B_het_4k_first,1,0,57,1,1,47,8,4,4,0.0,True,1.4493440389633179,0.813791,0.7686399817466736,0.4063679873943329,0.290367990732193,0.19676800072193146,0.7705919742584229
B_het_4k_first,1,0,58,1,1,0,12,4,4,0.0,True,1.5667519569396973,0.661363,0.6060799956321716,0.4102399945259094,0.28201600909233093,0.1945279985666275,0.7720959782600403
B_het_4k_first,1,0,58,1,1,1,12,4,4,0.0,True,1.4721599817276,0.78246,0.7349759936332703,0.3843199908733368,0.2919040024280548,0.21324799954891205,0.7488960027694702
B_het_4k_first,1,0,58,1,1,2,4,4,4,0.0,True,1.4952000379562378,0.857755,0.7896639704704285,0.38207998871803284,0.27267199754714966,0.18688000738620758,0.7420480251312256
