label,iteration,layer,topology,mode,scale,pre_moe_cuda_ms_median,pre_moe_cuda_ms_spread_ms,pre_moe_cuda_ms_ratio,prepare_host_ms_median,prepare_host_ms_spread_ms,prepare_host_ms_ratio,dispatch_cuda_ms_median,dispatch_cuda_ms_spread_ms,dispatch_cuda_ms_ratio,expert_cuda_ms_median,expert_cuda_ms_spread_ms,expert_cuda_ms_ratio,combine_cuda_ms_median,combine_cuda_ms_spread_ms,combine_cuda_ms_ratio,event_wait_cuda_ms_median,event_wait_cuda_ms_spread_ms,event_wait_cuda_ms_ratio,ep_entry_to_done_ms_median,ep_entry_to_done_ms_spread_ms,ep_entry_to_done_ms_ratio
A_bal_4k,0,10,A,balanced,4096,1.2107359766960144,0.5279040336608887,1.2065258374697259,0.368614,0.950204,2.869685930349238,0.3211840093135834,0.902368038892746,3.091859089035976,0.3912480026483536,0.5485439896583557,2.2122918553986404,0.11841600015759468,0.28863999992609024,2.9102911985157114,0.01268799975514412,0.34271999821066856,12.062427457105692,0.5930399894714355,0.5519360303878784,1.7907316264263842
A_bal_4k,0,11,A,balanced,4096,1.1806399822235107,0.24972808361053467,1.15202945347103,0.3392455,0.24671599999999994,1.530638355762566,0.2898080050945282,0.240416020154953,1.6124085023962402,0.3903359919786453,0.6383040249347687,2.4233071869093243,0.11792000010609627,0.4396800175309181,3.9773531564490834,0.012959999963641167,0.49270401429384947,14.990099232788443,0.5948960185050964,0.7130240797996521,2.03030767407876
A_bal_4k,0,12,A,balanced,4096,1.191856026649475,0.3907839059829712,1.259092154382079,0.35215850000000004,0.652477,2.551549320216952,0.3041920065879822,0.6754239797592163,2.874123972877843,0.407039999961853,0.9207039475440979,2.760136959694139,0.1748799979686737,0.9338240250945091,4.550982489452031,0.09073599800467491,0.9107839865610003,7.1161749201758076,0.6834079921245575,0.9620159864425659,1.9893196892446874
A_bal_4k,0,13,A,balanced,4096,1.227567970752716,0.38307201862335205,1.1912133770620754,0.3942465,1.014331,2.8291072772240327,0.34356801211833954,1.0129919648170471,3.1358954260713157,0.39499200880527496,0.7756479680538177,2.7394368185476385,0.11961599811911583,0.8057280108332634,6.036421657662305,0.012703999876976013,0.7879680218175054,16.7825898562266,0.5979680120944977,0.8220479488372803,2.145732549652784
A_bal_4k,0,14,A,balanced,4096,1.1846880316734314,0.5316799879074097,1.2876024284216225,0.3471055,0.986636,3.4137873117214106,0.29999999701976776,0.9472959637641907,3.715543852192019,0.38921600580215454,0.9640960283577442,2.5048508684155264,0.12105599790811539,0.6063679829239845,4.5941918631598835,0.019488000310957432,0.5757759837433696,10.923952841647418,0.5981279909610748,0.6403839588165283,1.9106672999528933
A_bal_4k,0,15,A,balanced,4096,1.1906239986419678,0.39766407012939453,1.1753682891911266,0.3569945,0.590821,2.381657371325003,0.3073119968175888,0.4726719856262207,2.269859357905853,0.3920320123434067,0.7368320524692535,2.683442257738575,0.11955200135707855,0.6770880222320557,5.639948168645258,0.013295999728143215,0.6800639852881432,16.685167520715975,0.5970560014247894,0.7374399900436401,2.051807142102086
A_bal_4k,0,16,A,balanced,4096,1.1939839720726013,0.6012479662895203,1.2267261551821633,0.3509755,0.19800199999999996,1.3715501557850749,0.30369600653648376,0.19555199146270752,1.429531886920801,0.38996800780296326,0.5921920239925385,2.323076848430316,0.11911999806761742,0.2598400115966797,2.8649827598279107,0.012880000285804272,0.34377599135041237,11.821547272409616,0.596992015838623,0.588767945766449,1.8422792523366127
A_bal_4k,0,17,A,balanced,4096,1.1703999638557434,0.37727999687194824,1.1778463462917517,0.34265,0.20072700000000004,1.3527070588995522,0.2922559976577759,0.19830401241779327,1.403333375919852,0.3845759928226471,0.867167997173965,2.7642975444086253,0.12011199817061424,0.4551679790019989,2.517573663443218,0.015552000142633915,0.4372160015627742,3.736132344518072,0.5947519838809967,0.5105279684066772,1.7468824864820431
A_bal_4k,0,18,A,balanced,4096,1.1963679790496826,0.19331204891204834,1.0990993561088334,0.362181,0.5431600000000001,1.8687058584034257,0.31412801146507263,0.378464013338089,1.7252822114464483,0.39611199498176575,0.6496319770812988,2.4491108781941384,0.11872000247240067,0.6031360253691673,5.216132887934565,0.01488000014796853,0.580799994058907,17.664502880384205,0.5997599959373474,0.635807991027832,1.9276218306894268
A_bal_4k,0,19,A,balanced,4096,1.188319981098175,0.5041919946670532,1.2268167752578016,0.3616375,0.379858,1.7824423417890842,0.315744012594223,0.3813440352678299,1.9071681148423187,0.3908639997243881,0.5331839919090271,2.19742590170332,0.1162559986114502,0.5319360122084618,4.840176085395512,0.01259199995547533,0.5039360243827105,19.62205854800003,0.5942880213260651,0.5309439897537231,1.7674098431463745
A_bal_4k,0,20,A,balanced,4096,1.1853440403938293,0.23468804359436035,1.0980463530854387,0.3426415,0.14841100000000002,1.2732668986579956,0.29705600440502167,0.1488960087299347,1.321019868283329,0.3917279988527298,0.5384959876537323,2.1988496396536825,0.11739199981093407,0.2813119888305664,2.884870164873512,0.014512000139802694,0.3343039993196726,11.833960247193449,0.5949440002441406,0.5320000052452087,1.776601506863819
A_bal_4k,0,21,A,balanced,4096,1.1833760142326355,0.28905606269836426,1.0917532309135176,0.35084550000000003,0.14483300000000005,1.2409424986057416,0.30449599027633667,0.1441279947757721,1.2860052624159772,0.39428798854351044,0.5397439897060394,2.2021175416377488,0.11700799688696861,0.5606720075011253,5.106995974968031,0.012864000163972378,0.5402879994362593,19.547905603457536,0.5936320126056671,0.5347840189933777,1.774124165303372
A_bal_4k,0,22,A,balanced,4096,1.1842880249023438,1.7148158550262451,2.2526028695273546,0.345445,0.697199,2.6946382100122506,0.2983679920434952,0.5940479934215546,2.6529164389186572,0.39422400295734406,0.7418240010738373,2.56005529627701,0.11823999881744385,0.2529279887676239,2.504646174221151,0.01336000021547079,0.3053439920768142,10.991652508815175,0.594512015581131,1.0803519487380981,2.540731535125663
A_bal_4k,0,23,A,balanced,4096,1.1802719831466675,1.671072006225586,2.183559000664901,0.35200750000000003,0.518094,2.11738674020767,0.3055360019207001,0.46803201735019684,2.1567708658077653,0.3930079936981201,0.6825279593467712,2.4585694241310807,0.11817599833011627,0.39958399534225464,3.4888137083334834,0.012655999977141619,0.45283199939876795,12.915787452490385,0.5970079898834229,0.6726400256156921,1.9088263882724517
A_bal_4k,0,24,A,balanced,4096,1.1892000436782837,1.3497279286384583,1.8250436364096854,0.342483,0.438185,1.958168884440537,0.29793600738048553,0.4379520118236542,2.111522808643303,0.39084799587726593,0.607232004404068,2.2826590000363702,0.12025599926710129,0.32847999781370163,3.1043289007005446,0.014095999766141176,0.38175999373197556,12.422051764063559,0.5958400070667267,0.6071039438247681,1.8413613660260124
A_bal_4k,0,25,A,balanced,4096,1.1908639669418335,0.8691520690917969,1.6119838264682138,0.353349,0.5138670000000001,2.125851197877429,0.303631991147995,0.390720009803772,1.9395814902856163,0.3945760130882263,1.4489599615335464,3.4538271372982297,0.13840000331401825,0.5007360279560089,3.0989325988731538,0.03323199972510338,0.5215039746835828,5.580048813469759,0.6474559903144836,1.5068479776382446,2.9353451226231795
A_bal_4k,0,26,A,balanced,4096,1.2235199809074402,2.3460800647735596,2.5931793231305544,0.3889675,0.9611610000000002,2.7731088277604967,0.3417600095272064,0.8859200179576874,2.91467905730733,0.39056000113487244,0.9466240052133799,2.30100567027092,0.12137600034475327,0.4384319931268692,3.4249922159800756,0.015120000578463078,0.43142398726195097,9.47625351344319,0.59334397315979,0.7708160281181335,2.0390879504328994
A_bal_4k,0,27,A,balanced,4096,1.1784319877624512,1.2647998929023743,1.8165595442302387,0.3551065,0.632897,2.3799987458463177,0.3099679946899414,0.6293440014123917,2.610049986193094,0.39163199067115784,0.548768013715744,2.131638972015638,0.11735999956727028,0.2519039884209633,2.5213756336502424,0.014176000375300646,0.3042880017310381,10.621485374773737,0.5942879915237427,0.6467199325561523,1.8832218868274857
A_bal_4k,0,28,A,balanced,4096,1.2032000422477722,0.8597760200500488,1.5921691945240184,0.361832,0.42872600000000005,1.8987446937297987,0.31171199679374695,0.4304960072040558,2.059199369695703,0.3986400067806244,0.8760960400104523,2.661629335765103,0.18273600190877914,0.8956799879670143,4.088000025569693,0.09913599863648415,0.8703360008075833,6.289693535079529,0.6974879801273346,0.917695939540863,1.888543334623976
A_bal_4k,0,29,A,balanced,4096,1.2603840231895447,1.1138880252838135,1.5211691150032904,0.4304295,1.001022,2.577966287789928,0.380623996257782,0.9975999593734741,2.8554216370996044,0.39505599439144135,0.9763840083032846,2.407507427625961,0.11998399719595909,0.5363200157880783,4.0596183946171,0.013935999944806099,0.5293440045788884,9.911176182420206,0.6056160032749176,0.6412160396575928,1.8582093435988263
A_bal_4k,0,30,A,balanced,4096,1.183903992176056,1.0560640692710876,1.6399440162321637,0.352264,1.358076,4.33801968332771,0.3083520084619522,1.0092799812555313,3.841608350638091,0.3928479999303818,0.870304012671113,2.230525777792863,0.11896000057458878,1.1864639669656754,7.645966704345169,0.01384000014513731,1.1759680174291134,16.859660792778516,0.5970080196857452,0.7997120022773743,2.1028279886283285
A_bal_4k,0,31,A,balanced,4096,1.1911199688911438,0.5891839265823364,1.3633391449351315,0.3635305,1.296389,3.88228514649887,0.3135039955377579,1.08809594810009,3.8284644840244875,0.3925279974937439,0.5684159994125366,2.2507755375358127,0.12065600231289864,0.2616639956831932,2.557000021533064,0.015407999977469444,0.31433600559830666,9.239884407343128,0.5958240032196045,0.5615999698638916,1.7836780518353466
A_bal_4k,0,32,A,balanced,4096,1.190447986125946,0.43273603916168213,1.2019737115742022,0.34932799999999997,0.24170199999999997,1.4728878002335217,0.30273599922657013,0.2327679991722107,1.5105974380955596,0.3895200043916702,0.955711992457509,2.5839781575199554,0.11947200074791908,0.4739519953727722,3.5681104635037277,0.013263999950140715,0.48464000783860683,7.281710550839037,0.5919040143489838,0.6203199625015259,1.897103945921469
A_bal_4k,0,33,A,balanced,4096,1.1821280121803284,0.5168320536613464,1.2392867972735753,0.3527975,0.595208,2.253531588728861,0.30667200684547424,0.4673920273780823,2.1445798150606237,0.39137598872184753,0.8971199719235301,2.2812946631735604,0.12017599865794182,0.44735997915267944,3.875779585577164,0.012928000185638666,0.4152000108733773,11.586364747489814,0.5975359976291656,0.5534399747848511,1.8013564829471818
A_bal_4k,0,34,A,balanced,4096,1.1839520335197449,0.38358402252197266,1.18165892727808,0.34751699999999996,0.5011509999999999,2.204925611876708,0.3004959970712662,0.3829120099544525,2.0215326897763464,0.3944159895181656,0.4529920220375061,1.9700358145926726,0.11713599786162376,0.1326719969511032,1.641656812596839,0.01268799975514412,0.15343999210745096,6.095689871477526,0.597791999578476,0.4577919840812683,1.6424441847633289
A_bal_4k,0,35,A,balanced,4096,1.1907520294189453,0.17270398139953613,1.0866334538335547,0.359638,0.14831999999999995,1.2403759572908775,0.31385599076747894,0.14953598380088806,1.2853868002968516,0.3913920074701309,0.8472000183537602,2.1597520014079916,0.11948800086975098,0.4334080144762993,3.928283880840462,0.012624000199139118,0.428927986882627,14.118077441832568,0.5952000021934509,0.5429760217666626,1.7277760844909078
A_bal_4k,0,36,A,balanced,4096,1.180239975452423,0.20499193668365479,1.1164652727886302,0.3479055,0.552899,2.3799917682423946,0.29952000081539154,0.4057280123233795,2.132168500242418,0.3903679996728897,0.6492800712585449,2.4693112504189267,0.11684799939393997,0.6022720113396645,5.279597084731794,0.012672000098973513,0.5931520238518715,19.03670500656411,0.5963039994239807,0.6547839641571045,1.9593299373716015
A_bal_4k,0,37,A,balanced,4096,1.185920000076294,0.409343957901001,1.1404266354388575,0.350263,0.23712099999999997,1.4971316828716894,0.3033759891986847,0.23199999332427979,1.5621534143060922,0.3909920006990433,0.5425920188426971,2.215697053013169,0.11881600320339203,0.2640320137143135,2.680549395704017,0.012815999798476696,0.3125759856775403,12.324807057830661,0.5925759971141815,0.5513920187950134,1.7977021769640547
A_bal_4k,0,38,A,balanced,4096,1.1823360323905945,0.2948800325393677,1.144067145321292,0.34676850000000004,0.143378,1.2516308593051013,0.30103999376296997,0.14166399836540222,1.2869694575990416,0.3904320001602173,0.5376000106334686,2.1871008342886493,0.11689599975943565,0.2786879912018776,2.8257249338605686,0.012640000320971012,0.32796799670904875,12.15263170137316,0.5946879982948303,0.5311360359191895,1.7757542046257526
A_bal_4k,0,39,A,balanced,4096,1.1814239621162415,0.28742408752441406,1.1152073331981531,0.347458,0.181205,1.3029677292475745,0.30235201120376587,0.1839360147714615,1.3579963509010529,0.39396800100803375,0.9208000106737018,2.3451271404906135,0.11819199845194817,0.42892802506685257,3.736709663534422,0.012640000320971012,0.41875200904905796,11.519940147656873,0.59552001953125,0.5772159695625305,1.8398903860235631
A_bal_4k,0,40,A,balanced,4096,1.177344024181366,0.3256319761276245,1.1315529007618557,0.34614100000000003,0.5441370000000001,2.3151172439397065,0.29921600222587585,0.325280025601387,1.8462169219144247,0.3919519931077957,0.6311039924621582,2.43962868494456,0.11854400113224983,0.49507198482751846,4.380098301488341,0.01348799979314208,0.5446719899773598,16.626523517854203,0.5941600203514099,0.6376640200614929,1.924442385333486
A_bal_4k,0,41,A,balanced,4096,1.1800000071525574,0.3593600392341614,1.0887683744365,0.3512785,0.13272500000000004,1.2356098577695263,0.3054080009460449,0.13567999005317688,1.272394416143258,0.3935679942369461,0.7499839663505554,2.673416226252614,0.12249599769711494,0.705856017768383,5.345989021012804,0.014512000139802694,0.6839679796248674,13.7087850815874,0.6065280139446259,0.7393600344657898,2.0254565487793306
A_bal_4k,0,42,A,balanced,4096,1.193056046962738,0.4845760464668274,1.1320659707273975,0.3546455,0.19900400000000001,1.3707746271061474,0.30798400938510895,0.19779199361801147,1.4270547932304216,0.393327996134758,0.5458879768848419,2.2061297380215703,0.11799999698996544,0.24937600642442703,2.6427012642781347,0.012559999711811543,0.3004800109192729,11.819063054698722,0.5942240059375763,0.5420799851417542,1.7911370412792593
A_bal_4k,0,43,A,balanced,4096,1.1827840209007263,0.1704319715499878,1.0841439589987132,0.3481065,0.148625,1.2706504927348385,0.30216000974178314,0.15167999267578125,1.323548611036903,0.3948640078306198,0.5511679947376251,2.2005249217279705,0.11684800311923027,0.2532159835100174,2.652148599601572,0.012384000234305859,0.3030719943344593,12.461573384834901,0.5947040021419525,0.5511360764503479,1.7963583520047166
A_bal_4k,0,44,A,balanced,4096,1.1738879680633545,0.3049600124359131,1.1540128620233394,0.33778149999999996,0.195112,1.3329571136704592,0.29100799560546875,0.19523200392723083,1.392785197226259,0.39395201206207275,1.2213760456070304,3.4745778897209103,0.17508799582719803,1.2999360412359238,4.511473114502945,0.09592000022530556,1.2907520290464163,5.957945140063113,0.6667520105838776,0.9187520146369934,2.0214199652333575
A_bal_4k,0,45,A,balanced,4096,1.2500319480895996,0.40086400508880615,1.1874607792706773,0.4320335,1.4539879999999998,3.1213752763628397,0.38734400272369385,1.1514880061149597,3.1514670019426076,0.39348800480365753,0.8945920187979937,2.6539081383078096,0.13703999668359756,0.5515839904546738,2.750790321849867,0.03862399980425835,0.5389120131731033,3.9923804255611746,0.6172319948673248,0.5556479692459106,1.712606787637918
A_bal_4k,0,46,A,balanced,4096,1.2183359861373901,0.42953598499298096,1.168294235691862,0.385376,0.657284,2.026419023791527,0.3394080102443695,0.5033920109272003,1.9069893107241829,0.3936479985713959,0.5936319828033447,2.3330500874171953,0.1170239970088005,0.3311360031366348,3.1953301455244567,0.012431999668478966,0.3798399977385998,13.56129699515682,0.5951839983463287,0.5786879658699036,1.8522541942866737
A_bal_4k,0,47,A,balanced,4096,1.182911992073059,0.3136640787124634,1.1078063178743265,0.34901099999999996,0.19191399999999997,1.3871216003432079,0.2988160103559494,0.1836479902267456,1.4293824728734792,0.39767999947071075,0.78656005859375,2.764029436819034,0.11894400045275688,0.7926399782299995,5.684395407312548,0.014160000253468752,0.7699200250208378,14.634035373114614,0.5984799861907959,0.8322879672050476,2.136957417773125
A_het_4k,0,0,A,heterogeneous,4096,1.3405759930610657,6.464256167411804,4.939479340087485,0.3688855,6.429642,13.65361942058514,0.31649599969387054,6.461343914270401,15.188788997339405,0.41150400042533875,3.5704959630966187,8.735362938929052,0.12096000090241432,3.5682559832930565,17.23248588724984,0.013167999684810638,3.656383952125907,33.12102464162552,0.6224640011787415,3.7096961736679077,5.709656607386797
A_het_4k,0,1,A,heterogeneous,4096,1.204912006855011,0.3609600067138672,1.215451887284583,0.344808,3.726668,9.136341714343432,0.29742400348186493,0.832160010933876,3.2852681509749817,0.393791988492012,0.7397119840607047,2.221211422915188,0.12056000158190727,0.4410880208015442,2.724886100058382,0.013919999822974205,0.472991987131536,4.411984594151701,0.6025600135326385,0.3816959857940674,1.5126810621047242
A_het_4k,0,2,A,heterogeneous,4096,1.2152479887008667,0.228767991065979,1.1127980282991528,0.3646245,0.551904,1.9272907853135048,0.31729599833488464,0.3383359909057617,1.6555686331227442,0.40139199793338776,0.39798399806022644,1.8404722986307662,0.11734399944543839,0.2247679904103279,2.5976851326984436,0.012736000120639801,0.3115199925377965,10.634242831300645,0.6081119775772095,0.3773120045661926,1.5101452820766381
A_het_4k,0,3,A,heterogeneous,4096,1.1857119798660278,0.35043203830718994,1.2282757176055779,0.345791,0.41758300000000004,1.9742579836465801,0.30003200471401215,0.44227197766304016,2.1879713721506144,0.391199991106987,0.8263679947704077,2.1990146917412736,0.12006399780511856,0.43824000656604767,3.2676764224424204,0.01307199988514185,0.4475840041413903,6.405443568810446,0.6010560095310211,0.4752640724182129,1.6415473633076834
A_het_4k,0,4,A,heterogeneous,4096,1.19896000623703,0.40227198600769043,1.2296095936220401,0.360867,0.52828,2.0569531434812416,0.31807999312877655,0.39555197954177856,1.8741383004064216,0.4049760103225708,0.4016319811344147,1.7189935595973063,0.12371200323104858,0.20419200509786606,2.1171820326993633,0.013248000293970108,0.2901759874075651,5.752219055961818,0.6574560105800629,0.3784319758415222,1.4106568399418893
A_het_4k,0,5,A,heterogeneous,4096,1.2007359862327576,0.28163206577301025,1.149402741864265,0.353954,0.308213,1.5843314976630314,0.30900798738002777,0.3086719810962677,1.670647393650046,0.3961919993162155,0.798719972372055,2.801242222983944,0.11881600320339203,0.6782399863004684,5.62724350444552,0.012768000364303589,0.7676480058580637,18.766299783690584,0.6018079817295074,0.8776960372924805,2.256757156754663
A_het_4k,0,6,A,heterogeneous,4096,1.1996639966964722,0.4471999406814575,1.3051274720151602,0.35135099999999997,1.0644820000000002,3.6136308963030417,0.3092159926891327,1.1003840565681458,4.138312133913735,0.3964480012655258,0.49836796522140503,2.07779614906042,0.11803199723362923,0.349727988243103,3.5496655131714565,0.012912000063806772,0.4345599887892604,14.039203715597688,0.6026400029659271,0.4981120228767395,1.6755035699226988
A_het_4k,0,7,A,heterogeneous,4096,1.1944800019264221,0.1732480525970459,1.0919805448385793,0.34546699999999997,0.18601099999999998,1.3726197290559825,0.29633601009845734,0.24934396147727966,1.6333335102691875,0.39104001224040985,0.4020799696445465,1.8710481471252627,0.11776000261306763,0.23267199099063873,2.690198403805334,0.013008000329136848,0.31891200691461563,10.756092193646037,0.5967520177364349,0.3956480026245117,1.5456704744863532
A_het_4k,0,8,A,heterogeneous,4096,1.1859999895095825,0.2531520128250122,1.138063035785879,0.34724900000000003,0.25861600000000007,1.524816465954864,0.29979200661182404,0.309471994638443,1.7686527748091792,0.3914240002632141,0.7304959846660495,2.256969177407861,0.1199519969522953,0.40144001692533493,2.51918591587211,0.014112000353634357,0.43337598722428083,3.9913356342937365,0.5980480015277863,0.37801599502563477,1.5225171390971448
A_het_4k,0,9,A,heterogeneous,4096,1.191215991973877,0.27955198287963867,1.1718119382439642,0.355531,0.5690189999999999,1.9971941789627075,0.3049279898405075,0.38172799348831177,1.7514316473327307,0.3978080004453659,3.130591958761215,7.978412295237358,0.12273599952459335,3.1089279502630234,15.634214099131661,0.013920000288635492,3.1990399602800608,29.546346064438463,0.6124480068683624,3.214784026145935,5.211347049209576
A_het_4k,0,10,A,heterogeneous,4096,1.2111200094223022,0.5129599571228027,1.334152048260165,0.371699,3.443518,8.204372865798318,0.3235519975423813,1.2909119427204132,4.3661619486390215,0.3997440040111542,0.9583360254764557,3.082811190595197,0.13262400031089783,0.7801599949598312,5.323533069347464,0.01897599920630455,0.8662720220163465,12.275260388868414,0.62567999958992,0.937760055065155,2.2186386997751835
A_het_4k,0,11,A,heterogeneous,4096,1.218944013118744,0.36976003646850586,1.235099976491134,0.3796485,1.010726,3.256367998539078,0.33876800537109375,1.0622080266475677,3.7111861553596572,0.3959200084209442,0.4436799883842468,1.946403086904942,0.11947200074791908,0.32924799621105194,3.3690692976984082,0.012992000207304955,0.4141119932755828,13.600909223664576,0.6040320098400116,0.4625279903411865,1.6171621711858266
A_het_4k,0,12,A,heterogeneous,4096,1.1848640441894531,0.2889280319213867,1.1668847078340003,0.3464885,0.22079299999999996,1.4872337708852739,0.30396799743175507,0.26438403129577637,1.702340309190375,0.39816001057624817,0.38681599497795105,1.7613905513786268,0.12942400574684143,0.2343359887599945,2.270796392647939,0.021007999777793884,0.31727998796850443,5.804545664310792,0.6327359974384308,0.35920000076293945,1.4173698476755374
A_het_4k,0,13,A,heterogeneous,4096,1.2128640413284302,0.2822079658508301,1.1444555457589536,0.3617,0.24647299999999994,1.4459976536050791,0.3169120103120804,0.27187198400497437,1.579940941099803,0.40091200172901154,0.4525119960308075,1.94007646203225,0.11908799782395363,0.2776639834046364,2.9559407855829347,0.012848000042140484,0.36351999267935753,11.077223037533416,0.6093440055847168,0.4386560320854187,1.5819098907530327
A_het_4k,0,14,A,heterogeneous,4096,1.1927520036697388,0.26806390285491943,1.1229137686813795,0.353734,0.231302,1.424036849332194,0.30556800961494446,0.2377920150756836,1.4985988135997874,0.3956959992647171,4.174111881293356,9.653852301980788,0.1196960024535656,3.7608318999409676,16.73105205443523,0.01724799908697605,3.8511999724432826,28.2721731551914,0.6063520014286041,3.938112199306488,6.0230943346648855
A_het_4k,0,15,A,heterogeneous,4096,1.2109280228614807,0.5361599922180176,1.3440499036406772,0.36895449999999996,4.174135000000001,9.25255818651634,0.3211200088262558,1.2984960079193115,4.342837675132056,0.4081760048866272,0.5172160267829895,2.060624829174102,0.131632000207901,0.3301759958267212,2.782930136762762,0.022784000262618065,0.40179198887199163,6.865265032510583,0.6276320219039917,0.5014719367027283,1.6004661238631854
A_het_4k,0,16,A,heterogeneous,4096,1.2598560452461243,0.7199360132217407,1.3749800182813814,0.43071550000000003,0.67647,1.9307723280849978,0.3840799927711487,0.6683200001716614,2.092429231259836,0.4022560119628906,0.42531201243400574,1.8690437254077177,0.11926399916410446,0.24080001562833786,2.671090662495463,0.013008000329136848,0.32262399699538946,10.17865128114085,0.6078720092773438,0.4076159596443176,1.5365586865325864
A_het_4k,0,17,A,heterogeneous,4096,1.1832160353660583,0.24240005016326904,1.1435343783625302,0.341348,0.28459300000000004,1.5936001408932254,0.29553599655628204,0.31699201464653015,1.7792524847802516,0.39505600929260254,0.8740160036832094,2.7048424747980127,0.12107199802994728,0.45292801409959793,2.5723723502851152,0.01521599991247058,0.4660160131752491,3.69817076759006,0.6042719781398773,0.5171520113945007,1.7205672111596986
