restart,scope,case_id,rows,max_abs,mean_abs,relative_l2,cosine,note
1,compacted,case_027_real,437,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,case_027_low_heterogeneity_control,437,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,case_027_high_heterogeneity_control,437,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me1,64,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me2,128,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me3,192,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me4,256,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me8,512,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me16,1024,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me24,1536,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me32,2048,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me48,3072,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me64,4096,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me96,6144,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me128,8192,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
1,compacted,homogeneous_me256,16384,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_000_real,1606,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
2,compacted,case_000_low_heterogeneity_control,1606,0.0,0.0,0.0,1.000000238418579,independent BF16 grouped reduction-order comparison
2,compacted,case_000_high_heterogeneity_control,1606,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_001_real,781,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_001_low_heterogeneity_control,781,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_001_high_heterogeneity_control,781,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_002_real,114,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_002_low_heterogeneity_control,114,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_002_high_heterogeneity_control,114,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_006_real,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_006_low_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_006_high_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_007_real,67,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
2,compacted,case_007_low_heterogeneity_control,67,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_007_high_heterogeneity_control,67,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_010_real,532,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_010_low_heterogeneity_control,532,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_010_high_heterogeneity_control,532,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_011_real,746,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_011_low_heterogeneity_control,746,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
2,compacted,case_011_high_heterogeneity_control,746,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_012_real,1099,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_012_low_heterogeneity_control,1099,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_012_high_heterogeneity_control,1099,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_015_real,276,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_015_low_heterogeneity_control,276,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_015_high_heterogeneity_control,276,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_016_real,1667,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_016_low_heterogeneity_control,1667,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_016_high_heterogeneity_control,1667,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_017_real,1525,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_017_low_heterogeneity_control,1525,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_017_high_heterogeneity_control,1525,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_021_real,3,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
2,compacted,case_021_low_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_021_high_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_022_real,15,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_022_low_heterogeneity_control,15,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_022_high_heterogeneity_control,15,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_025_real,12,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_025_low_heterogeneity_control,12,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_025_high_heterogeneity_control,12,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_026_real,137,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_026_low_heterogeneity_control,137,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
2,compacted,case_026_high_heterogeneity_control,137,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,case_027_real,437,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_027_low_heterogeneity_control,437,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,case_027_high_heterogeneity_control,437,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me1,64,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me2,128,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me3,192,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me4,256,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me8,512,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me16,1024,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me24,1536,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me32,2048,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me48,3072,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me64,4096,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me96,6144,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me128,8192,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
2,compacted,homogeneous_me256,16384,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_000_real,1606,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
3,compacted,case_000_low_heterogeneity_control,1606,0.0,0.0,0.0,1.000000238418579,independent BF16 grouped reduction-order comparison
3,compacted,case_000_high_heterogeneity_control,1606,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_001_real,781,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_001_low_heterogeneity_control,781,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_001_high_heterogeneity_control,781,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_002_real,114,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_002_low_heterogeneity_control,114,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_002_high_heterogeneity_control,114,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_006_real,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_006_low_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_006_high_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_007_real,67,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
3,compacted,case_007_low_heterogeneity_control,67,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_007_high_heterogeneity_control,67,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_010_real,532,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_010_low_heterogeneity_control,532,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_010_high_heterogeneity_control,532,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_011_real,746,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_011_low_heterogeneity_control,746,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
3,compacted,case_011_high_heterogeneity_control,746,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_012_real,1099,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_012_low_heterogeneity_control,1099,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_012_high_heterogeneity_control,1099,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_015_real,276,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_015_low_heterogeneity_control,276,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_015_high_heterogeneity_control,276,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_016_real,1667,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_016_low_heterogeneity_control,1667,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_016_high_heterogeneity_control,1667,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_017_real,1525,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_017_low_heterogeneity_control,1525,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_017_high_heterogeneity_control,1525,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_021_real,3,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
3,compacted,case_021_low_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_021_high_heterogeneity_control,3,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_022_real,15,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_022_low_heterogeneity_control,15,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_022_high_heterogeneity_control,15,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_025_real,12,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_025_low_heterogeneity_control,12,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_025_high_heterogeneity_control,12,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_026_real,137,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_026_low_heterogeneity_control,137,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
3,compacted,case_026_high_heterogeneity_control,137,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,case_027_real,437,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_027_low_heterogeneity_control,437,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,case_027_high_heterogeneity_control,437,0.0,0.0,0.0,0.9999999403953552,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me1,64,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me2,128,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me3,192,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me4,256,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me8,512,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me16,1024,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me24,1536,0.0,0.0,0.0,0.9999998807907104,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me32,2048,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me48,3072,0.0,0.0,0.0,1.0000001192092896,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me64,4096,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me96,6144,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me128,8192,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
3,compacted,homogeneous_me256,16384,0.0,0.0,0.0,1.0,independent BF16 grouped reduction-order comparison
