scope,restart,m_e,backend,latency_ms,effective_tflops
compacted,1,1,torch_grouped_full_mlp,0.11065600067377085,0.22742401916874472
compacted,1,1,torch_mm_down,0.0268319994211196,0.3126345842211594
compacted,1,1,torch_mm_gate_up,0.0314880013465881,0.5328135356342798
compacted,1,1,vllm_fused_full_mlp,0.2556319981813431,0.09844604411593044
compacted,1,2,torch_grouped_full_mlp,0.10647999867796895,0.47268650312724875
compacted,1,2,torch_mm_down,0.0265600001439452,0.6316732026239645
compacted,1,2,torch_mm_gate_up,0.03084800019860265,1.0877449675301056
compacted,1,2,vllm_fused_full_mlp,0.25569599866867065,0.196842090483122
compacted,1,3,torch_grouped_full_mlp,0.1065279990434646,0.708713263139
compacted,1,3,torch_mm_down,0.026463999412953798,0.9509678547391603
compacted,1,3,torch_mm_gate_up,0.0302400002256035,1.664408200495815
compacted,1,3,vllm_fused_full_mlp,0.25411199033260345,0.2971033165439616
compacted,1,4,torch_grouped_full_mlp,0.10758399963378901,0.9356717100000642
compacted,1,4,torch_mm_down,0.0263039991259574,1.2756399450640032
compacted,1,4,torch_mm_gate_up,0.030544000677764402,2.197150499247149
compacted,1,4,vllm_fused_full_mlp,0.25353600084781647,0.3970385533585076
compacted,1,8,torch_grouped_full_mlp,0.10659199953079221,1.8887591097951595
compacted,1,8,torch_mm_down,0.0264640003442764,2.5358696956416447
compacted,1,8,torch_mm_gate_up,0.030928000807762097,4.339684441798253
compacted,1,8,vllm_fused_full_mlp,0.25417599081993103,0.7920977133237264
compacted,1,16,torch_grouped_full_mlp,0.10769600048661225,3.738830612063945
compacted,1,16,torch_mm_down,0.0268000001087784,5.00812594362679
compacted,1,16,torch_mm_gate_up,0.0311040002852678,8.630483434904598
compacted,1,16,vllm_fused_full_mlp,0.2552639991044998,1.5774157856501794
compacted,1,24,torch_grouped_full_mlp,0.1073440015316009,5.626602652084762
compacted,1,24,torch_mm_down,0.0265120007097721,7.5937937513941165
compacted,1,24,torch_mm_gate_up,0.030384000390768003,13.252178243196232
compacted,1,24,vllm_fused_full_mlp,0.2531840056180954,2.385537005464519
compacted,1,32,torch_grouped_full_mlp,0.1084319986402988,7.426846303612729
compacted,1,32,torch_mm_down,0.0268320003524422,10.004334805538623
compacted,1,32,torch_mm_gate_up,0.03075200039893385,17.458251074359517
compacted,1,32,vllm_fused_full_mlp,0.25439999997615814,3.165865895511005
compacted,1,48,torch_grouped_full_mlp,0.1078720018267631,11.198083263921832
compacted,1,48,torch_mm_down,0.026047999970614848,15.458146196229006
compacted,1,48,torch_mm_gate_up,0.031152000650763498,25.85087839037684
compacted,1,48,vllm_fused_full_mlp,0.2526720017194748,4.780763769099786
compacted,1,64,torch_grouped_full_mlp,0.1063520014286041,15.14424661806433
compacted,1,64,torch_mm_down,0.0265919994562864,20.189189341799647
compacted,1,64,torch_mm_gate_up,0.0303520001471042,35.376321730941086
compacted,1,64,vllm_fused_full_mlp,0.2509920001029968,6.416994198810476
compacted,1,96,torch_grouped_full_mlp,0.10640000179409981,22.706599797331044
compacted,1,96,torch_mm_down,0.0268639996647834,29.977168840086446
compacted,1,96,torch_mm_gate_up,0.028847999870777102,55.831156487220625
compacted,1,96,vllm_fused_full_mlp,0.2546559870243072,9.48699118457952
compacted,1,128,torch_grouped_full_mlp,0.1070719994604587,30.08544382690068
compacted,1,128,torch_mm_down,0.0267680007964372,40.112902558446876
compacted,1,128,torch_mm_gate_up,0.02838400006294245,75.65911109660752
compacted,1,128,vllm_fused_full_mlp,0.2482400014996528,12.97637372294893
compacted,1,256,torch_grouped_full_mlp,0.13054399937391276,49.35081960230859
compacted,1,256,torch_mm_down,0.02671999949961895,80.37093596013747
compacted,1,256,torch_mm_gate_up,0.03123200032860035,137.52177170777367
compacted,1,256,vllm_fused_full_mlp,0.25318399071693415,25.445786464515315
compacted,2,1,torch_grouped_full_mlp,0.10238400101661675,0.24580950331195411
compacted,2,1,torch_mm_down,0.02739199995994565,0.30625803778100513
compacted,2,1,torch_mm_gate_up,0.0305759999901056,0.5487055402793035
compacted,2,1,vllm_fused_full_mlp,0.2554560005664825,0.0985133421774252
