scope,restart,case_id,control_group,geometry,task,phase,wave,layer,rank,backend,total_assignments,active_experts,median_m_e,max_m_e,tiny_le4_fraction,m_e_cv,latency_ms
compacted,2,case_007_low_heterogeneity_control,case_007,low_heterogeneity_control,gsm8k,late,52,22,2,hybrid_grouped_tiny_le8_fused_large,67,17,4.0,4,1.0,0.05970149487257,0.29803200066089625
compacted,2,case_007_low_heterogeneity_control,case_007,low_heterogeneity_control,gsm8k,late,52,22,2,torch_grouped,67,17,4.0,4,1.0,0.05970149487257,0.2727999985218048
compacted,2,case_007_low_heterogeneity_control,case_007,low_heterogeneity_control,gsm8k,late,52,22,2,vllm_fused,67,17,4.0,4,1.0,0.05970149487257,0.3301919996738434
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_fused_tiny_le16_grouped_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.3845600038766861
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_fused_tiny_le1_grouped_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.6213119924068451
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_fused_tiny_le2_grouped_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.5857600271701813
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_fused_tiny_le4_grouped_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.7011039853096008
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_fused_tiny_le8_grouped_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.3887680023908615
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_grouped_tiny_le16_fused_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.30404800176620483
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_grouped_tiny_le1_fused_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.5390239953994751
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_grouped_tiny_le2_fused_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.4948479980230331
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_grouped_tiny_le4_fused_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.4942719936370849
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,hybrid_grouped_tiny_le8_fused_large,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.30390399694442743
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,torch_grouped,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.2731360048055649
compacted,2,case_007_real,case_007,real,gsm8k,late,52,22,2,vllm_fused,67,17,4.0,8,0.7647058823529411,0.4216252863407135,0.3335520029067993
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le16_grouped_large,532,44,1.0,24,0.5,0.9175705313682556,0.7534559965133667
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le1_grouped_large,532,44,1.0,24,0.5,0.9175705313682556,0.751120001077652
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le2_grouped_large,532,44,1.0,24,0.5,0.9175705313682556,0.7557279765605927
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le4_grouped_large,532,44,1.0,24,0.5,0.9175705313682556,0.7552800178527832
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le8_grouped_large,532,44,1.0,24,0.5,0.9175705313682556,0.7546080052852631
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le16_fused_large,532,44,1.0,24,0.5,0.9175705313682556,0.6917600035667419
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le1_fused_large,532,44,1.0,24,0.5,0.9175705313682556,0.6881600022315979
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le2_fused_large,532,44,1.0,24,0.5,0.9175705313682556,0.6958079934120178
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le4_fused_large,532,44,1.0,24,0.5,0.9175705313682556,0.6939359903335571
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le8_fused_large,532,44,1.0,24,0.5,0.9175705313682556,0.6924799978733063
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,torch_grouped,532,44,1.0,24,0.5,0.9175705313682556,0.5323199927806854
compacted,2,case_010_high_heterogeneity_control,case_010,high_heterogeneity_control,gsm8k,middle,44,19,2,vllm_fused,532,44,1.0,24,0.5,0.9175705313682556,0.6655040085315704
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le16_grouped_large,532,44,12.0,13,0.0,0.0237765237689018,0.7277919948101044
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le1_grouped_large,532,44,12.0,13,0.0,0.0237765237689018,0.5663520097732544
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le2_grouped_large,532,44,12.0,13,0.0,0.0237765237689018,0.565200001001358
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le4_grouped_large,532,44,12.0,13,0.0,0.0237765237689018,0.5650240182876587
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_fused_tiny_le8_grouped_large,532,44,12.0,13,0.0,0.0237765237689018,0.5673919916152954
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le16_fused_large,532,44,12.0,13,0.0,0.0237765237689018,0.5651359856128693
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le1_fused_large,532,44,12.0,13,0.0,0.0237765237689018,0.7251040041446686
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le2_fused_large,532,44,12.0,13,0.0,0.0237765237689018,0.7302559912204742
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le4_fused_large,532,44,12.0,13,0.0,0.0237765237689018,0.7290720045566559
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le8_fused_large,532,44,12.0,13,0.0,0.0237765237689018,0.7298720180988312
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,torch_grouped,532,44,12.0,13,0.0,0.0237765237689018,0.5211199820041656
compacted,2,case_010_low_heterogeneity_control,case_010,low_heterogeneity_control,gsm8k,middle,44,19,2,vllm_fused,532,44,12.0,13,0.0,0.0237765237689018,0.6755039989948273
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_fused_tiny_le16_grouped_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.8207359910011292
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_fused_tiny_le1_grouped_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.848800003528595
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_fused_tiny_le2_grouped_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.8170720040798187
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_fused_tiny_le4_grouped_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.7726559937000275
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_fused_tiny_le8_grouped_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.803519994020462
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le16_fused_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.6568000018596649
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le1_fused_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.8779039978981018
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le2_fused_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.8414880037307739
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le4_fused_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.7312159836292267
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,hybrid_grouped_tiny_le8_fused_large,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.6940959990024567
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,torch_grouped,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.5243040025234222
compacted,2,case_010_real,case_010,real,gsm8k,middle,44,19,2,vllm_fused,532,44,10.0,40,0.3181818181818182,0.8467247486114502,0.677951991558075
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le16_grouped_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7668960094451904
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le1_grouped_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7625119984149933
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le2_grouped_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.8234079778194427
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le4_grouped_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7756159901618958
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le8_grouped_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7718400061130524
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le16_fused_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.716623991727829
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le1_fused_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7191999852657318
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le2_fused_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7180960178375244
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le4_fused_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7170720100402832
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le8_fused_large,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.7157440185546875
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,torch_grouped,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.5338239967823029
compacted,2,case_011_high_heterogeneity_control,case_011,high_heterogeneity_control,gsm8k,middle,42,31,1,vllm_fused,746,43,32.0,33,0.4883720930232558,0.9207329750061036,0.684607982635498
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le16_grouped_large,746,43,17.0,18,0.0,0.0274717193096876,0.5621760189533234
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le1_grouped_large,746,43,17.0,18,0.0,0.0274717193096876,0.5629279911518097
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le2_grouped_large,746,43,17.0,18,0.0,0.0274717193096876,0.5643200278282166
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le4_grouped_large,746,43,17.0,18,0.0,0.0274717193096876,0.5627839863300323
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_fused_tiny_le8_grouped_large,746,43,17.0,18,0.0,0.0274717193096876,0.5622560083866119
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le16_fused_large,746,43,17.0,18,0.0,0.0274717193096876,0.7401280105113983
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le1_fused_large,746,43,17.0,18,0.0,0.0274717193096876,0.7413119971752167
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le2_fused_large,746,43,17.0,18,0.0,0.0274717193096876,0.7396319806575775
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le4_fused_large,746,43,17.0,18,0.0,0.0274717193096876,0.7427999973297119
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le8_fused_large,746,43,17.0,18,0.0,0.0274717193096876,0.7494879961013794
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,torch_grouped,746,43,17.0,18,0.0,0.0274717193096876,0.5160160064697266
compacted,2,case_011_low_heterogeneity_control,case_011,low_heterogeneity_control,gsm8k,middle,42,31,1,vllm_fused,746,43,17.0,18,0.0,0.0274717193096876,0.6768800020217896
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_fused_tiny_le16_grouped_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.9043039977550507
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_fused_tiny_le1_grouped_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.8300800025463104
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_fused_tiny_le2_grouped_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.8150880038738251
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_fused_tiny_le4_grouped_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.7816640138626099
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_fused_tiny_le8_grouped_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.8089120090007782
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le16_fused_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.6845119893550873
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le1_fused_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.8740159869194031
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le2_fused_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.833871990442276
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le4_fused_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.7377919852733612
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,hybrid_grouped_tiny_le8_fused_large,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.7231040000915527
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,torch_grouped,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.5314079821109772
compacted,2,case_011_real,case_011,real,gsm8k,middle,42,31,1,vllm_fused,746,43,8.0,141,0.3953488372093023,1.5498019456863403,0.6746239960193634
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le16_grouped_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.804095983505249
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le1_grouped_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.8040800094604492
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le2_grouped_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.8082560002803802
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le4_grouped_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.8026399910449982
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le8_grouped_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.804527997970581
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le16_fused_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.7897279858589172
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le1_fused_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.7942720055580139
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le2_fused_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.7938559949398041
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le4_fused_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.7917279899120331
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le8_fused_large,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.7913760244846344
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,torch_grouped,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.5799200236797333
compacted,2,case_012_high_heterogeneity_control,case_012,high_heterogeneity_control,gsm8k,middle,2,10,0,vllm_fused,1099,47,44.0,45,0.4893617021276595,0.9371485710144044,0.7547839879989624
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le16_grouped_large,1099,47,23.0,24,0.0,0.0207891911268234,0.6268160045146942
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le1_grouped_large,1099,47,23.0,24,0.0,0.0207891911268234,0.627920001745224
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le2_grouped_large,1099,47,23.0,24,0.0,0.0207891911268234,0.6282559931278229
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le4_grouped_large,1099,47,23.0,24,0.0,0.0207891911268234,0.6257279813289642
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_fused_tiny_le8_grouped_large,1099,47,23.0,24,0.0,0.0207891911268234,0.6270399987697601
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le16_fused_large,1099,47,23.0,24,0.0,0.0207891911268234,0.8035040199756622
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le1_fused_large,1099,47,23.0,24,0.0,0.0207891911268234,0.8042240142822266
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le2_fused_large,1099,47,23.0,24,0.0,0.0207891911268234,0.8083039820194244
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le4_fused_large,1099,47,23.0,24,0.0,0.0207891911268234,0.8108959794044495
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le8_fused_large,1099,47,23.0,24,0.0,0.0207891911268234,0.8077600002288818
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,torch_grouped,1099,47,23.0,24,0.0,0.0207891911268234,0.5657280087471008
compacted,2,case_012_low_heterogeneity_control,case_012,low_heterogeneity_control,gsm8k,middle,2,10,0,vllm_fused,1099,47,23.0,24,0.0,0.0207891911268234,0.7394239902496338
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_fused_tiny_le16_grouped_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8875679969787598
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_fused_tiny_le1_grouped_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8719359934329987
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_fused_tiny_le2_grouped_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8472799956798553
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_fused_tiny_le4_grouped_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8339999914169312
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_fused_tiny_le8_grouped_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.86735999584198
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le16_fused_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.7770079970359802
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le1_fused_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.9063200056552887
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le2_fused_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8866080045700073
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le4_fused_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8493920266628265
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,hybrid_grouped_tiny_le8_fused_large,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.8057920038700104
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,torch_grouped,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.5829119980335236
compacted,2,case_012_real,case_012,real,gsm8k,middle,2,10,0,vllm_fused,1099,47,9.0,135,0.3404255319148936,1.3928834199905396,0.7725279927253723
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le16_grouped_large,276,24,1.0,22,0.5,0.91304349899292,0.5737920105457306
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le1_grouped_large,276,24,1.0,22,0.5,0.91304349899292,0.5865600109100342
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le2_grouped_large,276,24,1.0,22,0.5,0.91304349899292,0.5712319910526276
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le4_grouped_large,276,24,1.0,22,0.5,0.91304349899292,0.5614079833030701
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le8_grouped_large,276,24,1.0,22,0.5,0.91304349899292,0.571263998746872
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le16_fused_large,276,24,1.0,22,0.5,0.91304349899292,0.503680020570755
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le1_fused_large,276,24,1.0,22,0.5,0.91304349899292,0.5108480155467987
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le2_fused_large,276,24,1.0,22,0.5,0.91304349899292,0.5119040012359619
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le4_fused_large,276,24,1.0,22,0.5,0.91304349899292,0.5152479708194733
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le8_fused_large,276,24,1.0,22,0.5,0.91304349899292,0.5024959743022919
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,torch_grouped,276,24,1.0,22,0.5,0.91304349899292,0.3330399990081787
compacted,2,case_015_high_heterogeneity_control,case_015,high_heterogeneity_control,humaneval,early,29,4,2,vllm_fused,276,24,1.0,22,0.5,0.91304349899292,0.4275999963283539
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le16_grouped_large,276,24,11.0,12,0.0,0.0434782616794109,0.48054400086402893
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le1_grouped_large,276,24,11.0,12,0.0,0.0434782616794109,0.36243198812007904
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le2_grouped_large,276,24,11.0,12,0.0,0.0434782616794109,0.3601920008659362
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le4_grouped_large,276,24,11.0,12,0.0,0.0434782616794109,0.3660319894552231
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_fused_tiny_le8_grouped_large,276,24,11.0,12,0.0,0.0434782616794109,0.36075200140476227
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le16_fused_large,276,24,11.0,12,0.0,0.0434782616794109,0.3590079993009567
compacted,2,case_015_low_heterogeneity_control,case_015,low_heterogeneity_control,humaneval,early,29,4,2,hybrid_grouped_tiny_le1_fused_large,276,24,11.0,12,0.0,0.0434782616794109,0.47953599691390986
