active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,23.841
1,63,gpu_counts_cumsum,1,22.753
1,63,gpu_counts_cumsum,2,20.755
1,63,gpu_counts_cumsum,3,18.693
1,63,gpu_counts_cumsum,4,17.511
1,63,gpu_counts_cumsum,5,20.064
1,63,gpu_counts_cumsum,6,19.909
1,63,gpu_counts_cumsum,7,20.3
1,63,gpu_counts_cumsum,8,19.534
1,63,gpu_counts_cumsum,9,17.006
1,63,gpu_counts_cumsum,10,16.822
1,63,gpu_counts_cumsum,11,17.793
1,63,gpu_counts_cumsum,12,18.377
1,63,gpu_counts_cumsum,13,17.085
1,63,gpu_counts_cumsum,14,16.699
1,63,gpu_counts_cumsum,15,16.75
1,63,gpu_counts_cumsum,16,16.748
1,63,gpu_counts_cumsum,17,16.682
1,63,gpu_counts_cumsum,18,19.391
1,63,gpu_counts_cumsum,19,19.38
1,63,gpu_counts_cumsum,20,18.945
1,63,gpu_counts_cumsum,21,19.424
1,63,gpu_counts_cumsum,22,19.079
1,63,gpu_counts_cumsum,23,17.012
1,63,gpu_counts_cumsum,24,16.962
1,63,gpu_counts_cumsum,25,16.553
1,63,gpu_counts_cumsum,26,21.628
1,63,gpu_counts_cumsum,27,16.75
1,63,gpu_counts_cumsum,28,16.609
1,63,gpu_counts_cumsum,29,16.43
1,63,gpu_counts_cumsum,30,16.603
1,63,gpu_counts_cumsum,31,16.702
1,63,gpu_counts_cumsum,32,16.858
1,63,gpu_counts_cumsum,33,17.239
1,63,gpu_counts_cumsum,34,16.675
1,63,gpu_counts_cumsum,35,16.263
1,63,gpu_counts_cumsum,36,16.244
1,63,gpu_counts_cumsum,37,16.694
1,63,gpu_counts_cumsum,38,15.968
1,63,gpu_counts_cumsum,39,16.021
1,63,cpu_list_to_cuda_offsets,0,43.066
1,63,cpu_list_to_cuda_offsets,1,35.717
1,63,cpu_list_to_cuda_offsets,2,35.581
1,63,cpu_list_to_cuda_offsets,3,36.026
1,63,cpu_list_to_cuda_offsets,4,34.888
1,63,cpu_list_to_cuda_offsets,5,34.486
