source,repetition,baseline_wall_ms_including_decode,streaming_wall_ms_including_decode,wall_reduction_pct,baseline_prefill_cuda_ms,streaming_prefill_cuda_ms,prefill_cuda_reduction_pct,baseline_chunk_count,streaming_chunk_count,image1_encode_ms,image2_encode_ms,baseline_tokens,streaming_tokens
primary_stablecheck,0,3442.404328,3414.926869,0.7982054512453013,187.82659232616425,188.4474560022354,-0.330551530740134,2,2,27.677727699279785,21.358367919921875,483,483
secondary_handoff,0,3527.089061,3394.30923,3.764572674622357,195.37587189674377,189.1534402370453,3.184851639708635,2,2,27.77384090423584,20.72711944580078,483,483
