pair_id,request_id,category,source,layer,M,candidate,start,end,rank,wall_ms,expert_ms,dispatch_ms,combine_ms,shape_assignments,shape_active_experts,shape_entropy,shape_hhi,shape_max_expert_load,shape_median_active_load,shape_p10_active_load,shape_tiny_le_1,shape_tiny_le_2,shape_tiny_le_4,shape_rank_imbalance,shape_rank_cv,correctness
29,long_6img_natural_fine,multi_image,long,47,256,a,528,784,0,2.081920027732849,0.9531199932098389,0.21711999829858541,0.14852803945541382,2048,112,6.5355538817644225,0.01218271255493164,51,17.0,5.0,0.0,0.026785714285714284,0.09821428571428571,1.1796875,0.15612177355740914,True
29,long_6img_natural_fine,multi_image,long,47,256,b,2248,2504,0,0.8987520039081573,0.45950400829315186,0.2212160020135343,0.089680016040802,2048,107,5.984229056370252,0.02321147918701172,109,10.0,3.0,0.04672897196261682,0.07476635514018691,0.16822429906542055,1.314453125,0.24887978393309879,True
30,long_8img_mixed,multi_image,long,0,256,a,1360,1616,0,0.9038880169391632,0.478207990527153,0.21547199878841639,0.09497594833374023,2048,111,5.988062795209619,0.021259784698486328,108,11.0,1.0,0.10810810810810811,0.18018018018018017,0.35135135135135137,1.181640625,0.17708393171620715,True
30,long_8img_mixed,multi_image,long,0,256,b,6232,6488,0,2.06660795211792,0.926112025976181,0.21723199682310224,0.15692806243896484,2048,126,6.633184945088403,0.011775970458984375,59,14.0,3.0,0.015873015873015872,0.047619047619047616,0.1349206349206349,1.060546875,0.055638357551734824,True
31,long_8img_mixed,multi_image,long,47,256,a,120,376,0,0.9863999783992767,0.4987359941005707,0.1925760004669428,0.08577597141265869,2048,111,6.194232083127873,0.018444538116455078,95,11.0,3.0,0.05405405405405406,0.08108108108108109,0.1981981981981982,1.15625,0.1494619255446015,True
31,long_8img_mixed,multi_image,long,47,256,b,6672,6928,0,2.043951988220215,0.9111840128898621,0.1801279983483255,0.15025591850280762,2048,102,6.144299852748649,0.017807960510253906,94,15.0,3.0,0.049019607843137254,0.0784313725490196,0.19607843137254902,1.19140625,0.16767325024480276,True
32,retina,fine_grained,short,0,512,a,112,624,0,0.9327040016651154,0.5361120104789734,0.20979200350120664,0.07843199372291565,4096,116,6.085333890354366,0.02018260955810547,207,20.5,3.0,0.0603448275862069,0.08620689655172414,0.12931034482758622,1.103515625,0.09809471878006003,True
32,retina,fine_grained,short,0,512,b,1432,1944,0,2.103343963623047,0.9655520021915436,0.21552000287920237,0.1634719967842102,4096,122,6.065989162962224,0.019748330116271973,179,17.0,2.0,0.08196721311475409,0.13934426229508196,0.2459016393442623,1.1806640625,0.15030499286899174,True
33,retina,fine_grained,short,24,512,a,0,512,0,0.9644000232219696,0.5174400061368942,0.24182400340214372,0.09988799691200256,4096,119,6.275377246472554,0.016374588012695312,181,22.0,3.0,0.07563025210084033,0.08403361344537816,0.14285714285714285,1.3359375,0.2006628021087777,True
33,retina,fine_grained,short,24,512,b,824,1336,0,2.1369279623031616,0.9621599614620209,0.2269120030105114,0.1834239959716797,4096,125,6.396162334609657,0.015087127685546875,154,26.0,3.4000000000000004,0.032,0.08,0.16,1.2880859375,0.1745644735681602,True
34,retina,fine_grained,short,47,512,a,0,512,0,0.9749760031700134,0.5199999958276749,0.24692799942567945,0.09772798418998718,4096,111,6.340248854178359,0.01457977294921875,141,31.0,4.0,0.02702702702702703,0.08108108108108109,0.12612612612612611,1.11328125,0.10527189745510826,True
34,retina,fine_grained,short,47,512,b,1160,1672,0,2.096255898475647,0.9428959786891937,0.2480639973655343,0.16553586721420288,4096,111,6.245988543375218,0.01683676242828369,198,28.0,4.0,0.009009009009009009,0.04504504504504504,0.10810810810810811,1.224609375,0.19873106860321016,True
35,long_10img_chart_mixed,multi_image,long,24,512,a,96,608,0,2.095552086830139,0.9440319538116455,0.24129600543528795,0.1692960262298584,4096,117,5.712201232665434,0.03037428855895996,357,14.0,2.0,0.042735042735042736,0.1111111111111111,0.2564102564102564,1.345703125,0.4110173949113075,True
35,long_10img_chart_mixed,multi_image,long,24,512,b,4672,5184,0,0.9629760086536407,0.5291839689016342,0.24308799859136343,0.09019199013710022,4096,126,6.4861206418059645,0.013562679290771484,128,26.5,5.0,0.03968253968253968,0.06349206349206349,0.0873015873015873,1.12109375,0.07545485848469476,True
36,long_12img_broad,multi_image,long,24,512,a,776,1288,0,0.9721119999885559,0.5253599882125854,0.24691200954839587,0.09572800993919373,4096,121,6.514885201378879,0.013025522232055664,113,27.0,6.0,0.008264462809917356,0.024793388429752067,0.06611570247933884,1.1318359375,0.09840290733322293,True
36,long_12img_broad,multi_image,long,24,512,b,6328,6840,0,2.1002399921417236,0.9341600239276886,0.24465600354596972,0.147599995136261,4096,116,5.990870532503684,0.0233231782913208,331,19.0,2.0,0.0603448275862069,0.12931034482758622,0.1896551724137931,1.1630859375,0.15374114964761615,True
37,long_6img_natural_fine,multi_image,long,0,512,a,200,712,0,0.9533919990062714,0.5174079835414886,0.23606399772688746,0.0982079803943634,4096,128,6.737672796781855,0.010859370231628418,101,27.5,12.0,0.0078125,0.015625,0.0234375,1.0712890625,0.07534418602923654,True
37,long_6img_natural_fine,multi_image,long,0,512,b,2032,2544,0,2.0973119735717773,0.9439359903335571,0.248288010712713,0.1555999517440796,4096,119,5.9485263569646465,0.022755742073059082,245,18.0,2.0,0.07563025210084033,0.15126050420168066,0.21008403361344538,1.103515625,0.09081768729404781,True
38,long_6img_natural_fine,multi_image,long,47,512,a,192,704,0,0.9408639967441559,0.5188639909029007,0.23623999720439315,0.08294400572776794,4096,113,6.5368511745068965,0.01253974437713623,130,33.0,11.0,0.0,0.0,0.017699115044247787,1.1494140625,0.17720371717080427,True
38,long_6img_natural_fine,multi_image,long,47,512,b,1312,1824,0,2.111840009689331,0.956384003162384,0.2579679940827191,0.16640013456344604,4096,112,6.049261225190951,0.02209484577178955,223,22.0,4.0,0.017857142857142856,0.05357142857142857,0.11607142857142858,1.361328125,0.24430072875318226,True
39,long_8img_mixed,multi_image,long,47,512,a,192,704,0,0.9477599859237671,0.5287519991397858,0.23816000577062368,0.07998400926589966,4096,112,6.289113154680459,0.01707160472869873,169,25.0,9.0,0.0,0.017857142857142856,0.044642857142857144,1.1787109375,0.15856139506014055,True
39,long_8img_mixed,multi_image,long,47,512,b,2912,3424,0,2.094096064567566,0.9255199730396271,0.2497760052792728,0.17167997360229492,4096,116,6.4953122174220335,0.012730240821838379,88,33.5,5.5,0.017241379310344827,0.05172413793103448,0.08620689655172414,1.109375,0.17337078839104927,True
0,logo,chart_document,short,0,128,a,8,136,1,2.175376057624817,1.0010240375995636,0.1995040033943951,0.1309119462966919,1024,113,6.352571810940078,0.015848159790039062,44,7.0,2.0,0.07964601769911504,0.1415929203539823,0.3185840707964602,1.2109375,0.16471225501803136,True
0,logo,chart_document,short,0,128,b,144,272,1,1.035871982574463,0.4647839814424515,0.21139200404286385,0.16041600704193115,1024,122,6.463442793374197,0.014530181884765625,35,6.0,2.0,0.09016393442622951,0.1721311475409836,0.36065573770491804,1.15234375,0.10249720127657755,True
1,logo,chart_document,short,24,128,a,0,128,1,0.8866080045700073,0.43593597412109375,0.19259200198575854,0.11039999127388,1024,109,6.138752641911828,0.018461227416992188,44,5.0,1.0,0.1743119266055046,0.24770642201834864,0.42201834862385323,1.1171875,0.1477936282218173,True
1,logo,chart_document,short,24,128,b,144,272,1,2.0881919860839844,0.971919983625412,0.19476799853146076,0.14982396364212036,1024,112,6.123932290784343,0.018835067749023438,40,4.5,1.0,0.125,0.3125,0.5,1.265625,0.17260586793191954,True
2,logo,chart_document,short,47,128,a,8,136,1,2.101631999015808,0.9679679870605469,0.18785599526017904,0.14235198497772217,1024,104,6.256398913384406,0.016241073608398438,48,7.0,2.0,0.07692307692307693,0.125,0.33653846153846156,1.359375,0.26333166709404937,True
2,logo,chart_document,short,47,128,b,136,264,1,0.893744021654129,0.42876799404621124,0.19094400107860565,0.10256001353263855,1024,107,6.339940681272779,0.014951705932617188,34,8.0,2.0,0.07476635514018691,0.14018691588785046,0.2803738317757009,1.3203125,0.24117732875676767,True
3,histology,fine_grained,short,24,128,a,0,128,1,0.8913440108299255,0.4367840141057968,0.1918399976566434,0.11604800820350647,1024,106,6.014119578720926,0.020677566528320312,53,6.0,1.0,0.18867924528301888,0.27358490566037735,0.44339622641509435,1.28515625,0.22415885524068083,True
3,histology,fine_grained,short,24,128,b,144,272,1,2.0752960443496704,0.9501760303974152,0.18649600259959698,0.156544029712677,1024,109,6.188186957939259,0.017316818237304688,39,6.0,1.0,0.12844036697247707,0.23853211009174313,0.42201834862385323,1.19921875,0.13093223251636227,True
4,histology,fine_grained,short,47,128,a,0,128,1,0.9118880033493042,0.4243040084838867,0.19553600111976266,0.11548802256584167,1024,101,6.201584349701382,0.0169219970703125,42,7.0,2.0,0.07920792079207921,0.1485148514851485,0.2871287128712871,1.3515625,0.22614117613333656,True
4,histology,fine_grained,short,47,128,b,144,272,1,2.0909279584884644,0.974431961774826,0.18611199548467994,0.1244959831237793,1024,108,6.3047366872011175,0.0159149169921875,45,7.0,2.0,0.07407407407407407,0.14814814814814814,0.35185185185185186,1.29296875,0.1861728749186324,True
5,coffee_rocket,multi_image,short,24,128,a,0,128,1,0.8856640160083771,0.43508800864219666,0.18787200190126896,0.1146240234375,1024,104,6.074960100223375,0.0201568603515625,64,6.0,1.3000000000000007,0.10576923076923077,0.21153846153846154,0.38461538461538464,1.09375,0.05767509007903672,True
5,coffee_rocket,multi_image,short,24,128,b,256,384,1,2.090127944946289,0.9546560049057007,0.1907519963569939,0.15092796087265015,1024,119,6.279663079391894,0.017688751220703125,53,5.0,1.0,0.11764705882352941,0.24369747899159663,0.42016806722689076,1.0234375,0.014352478961620185,True
6,coffee_rocket,multi_image,short,47,128,a,0,128,1,2.073040008544922,0.9387359917163849,0.1940159983932972,0.16622394323349,1024,112,6.409327911838288,0.014217376708984375,36,7.0,2.0,0.07142857142857142,0.16964285714285715,0.32142857142857145,1.21875,0.15681051805991444,True
6,coffee_rocket,multi_image,short,47,128,b,280,408,1,0.8724800050258636,0.42156800627708435,0.18521600402891636,0.1069599986076355,1024,108,6.343630474147234,0.014711380004882812,35,8.0,1.700000000000001,0.10185185185185185,0.2222222222222222,0.3055555555555556,1.28515625,0.2140076058720665,True
7,model_card,chart_document,short,12,128,a,40,168,1,2.1107200384140015,0.9491840302944183,0.19409600319340825,0.19068795442581177,1024,116,6.393832562696121,0.014558792114257812,29,7.0,2.0,0.09482758620689655,0.19827586206896552,0.3706896551724138,1.21484375,0.16533638621147115,True
7,model_card,chart_document,short,12,128,b,472,600,1,0.9148159921169281,0.42846399545669556,0.19110400322824717,0.13523200154304504,1024,114,6.202066570514333,0.018930435180664062,62,6.0,1.0,0.15789473684210525,0.2631578947368421,0.3684210526315789,1.1875,0.1405435962305158,True
8,model_card,chart_document,short,47,128,a,40,168,1,0.8958559930324554,0.42076800763607025,0.19358399650081992,0.12559998035430908,1024,106,6.458679383160174,0.013124465942382812,29,8.0,3.5,0.04716981132075472,0.0660377358490566,0.1792452830188679,1.16796875,0.15311802439468467,True
8,model_card,chart_document,short,47,128,b,456,584,1,2.078976035118103,0.9567360281944275,0.19302399642765522,0.12417590618133545,1024,107,6.144761585542312,0.017879486083984375,38,7.0,1.0,0.11214953271028037,0.308411214953271,0.411214953271028,1.09375,0.058658818037817216,True
