task_id,request_id,source,layer,budget,rank,interval,expert_ms,wall_ms,dispatch_ms,combine_ms,expert_cv
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(384, 479)",0.47116851806640625,0.8630714416503906,0.1082305908203125,0.13104248046875,0.07312015761128661
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(240, 256)",0.36742401123046875,0.7389106750488281,0.089599609375,0.08579254150390625,0.07793419792216567
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(32, 96)",0.3520355224609375,0.6921844482421875,0.09629058837890625,0.09368896484375,0.02777292245881929
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(0, 16)",0.33660888671875,1.0417289733886719,0.10582351684570312,0.448638916015625,0.03390371699640596
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(400, 495)",0.384765625,0.7953910827636719,0.1129913330078125,0.1683197021484375,0.033424715972630435
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(16, 96)",0.35913848876953125,0.7830696105957031,0.09619140625,0.14815902709960938,0.01886039341780244
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(144, 272)",0.3910369873046875,0.699005126953125,0.09881591796875,0.09778976440429688,0.020267955159295473
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(352, 400)",0.34925079345703125,0.9073257446289062,0.08265304565429688,0.342559814453125,0.053203833583862256
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(32, 128)",0.36217498779296875,0.7411231994628906,0.10204696655273438,0.14537811279296875,0.02315716835378528
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(112, 128)",0.48284798860549927,2.4454080993309617,0.9717759964987636,0.13839983940124512,0.012586551242445504
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(144, 256)",0.9906878471374512,1.4400639533996582,0.103424072265625,0.14172792434692383,0.026316136705044783
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(288, 352)",0.41148805618286133,0.8048961162567139,0.10195207595825195,0.08582401275634766,0.03346363695437785
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(112, 224)",0.36710357666015625,0.7588796615600586,0.09743976593017578,0.09564828872680664,0.0346714394408841
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(96, 160)",0.9616961479187012,1.3412799835205078,0.09231996536254883,0.11670398712158203,0.05163510842895077
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(128, 240)",0.42707204818725586,0.8481597900390625,0.10655975341796875,0.11977577209472656,0.03468807739186235
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(272, 400)",0.4121279716491699,0.7385597229003906,0.09628820419311523,0.07251167297363281,0.03506120132826783
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(144, 160)",0.3593273162841797,0.6972799301147461,0.08217620849609375,0.07913589477539062,0.037336597672064036
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(479, 511)",0.36015987396240234,0.7059516906738281,0.09379196166992188,0.08345603942871094,0.02845976243254824
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(368, 479)",0.3722877502441406,0.7140159606933594,0.0971517562866211,0.11104011535644531,0.018103043785931593
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(224, 240)",0.339263916015625,0.6692800521850586,0.08016014099121094,0.06499195098876953,0.04790263778278937
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(368, 416)",0.3527994155883789,0.7387199401855469,0.09344005584716797,0.13296031951904297,0.02773198824172992
coffee_rocket:0:128,coffee_rocket,short,0,128,0,"(416, 511)",0.3801918029785156,0.7148799896240234,0.0987844467163086,0.0892801284790039,0.019644313608487157
