case_id,rank,M,active_experts_per_rank,wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,iterations,warmups,correctness
balanced_rank_A1_M64,0,64,1,1.6694719791412354,0.05196800082921982,0.19689599703997374,0.4379200339317322,0.2693120241165161,5,2,True
balanced_rank_A2_M64,0,64,2,1.5585600137710571,0.027648000046610832,0.18169599771499634,0.43369603157043457,0.2603839635848999,5,2,True
balanced_rank_A4_M64,0,64,4,2.319040060043335,0.02691200003027916,0.1790720010176301,0.4514559507369995,0.12531185150146484,5,2,True
balanced_rank_A8_M64,0,64,8,5.119264125823975,0.027424000203609467,0.18051200360059738,0.4529600143432617,0.10291194915771484,5,2,True
balanced_rank_A16_M64,0,64,16,0.8884479999542236,0.0272000003606081,0.17334399931132793,0.4347200095653534,0.08396804332733154,5,2,True
balanced_rank_A1_M128,0,128,1,1.7611199617385864,0.027775999158620834,0.18556800670921803,0.6643199920654297,0.7032959461212158,5,2,True
balanced_rank_A2_M128,0,128,2,1.7489279508590698,0.02876799926161766,0.1745920004323125,0.6585920453071594,0.6976959705352783,5,2,True
balanced_rank_A4_M128,0,128,4,1.7684799432754517,0.026847999542951584,0.18652799259871244,0.6612160205841064,0.7165759801864624,5,2,True
balanced_rank_A8_M128,0,128,8,1.7928320169448853,0.02643200010061264,0.19740800466388464,0.6541119813919067,0.7258878946304321,5,2,True
balanced_rank_A16_M128,0,128,16,0.8980799913406372,0.026528000831604004,0.17891199979931116,0.45392003655433655,0.0888640284538269,5,2,True
balanced_rank_A1_M256,0,256,1,1.7407360076904297,0.02723200060427189,0.21168000530451536,0.4000000059604645,0.9389759302139282,5,2,True
balanced_rank_A2_M256,0,256,2,1.7666560411453247,0.026784000918269157,0.20371200144290924,0.4077119827270508,0.998367965221405,5,2,True
balanced_rank_A4_M256,0,256,4,1.7755839824676514,0.02735999971628189,0.20902400463819504,0.41174399852752686,0.9762559533119202,5,2,True
balanced_rank_A8_M256,0,256,8,2.057663917541504,0.02537599951028824,0.19945599790662527,0.42047998309135437,1.256223976612091,5,2,True
balanced_rank_A16_M256,0,256,16,0.9160000085830688,0.02703999914228916,0.20854400284588337,0.4039360284805298,0.1255360245704651,5,2,True
balanced_rank_A1_M512,0,512,1,1.7741119861602783,0.027583999559283257,0.22995199542492628,0.44518396258354187,0.9918079376220703,5,2,True
balanced_rank_A2_M512,0,512,2,1.780735969543457,0.02643200010061264,0.23225600086152554,0.4507199823856354,0.9939519762992859,5,2,True
balanced_rank_A4_M512,0,512,4,1.8080320358276367,0.02611199952661991,0.22880000714212656,0.4449600279331207,1.0054399371147156,5,2,True
balanced_rank_A8_M512,0,512,8,1.788256049156189,0.02707199938595295,0.23071999847888947,0.4501440227031708,0.988383948802948,5,2,True
balanced_rank_A16_M512,0,512,16,0.9223679900169373,0.026784000918269157,0.23062399681657553,0.46457600593566895,0.11062401533126831,5,2,True
balanced_rank_A1_M1024,0,1024,1,1.8074239492416382,0.02755199931561947,0.2724479977041483,0.6051520109176636,0.8655359745025635,5,2,True
balanced_rank_A2_M1024,0,1024,2,1.8239359855651855,0.027936000376939774,0.2787200100719929,0.6080319881439209,0.8767680525779724,5,2,True
balanced_rank_A4_M1024,0,1024,4,1.8146239519119263,0.028672000393271446,0.2917440002784133,0.6016959846019745,0.8553919792175293,5,2,True
balanced_rank_A8_M1024,0,1024,8,1.8359999656677246,0.02816000021994114,0.2879040129482746,0.6103359758853912,0.8698880672454834,5,2,True
balanced_rank_A16_M1024,0,1024,16,1.1211199760437012,0.026815999299287796,0.2753280019387603,0.6180800199508667,0.1600000262260437,5,2,True
balanced_rank_A1_M2048,0,2048,1,1.9192639589309692,0.03296000137925148,0.3855679864063859,0.8564799726009369,0.6588799953460693,5,2,True
balanced_rank_A2_M2048,0,2048,2,1.921504020690918,0.03219199925661087,0.3841599952429533,0.8468480110168457,0.6306240558624268,5,2,True
balanced_rank_A4_M2048,0,2048,4,1.9263039827346802,0.03267199918627739,0.37347200233489275,0.8504320383071899,0.6654080152511597,5,2,True
balanced_rank_A8_M2048,0,2048,8,1.9155199527740479,0.03142400085926056,0.37404798809438944,0.8584319353103638,0.6603519916534424,5,2,True
balanced_rank_A16_M2048,0,2048,16,1.497920036315918,0.03190400078892708,0.37561599910259247,0.8628159463405609,0.23529601097106934,5,2,True
balanced_rank_A1_M4096,0,4096,1,3.199615955352783,0.04771199822425842,0.6408640183508396,1.5670720338821411,0.7871038913726807,5,2,True
balanced_rank_A2_M4096,0,4096,2,3.1988160610198975,0.04560000076889992,0.6076799798756838,1.577184021472931,0.7781758308410645,5,2,True
balanced_rank_A4_M4096,0,4096,4,3.1836159229278564,0.04588799923658371,0.6078079743310809,1.5819519758224487,0.7659199237823486,5,2,True
balanced_rank_A8_M4096,0,4096,8,3.218559980392456,0.046751998364925385,0.5898879757151008,1.5815041065216064,0.788383960723877,5,2,True
balanced_rank_A16_M4096,0,4096,16,2.72544002532959,0.047200001776218414,0.6270720008760691,1.421184003353119,0.6610560417175293,5,2,True
balanced_rank_A1_M8192,0,8192,1,5.068416118621826,0.07280000299215317,1.0347200008109212,2.940607786178589,0.7936639785766602,5,2,True
balanced_rank_A2_M8192,0,8192,2,5.046815872192383,0.07174400240182877,1.0600639712065458,2.9666242599487305,0.6790719032287598,5,2,True
balanced_rank_A4_M8192,0,8192,4,5.06006383895874,0.07388799637556076,1.062816015444696,2.965920090675354,0.6568317413330078,5,2,True
balanced_rank_A8_M8192,0,8192,8,7.485856056213379,0.07132799923419952,1.1761920489370823,2.9681923389434814,0.8467197418212891,5,2,True
balanced_rank_A16_M8192,0,8192,16,4.679327964782715,0.0729919970035553,1.0710080340504646,2.809983968734741,0.6920318603515625,5,2,True
balanced_rank_A1_M64,1,64,1,1.644063949584961,0.030848000198602676,0.19932799600064754,0.45107197761535645,0.2224639654159546,5,2,True
balanced_rank_A2_M64,1,64,2,1.5553280115127563,0.02643200010061264,0.1936640040948987,0.44924795627593994,0.11753594875335693,5,2,True
balanced_rank_A4_M64,1,64,4,2.3209280967712402,0.025536000728607178,0.17814400047063828,0.44806408882141113,0.0731198787689209,5,2,True
balanced_rank_A8_M64,1,64,8,5.1314239501953125,0.026016000658273697,0.18697600718587637,0.446943998336792,1.2582080364227295,5,2,True
