case_id,M,active_experts_per_rank,ranks,rank_wall_median,critical_wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,correctness,expert_ms_per_assignment,fragmentation_ratio
balanced_rank_A16_M1024,1024,16,4,1.1093440055847168,1.1211199760437012,0.026815999299287796,0.27590401098132133,0.6686400175094604,0.1600000262260437,True,0.00016324219177477062,0.015625
balanced_rank_A16_M128,128,16,4,0.8949280083179474,0.8991680145263672,0.026528000831604004,0.18364799581468105,0.45392003655433655,0.09702402353286743,True,0.00011082032142439857,0.015625
balanced_rank_A16_M2048,2048,16,4,1.4900960326194763,1.5019199848175049,0.032896000891923904,0.37561599910259247,0.9075519442558289,0.23529601097106934,True,0.00022157029889058322,0.015625
balanced_rank_A16_M256,256,16,4,0.8727840185165405,0.9160000085830688,0.02703999914228916,0.20854400284588337,0.4376639723777771,0.1255360245704651,True,0.00010685155575629324,0.015625
balanced_rank_A16_M4096,4096,16,4,2.72161602973938,2.72544002532959,0.047200001776218414,0.6270720008760691,1.5912638902664185,0.6610560417175293,True,0.0003884921607095748,0.015625
balanced_rank_A16_M512,512,16,4,0.9079200029373169,0.9223679900169373,0.026784000918269157,0.23062399681657553,0.5030080080032349,0.11062401533126831,True,0.00012280468945391476,0.015625
balanced_rank_A16_M64,64,16,4,0.8738560080528259,0.8884479999542236,0.02831999957561493,0.17388800345361233,0.4347200095653534,0.12585604190826416,True,0.00010613281483529136,0.015625
balanced_rank_A16_M8192,8192,16,4,4.626816034317017,4.679327964782715,0.07423999905586243,1.0710080340504646,2.831488013267517,0.6920318603515625,True,0.0006912812532391399,0.015625
balanced_rank_A1_M1024,1024,1,4,1.7893440127372742,1.8074239492416382,0.02755199931561947,0.2724479977041483,0.8664320707321167,0.8655359745025635,True,0.00021153126726858318,0.0009765625
balanced_rank_A1_M128,128,1,4,1.7558239698410034,1.7611199617385864,0.027775999158620834,0.18556800670921803,0.8415359854698181,0.7032959461212158,True,0.0002054531214525923,0.0009765625
balanced_rank_A1_M2048,2048,1,4,1.9097439646720886,1.9192639589309692,0.03296000137925148,0.3855679864063859,0.9569599628448486,0.6588799953460693,True,0.00023363280342891812,0.0009765625
balanced_rank_A1_M256,256,1,4,1.7373440265655518,1.7600959539413452,0.027456000447273254,0.2140480037778616,0.8128319978713989,0.9389759302139282,True,0.000198445311980322,0.0009765625
balanced_rank_A1_M4096,4096,1,4,3.157663941383362,3.199615955352783,0.04771199822425842,0.6408640183508396,1.618527889251709,0.7871038913726807,True,0.000395148410461843,0.0009765625
balanced_rank_A1_M512,512,1,4,1.7521440386772156,1.7741119861602783,0.027583999559283257,0.22995199542492628,0.8727039694786072,0.9918079376220703,True,0.00021306249254848808,0.0009765625
balanced_rank_A1_M64,64,1,4,1.6354559659957886,1.6694719791412354,0.10611200332641602,0.19932799600064754,0.48656004667282104,0.2693120241165161,True,0.0001187890738947317,0.0009765625
balanced_rank_A1_M8192,8192,1,4,5.036416053771973,5.068416118621826,0.07491199672222137,1.0381759498268366,3.0309759378433228,0.7936639785766602,True,0.00073998435982503,0.0009765625
balanced_rank_A2_M1024,1024,2,4,1.798848032951355,1.8239359855651855,0.027936000376939774,0.2787200100719929,0.8706559538841248,0.8767680525779724,True,0.0002125624887412414,0.001953125
balanced_rank_A2_M128,128,2,4,1.7469120025634766,1.761023998260498,0.02876799926161766,0.18204800132662058,0.8486080169677734,0.6976959705352783,True,0.0002071796916425228,0.001953125
balanced_rank_A2_M2048,2048,2,4,1.9147520065307617,1.922592043876648,0.032255999743938446,0.3841599952429533,0.955295979976654,0.6306240558624268,True,0.0002332265576114878,0.001953125
balanced_rank_A2_M256,256,2,4,1.7544479966163635,1.7666560411453247,0.026784000918269157,0.20371200144290924,0.8299840092658997,0.998367965221405,True,0.00020263281476218253,0.001953125
balanced_rank_A2_M4096,4096,2,4,3.188416004180908,3.2127039432525635,0.04560000076889992,0.6194239826872945,1.618751883506775,0.7781758308410645,True,0.0003952030965592712,0.001953125
balanced_rank_A2_M512,512,2,4,1.7592960000038147,1.780735969543457,0.02643200010061264,0.23225600086152554,0.8713280558586121,0.9939519762992859,True,0.00021272657613735646,0.001953125
balanced_rank_A2_M64,64,2,4,1.5482240319252014,1.5585600137710571,0.027648000046610832,0.1936640040948987,0.4700479507446289,0.2603839635848999,True,0.00011475780047476292,0.001953125
balanced_rank_A2_M8192,8192,2,4,5.033920049667358,5.050528049468994,0.07391999661922455,1.0600639712065458,3.0191038846969604,0.7140159606933594,True,0.0007370859093498439,0.001953125
balanced_rank_A4_M1024,1024,4,4,1.7846400141716003,1.8146239519119263,0.028672000393271446,0.2917440002784133,0.8468800187110901,0.8553919792175293,True,0.00020675781706813723,0.00390625
balanced_rank_A4_M128,128,4,4,1.759872019290924,1.7684799432754517,0.026847999542951584,0.18652799259871244,0.8419840335845947,0.7165759801864624,True,0.00020556250819936395,0.00390625
balanced_rank_A4_M2048,2048,4,4,1.916047990322113,1.9263039827346802,0.034143999218940735,0.37347200233489275,0.9588159918785095,0.6654080152511597,True,0.00023408593551721424,0.00390625
balanced_rank_A4_M256,256,4,4,1.7552799582481384,1.7755839824676514,0.02735999971628189,0.20902400463819504,0.8645760416984558,0.9762559533119202,True,0.00021107813518028706,0.00390625
balanced_rank_A4_M4096,4096,4,4,3.1730719804763794,3.1854400634765625,0.04662400111556053,0.6078079743310809,1.612928032875061,0.7659199237823486,True,0.00039378125802613795,0.00390625
balanced_rank_A4_M512,512,4,4,1.8000800013542175,1.8095359802246094,0.027135999873280525,0.22880000714212656,0.8198400735855103,1.0054399371147156,True,0.00020015626796521246,0.00390625
balanced_rank_A4_M64,64,4,4,2.3156960010528564,2.3209280967712402,0.02691200003027916,0.1790720010176301,0.4542398452758789,0.15270400047302246,True,0.00011089839972555637,0.00390625
balanced_rank_A4_M8192,8192,4,4,5.05350399017334,5.06006383895874,0.07388799637556076,1.062816015444696,3.005056142807007,0.7403197288513184,True,0.0007336562848649919,0.00390625
balanced_rank_A8_M1024,1024,8,4,1.8127679824829102,1.8359999656677246,0.029152000322937965,0.2879040129482746,0.7984000444412231,0.8698880672454834,True,0.000194921885849908,0.0078125
balanced_rank_A8_M128,128,8,4,1.7863519787788391,1.7958400249481201,0.02643200010061264,0.20764800533652306,0.8166719675064087,0.7258878946304321,True,0.0001993828045669943,0.0078125
balanced_rank_A8_M2048,2048,8,4,1.9096159934997559,1.9172799587249756,0.03222399950027466,0.3880959926173091,0.9555519819259644,0.6603519916534424,True,0.00023328905808739364,0.0078125
balanced_rank_A8_M256,256,8,4,2.0352959632873535,2.057663917541504,0.02579200081527233,0.19945599790662527,0.8326720595359802,1.256223976612091,True,0.00020328907703515142,0.0078125
balanced_rank_A8_M4096,4096,8,4,3.220800042152405,3.224128007888794,0.04681599885225296,0.6133760092779994,1.6154561042785645,0.788383960723877,True,0.0003943984629586339,0.0078125
balanced_rank_A8_M512,512,8,4,1.7729600071907043,1.788256049156189,0.02707199938595295,0.23071999847888947,0.8163200616836548,0.988383948802948,True,0.00019929689005948603,0.0078125
balanced_rank_A8_M64,64,8,4,5.113648176193237,5.1314239501953125,0.027424000203609467,0.18697600718587637,0.45699191093444824,1.2582080364227295,True,0.00011157029075548053,0.0078125
balanced_rank_A8_M8192,8192,8,4,7.4098241329193115,7.485856056213379,0.07379200309515,1.1761920489370823,3.0054078102111816,0.8692483901977539,True,0.0007337421411648393,0.0078125
