request_id,layer,iteration,q_len,batch,physical_rows,live_positions,live_ratio,phase,prepare_attn_critical_ms,attention_critical_ms,prepare_mlp_critical_ms,mlp_critical_ms,postprocess_critical_ms,block_critical_sum_ms
measured_0,0,0,32,16,512,293,0.572265625,middle,0.1196800023317337,0.6280320286750793,0.3445119857788086,0.262688010931015,0.004575999919325113,1.3594880276359618
measured_0,0,1,32,16,512,262,0.51171875,middle,0.12537600100040436,0.6139199733734131,0.4387519955635071,0.2662079930305481,0.003488000016659498,1.4477439629845321
measured_0,0,2,32,16,512,286,0.55859375,middle,0.15222400426864624,0.6145920157432556,0.36028799414634705,0.30031999945640564,0.004255999810993671,1.4316800134256482
measured_0,0,3,32,16,512,246,0.48046875,middle,0.12268800288438797,0.6700159907341003,0.46480000019073486,0.29443201422691345,0.010975999757647514,1.5629120077937841
measured_0,0,4,32,16,512,273,0.533203125,middle,0.12252800166606903,0.6349760293960571,0.409280002117157,0.25811201333999634,0.0037120000924915075,1.428608046611771
measured_0,0,5,32,16,512,216,0.421875,middle,0.1443520039319992,0.7167040109634399,0.419871985912323,0.2533760070800781,0.003008000086992979,1.5373120079748333
measured_0,0,6,32,16,512,213,0.416015625,middle,0.13843199610710144,0.6026880145072937,0.42480000853538513,0.2783359885215759,0.0035840000491589308,1.4478400077205151
measured_0,0,7,32,16,512,172,0.3359375,middle,0.12585599720478058,0.6544640064239502,0.46377599239349365,0.27884799242019653,0.0030400000978261232,1.525983988540247
measured_0,0,8,32,15,480,140,0.2916666666666667,late,0.12758399546146393,0.6184319853782654,0.4448640048503876,0.2704640030860901,0.0036800000816583633,1.4650239888578653
measured_0,0,9,32,14,448,137,0.30580357142857145,late,0.12540799379348755,0.6097599864006042,0.43196800351142883,0.3437120020389557,0.028543999418616295,1.5393919851630926
measured_0,0,10,32,12,384,108,0.28125,late,0.11929599940776825,0.6333760023117065,0.41302400827407837,0.29407998919487,0.009727999567985535,1.4695039987564087
measured_0,0,11,32,10,320,120,0.375,middle,0.13734400272369385,0.6520320177078247,0.49427199363708496,0.2614400088787079,0.008927999995648861,1.5540160229429603
measured_0,0,12,32,10,320,99,0.309375,late,0.12566399574279785,0.6292160153388977,0.47868800163269043,0.2972480058670044,0.010528000071644783,1.5413440186530352
measured_0,0,13,32,9,288,83,0.2881944444444444,late,0.12863999605178833,0.6093440055847168,0.4264959990978241,0.2945599853992462,0.010688000358641148,1.4697279864922166
measured_0,0,14,32,9,288,69,0.23958333333333334,late,0.12095999717712402,0.6191359758377075,0.37513598799705505,0.27910399436950684,0.01071999967098236,1.4050559550523758
measured_0,0,15,32,6,192,62,0.3229166666666667,late,0.1952960044145584,8.919872283935547,0.6458560228347778,4.939455986022949,0.01375999953597784,14.71424029674381
measured_0,0,16,32,5,160,43,0.26875,late,0.14371199905872345,6.780511856079102,0.6214399933815002,4.366208076477051,0.012736000120639801,11.924607925117016
measured_0,0,17,32,3,96,40,0.4166666666666667,middle,0.12851199507713318,8.734560012817383,3.158400058746338,5.7791361808776855,0.012671999633312225,17.81328024715185
measured_0,0,18,32,2,64,33,0.515625,middle,0.1412159949541092,5.492127895355225,0.47251200675964355,2.6930880546569824,0.01369599997997284,8.812639951705933
measured_0,0,19,32,2,64,31,0.484375,middle,0.12284799665212631,0.612991988658905,0.2809920012950897,0.30371201038360596,0.011103999800980091,1.3316479967907071
measured_0,0,20,32,2,64,19,0.296875,late,0.11660800129175186,0.6427519917488098,0.3195520043373108,0.28624001145362854,0.01071999967098236,1.3758720085024834
measured_0,0,21,32,2,64,14,0.21875,late,0.11919999867677689,0.676800012588501,0.3439039885997772,0.29760000109672546,0.010751999914646149,1.4482560008764267
measured_0,0,22,32,2,64,8,0.125,late,0.12377600371837616,0.6329600214958191,0.31407999992370605,0.28617599606513977,0.010688000358641148,1.3676800215616822
measured_0,0,23,32,1,32,7,0.21875,late,0.12540799379348755,0.659168004989624,0.8286399841308594,0.3041279911994934,0.010688000358641148,1.9280319744721055
measured_0,0,24,32,1,32,0,0.0,late,0.1586879938840866,0.799232006072998,6.774208068847656,0.34329599142074585,0.011776000261306763,8.087200060486794
measured_16,0,0,32,15,480,200,0.4166666666666667,middle,0.1424960047006607,0.6037759780883789,0.4513919949531555,0.3044480085372925,0.003103999886661768,1.5052159861661494
measured_16,0,1,32,15,480,179,0.3729166666666667,middle,0.12700800597667694,0.6367040276527405,0.4726400077342987,0.32204800844192505,0.01756799966096878,1.57596804946661
measured_16,0,2,32,15,480,133,0.27708333333333335,late,0.13020800054073334,0.6033920049667358,0.4521920084953308,0.2881920039653778,0.003135999897494912,1.4771200178656727
measured_16,0,3,32,15,480,149,0.3104166666666667,late,0.14640000462532043,0.6250879764556885,0.4264959990978241,0.3022080063819885,0.004191999789327383,1.504383986350149
measured_16,0,4,32,15,480,145,0.3020833333333333,late,0.1443520039319992,0.6498879790306091,0.42659199237823486,0.29100799560546875,0.006463999859988689,1.5183039708063006
measured_16,0,5,32,14,448,125,0.27901785714285715,late,0.14528000354766846,0.6488959789276123,0.40563198924064636,0.337119996547699,0.006304000038653612,1.5432319683022797
measured_16,0,6,32,14,448,201,0.4486607142857143,middle,0.11958400160074234,0.616096019744873,0.44924798607826233,0.28092798590660095,0.0037440001033246517,1.4695999934338033
measured_16,0,7,32,14,448,170,0.3794642857142857,middle,0.13337600231170654,0.6128000020980835,0.43167999386787415,0.2730560004711151,0.004352000076323748,1.455263998825103
measured_16,0,8,32,14,448,180,0.4017857142857143,middle,0.1459520012140274,0.6036159992218018,0.546720027923584,0.2885439991950989,0.003903999924659729,1.5887360274791718
measured_16,0,9,32,14,448,218,0.48660714285714285,middle,0.13571199774742126,0.639680027961731,0.42265599966049194,0.28543999791145325,0.004383999854326248,1.4878720231354237
measured_16,0,10,32,13,416,217,0.5216346153846154,middle,0.13622400164604187,0.6750720143318176,0.4505920112133026,0.27535998821258545,0.01017600018531084,1.5474240155890584
measured_16,0,11,32,12,384,222,0.578125,middle,0.12147200107574463,0.6436480283737183,0.3898879885673523,0.27267199754714966,0.0081599997356534,1.4358400152996182
measured_16,0,12,32,12,384,250,0.6510416666666666,middle,0.12675200402736664,0.612991988658905,0.4537599980831146,0.272352010011673,0.0081599997356534,1.4740160005167127
measured_16,0,13,32,12,384,264,0.6875,early,0.12438400089740753,0.6605119705200195,0.4513919949531555,0.2725119888782501,0.008383999578654766,1.5171839548274875
measured_16,0,14,32,12,384,229,0.5963541666666666,middle,0.12019199877977371,0.6353279948234558,0.4179520010948181,0.28672000765800476,0.009151999838650227,1.4693440021947026
measured_16,0,15,32,12,384,194,0.5052083333333334,middle,0.12563200294971466,0.6460800170898438,0.4397119879722595,0.2974399924278259,0.013376000337302685,1.5222400007769465
measured_16,0,16,32,12,384,160,0.4166666666666667,middle,0.13631999492645264,0.6611840128898621,0.3669759929180145,0.2863360047340393,0.008927999995648861,1.4597440054640174
measured_16,0,17,32,12,384,125,0.3255208333333333,late,0.1236800029873848,0.601535975933075,0.4097279906272888,0.26736000180244446,0.007968000136315823,1.4102719714865088
measured_16,0,18,32,12,384,95,0.24739583333333334,late,0.12848000228405,0.6412799954414368,0.466048002243042,0.28547200560569763,0.008799999952316284,1.5300800055265427
measured_16,0,19,32,12,384,72,0.1875,late,0.1257600039243698,0.6598399877548218,0.434143990278244,0.2630079984664917,0.009631999768316746,1.492383980192244
measured_16,0,20,32,9,288,39,0.13541666666666666,late,0.13948799669742584,0.6473600268363953,0.33715200424194336,0.2863680124282837,0.01017600018531084,1.420544040389359
measured_16,0,21,32,7,224,26,0.11607142857142858,late,0.14374400675296783,7.5107197761535645,0.34889599680900574,6.660416126251221,0.013791999779641628,14.6775679057464
measured_16,0,22,32,3,96,23,0.23958333333333334,late,0.12940800189971924,0.5993919968605042,0.27718400955200195,0.32371199131011963,0.009600000455975533,1.3392960000783205
measured_16,0,23,32,3,96,19,0.19791666666666666,late,0.12134400010108948,0.6716799736022949,0.33555200695991516,0.31439998745918274,0.013887999579310417,1.4568639677017927
