case_id,condition,critical_wall_ms,dispatch_ms,expert_ms,combine_ms,ranks
B_after_A_0,alternating,2.279312014579773,0.3319840133190155,1.0578080713748932,0.29592007398605347,4
B_after_A_1,alternating,2.151408076286316,0.2198400069028139,0.9802239835262299,0.22409600019454956,4
B_after_A_102,alternating,0.912447988986969,0.24551999475806952,0.4785440266132355,0.09678399562835693,4
B_after_A_109,alternating,1.4034560024738312,0.21478400100022554,0.8335360139608383,0.608896017074585,4
B_after_A_111,alternating,0.8570400178432465,0.1957919979467988,0.4750560075044632,0.08193597197532654,4
B_after_A_116,alternating,0.8760319948196411,0.19248000299558043,0.4728640168905258,0.09761601686477661,4
B_after_A_118,alternating,0.8762879967689514,0.20993600320070982,0.46697601675987244,0.08836802840232849,4
B_after_A_12,alternating,1.2626399993896484,0.2767679993994534,0.6699680387973785,0.38471999764442444,4
B_after_A_14,alternating,1.0533120036125183,0.2062560012564063,0.5942239761352539,0.25628799200057983,4
B_after_A_15,alternating,0.8995680212974548,0.20424000034108758,0.4780320078134537,0.10344001650810242,4
B_after_A_16,alternating,0.9134079813957214,0.2155679971911013,0.48636798560619354,0.11974397301673889,4
B_after_A_28,alternating,0.9772320091724396,0.24440000113099813,0.5025120228528976,0.16512000560760498,4
B_after_A_30,alternating,0.8762080073356628,0.2023040005005896,0.4585440158843994,0.11689597368240356,4
B_after_A_33,alternating,0.8880000114440918,0.2108319979161024,0.46718399226665497,0.09595197439193726,4
B_after_A_35,alternating,0.9035039842128754,0.20158400479704142,0.49856002628803253,0.1220960021018982,4
B_after_A_43,alternating,0.8761440217494965,0.20729599939659238,0.4689439684152603,0.10774397850036621,4
B_after_A_46,alternating,0.8874879777431488,0.21198400296270847,0.4726720005273819,0.08697602152824402,4
B_after_A_54,alternating,0.9896479845046997,0.2586560030467808,0.5044000148773193,0.14860799908638,4
B_after_A_55,alternating,0.8626880049705505,0.19881600374355912,0.4588319957256317,0.09115198254585266,4
B_after_A_57,alternating,0.917248010635376,0.24825600208714604,0.47329598665237427,0.09732797741889954,4
B_after_A_6,alternating,1.6215839982032776,0.2007519998587668,0.7671839594841003,0.629391998052597,4
B_after_A_61,alternating,0.8879840075969696,0.20956800365820527,0.4773920029401779,0.11081600189208984,4
B_after_A_64,alternating,0.8819040060043335,0.21347199752926826,0.46504001319408417,0.10033601522445679,4
B_after_A_65,alternating,0.8777439892292023,0.20812800666317344,0.473503977060318,0.08664000034332275,4
B_after_A_72,alternating,0.8784480094909668,0.20771199744194746,0.4771679937839508,0.09828796982765198,4
B_after_A_75,alternating,0.8803040087223053,0.20584000647068024,0.47180798649787903,0.11711999773979187,4
B_after_A_79,alternating,0.875247985124588,0.20827200403437018,0.47017599642276764,0.0867840051651001,4
B_after_A_8,alternating,1.413055956363678,0.24496000725775957,0.6625760197639465,0.588623970746994,4
B_after_A_90,alternating,0.8795839846134186,0.1947200009599328,0.46640001237392426,0.1186080276966095,4
B_after_A_94,alternating,0.8847520053386688,0.2193119996227324,0.4639839828014374,0.10188800096511841,4
B_after_D_10,disjoint,1.314736008644104,0.371008004527539,0.5761280208826065,0.33481597900390625,4
B_after_D_101,disjoint,0.8974079787731171,0.21876800106838346,0.4724159985780716,0.12079998850822449,4
B_after_D_104,disjoint,0.9247840046882629,0.20731200324371457,0.4758879840373993,0.15091198682785034,4
B_after_D_108,disjoint,0.8902880251407623,0.1882240050472319,0.47649599611759186,0.1167680025100708,4
B_after_D_110,disjoint,1.192799985408783,0.3615360055118799,0.530784010887146,0.2645120322704315,4
B_after_D_119,disjoint,0.939600020647049,0.2515200017951429,0.46671997010707855,0.11846399307250977,4
B_after_D_20,disjoint,1.0667999684810638,0.19075200147926807,0.6135839819908142,0.2885439693927765,4
B_after_D_24,disjoint,0.8736800253391266,0.19863999728113413,0.4767199903726578,0.09695997834205627,4
B_after_D_27,disjoint,0.8925279974937439,0.20563199603930116,0.4715679883956909,0.1205119788646698,4
B_after_D_29,disjoint,0.8951199948787689,0.2188320062123239,0.4652640074491501,0.10228797793388367,4
B_after_D_31,disjoint,0.9029119908809662,0.22132800286635756,0.47443199157714844,0.11153602600097656,4
B_after_D_36,disjoint,0.8845280110836029,0.19518399890512228,0.4729439914226532,0.12587201595306396,4
B_after_D_4,disjoint,3.488447904586792,0.9442719761282206,1.2888959646224976,0.9962399005889893,4
B_after_D_42,disjoint,0.9180160164833069,0.18667200207710266,0.5119839906692505,0.14724799990653992,4
B_after_D_47,disjoint,0.9273599982261658,0.21431999653577805,0.5002400279045105,0.13887998461723328,4
B_after_D_49,disjoint,0.9022719860076904,0.21073599951341748,0.4774239957332611,0.11140799522399902,4
B_after_D_5,disjoint,1.9529919624328613,0.22441599378362298,0.8923200368881226,0.4531039595603943,4
B_after_D_52,disjoint,0.9021439850330353,0.20774400001391768,0.4830719977617264,0.10681599378585815,4
B_after_D_58,disjoint,0.8973440229892731,0.2153279953636229,0.4769120067358017,0.09888002276420593,4
B_after_D_60,disjoint,0.8901920020580292,0.2039040052331984,0.47249600291252136,0.10502398014068604,4
B_after_D_66,disjoint,0.8987680077552795,0.23241599835455418,0.47331200540065765,0.08601599931716919,4
B_after_D_67,disjoint,0.8814879953861237,0.20705600269138813,0.4732000082731247,0.09713602066040039,4
B_after_D_76,disjoint,0.9018400013446808,0.20233599934726954,0.4753120094537735,0.14104002714157104,4
B_after_D_78,disjoint,0.8626559972763062,0.2081119967624545,0.468624010682106,0.09615999460220337,4
B_after_D_81,disjoint,0.8830239772796631,0.21726400218904018,0.47328001260757446,0.10360002517700195,4
B_after_D_86,disjoint,0.8897280097007751,0.19811199977993965,0.47331199049949646,0.11790400743484497,4
B_after_D_91,disjoint,0.8977600038051605,0.21340800449252129,0.4641279876232147,0.12302401661872864,4
B_after_D_93,disjoint,0.8875360190868378,0.19940799847245216,0.46745601296424866,0.10654398798942566,4
B_after_D_96,disjoint,0.8937920033931732,0.2291200002655387,0.46883200109004974,0.09700798988342285,4
B_after_D_97,disjoint,0.89342400431633,0.20630399696528912,0.4829760193824768,0.1045600175857544,4
B_after_S_100,similar,0.8831200003623962,0.20352000137791038,0.47814399003982544,0.11177599430084229,4
B_after_S_103,similar,0.8743040263652802,0.19412799598649144,0.4790239930152893,0.10820803046226501,4
B_after_S_105,similar,0.8865439891815186,0.21166400099173188,0.47016000747680664,0.10363200306892395,4
B_after_S_106,similar,0.896943986415863,0.21140799717977643,0.4777279943227768,0.10971200466156006,4
B_after_S_107,similar,0.8687039911746979,0.21163199981674552,0.4720959961414337,0.08089601993560791,4
B_after_S_117,similar,0.9006720185279846,0.21982400165870786,0.4753120243549347,0.10041597485542297,4
B_after_S_19,similar,0.8685759902000427,0.18836800241842866,0.47415998578071594,0.09750398993492126,4
B_after_S_2,similar,2.0993438959121704,0.22254399443045259,0.943231999874115,0.22196811437606812,4
B_after_S_21,similar,1.022544026374817,0.29649600200355053,0.48903997242450714,0.13092800974845886,4
B_after_S_22,similar,0.8723680078983307,0.20041599590331316,0.4806399941444397,0.0990079939365387,4
B_after_S_23,similar,0.918287992477417,0.22387199755758047,0.48470400273799896,0.12566399574279785,4
B_after_S_26,similar,0.8566559851169586,0.19139200076460838,0.47593599557876587,0.09107199311256409,4
B_after_S_37,similar,0.8757120072841644,0.20243200240656734,0.470351979136467,0.10180801153182983,4
B_after_S_40,similar,0.8699040114879608,0.19340799935162067,0.4650399684906006,0.10900801420211792,4
B_after_S_41,similar,0.8924160003662109,0.21044799778610468,0.4702559858560562,0.1175680160522461,4
B_after_S_44,similar,0.8890880048274994,0.20379200344905257,0.4707679897546768,0.1157279908657074,4
B_after_S_45,similar,0.9414079785346985,0.23644799832254648,0.4843040108680725,0.12384000420570374,4
B_after_S_51,similar,0.8802079856395721,0.2013440034352243,0.472463995218277,0.10318398475646973,4
B_after_S_56,similar,0.8987520039081573,0.21113600162789226,0.4705280214548111,0.11110398173332214,4
B_after_S_59,similar,0.8802720010280609,0.20627199579030275,0.46956799924373627,0.10393601655960083,4
B_after_S_62,similar,0.875135987997055,0.2010720013640821,0.47393599152565,0.1074720025062561,4
B_after_S_63,similar,0.8751360177993774,0.20671999780461192,0.4625439941883087,0.11297598481178284,4
B_after_S_68,similar,0.9190079867839813,0.22711999481543899,0.4781759977340698,0.11607998609542847,4
B_after_S_73,similar,0.8841120004653931,0.19790400099009275,0.47099199891090393,0.1032480001449585,4
B_after_S_77,similar,0.9008319973945618,0.2192640001885593,0.4705920070409775,0.11137601733207703,4
B_after_S_84,similar,0.859935998916626,0.19608000107109547,0.46537601947784424,0.08899202942848206,4
B_after_S_87,similar,0.8926239907741547,0.1956799984909594,0.4784639924764633,0.12718400359153748,4
B_after_S_9,similar,1.1406720280647278,0.2135839988477528,0.5781120210886002,0.3399840295314789,4
B_after_S_92,similar,0.9328159987926483,0.20465600211173296,0.4890719950199127,0.1438879668712616,4
B_after_S_99,similar,0.8746559917926788,0.19998399866744876,0.47779200971126556,0.0992480218410492,4
B_steady_11,steady,1.304464042186737,0.36358399223536253,0.5868959873914719,0.3654560148715973,4
B_steady_112,steady,0.9103999733924866,0.23923199763521552,0.4662240147590637,0.10459199547767639,4
B_steady_113,steady,0.893455982208252,0.21316800266504288,0.4787680208683014,0.10387200117111206,4
B_steady_114,steady,0.8949759900569916,0.20288000395521522,0.4726080149412155,0.10734400153160095,4
B_steady_115,steady,0.8655520081520081,0.19545600656419992,0.4718399941921234,0.09491202235221863,4
B_steady_13,steady,0.8680320084095001,0.18614399386569858,0.48156799376010895,0.11056002974510193,4
B_steady_17,steady,0.883840024471283,0.20092799793928862,0.46560001373291016,0.10499197244644165,4
B_steady_18,steady,0.8942239880561829,0.220144001301378,0.4729440063238144,0.11300802230834961,4
B_steady_25,steady,0.8750079870223999,0.20486400183290243,0.4652639925479889,0.10719999670982361,4
B_steady_3,steady,2.0898079872131348,0.2164639998227358,1.0343679785728455,0.17500793933868408,4
B_steady_32,steady,0.9294880032539368,0.261616000905633,0.4710720032453537,0.10215997695922852,4
B_steady_34,steady,0.9019039869308472,0.21601599967107177,0.48632000386714935,0.11881601810455322,4
