scope,layer,samples,critical_rank_mode,t_layer_ms_median,t_layer_ms_p90,t_layer_ms_mean,t_layer_ms_stdev,t_attention_ms_median,t_attention_ms_p90,t_attention_ms_mean,t_attention_ms_stdev,t_norm_router_ms_median,t_norm_router_ms_p90,t_norm_router_ms_mean,t_norm_router_ms_stdev,t_dispatch_ms_median,t_dispatch_ms_p90,t_dispatch_ms_mean,t_dispatch_ms_stdev,t_expert_max_ms_median,t_expert_max_ms_p90,t_expert_max_ms_mean,t_expert_max_ms_stdev,t_combine_ms_median,t_combine_ms_p90,t_combine_ms_mean,t_combine_ms_stdev,t_moe_max_ms_median,t_moe_max_ms_p90,t_moe_max_ms_mean,t_moe_max_ms_stdev,expert_fraction_median,expert_fraction_p90,expert_fraction_mean,expert_fraction_stdev,exposed_nonexpert_fraction_median,exposed_nonexpert_fraction_p90,exposed_nonexpert_fraction_mean,exposed_nonexpert_fraction_stdev,t_optimistic_ms_median,t_optimistic_ms_p90,t_optimistic_ms_mean,t_optimistic_ms_stdev,oracle_speedup_median,oracle_speedup_p90,oracle_speedup_mean,oracle_speedup_stdev
layer,22,20,3,2.007423996925354,3.0511615753173826,2.1714479804039,0.39532342301955053,0.906688004732132,1.392585599422455,0.9879535943269729,0.18679797128786654,0.2094879997894168,0.33573760092258453,0.2305679998360574,0.048750951991144396,0.0,0.0,0.0,0.0,0.45529600977897644,0.5963680148124695,0.4682111978530884,0.05872921409795292,0.8152320086956024,1.3761983871459962,0.9076384007930756,0.2146915841381851,1.0604640245437622,1.611523163318634,1.1509247958660125,0.21051026142130816,0.2181236969676171,0.23144588530549873,0.2173800068514017,0.01288269397860697,0.5589880379440104,0.5755542951951464,0.5604122524977575,0.01109845136928403,1.9366080043837428,3.123558435589075,2.126159994956106,0.4473431757544631,1.0342503780759984,1.0420889310306598,1.0257053369891804,0.02298019099720732
layer,23,20,3,1.9936000108718872,3.073145651817322,2.2987664103507996,0.7337331640854832,0.9016959965229034,1.4003007769584657,0.9974112004041672,0.20767939514796954,0.21451200172305107,0.3435328058898449,0.2505519995000213,0.09961824131786522,0.0,0.0,0.0,0.0,0.44356800615787506,0.5941728174686433,0.5040128007531166,0.15771687640969162,0.8130079805850983,1.3989855766296386,1.0223632037639618,0.5510321957852138,1.052784025669098,1.6406623840332033,1.2648175954818726,0.5505187413383662,0.2216309572959232,0.23226960462128773,0.2205375138055631,0.014619876260620461,0.5616021025096383,0.5687325459972974,0.5508497504099672,0.03517146797167621,1.9304480142891407,3.1452255599200725,2.2703264036681503,0.8210520592365483,1.0315319698590697,1.0407720604588415,1.0212832349697287,0.026658622999179492
layer,24,20,2,2.0571999549865723,3.0770016193389895,2.401924800872803,0.7127294730149615,0.8983680009841919,1.4215999603271485,1.0861120015382766,0.36806500149493254,0.21696000080555677,0.34844799526035786,0.2535456011071801,0.07656601936856926,0.0,0.0,0.0,0.0,0.4506880044937134,0.6482272028923037,0.5448144003748894,0.23669272967124783,0.8262879848480225,1.496595203876496,1.0442528069019317,0.3929758422236875,1.063535988330841,1.7331967949867255,1.2832111954689025,0.39277414137047667,0.2175967475315667,0.23501841483174385,0.2273312943650422,0.062267670732564284,0.5624750267718799,0.6022607084969164,0.5577151223320006,0.05294406550491174,2.0042560221627355,3.231641559302807,2.4034240074455737,0.802097263733623,1.0243793247077297,1.0374630507099194,1.0087368032369508,0.03588423914698184
layer,25,20,2,2.0119839906692505,3.1054080724716187,2.2345183908939363,0.5240377358370645,0.9299199879169464,1.4128640055656434,1.024100798368454,0.24909297416047932,0.21468799747526646,0.33492800705134873,0.24264159984886646,0.05870045176558191,0.0,0.0,0.0,0.0,0.44200000166893005,0.5988160133361816,0.4773040011525154,0.07690328995469918,0.8027519881725311,1.4177727699279785,0.9325343996286393,0.27722012181975947,1.0460479855537415,1.6606976151466368,1.1780223935842513,0.27689920762309006,0.21860438819336567,0.22825972401889386,0.21629218294102154,0.013055147267866258,0.5677212528833233,0.5764312889407883,0.566330977552894,0.00978386887048886,1.9487200062721968,3.1655647825449704,2.1992767978459598,0.5819638564774927,1.0324643545576548,1.038636635941575,1.0217649806608893,0.023950074070398248
layer,26,20,2,1.986128032207489,3.0898720979690553,2.208753603696823,0.45973794738530777,0.9100480079650879,1.4027743935585022,1.0065536081790925,0.2188752926985735,0.21081599686294794,0.34087039828300475,0.2330287991091609,0.05329752795146713,0.0,0.0,0.0,0.0,0.4432640075683594,0.5952159821987152,0.4738976001739502,0.06672058587105428,0.8043200075626373,1.3963711977005004,0.9192351996898651,0.2446693128828484,1.0568159818649292,1.6426111936569217,1.16839359998703,0.24318525161145282,0.21981814805446803,0.229612043563805,0.21689510079609983,0.01305156590073672,0.5617505772268365,0.5692349159080734,0.5603061118961047,0.008917851233457558,1.9070880329236388,3.1531743843108417,2.1588176069781184,0.5146529312797004,1.039010792265944,1.0467598061566443,1.0285741506049644,0.024448840116286546
layer,27,20,1,1.9959999918937683,3.0348287105560305,2.2211087703704835,0.4266745951022689,0.9107040166854858,1.3906111598014832,1.015510407090187,0.20993798181438952,0.20961599610745907,0.3173216030001641,0.23375679897144436,0.04897682191015206,0.0,0.0,0.0,0.0,0.44753600656986237,0.5975999772548676,0.4853343993425369,0.06970432835339115,0.8190240263938904,1.3661440372467042,0.9286752074956894,0.2264247444649282,1.0622559785842896,1.610985565185547,1.1733200013637544,0.22655248902105146,0.21982598497185651,0.24725545186215944,0.22058479053848856,0.01874312450407381,0.5591664923978426,0.5788556551139694,0.5616390588902563,0.019138931183972554,1.9277920173481107,3.065913588181138,2.1779424135573207,0.4726576736446673,1.0352547893943638,1.0390594633462882,1.023996325406011,0.021300742597160794
layer,28,20,2,2.000640034675598,2.9648160934448247,2.1884591937065125,0.4177771154562462,0.9185119867324829,1.3379679441452028,0.995732793211937,0.190950372045946,0.2123199999332428,0.32137279585003853,0.23240799820050598,0.0497600076095877,0.0,0.0,0.0,0.0,0.45019200444221497,0.5825312077999115,0.47699679881334306,0.059702870435051396,0.8062560260295868,1.347113621234894,0.9144863992929458,0.2283923348925011,1.0544960498809814,1.5938080430030823,1.1602047979831696,0.22834282679213352,0.22101497259957326,0.23919095801919235,0.22022920542554467,0.015287630818058484,0.5603381093386082,0.5688525958612474,0.560842362651051,0.009900038572457186,1.929471980780363,3.0068223603069786,2.142627190705389,0.4665851895140496,1.034108104300661,1.0445158649968596,1.0258533159276095,0.022209776533263028
layer,29,20,0,1.9866719841957092,2.8785344123840337,2.167436808347702,0.3896916141352184,0.9009439945220947,1.252732813358307,0.9776288032531738,0.1810405629729364,0.21164799761027098,0.32489600069820884,0.2319407989270985,0.04587872474108823,0.0,0.0,0.0,0.0,0.4495999962091446,0.5898592174053192,0.47134560346603394,0.057870244755382695,0.8086239993572235,1.3515231966972352,0.914520001411438,0.21289590706551886,1.051967978477478,1.592972767353058,1.157415997982025,0.21287272637130866,0.22213541280982063,0.23129951576110164,0.21929334005682075,0.012977644873727195,0.5591709297054114,0.5698353311945565,0.5577673588485105,0.01131429620070072,1.9276959765702486,2.929564810916782,2.1240896035917105,0.43418484249102934,1.033171252097811,1.0394788630174405,1.0242063158551107,0.020475595949591474
layer,30,20,2,2.0055359601974487,2.8839392423629766,2.1981391847133636,0.4116224320277385,0.9148160219192505,1.3571935772895813,1.010513600707054,0.19887390651062192,0.21246400009840727,0.32585600204765797,0.23181120017543436,0.047002049605013085,0.0,0.0,0.0,0.0,0.4431999921798706,0.5489952087402344,0.4728927999734879,0.0681035341084107,0.8081600069999695,1.2764576196670534,0.9060063987970353,0.23306514709563597,1.0531039834022522,1.5146496057510377,1.1538879990577697,0.22865267721269839,0.21804418982785725,0.23132112666783325,0.21695007351801668,0.01600618050786797,0.5648172313576382,0.578860200080582,0.5648544322452738,0.020011232594033874,1.9297600323334336,2.9407327819615605,2.148331199679524,0.4588707839919093,1.0362061546583239,1.0448082067120867,1.0273616410837463,0.02250083059308693
layer,31,20,3,1.9857760071754456,3.00589439868927,2.1539520144462587,0.40862901143338254,0.9058080017566681,1.3733344554901123,0.9853616058826447,0.18846873907484327,0.20862400252372026,0.3255967985838652,0.22831040136516095,0.047994791424832074,0.0,0.0,0.0,0.0,0.44864000380039215,0.5735551714897156,0.4694319948554039,0.05338142283269243,0.7896640002727509,1.3519872188568116,0.8888687998056412,0.22172930737736965,1.0364319682121277,1.5997568368911743,1.1362047970294953,0.22165896522043718,0.22497377003272268,0.23361489475283204,0.22028439020354154,0.013814761248027241,0.5647496457486576,0.57312625910819,0.5631312985950797,0.00905193789802876,1.9140319749712944,3.0509184729307894,2.1025408070534466,0.4559830997823842,1.0375407062795725,1.0463172655442594,1.0287386553441906,0.02133687212906726
