run,policy,observations,within_engine_repetitions,quality_delta_pp,paired_e2e_reduction_percent,within_engine_ci_low,within_engine_ci_high,aggregate_request_reduction_percent
1,modes_official_target70_metadata_cached,384,3,1.8229166666666667,7.586571509886047,-6.513244200427758,13.92593234967377,5.092701472531247
1,modes_official_target85_metadata_cached,384,3,-1.3020833333333335,1.112191099117571,-0.8959567667057078,11.829556787124556,4.118369657448273
2,modes_official_target70_metadata_cached,640,5,2.34375,-1.1321498257564677,-4.407149147383204,1.714780775303769,0.4172056165699711
2,modes_official_target85_metadata_cached,640,5,-0.78125,0.8893789270632557,-3.2096223447017906,4.690719439657501,-0.10137989117580126
3,modes_official_target70_metadata_cached,640,5,2.34375,-0.9088126702802346,-9.160139553811607,8.727674579188252,33.50133849479134
3,modes_official_target85_metadata_cached,640,5,-0.78125,-0.3580334320210654,-3.762736177783288,8.2530954867109,34.66889930226515
