case_id,task,phase,scope,total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,candidate,max_abs,mean_abs,relative_l2,cosine
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.558002971080441e-08,0.0028218685183674097,0.9999960660934448
synthetic,control,control,synthetic,64,1,63,uniform,64.0,64,64,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.558002971080441e-08,0.0028218685183674097,0.9999960660934448
synthetic,control,control,synthetic,64,2,62,uniform,32.0,32,32,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5712625867081442e-08,0.0028163795359432697,0.9999960660934448
synthetic,control,control,synthetic,64,2,62,uniform,32.0,32,32,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5712625867081442e-08,0.0028163795359432697,0.9999960660934448
synthetic,control,control,synthetic,64,2,62,high_variance,32.0,1,63,0.96875,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.549209294182674e-08,0.0028401408344507217,0.9999959468841553
synthetic,control,control,synthetic,64,2,62,high_variance,32.0,1,63,0.96875,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.549209294182674e-08,0.0028401408344507217,0.9999959468841553
synthetic,control,control,synthetic,64,4,60,uniform,16.0,16,16,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.6042809747318643e-08,0.002797700697556138,0.9999961853027344
synthetic,control,control,synthetic,64,4,60,uniform,16.0,16,16,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.6042809747318643e-08,0.002797700697556138,0.9999961853027344
synthetic,control,control,synthetic,64,4,60,high_variance,16.0,1,31,0.9375,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4364384348652948e-08,0.0028659645467996597,0.9999960064888
synthetic,control,control,synthetic,64,4,60,high_variance,16.0,1,31,0.9375,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4364384348652948e-08,0.0028659645467996597,0.9999960064888
synthetic,control,control,synthetic,64,8,56,uniform,8.0,8,8,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.3367955631338191e-08,0.0028286019805818796,0.9999959468841553
synthetic,control,control,synthetic,64,8,56,uniform,8.0,8,8,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.3367955631338191e-08,0.0028286019805818796,0.9999959468841553
synthetic,control,control,synthetic,64,8,56,high_variance,8.0,1,15,0.875,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4380114876644257e-08,0.002836367581039667,0.9999959468841553
synthetic,control,control,synthetic,64,8,56,high_variance,8.0,1,15,0.875,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4380114876644257e-08,0.002836367581039667,0.9999959468841553
synthetic,control,control,synthetic,64,16,48,uniform,4.0,4,4,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.3741278337420226e-08,0.002824206603690982,0.9999960660934448
synthetic,control,control,synthetic,64,16,48,uniform,4.0,4,4,0.0,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.3741278337420226e-08,0.002824206603690982,0.9999960660934448
