phase,logical_invocations,physical_m_median,physical_m_mean,remote_fraction_median,remote_fraction_mean,active_experts_median,active_experts_mean,tiny_expert_fraction_le4_median,tiny_expert_fraction_le4_mean,rank_load_cv_median,rank_load_cv_mean,rank_fanout_mean_median,rank_fanout_mean_mean,input_rel_l2_lag1_median_median,input_rel_l2_lag1_median_mean,input_cosine_lag1_median_median,input_cosine_lag1_median_mean,moe_output_rel_l2_lag1_median_median,moe_output_rel_l2_lag1_median_mean,moe_output_cosine_lag1_median_median,moe_output_cosine_lag1_median_mean,moe_critical_sum_ms_median,moe_critical_sum_ms_mean
all,2449,384.0,302.17721518987344,0.75234375,0.7505729903582025,165.0,155.97550020416497,0.3803680981595092,0.458428575955432,0.3178990526431952,0.33127992297678355,3.0736607142857144,3.069295298756782,0.8463253974914551,0.7896842249760541,0.626919150352478,0.6307851749925517,0.7274650633335114,0.7015292831995719,0.7359601259231567,0.7151933212827842,1.5999039988964796,1.7180045792188765
early,155,512.0,480.0,0.7490234375,0.7498230636760753,169.0,171.21290322580646,0.34210526315789475,0.35366554136277045,0.3434097116196952,0.3719367971372531,3.0703125,3.0577427755376343,1.179089367389679,0.98982965914152,0.34631742537021637,0.47790045130957837,0.8041298985481262,0.8221298257509867,0.6792547106742859,0.6343612110502618,1.7399679943919182,1.844886917020044
middle,961,448.0,404.64516129032256,0.75390625,0.7512438704547654,172.0,172.35900104058274,0.3463687150837989,0.3730620919821178,0.3191193478984391,0.3339488845670687,3.075,3.067127626644081,0.9370109736919403,0.9220860704197746,0.5394964069128036,0.5472358061294806,0.7993841469287872,0.7965267394275637,0.6828012466430664,0.6610620687565496,1.6522560194134712,1.7516133681804127
late,1333,160.0,207.62790697674419,0.7509765625,0.7501765333911604,151.0,142.39234808702176,0.48344370860927155,0.532153603307433,0.31272648043058326,0.32462824436977916,3.0736607142857144,3.07220135577049,0.6139635443687439,0.6650413703389706,0.8040355741977692,0.7126288621704424,0.6242116689682007,0.6148591513601281,0.8127782642841339,0.7660329264306253,1.5258560199290514,1.6790212269674005
