stage,logical_layer_invocations,median_critical_ms,p95_critical_ms,sum_critical_ms,share_of_observed_block_sum
prepare_attn,2592,0.18343999981880188,0.2661728009581566,504.6342079490423,0.02413552437959601
attention,2592,0.6395519971847534,1.0219808399677277,1905.8947202563286,0.09115467750916911
prepare_mlp,2592,0.3201279938220978,1.7688223779201506,2001.6069176793098,0.0957323776292536
mlp,2592,6.778095960617065,9.258014535903929,16458.423296183348,0.7871695387619391
postprocess,2592,0.012959999963641167,0.024942399933934205,37.79983999975957,0.0018078817200421558
block_critical_sum_ms,2592,8.19070403650403,12.124195210356264,20908.358982067788,1.0
