total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,operation,repetition,latency_ms
128,64,0,high_variance,2.0,1,3,0.5,torch_grouped_full64_gpu_cumsum,1,0.6953279972076416
128,64,0,high_variance,2.0,1,3,0.5,torch_grouped_full64_cpu_list_offsets,0,0.7409279942512512
128,64,0,high_variance,2.0,1,3,0.5,torch_grouped_full64_cpu_list_offsets,1,0.7267199754714966
128,64,0,high_variance,2.0,1,3,0.5,torch_grouped_full64_prebuilt,0,0.6849920153617859
128,64,0,high_variance,2.0,1,3,0.5,torch_grouped_full64_prebuilt,1,0.6878399848937988
256,1,63,uniform,256.0,256,256,0.0,vllm_fused,0,0.3375999927520752
256,1,63,uniform,256.0,256,256,0.0,vllm_fused,1,0.28415998816490173
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_full64_prebuilt,0,0.08528000116348267
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_full64_prebuilt,1,0.06796800345182419
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_full64_gpu_cumsum,0,0.09715200215578079
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_full64_gpu_cumsum,1,0.09507200121879578
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_active_prebuilt_oracle,0,0.10022400319576263
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_active_prebuilt_oracle,1,0.09628800302743912
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_full64_cpu_list_offsets,0,0.12015999853610992
256,1,63,uniform,256.0,256,256,0.0,torch_grouped_full64_cpu_list_offsets,1,0.13152000308036804
256,2,62,uniform,128.0,128,128,0.0,vllm_fused,0,0.3150399923324585
256,2,62,uniform,128.0,128,128,0.0,vllm_fused,1,0.2800000011920929
256,2,62,uniform,128.0,128,128,0.0,torch_grouped_full64_prebuilt,0,0.08271999657154083
256,2,62,uniform,128.0,128,128,0.0,torch_grouped_full64_prebuilt,1,0.0721919983625412
256,2,62,uniform,128.0,128,128,0.0,torch_grouped_active_prebuilt_oracle,0,0.07238399982452393
