total_rows,bytes,repetition,latency_ms,effective_gbps
64,786432,0,0.016672000288963318,47.17082451831586
64,786432,1,0.014399999752640724,54.61333427146631
128,1572864,0,0.012640000320971012,124.43543987815119
128,1572864,1,0.013055999763309956,120.47059041928534
256,3145728,0,0.014751999638974667,213.24078612969942
256,3145728,1,0.013055999763309956,240.9411808385707
512,6291456,0,0.013919999822974205,451.97241954100406
512,6291456,1,0.012575999833643436,500.2748157779898
1024,12582912,0,0.012480000033974648,1008.2461511013776
1024,12582912,1,0.014944000169634819,842.0042730973472
