active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,34.387
1,63,gpu_counts_cumsum,1,31.866
1,63,cpu_list_to_cuda_offsets,0,78.998
1,63,cpu_list_to_cuda_offsets,1,71.256
1,63,vllm_make_from_list,0,55.516
1,63,vllm_make_from_list,1,39.646
2,62,gpu_counts_cumsum,0,29.974
2,62,gpu_counts_cumsum,1,25.976
2,62,cpu_list_to_cuda_offsets,0,41.991
2,62,cpu_list_to_cuda_offsets,1,38.655
2,62,vllm_make_from_list,0,24.691
2,62,vllm_make_from_list,1,23.906
4,60,gpu_counts_cumsum,0,17.599
4,60,gpu_counts_cumsum,1,17.571
4,60,cpu_list_to_cuda_offsets,0,39.266
4,60,cpu_list_to_cuda_offsets,1,36.656
4,60,vllm_make_from_list,0,25.751
4,60,vllm_make_from_list,1,21.977
8,56,gpu_counts_cumsum,0,19.705
8,56,gpu_counts_cumsum,1,17.52
8,56,cpu_list_to_cuda_offsets,0,36.462
8,56,cpu_list_to_cuda_offsets,1,35.146
8,56,vllm_make_from_list,0,22.047
8,56,vllm_make_from_list,1,21.126
16,48,gpu_counts_cumsum,0,17.985
16,48,gpu_counts_cumsum,1,16.672
16,48,cpu_list_to_cuda_offsets,0,35.36
16,48,cpu_list_to_cuda_offsets,1,35.466
16,48,vllm_make_from_list,0,21.371
16,48,vllm_make_from_list,1,21.341
32,32,gpu_counts_cumsum,0,19.881
32,32,gpu_counts_cumsum,1,18.954
32,32,cpu_list_to_cuda_offsets,0,35.244
32,32,cpu_list_to_cuda_offsets,1,37.573
32,32,vllm_make_from_list,0,20.411
32,32,vllm_make_from_list,1,24.123
64,0,gpu_counts_cumsum,0,17.533
64,0,gpu_counts_cumsum,1,23.847
64,0,cpu_list_to_cuda_offsets,0,42.03
64,0,cpu_list_to_cuda_offsets,1,37.882
64,0,vllm_make_from_list,0,23.835
64,0,vllm_make_from_list,1,20.473
