request_id,A_ms,S_ms,split_overhead,W_zero_contention_oracle_ms,A_to_oracle_speedup
coins,91.06679916381836,184.61809539794922,2.027282138969694,129.74184428155422,0.7019076973053757
histology,92.35076904296875,174.28150177001953,1.8871689275151595,135.09094920754433,0.683619217902507
method,99.74324798583984,181.8588638305664,1.8232699205502532,148.6909894151613,0.6708089601001034
