case_id,M,fanout,ranks,critical_wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,rank_wall_median,correctness,expert_ms_per_assignment
balanced_fanout_F1_M128,128,1,4,1.6238720417022705,0.03254399821162224,0.2018240001052618,0.45840001106262207,0.16659200191497803,1.58542400598526,True,0.00044765626080334187
balanced_fanout_F1_M512,512,1,4,2.153503894805908,0.02953599952161312,0.22575999796390533,0.9974080324172974,0.19395196437835693,2.1007039546966553,True,0.00024350782041437924
balanced_fanout_F2_M128,128,2,4,1.5711359977722168,0.026688000187277794,0.20457599591463804,0.45078396797180176,0.1953279972076416,1.5407840013504028,True,0.00044021871872246265
balanced_fanout_F2_M512,512,2,4,1.8301119804382324,0.028543999418616295,0.23878400772809982,0.8659520149230957,0.6656320095062256,1.8041759729385376,True,0.0002114140661433339
balanced_fanout_F4_M128,128,4,4,2.110368013381958,0.027135999873280525,0.22179199568927288,0.9761919379234314,0.19308793544769287,2.088703989982605,True,0.000953312439378351
balanced_fanout_F4_M512,512,4,4,1.8332799673080444,0.027648000046610832,0.2530559962615371,0.8347199559211731,0.7390719652175903,1.8005919456481934,True,0.00020378905173856765
