task,requests,preferred_fixed_B_histogram,distinct_preferred_fixed_B,dynamic_win_requests,dynamic_win_fraction,median_safe_dynamic_gain_percent,mean_safe_dynamic_gain_percent,evidence
gsm8k,8,"{""128"":2,""32"":4,""64"":1,""8"":1}",4,7,0.875,1.0143267545152275,3.1710495690409255,actual isolated trajectories; per-request future knowledge
humaneval,8,"{""16"":1,""32"":6,""64"":1}",3,6,0.75,0.36883810191511307,0.5179824100671105,actual isolated trajectories; per-request future knowledge
