plan,task,n,mini,target,threshold,repeat,barrier,schedule_barrier,policy,block_schedule,fixed,model_seconds,elapsed_seconds,nfe,generated_tokens,correct,total,accuracy,passing_ids,evidence,result_dir
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,128_32_64,"[128,32,64]",False,24.059309720993042,24.060599088668823,263,1677,3,8,0.375,"[1,3,5]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,128_64,"[128,64]",False,21.647664546966553,21.649341344833374,219,1678,2,8,0.25,"[1,3]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,32_128_64,"[32,128,64]",False,33.869057416915894,33.87075185775757,340,1638,5,8,0.625,"[0,3,4,5,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,32_64,"[32,64]",False,29.869286060333252,29.870640754699707,300,1780,7,8,0.875,"[0,1,2,3,4,5,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,64_128,"[64,128]",False,27.897440910339355,27.898746967315674,289,1560,4,8,0.5,"[0,4,5,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,64_32,"[64,32]",False,29.337408542633057,29.338823556900024,306,1720,6,8,0.75,"[0,1,3,4,5,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,fixed128,[128],True,13.75614070892334,13.757548809051514,163,1612,5,8,0.625,"[0,1,3,4,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,fixed32,[32],True,14.128215312957764,14.13064694404602,163,1741,6,8,0.75,"[0,1,3,4,5,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,gsm8k,8,8,384,0.9,7,,False,fixed64,[64],True,14.968066930770874,14.969518184661865,175,1646,6,8,0.75,"[0,1,3,4,5,6]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_gsm8k_n8_m8_L384_t0.9_r7
dynamic_wide,humaneval,8,8,512,0.9,7,,False,128_32_64,"[128,32,64]",False,26.46384859085083,26.46516227722168,325,2376,6,8,0.75,"[1,2,3,4,5,7]",clean actual trajectory; no independent-block summation,poc_ep_dynamic_block/results/schedules/schedule_dynamic_wide_humaneval_n8_m8_L512_t0.9_r7
