total_rows,bytes,repetition,latency_ms,effective_gbps
64,786432,0,0.016543999314308167,47.53578533576522
64,786432,1,0.015135999768972397,51.95771749495685
64,786432,2,0.013472000136971474,58.37529631860523
64,786432,3,0.014240000396966934,55.22696475257873
64,786432,4,0.01283199992030859,61.28678342300734
64,786432,5,0.01664000004529953,47.26153833287707
64,786432,6,0.014208000153303146,55.35135075411485
64,786432,7,0.012415999546647072,63.340208498346406
64,786432,8,0.011839999817311764,66.42162264649063
64,786432,9,0.012160000391304493,64.67368212935013
64,786432,10,0.011359999887645245,69.22816969877765
64,786432,11,0.01196799986064434,65.7112307116671
64,786432,12,0.011680000461637974,67.33150418811822
64,786432,13,0.011935999616980553,65.88740157809619
64,786432,14,0.011935999616980553,65.88740157809619
64,786432,15,0.011839999817311764,66.42162264649063
64,786432,16,0.011935999616980553,65.88740157809619
64,786432,17,0.01190400030463934,66.06451443835265
64,786432,18,0.01587199978530407,49.54838776700083
64,786432,19,0.014592000283300877,53.89473579574932
64,786432,20,0.01369599997997284,57.42056083162754
64,786432,21,0.01817600056529045,43.26760428814021
64,786432,22,0.013504000380635262,58.23696518312778
64,786432,23,0.013248000293970108,59.36231752334338
64,786432,24,0.011487999930977821,68.45682492383698
64,786432,25,0.01244799979031086,63.17737895626689
64,786432,26,0.011744000017642975,66.96457755607507
64,786432,27,0.012000000104308128,65.53599943033855
64,786432,28,0.01244799979031086,63.17737895626689
64,786432,29,0.013279999606311321,59.21927886400299
64,786432,30,0.013279999606311321,59.21927886400299
64,786432,31,0.015647999942302704,50.257668896966486
64,786432,32,0.012223999947309494,64.33507881134227
64,786432,33,0.012640000320971012,62.21771993907559
64,786432,34,0.012480000033974648,63.0153844438361
64,786432,35,0.012256000190973282,64.16710082782296
64,786432,36,0.011776000261306763,66.78260721376131
64,786432,37,0.012256000190973282,64.16710082782296
64,786432,38,0.01142400037497282,68.84033387489022
64,786432,39,0.012256000190973282,64.16710082782296
128,1572864,0,0.022911999374628067,68.64804656645258
128,1572864,1,0.013055999763309956,120.47059041928534
128,1572864,2,0.011711999773979187,134.2950845588699
128,1572864,3,0.017055999487638474,92.21763879272808
128,1572864,4,0.020447999238967896,76.92019065623703
128,1572864,5,0.01398400031030178,112.47597004422957
128,1572864,6,0.01321600005030632,119.01210608451414
128,1572864,7,0.013151999562978745,119.5912448497503
128,1572864,8,0.012223999947309494,128.67015762268454
128,1572864,9,0.01235199999064207,127.33678766123775
128,1572864,10,0.012864000163972378,122.26865515790718
128,1572864,11,0.01196799986064434,131.4224614233342
128,1572864,12,0.012160000391304493,129.34736425870025
128,1572864,13,0.011807999573647976,133.20325684209672
128,1572864,14,0.012256000190973282,128.33420165564593
128,1572864,15,0.012191999703645706,129.00787715157796
128,1572864,16,0.02691200003027916,58.444708614385526
128,1572864,17,0.013567999936640263,115.92452884323022
128,1572864,18,0.013632000423967838,115.38027810170723
128,1572864,19,0.013407999649643898,117.30787896028723
128,1572864,20,0.01369599997997284,114.84112166325508
128,1572864,21,0.012640000320971012,124.43543987815119
128,1572864,22,0.013024000450968742,120.76658058492376
128,1572864,23,0.013439999893307686,117.02857235759295
128,1572864,24,0.012480000033974648,126.0307688876722
128,1572864,25,0.012095999903976917,130.03174706399216
128,1572864,26,0.012032000347971916,130.72340047472804
128,1572864,27,0.011935999616980553,131.77480315619238
128,1572864,28,0.011648000217974186,135.0329645060353
128,1572864,29,0.022463999688625336,70.0170949876046
128,1572864,30,0.01571200042963028,100.10590357634118
128,1572864,31,0.01369599997997284,114.84112166325508
128,1572864,32,0.014112000353634357,111.45577951994098
128,1572864,33,0.014015999622642994,112.21918110350272
