active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,25.464
1,63,gpu_counts_cumsum,1,22.723
1,63,gpu_counts_cumsum,2,19.011
1,63,gpu_counts_cumsum,3,17.954
1,63,gpu_counts_cumsum,4,16.863
1,63,gpu_counts_cumsum,5,17.289
1,63,gpu_counts_cumsum,6,17.555
1,63,gpu_counts_cumsum,7,32.26
1,63,gpu_counts_cumsum,8,17.841
1,63,gpu_counts_cumsum,9,17.58
1,63,gpu_counts_cumsum,10,17.453
1,63,gpu_counts_cumsum,11,17.215
1,63,gpu_counts_cumsum,12,19.015
1,63,gpu_counts_cumsum,13,19.616
1,63,gpu_counts_cumsum,14,19.255
1,63,gpu_counts_cumsum,15,19.389
1,63,gpu_counts_cumsum,16,19.377
1,63,gpu_counts_cumsum,17,19.497
1,63,gpu_counts_cumsum,18,19.573
1,63,gpu_counts_cumsum,19,19.308
1,63,gpu_counts_cumsum,20,19.657
1,63,gpu_counts_cumsum,21,19.537
1,63,gpu_counts_cumsum,22,18.685
1,63,gpu_counts_cumsum,23,16.98
1,63,gpu_counts_cumsum,24,16.465
1,63,gpu_counts_cumsum,25,16.693
1,63,gpu_counts_cumsum,26,16.742
1,63,gpu_counts_cumsum,27,16.841
1,63,gpu_counts_cumsum,28,16.79
1,63,gpu_counts_cumsum,29,16.592
1,63,gpu_counts_cumsum,30,17.136
1,63,gpu_counts_cumsum,31,16.97
1,63,gpu_counts_cumsum,32,17.19
1,63,gpu_counts_cumsum,33,17.163
1,63,gpu_counts_cumsum,34,17.075
1,63,gpu_counts_cumsum,35,16.857
1,63,gpu_counts_cumsum,36,16.946
1,63,gpu_counts_cumsum,37,17.051
1,63,gpu_counts_cumsum,38,17.245
1,63,gpu_counts_cumsum,39,16.739
1,63,cpu_list_to_cuda_offsets,0,44.651
1,63,cpu_list_to_cuda_offsets,1,48.88
1,63,cpu_list_to_cuda_offsets,2,39.86
1,63,cpu_list_to_cuda_offsets,3,36.822
1,63,cpu_list_to_cuda_offsets,4,35.544
1,63,cpu_list_to_cuda_offsets,5,35.419
1,63,cpu_list_to_cuda_offsets,6,51.442
1,63,cpu_list_to_cuda_offsets,7,42.366
1,63,cpu_list_to_cuda_offsets,8,34.882
1,63,cpu_list_to_cuda_offsets,9,34.615
1,63,cpu_list_to_cuda_offsets,10,35.352
1,63,cpu_list_to_cuda_offsets,11,35.078
1,63,cpu_list_to_cuda_offsets,12,34.916
1,63,cpu_list_to_cuda_offsets,13,37.05
1,63,cpu_list_to_cuda_offsets,14,38.046
1,63,cpu_list_to_cuda_offsets,15,37.163
1,63,cpu_list_to_cuda_offsets,16,36.097
1,63,cpu_list_to_cuda_offsets,17,37.254
1,63,cpu_list_to_cuda_offsets,18,39.053
1,63,cpu_list_to_cuda_offsets,19,38.893
