case_id,M,active_experts_per_rank,ranks,rank_wall_median,critical_wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,correctness,expert_ms_per_assignment,fragmentation_ratio
balanced_rank_A16_M1024,1024,16,4,1.0572879910469055,1.0707040429115295,0.027583999559283257,0.27900800574570894,0.6316800117492676,0.12638401985168457,True,0.00015421875286847353,0.015625
balanced_rank_A16_M128,128,16,4,0.8453520089387894,0.8566720187664032,0.028063999488949776,0.18657600414007902,0.41075199842453003,0.09702402353286743,True,0.00010028124961536378,0.015625
balanced_rank_A16_M2048,2048,16,4,1.455264002084732,1.4763200283050537,0.03222399950027466,0.3851999882608652,0.8668960183858871,0.2070719599723816,True,0.00021164453573874198,0.015625
balanced_rank_A16_M4096,4096,16,4,2.397584080696106,2.4235680103302,0.04729599878191948,0.609568006824702,1.4336159825325012,0.36048007011413574,True,0.00035000390198547393,0.015625
balanced_rank_A16_M512,512,16,4,0.8796880096197128,0.8969440162181854,0.028511999174952507,0.2235359982587397,0.485167995095253,0.09272000193595886,True,0.000118449217552552,0.015625
balanced_rank_A16_M8192,8192,16,4,4.54314398765564,4.575055837631226,0.07414399832487106,1.041343953460455,2.828208029270172,0.6844320297241211,True,0.0006904804758960381,0.015625
balanced_rank_A2_M1024,1024,2,4,1.0675199925899506,1.0821920037269592,0.03014400042593479,0.2804480060003698,0.6280959844589233,0.13601601123809814,True,0.00015334374620579183,0.001953125
balanced_rank_A2_M128,128,2,4,0.8720239996910095,0.8865920007228851,0.038495998829603195,0.18948799697682261,0.4236000031232834,0.10948798060417175,True,0.00010341796951252036,0.001953125
balanced_rank_A2_M2048,2048,2,4,1.4673919975757599,1.4866239428520203,0.04806400090456009,0.38212799094617367,0.8699679672718048,0.21519994735717773,True,0.00021239452325971797,0.001953125
balanced_rank_A2_M4096,4096,2,4,2.426456034183502,2.451200008392334,0.046592000871896744,0.6049279998987913,1.4612640142440796,0.38177597522735596,True,0.0003567539097275585,0.001953125
balanced_rank_A2_M512,512,2,4,0.8969999998807907,0.9127679765224457,0.02816000021994114,0.22803200269117951,0.477183997631073,0.12219202518463135,True,0.00011649999942164868,0.001953125
balanced_rank_A2_M8192,8192,2,4,4.604399919509888,4.612256050109863,0.07571200281381607,1.0299359844066203,2.8650079369544983,0.7093600034713745,True,0.0006994648283580318,0.001953125
balanced_rank_A32_M1024,1024,32,4,1.0853280127048492,1.0996479988098145,0.030271999537944794,0.28161599952727556,0.6504160165786743,0.12992003560066223,True,0.0001587929727975279,0.03125
balanced_rank_A32_M128,128,32,4,0.845208004117012,0.8631519973278046,0.027936000376939774,0.1874719993211329,0.4391679912805557,0.10193601250648499,True,0.00010721874787122943,0.03125
balanced_rank_A32_M2048,2048,32,4,1.4742799997329712,1.4981600046157837,0.03340800106525421,0.3851199964992702,0.88326396048069,0.20660799741744995,True,0.00021564061535173096,0.03125
balanced_rank_A32_M4096,4096,32,4,2.4124159812927246,2.4377119541168213,0.04848000034689903,0.6055680299177766,1.4490719437599182,0.36465609073638916,True,0.0003537773300195113,0.03125
balanced_rank_A32_M512,512,32,4,0.9120239913463593,0.9284319877624512,0.02703999914228916,0.22684800578281283,0.5215199887752533,0.08383995294570923,True,0.00012732421600958332,0.03125
balanced_rank_A32_M8192,8192,32,4,4.541567921638489,4.574624061584473,0.07459200173616409,1.044287994503975,2.8247039914131165,0.6802239418029785,True,0.0006896249979035929,0.03125
balanced_rank_A4_M1024,1024,4,4,1.0555600225925446,1.0747199654579163,0.029055999591946602,0.28494400065392256,0.6235680133104324,0.1336800456047058,True,0.0001522382844996173,0.00390625
balanced_rank_A4_M128,128,4,4,0.8454879969358444,0.8623200058937073,0.026496000587940216,0.18343999376520514,0.40960000455379486,0.10196802020072937,True,0.00010000000111176632,0.00390625
balanced_rank_A4_M2048,2048,4,4,1.4499280154705048,1.4698400497436523,0.033984001725912094,0.3836799953132868,0.8598559945821762,0.20508801937103271,True,0.0002099257799272891,0.00390625
