case_id,rank,M,active_experts_per_rank,wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,iterations,warmups,correctness
balanced_rank_A2_M128,0,128,2,0.874783992767334,0.0331839993596077,0.1760960011743009,0.4236000031232834,0.09435197710990906,100,5,True
balanced_rank_A4_M128,0,128,4,0.8483839929103851,0.026496000587940216,0.17188800079748034,0.40614400804042816,0.0878559947013855,100,5,True
balanced_rank_A8_M128,0,128,8,0.8499040007591248,0.026623999699950218,0.17247999412938952,0.40543998777866364,0.08905601501464844,100,5,True
balanced_rank_A16_M128,0,128,16,0.853087991476059,0.02630399912595749,0.17726399563252926,0.40611201524734497,0.08684802055358887,100,5,True
balanced_rank_A32_M128,0,128,32,0.8495680093765259,0.027936000376939774,0.17553600016981363,0.43196797370910645,0.0825120210647583,100,5,True
balanced_rank_A2_M512,0,512,2,0.8977439999580383,0.027327999472618103,0.22294399794191122,0.449488028883934,0.12219202518463135,100,5,True
balanced_rank_A4_M512,0,512,4,0.8855040073394775,0.07737600058317184,0.21484799357131124,0.45446398854255676,0.11408001184463501,100,5,True
balanced_rank_A8_M512,0,512,8,0.8870720267295837,0.025887999683618546,0.21710400003939867,0.4612960070371628,0.10444799065589905,100,5,True
balanced_rank_A16_M512,0,512,16,0.88468798995018,0.027456000447273254,0.21604799991473556,0.47070401906967163,0.09272000193595886,100,5,True
balanced_rank_A32_M512,0,512,32,0.9174560010433197,0.025407999753952026,0.21798400254920125,0.5153439790010452,0.08212801814079285,100,5,True
balanced_rank_A2_M1024,0,1024,2,1.0740000009536743,0.02985600009560585,0.27448000060394406,0.6066719889640808,0.13601601123809814,100,5,True
balanced_rank_A4_M1024,0,1024,4,1.061024010181427,0.026016000658273697,0.27075199550017715,0.6069920212030411,0.1336800456047058,100,5,True
balanced_rank_A8_M1024,0,1024,8,1.0638880133628845,0.027008000761270523,0.2707680049352348,0.6087680011987686,0.12828797101974487,100,5,True
balanced_rank_A16_M1024,0,1024,16,1.062720000743866,0.02537599951028824,0.264415992423892,0.6229120045900345,0.12638401985168457,100,5,True
balanced_rank_A32_M1024,0,1024,32,1.08815997838974,0.028063999488949776,0.2676960020326078,0.6405600011348724,0.12992003560066223,100,5,True
balanced_rank_A2_M2048,0,2048,2,1.4666399955749512,0.04476799815893173,0.3690880015492439,0.8541759997606277,0.21519994735717773,100,5,True
balanced_rank_A4_M2048,0,2048,4,1.450767993927002,0.03235200047492981,0.36489599803462625,0.8492159992456436,0.2014879584312439,100,5,True
balanced_rank_A8_M2048,0,2048,8,1.4448800086975098,0.03177599981427193,0.3626080001704395,0.8500800132751465,0.19782406091690063,100,5,True
balanced_rank_A16_M2048,0,2048,16,1.4566400051116943,0.031647998839616776,0.3647360010072589,0.8551519960165024,0.20276802778244019,100,5,True
balanced_rank_A32_M2048,0,2048,32,1.4762080311775208,0.03340800106525421,0.3677759892307222,0.8676160275936127,0.20585602521896362,100,5,True
balanced_rank_A2_M4096,0,4096,2,2.428320050239563,0.04608000069856644,0.5879040085710585,1.4241120219230652,0.38177597522735596,100,5,True
balanced_rank_A4_M4096,0,4096,4,2.4080640077590942,0.047775998711586,0.5847679977305233,1.4233599305152893,0.3694559335708618,100,5,True
balanced_rank_A8_M4096,0,4096,8,2.4080159664154053,0.04684799909591675,0.5849600024521351,1.4240480661392212,0.3639039993286133,100,5,True
balanced_rank_A16_M4096,0,4096,16,2.399264097213745,0.04684799909591675,0.5825920030474663,1.4214880466461182,0.36048007011413574,100,5,True
balanced_rank_A32_M4096,0,4096,32,2.414720058441162,0.04848000034689903,0.5829600128345191,1.4336479306221008,0.36465609073638916,100,5,True
balanced_rank_A2_M8192,0,8192,2,4.607663869857788,0.07539200037717819,1.0284799956716597,2.812016010284424,0.7093600034713745,100,5,True
balanced_rank_A4_M8192,0,8192,4,4.552239894866943,0.07606399804353714,1.010463992599398,2.8102720379829407,0.6914879083633423,100,5,True
balanced_rank_A8_M8192,0,8192,8,4.550400018692017,0.07411199808120728,1.0172799983993173,2.8112799525260925,0.6836799383163452,100,5,True
balanced_rank_A16_M8192,0,8192,16,4.545488119125366,0.07414399832487106,1.0119520286098123,2.8069759011268616,0.6844320297241211,100,5,True
balanced_rank_A32_M8192,0,8192,32,4.544159889221191,0.07417599856853485,1.014207943342626,2.807039976119995,0.6802239418029785,100,5,True
balanced_rank_A2_M128,1,128,2,0.8865920007228851,0.03244800120592117,0.18948799697682261,0.4111679941415787,0.10948798060417175,100,5,True
balanced_rank_A4_M128,1,128,4,0.8623200058937073,0.023840000852942467,0.18343999376520514,0.4007520079612732,0.10196802020072937,100,5,True
balanced_rank_A8_M128,1,128,8,0.864799976348877,0.027008000761270523,0.18591999588534236,0.39897601306438446,0.10465601086616516,100,5,True
balanced_rank_A16_M128,1,128,16,0.8566720187664032,0.024383999407291412,0.18657600414007902,0.4016159772872925,0.09702402353286743,100,5,True
balanced_rank_A32_M128,1,128,32,0.8631519973278046,0.02691200003027916,0.1874719993211329,0.4333280026912689,0.10193601250648499,100,5,True
balanced_rank_A2_M512,1,512,2,0.9127679765224457,0.026815999299287796,0.22803200269117951,0.4676320105791092,0.11622396111488342,100,5,True
balanced_rank_A4_M512,1,512,4,0.8988319933414459,0.07840000092983246,0.2259680018760264,0.4655520170927048,0.10776001214981079,100,5,True
balanced_rank_A8_M512,1,512,8,0.8966879844665527,0.02630399912595749,0.22691199695691466,0.4711200147867203,0.0997920036315918,100,5,True
balanced_rank_A16_M512,1,512,16,0.8969440162181854,0.028511999174952507,0.2235359982587397,0.47811201214790344,0.09108796715736389,100,5,True
balanced_rank_A32_M512,1,512,32,0.9284319877624512,0.026815999299287796,0.22684800578281283,0.5176159888505936,0.08383995294570923,100,5,True
balanced_rank_A2_M1024,1,1024,2,1.0821920037269592,0.03014400042593479,0.2804480060003698,0.6222240030765533,0.12801596522331238,100,5,True
balanced_rank_A4_M1024,1,1024,4,1.0747199654579163,0.02796800062060356,0.28494400065392256,0.6149599999189377,0.12412804365158081,100,5,True
balanced_rank_A8_M1024,1,1024,8,1.072767972946167,0.02816000021994114,0.2821119921281934,0.6152160167694092,0.12431997060775757,100,5,True
