block,workload,variant,requests,mean_e2e_s,mean_ttft_s,mean_tpot_s,steady_itl_mean_s,tokens_s,scope
0,b4_c2048,plan2,4,0.09766349894925952,0.09766349894925952,,,40.950502202858225,fixed_cohort_not_continuous_batching
0,b4_c2048,plain,4,0.09704619320109487,0.09704619320109487,,,41.20414664037154,fixed_cohort_not_continuous_batching
0,b4_c1024,plain,4,0.0505536156706512,0.0505536156706512,,,79.09229594290079,fixed_cohort_not_continuous_batching
0,b4_c1024,plan2_c112_n16,4,0.06844767881557345,0.06844767881557345,,,58.41689705360065,fixed_cohort_not_continuous_batching
0,b4_c2048,plan2_c112_n16,4,0.1250436268746853,0.1250436268746853,,,31.98237055761118,fixed_cohort_not_continuous_batching
0,b4_c1024,plan2,4,0.0593520300462842,0.0593520300462842,,,67.36241613432962,fixed_cohort_not_continuous_batching
