block,workload,variant,requests,token_exact_requests,token_exact_fraction,mean_common_prefix_tokens,e2e_reduction_pct,ttft_reduction_pct,tpot_reduction_pct,status
0,b4_c2048,plan2,4,4,1,1,-0.6360947583853083,-0.6360947583853083,,TOKEN_EXACT_DESCRIPTIVE_ONLY
0,b4_c1024,plan2_c112_n16,4,4,1,1,-35.39620837706099,-35.39620837706099,,TOKEN_EXACT_DESCRIPTIVE_ONLY
0,b4_c2048,plan2_c112_n16,4,3,0.75,0.75,-28.849594971309568,-28.849594971309568,,EXCLUDE_PENDING_CORRECTNESS
0,b4_c1024,plan2,4,4,1,1,-17.404124826507527,-17.404124826507527,,TOKEN_EXACT_DESCRIPTIVE_ONLY
