vision_request,text_request,layer,rank,vision_total_assignments,text_total_assignments,vision_active_experts,text_active_experts,vision_gini,text_gini,vision_top1_share,text_top1_share,vision_top4_share,text_top4_share,vision_max_expert_load,text_max_expert_load,vision_padding_amplification,text_padding_amplification,vision_effective_tiles,text_effective_tiles,vision_expert_median_ms,text_expert_median_ms,relative_assignment_error
coins,text_01_clock_motion,34,0,317.0,312.0,30.0,28.0,0.4766364353312303,0.6191907051282052,0.0914826498422713,0.17307692307692307,0.3280757097791798,0.4967948717948718,29.0,54.0,6.056782334384858,5.743589743589744,30.0,28.0,0.3927040100097656,0.39369601011276245,0.015772870662460567
coins,text_01_clock_motion,35,0,299.0,339.0,30.0,26.0,0.5828804347826086,0.6073930678466076,0.1505016722408027,0.13569321533923304,0.4648829431438127,0.47492625368731567,45.0,46.0,6.421404682274248,4.908554572271386,30.0,26.0,0.39529600739479065,0.3914879858493805,0.13377926421404682
coins,text_02_cat,36,0,198.0,259.0,27.0,29.0,0.5366161616161617,0.622707528957529,0.10606060606060606,0.20463320463320464,0.36363636363636365,0.5019305019305019,21.0,53.0,8.727272727272727,7.166023166023166,27.0,29.0,0.3999359905719757,0.3953920006752014,0.30808080808080807
coins,text_02_cat,37,0,289.0,278.0,29.0,29.0,0.49578287197231835,0.5364208633093526,0.10726643598615918,0.19784172661870503,0.3737024221453287,0.41726618705035967,31.0,55.0,6.422145328719723,6.676258992805756,29.0,29.0,0.3975679874420166,0.4018239974975586,0.03806228373702422
coins,text_04_color_wheel,38,0,261.0,260.0,29.0,26.0,0.42037835249042144,0.5586538461538462,0.09961685823754789,0.12307692307692308,0.3218390804597701,0.4115384615384615,26.0,32.0,7.111111111111111,6.4,29.0,26.0,0.3922559916973114,0.4083839952945709,0.0038314176245210726
coins,text_05_coffee,39,0,276.0,309.0,30.0,26.0,0.5144927536231884,0.6564522653721683,0.11594202898550725,0.15857605177993528,0.36231884057971014,0.5048543689320388,32.0,49.0,6.956521739130435,5.385113268608414,30.0,26.0,0.39526399970054626,0.3959999978542328,0.11956521739130435
coins,text_04_color_wheel,40,0,292.0,305.0,28.0,24.0,0.5573630136986302,0.6742827868852459,0.1780821917808219,0.17049180327868851,0.4452054794520548,0.5967213114754099,52.0,52.0,6.136986301369863,5.036065573770492,28.0,24.0,0.39692801237106323,0.393312007188797,0.04452054794520548
coins,text_00_coins,41,0,248.0,244.0,29.0,22.0,0.5350302419354839,0.5758196721311475,0.125,0.10655737704918032,0.4112903225806452,0.38114754098360654,31.0,26.0,7.483870967741935,5.770491803278689,29.0,22.0,0.3965440094470978,0.38576000928878784,0.016129032258064516
coins,text_01_clock_motion,42,0,226.0,267.0,26.0,27.0,0.5276548672566371,0.6010065543071161,0.11504424778761062,0.22846441947565543,0.37168141592920356,0.49812734082397003,26.0,61.0,7.3628318584070795,6.47191011235955,26.0,27.0,0.3877759873867035,0.39292800426483154,0.18141592920353983
coins,text_01_clock_motion,43,0,172.0,269.0,31.0,25.0,0.4055232558139535,0.7336198884758365,0.08139534883720931,0.30855018587360594,0.29069767441860467,0.6691449814126395,14.0,83.0,11.534883720930232,6.4237918215613385,31.0,27.0,0.3962239921092987,0.39500799775123596,0.563953488372093
coins,text_01_clock_motion,44,0,255.0,275.0,31.0,27.0,0.4432598039215686,0.5605681818181818,0.10588235294117647,0.13818181818181818,0.32941176470588235,0.4327272727272727,27.0,38.0,7.780392156862745,6.283636363636363,31.0,27.0,0.39743998646736145,0.40556800365448,0.0784313725490196
coins,text_00_coins,45,0,331.0,366.0,31.0,27.0,0.5042484894259819,0.66974043715847,0.09063444108761329,0.25136612021857924,0.3383685800604229,0.5546448087431695,30.0,92.0,5.993957703927492,5.0710382513661205,31.0,29.0,0.39475199580192566,0.3947199881076813,0.10574018126888217
coins,text_00_coins,46,0,229.0,341.0,29.0,25.0,0.42999454148471616,0.624541788856305,0.09170305676855896,0.1348973607038123,0.314410480349345,0.4516129032258065,21.0,46.0,8.104803493449781,4.69208211143695,29.0,25.0,0.40143999457359314,0.3997440040111542,0.4890829694323144
