modality,request_id,pair_id,token_bucket,layer,predicted_rank,actual_rank,correct,imbalance_cv
text,text_09_grass,9,medium,14,0,0,1,0.2610046084118916
text,text_09_grass,9,medium,15,1,1,1,0.33433406772673196
text,text_09_grass,9,medium,16,2,1,0,0.29668394765460154
text,text_09_grass,9,medium,17,1,1,1,0.18113225254969903
text,text_09_grass,9,medium,18,0,0,1,0.2781848278921547
text,text_09_grass,9,medium,19,0,3,0,0.22804318891459427
text,text_09_grass,9,medium,20,1,1,1,0.3125552398956976
text,text_09_grass,9,medium,21,0,3,0,0.136586716493402
text,text_09_grass,9,medium,22,0,2,0,0.20237094338615108
text,text_09_grass,9,medium,23,0,1,0,0.07223143493744348
text,text_09_grass,9,medium,24,0,0,1,0.28429363348714565
text,text_09_grass,9,medium,25,3,0,0,0.21118060902033778
text,text_09_grass,9,medium,26,0,3,0,0.22869713519427365
text,text_09_grass,9,medium,27,1,1,1,0.3284033849141419
text,text_09_grass,9,medium,28,2,0,0,0.4313683951052484
text,text_09_grass,9,medium,29,2,1,0,0.13180847946381574
text,text_09_grass,9,medium,30,0,0,1,0.39283279145307654
text,text_09_grass,9,medium,31,0,3,0,0.2559248354582469
text,text_09_grass,9,medium,32,1,0,0,0.33077435045415376
text,text_09_grass,9,medium,33,1,1,1,0.10997845070606319
text,text_09_grass,9,medium,34,3,0,0,0.09293041173659225
text,text_09_grass,9,medium,35,0,1,0,0.1685286514273862
text,text_09_grass,9,medium,36,3,0,0,0.300830589148356
text,text_09_grass,9,medium,37,0,0,1,0.16581681711073426
text,text_09_grass,9,medium,38,3,0,0,0.10620165066951882
text,text_09_grass,9,medium,39,3,1,0,0.25744340075410116
text,text_09_grass,9,medium,40,2,3,0,0.2877300543628932
text,text_09_grass,9,medium,41,2,1,0,0.1822389847671719
text,text_09_grass,9,medium,42,0,1,0,0.06743288424464002
text,text_09_grass,9,medium,43,0,2,0,0.2392224063374448
text,text_09_grass,9,medium,44,0,0,1,0.23172218665249691
text,text_09_grass,9,medium,45,2,2,1,0.31876875695112167
text,text_09_grass,9,medium,46,0,0,1,0.4216799503797102
text,text_09_grass,9,medium,47,3,3,1,0.3444422946059774
text,text_10_brick,10,medium,0,1,2,0,0.18036598281023516
text,text_10_brick,10,medium,1,1,2,0,0.1321886230461762
text,text_10_brick,10,medium,2,2,2,1,0.10639337242703496
text,text_10_brick,10,medium,3,0,0,1,0.1630422370244735
text,text_10_brick,10,medium,4,3,3,1,0.29311563069748375
text,text_10_brick,10,medium,5,0,3,0,0.2687396177396573
text,text_10_brick,10,medium,6,2,2,1,0.25043407950381885
text,text_10_brick,10,medium,7,3,3,1,0.34360550871526035
text,text_10_brick,10,medium,8,1,2,0,0.40250348549506504
text,text_10_brick,10,medium,9,1,2,0,0.2781237328133277
text,text_10_brick,10,medium,10,2,2,1,0.12431392623534518
text,text_10_brick,10,medium,11,0,2,0,0.24184070381225772
text,text_10_brick,10,medium,12,0,2,0,0.2649866677728179
text,text_10_brick,10,medium,13,0,0,1,0.2966194523118737
text,text_10_brick,10,medium,14,0,2,0,0.14801320638547116
text,text_10_brick,10,medium,15,1,2,0,0.4833701112224674
text,text_10_brick,10,medium,16,2,2,1,0.28843647207780315
text,text_10_brick,10,medium,17,0,2,0,0.443349062781356
text,text_10_brick,10,medium,18,0,2,0,0.2572699338779233
text,text_10_brick,10,medium,19,0,3,0,0.22797167651515063
text,text_10_brick,10,medium,20,0,2,0,0.2754792250544835
text,text_10_brick,10,medium,21,3,2,0,0.35401203847571505
text,text_10_brick,10,medium,22,3,2,0,0.17223111476733455
text,text_10_brick,10,medium,23,0,2,0,0.2263447579794453
text,text_10_brick,10,medium,24,0,0,1,0.3438442636290559
text,text_10_brick,10,medium,25,0,2,0,0.29887250681254074
text,text_10_brick,10,medium,26,0,2,0,0.20445048991751802
text,text_10_brick,10,medium,27,1,2,0,0.37995073859670353
text,text_10_brick,10,medium,28,2,2,1,0.3443467365654694
text,text_10_brick,10,medium,29,0,2,0,0.3506258071401092
text,text_10_brick,10,medium,30,0,0,1,0.3619822482681404
text,text_10_brick,10,medium,31,3,2,0,0.19859599668160277
text,text_10_brick,10,medium,32,0,3,0,0.2797011060253195
text,text_10_brick,10,medium,33,3,2,0,0.30148177847940005
text,text_10_brick,10,medium,34,3,2,0,0.046438570236581336
text,text_10_brick,10,medium,35,0,2,0,0.3696339506896817
text,text_10_brick,10,medium,36,0,0,1,0.42891982945535817
text,text_10_brick,10,medium,37,0,2,0,0.37623539615195
text,text_10_brick,10,medium,38,0,2,0,0.2843017538547695
text,text_10_brick,10,medium,39,2,2,1,0.3673318801375232
text,text_10_brick,10,medium,40,0,2,0,0.29756674943599726
text,text_10_brick,10,medium,41,3,2,0,0.4361181525531397
text,text_10_brick,10,medium,42,0,0,1,0.3235844760059086
text,text_10_brick,10,medium,43,3,2,0,0.21653208361712667
text,text_10_brick,10,medium,44,3,2,0,0.4726694708369677
text,text_10_brick,10,medium,45,2,3,0,0.23518742775114135
text,text_10_brick,10,medium,46,0,3,0,0.18431541469340063
text,text_10_brick,10,medium,47,3,2,0,0.36698492295116075
text,text_11_logo,11,medium,0,2,2,1,0.16657704697781778
text,text_11_logo,11,medium,1,3,3,1,0.10207747240068048
text,text_11_logo,11,medium,2,2,2,1,0.12930718803666183
text,text_11_logo,11,medium,3,2,2,1,0.1500196233331419
text,text_11_logo,11,medium,4,3,3,1,0.15077699769211028
text,text_11_logo,11,medium,5,0,0,1,0.26902832937203824
text,text_11_logo,11,medium,6,2,3,0,0.27273691541892303
text,text_11_logo,11,medium,7,0,0,1,0.31824193383652505
text,text_11_logo,11,medium,8,1,1,1,0.2707479597279817
text,text_11_logo,11,medium,9,3,2,0,0.2243372153671594
text,text_11_logo,11,medium,10,3,2,0,0.18694115954743887
text,text_11_logo,11,medium,11,0,0,1,0.2639167647311346
text,text_11_logo,11,medium,12,0,0,1,0.2496248550343924
text,text_11_logo,11,medium,13,1,2,0,0.22155205943781967
text,text_11_logo,11,medium,14,0,0,1,0.2822615688771745
text,text_11_logo,11,medium,15,1,1,1,0.46869084221711677
text,text_11_logo,11,medium,16,0,0,1,0.3344363829050124
text,text_11_logo,11,medium,17,2,2,1,0.29830355329184277
text,text_11_logo,11,medium,18,0,0,1,0.2543025936352672
text,text_11_logo,11,medium,19,0,0,1,0.23442841070245654
text,text_11_logo,11,medium,20,1,1,1,0.17551953451010474
text,text_11_logo,11,medium,21,3,2,0,0.19362609444246923
text,text_11_logo,11,medium,22,0,0,1,0.19088507884137898
text,text_11_logo,11,medium,23,1,1,1,0.10720641270878832
text,text_11_logo,11,medium,24,0,0,1,0.2718313826696562
text,text_11_logo,11,medium,25,1,3,0,0.2595716825413458
text,text_11_logo,11,medium,26,0,0,1,0.28399211412874
text,text_11_logo,11,medium,27,2,2,1,0.34340193256824614
text,text_11_logo,11,medium,28,2,2,1,0.36375654696172954
text,text_11_logo,11,medium,29,0,2,0,0.2200903886728306
text,text_11_logo,11,medium,30,0,0,1,0.38865909807155286
text,text_11_logo,11,medium,31,0,0,1,0.2018023443926523
text,text_11_logo,11,medium,32,0,3,0,0.22105455271423946
text,text_11_logo,11,medium,33,3,2,0,0.08527515140297043
text,text_11_logo,11,medium,34,0,2,0,0.11638834170705907
text,text_11_logo,11,medium,35,0,0,1,0.31326508596630503
text,text_11_logo,11,medium,36,0,0,1,0.3401620605369486
text,text_11_logo,11,medium,37,1,1,1,0.3081074199979089
text,text_11_logo,11,medium,38,0,2,0,0.2687256573245326
text,text_11_logo,11,medium,39,1,0,0,0.2879434878010417
text,text_11_logo,11,medium,40,2,2,1,0.2968178652449821
text,text_11_logo,11,medium,41,3,3,1,0.2642647076749924
text,text_11_logo,11,medium,42,0,0,1,0.2392863630907152
text,text_11_logo,11,medium,43,3,2,0,0.15450477099217064
text,text_11_logo,11,medium,44,3,2,0,0.40000368728051083
text,text_11_logo,11,medium,45,2,2,1,0.2375297277842516
text,text_11_logo,11,medium,46,2,2,1,0.20204209959698216
text,text_11_logo,11,medium,47,3,2,0,0.3283757830544679
text,text_12_cell,12,medium,0,2,0,0,0.08403425760360836
text,text_12_cell,12,medium,1,3,3,1,0.056118073979305585
text,text_12_cell,12,medium,2,0,2,0,0.15049566730504568
text,text_12_cell,12,medium,3,0,2,0,0.13436845712989393
text,text_12_cell,12,medium,4,2,3,0,0.19383905780933305
text,text_12_cell,12,medium,5,0,3,0,0.2386065823192302
text,text_12_cell,12,medium,6,2,2,1,0.2114187499055709
text,text_12_cell,12,medium,7,3,3,1,0.22778174237779644
text,text_12_cell,12,medium,8,1,1,1,0.298650267524812
text,text_12_cell,12,medium,9,3,3,1,0.2563535139397872
text,text_12_cell,12,medium,10,1,3,0,0.10888108204688651
text,text_12_cell,12,medium,11,1,1,1,0.22524188846021287
text,text_12_cell,12,medium,12,0,2,0,0.21043789261489823
text,text_12_cell,12,medium,13,0,3,0,0.21371082105893352
text,text_12_cell,12,medium,14,0,0,1,0.2936435232525873
text,text_12_cell,12,medium,15,2,2,1,0.40382257201966637
text,text_12_cell,12,medium,16,2,2,1,0.2772238289969817
text,text_12_cell,12,medium,17,0,2,0,0.2631163641212675
text,text_12_cell,12,medium,18,1,0,0,0.1933680466454841
text,text_12_cell,12,medium,19,0,0,1,0.18119954642125544
text,text_12_cell,12,medium,20,1,1,1,0.22249241252057123
text,text_12_cell,12,medium,21,3,0,0,0.253136488316978
text,text_12_cell,12,medium,22,0,3,0,0.12097126590044541
text,text_12_cell,12,medium,23,0,2,0,0.095288052868083
text,text_12_cell,12,medium,24,0,0,1,0.22238399198053055
text,text_12_cell,12,medium,25,1,1,1,0.24039549304176283
text,text_12_cell,12,medium,26,0,0,1,0.27599135088218407
text,text_12_cell,12,medium,27,1,1,1,0.3365618694486335
text,text_12_cell,12,medium,28,2,2,1,0.35958517393786094
text,text_12_cell,12,medium,29,3,3,1,0.24113535498962124
text,text_12_cell,12,medium,30,2,1,0,0.3654490485599669
text,text_12_cell,12,medium,31,0,0,1,0.206966197542516
text,text_12_cell,12,medium,32,1,1,1,0.20845069078648232
text,text_12_cell,12,medium,33,0,0,1,0.15077707306408641
text,text_12_cell,12,medium,34,0,0,1,0.11524618356147315
text,text_12_cell,12,medium,35,0,0,1,0.31088407146845326
text,text_12_cell,12,medium,36,0,0,1,0.25877267320737707
text,text_12_cell,12,medium,37,1,1,1,0.2878347743771072
text,text_12_cell,12,medium,38,0,2,0,0.20251223088306575
text,text_12_cell,12,medium,39,2,2,1,0.2480167176699331
text,text_12_cell,12,medium,40,2,2,1,0.26417947315790147
text,text_12_cell,12,medium,41,2,2,1,0.23631689812128923
text,text_12_cell,12,medium,42,0,0,1,0.24321350280488663
text,text_12_cell,12,medium,43,2,2,1,0.1048644143836944
text,text_12_cell,12,medium,44,0,0,1,0.22591572657180237
text,text_12_cell,12,medium,45,0,2,0,0.2591871482912206
text,text_12_cell,12,medium,46,0,2,0,0.25529859638793634
text,text_12_cell,12,medium,47,3,3,1,0.3784389879696064
text,text_13_motorcycle,13,medium,0,1,1,1,0.1107359064127747
text,text_13_motorcycle,13,medium,1,0,3,0,0.13045462407092306
text,text_13_motorcycle,13,medium,2,2,2,1,0.27058307811418447
text,text_13_motorcycle,13,medium,3,2,0,0,0.07638662033832029
text,text_13_motorcycle,13,medium,4,2,2,1,0.24624397388475563
text,text_13_motorcycle,13,medium,5,0,0,1,0.30984647167117574
text,text_13_motorcycle,13,medium,6,0,3,0,0.17315094605526515
text,text_13_motorcycle,13,medium,7,0,3,0,0.37143329013482534
text,text_13_motorcycle,13,medium,8,1,1,1,0.3037825855823373
text,text_13_motorcycle,13,medium,9,1,3,0,0.1715371268078321
text,text_13_motorcycle,13,medium,10,1,0,0,0.29186724420591115
text,text_13_motorcycle,13,medium,11,1,1,1,0.21605884560589253
text,text_13_motorcycle,13,medium,12,3,3,1,0.3775896774238425
text,text_13_motorcycle,13,medium,13,1,1,1,0.11681098428081241
text,text_13_motorcycle,13,medium,14,0,0,1,0.3346927408373698
text,text_13_motorcycle,13,medium,15,1,1,1,0.407425126126359
text,text_13_motorcycle,13,medium,16,2,3,0,0.20785461440842254
text,text_13_motorcycle,13,medium,17,0,0,1,0.20790784953616068
text,text_13_motorcycle,13,medium,18,0,0,1,0.1465023774343417
text,text_13_motorcycle,13,medium,19,3,3,1,0.3223784494669169
text,text_13_motorcycle,13,medium,20,1,1,1,0.3356112429938432
text,text_13_motorcycle,13,medium,21,1,1,1,0.19456347303768523
text,text_13_motorcycle,13,medium,22,1,1,1,0.25362752823170254
text,text_13_motorcycle,13,medium,23,2,3,0,0.09407704745817087
text,text_13_motorcycle,13,medium,24,0,0,1,0.36825346979283735
text,text_13_motorcycle,13,medium,25,1,1,1,0.1357310387420059
text,text_13_motorcycle,13,medium,26,3,3,1,0.25848996333317126
text,text_13_motorcycle,13,medium,27,1,1,1,0.3687355392855145
text,text_13_motorcycle,13,medium,28,2,2,1,0.2599809807329007
text,text_13_motorcycle,13,medium,29,0,0,1,0.1767580984793646
text,text_13_motorcycle,13,medium,30,2,0,0,0.3350669906622058
text,text_13_motorcycle,13,medium,31,0,0,1,0.3389286306872581
text,text_13_motorcycle,13,medium,32,1,1,1,0.32963929442846346
text,text_13_motorcycle,13,medium,33,1,1,1,0.1856043235191004
text,text_13_motorcycle,13,medium,34,0,0,1,0.2041472225654828
text,text_13_motorcycle,13,medium,35,2,0,0,0.1606213669224261
text,text_13_motorcycle,13,medium,36,0,0,1,0.3670153577242443
text,text_13_motorcycle,13,medium,37,1,1,1,0.2754638352096657
text,text_13_motorcycle,13,medium,38,3,3,1,0.2796861503717848
text,text_13_motorcycle,13,medium,39,2,3,0,0.28014529330800214
text,text_13_motorcycle,13,medium,40,1,0,0,0.18190021777597534
text,text_13_motorcycle,13,medium,41,0,0,1,0.26160008035105525
text,text_13_motorcycle,13,medium,42,1,1,1,0.36366238651991856
text,text_13_motorcycle,13,medium,43,2,0,0,0.3715604919942988
text,text_13_motorcycle,13,medium,44,1,0,0,0.16274153530680352
text,text_13_motorcycle,13,medium,45,0,2,0,0.31042721511537397
text,text_13_motorcycle,13,medium,46,0,0,1,0.5958897953965357
text,text_13_motorcycle,13,medium,47,0,3,0,0.32229872551001587
text,text_14_coffee_rocket,14,medium,0,0,1,0,0.14233207412053528
text,text_14_coffee_rocket,14,medium,1,1,3,0,0.14229219809397908
text,text_14_coffee_rocket,14,medium,2,1,1,1,0.18591603986745786
text,text_14_coffee_rocket,14,medium,3,0,0,1,0.11980615322431441
text,text_14_coffee_rocket,14,medium,4,0,0,1,0.22863298841729776
text,text_14_coffee_rocket,14,medium,5,0,0,1,0.26072125911004956
text,text_14_coffee_rocket,14,medium,6,2,1,0,0.22964719634544437
text,text_14_coffee_rocket,14,medium,7,3,3,1,0.2173073303720958
text,text_14_coffee_rocket,14,medium,8,1,1,1,0.23495993847882365
text,text_14_coffee_rocket,14,medium,9,3,3,1,0.24233994648256707
text,text_14_coffee_rocket,14,medium,10,0,1,0,0.13949904750253447
text,text_14_coffee_rocket,14,medium,11,2,1,0,0.18923069192465902
text,text_14_coffee_rocket,14,medium,12,0,1,0,0.2006144573089246
text,text_14_coffee_rocket,14,medium,13,1,0,0,0.1741931967996044
text,text_14_coffee_rocket,14,medium,14,0,0,1,0.1638274969063502
text,text_14_coffee_rocket,14,medium,15,2,1,0,0.4701434042269762
text,text_14_coffee_rocket,14,medium,16,2,2,1,0.2744978478958917
text,text_14_coffee_rocket,14,medium,17,3,0,0,0.30477823758509087
text,text_14_coffee_rocket,14,medium,18,2,0,0,0.21732810714337353
text,text_14_coffee_rocket,14,medium,19,0,0,1,0.14080172725675902
text,text_14_coffee_rocket,14,medium,20,1,1,1,0.1819742274312404
text,text_14_coffee_rocket,14,medium,21,3,0,0,0.3565788827157081
text,text_14_coffee_rocket,14,medium,22,1,1,1,0.1307343778024838
text,text_14_coffee_rocket,14,medium,23,0,1,0,0.0790246174132305
text,text_14_coffee_rocket,14,medium,24,0,0,1,0.22365820864014016
text,text_14_coffee_rocket,14,medium,25,3,3,1,0.2289724992794428
text,text_14_coffee_rocket,14,medium,26,0,0,1,0.26264141082750786
text,text_14_coffee_rocket,14,medium,27,2,1,0,0.3833345209653561
text,text_14_coffee_rocket,14,medium,28,2,0,0,0.33740703922899057
text,text_14_coffee_rocket,14,medium,29,3,3,1,0.23533951572913728
text,text_14_coffee_rocket,14,medium,30,2,2,1,0.31171389339120126
text,text_14_coffee_rocket,14,medium,31,0,0,1,0.12724798858448752
text,text_14_coffee_rocket,14,medium,32,1,1,1,0.1653167115999424
text,text_14_coffee_rocket,14,medium,33,0,0,1,0.2376310019514807
text,text_14_coffee_rocket,14,medium,34,2,3,0,0.12855632038171808
text,text_14_coffee_rocket,14,medium,35,0,1,0,0.27077508311198395
text,text_14_coffee_rocket,14,medium,36,0,0,1,0.3071050343073653
text,text_14_coffee_rocket,14,medium,37,1,0,0,0.27722284759644383
text,text_14_coffee_rocket,14,medium,38,2,0,0,0.26471330295164863
text,text_14_coffee_rocket,14,medium,39,2,3,0,0.3239942213168528
text,text_14_coffee_rocket,14,medium,40,2,2,1,0.30418009515436645
text,text_14_coffee_rocket,14,medium,41,2,3,0,0.2181074771365103
text,text_14_coffee_rocket,14,medium,42,0,1,0,0.2635100713868392
text,text_14_coffee_rocket,14,medium,43,3,3,1,0.15785902781986885
text,text_14_coffee_rocket,14,medium,44,3,0,0,0.3621340344544332
text,text_14_coffee_rocket,14,medium,45,2,0,0,0.2528219286659029
text,text_14_coffee_rocket,14,medium,46,2,1,0,0.23376783766992196
text,text_14_coffee_rocket,14,medium,47,3,3,1,0.38910262411133156
text,text_15_bit_allocate,15,medium,0,1,1,1,0.17644916168988448
text,text_15_bit_allocate,15,medium,1,1,1,1,0.21066652197868507
text,text_15_bit_allocate,15,medium,2,1,0,0,0.18486202148721081
text,text_15_bit_allocate,15,medium,3,0,2,0,0.12268862469269583
text,text_15_bit_allocate,15,medium,4,2,2,1,0.31044617908103334
text,text_15_bit_allocate,15,medium,5,0,3,0,0.29360813065506125
text,text_15_bit_allocate,15,medium,6,2,2,1,0.14525757693560737
text,text_15_bit_allocate,15,medium,7,3,3,1,0.26168921598324274
text,text_15_bit_allocate,15,medium,8,1,1,1,0.3109118503864716
text,text_15_bit_allocate,15,medium,9,3,3,1,0.27623241264828635
text,text_15_bit_allocate,15,medium,10,1,3,0,0.11020378614908241
text,text_15_bit_allocate,15,medium,11,0,3,0,0.1385851406965843
text,text_15_bit_allocate,15,medium,12,0,0,1,0.2554423725179628
text,text_15_bit_allocate,15,medium,13,0,0,1,0.20270220046741885
text,text_15_bit_allocate,15,medium,14,0,3,0,0.1076572193708659
text,text_15_bit_allocate,15,medium,15,2,2,1,0.46938529718336436
text,text_15_bit_allocate,15,medium,16,2,2,1,0.21338098816010242
text,text_15_bit_allocate,15,medium,17,3,2,0,0.3729163244390382
text,text_15_bit_allocate,15,medium,18,2,2,1,0.09268396484893826
text,text_15_bit_allocate,15,medium,19,0,3,0,0.1347760330048669
text,text_15_bit_allocate,15,medium,20,1,1,1,0.23876880685653074
text,text_15_bit_allocate,15,medium,21,3,3,1,0.2918500772828392
text,text_15_bit_allocate,15,medium,22,1,3,0,0.16675054123618474
text,text_15_bit_allocate,15,medium,23,0,3,0,0.1730880732341031
text,text_15_bit_allocate,15,medium,24,0,0,1,0.23753493491915278
text,text_15_bit_allocate,15,medium,25,3,3,1,0.19774100326384406
text,text_15_bit_allocate,15,medium,26,0,3,0,0.19797848896844433
text,text_15_bit_allocate,15,medium,27,2,2,1,0.38670561278645893
text,text_15_bit_allocate,15,medium,28,2,2,1,0.2872623504374518
text,text_15_bit_allocate,15,medium,29,3,3,1,0.3199172250479486
text,text_15_bit_allocate,15,medium,30,2,2,1,0.27463356708024783
text,text_15_bit_allocate,15,medium,31,0,3,0,0.1677804741035867
text,text_15_bit_allocate,15,medium,32,1,1,1,0.26345340172699566
text,text_15_bit_allocate,15,medium,33,3,3,1,0.27473778649942343
text,text_15_bit_allocate,15,medium,34,0,3,0,0.04649684513896776
text,text_15_bit_allocate,15,medium,35,0,0,1,0.32870408743311524
text,text_15_bit_allocate,15,medium,36,0,3,0,0.3826159472358399
text,text_15_bit_allocate,15,medium,37,0,0,1,0.30933042065293287
text,text_15_bit_allocate,15,medium,38,2,2,1,0.2577799466567941
text,text_15_bit_allocate,15,medium,39,2,2,1,0.37689981867644334
text,text_15_bit_allocate,15,medium,40,2,3,0,0.2476532311139917
text,text_15_bit_allocate,15,medium,41,3,3,1,0.32336130669972357
text,text_15_bit_allocate,15,medium,42,0,1,0,0.30210052421339084
text,text_15_bit_allocate,15,medium,43,3,3,1,0.15416477093444053
text,text_15_bit_allocate,15,medium,44,3,3,1,0.43964115013385624
text,text_15_bit_allocate,15,medium,45,2,2,1,0.2920576052764309
text,text_15_bit_allocate,15,medium,46,2,1,0,0.23467395034787758
text,text_15_bit_allocate,15,medium,47,3,3,1,0.43416871733590834
text,text_16_model_card,16,large,0,1,2,0,0.10148461506766454
text,text_16_model_card,16,large,1,3,3,1,0.20870451615807625
text,text_16_model_card,16,large,2,0,0,1,0.1587098140009125
text,text_16_model_card,16,large,3,2,3,0,0.18590421473775126
text,text_16_model_card,16,large,4,2,2,1,0.1571884213807818
text,text_16_model_card,16,large,5,2,3,0,0.08660718514622595
text,text_16_model_card,16,large,6,2,3,0,0.1353746865084513
text,text_16_model_card,16,large,7,3,3,1,0.1369396829140187
text,text_16_model_card,16,large,8,1,1,1,0.2831666115532549
text,text_16_model_card,16,large,9,1,3,0,0.2621982156363458
text,text_16_model_card,16,large,10,1,0,0,0.16644604309270689
text,text_16_model_card,16,large,11,1,1,1,0.1360778633002209
text,text_16_model_card,16,large,12,3,3,1,0.16298770878707988
text,text_16_model_card,16,large,13,3,3,1,0.11653840359413489
text,text_16_model_card,16,large,14,0,3,0,0.21048866552944404
text,text_16_model_card,16,large,15,2,3,0,0.4381735675430461
text,text_16_model_card,16,large,16,2,3,0,0.2498021622325526
text,text_16_model_card,16,large,17,0,2,0,0.21498647014652011
text,text_16_model_card,16,large,18,2,0,0,0.14708169250895395
text,text_16_model_card,16,large,19,3,3,1,0.0647633540565509
text,text_16_model_card,16,large,20,1,1,1,0.28024831803660255
text,text_16_model_card,16,large,21,3,3,1,0.2434789686244621
text,text_16_model_card,16,large,22,1,1,1,0.2636890110035181
text,text_16_model_card,16,large,23,1,1,1,0.10268578521401608
text,text_16_model_card,16,large,24,3,1,0,0.18217230588599775
text,text_16_model_card,16,large,25,3,3,1,0.18781780446348087
text,text_16_model_card,16,large,26,0,1,0,0.13677197979564462
text,text_16_model_card,16,large,27,2,1,0,0.32287638766740673
text,text_16_model_card,16,large,28,2,3,0,0.3696974339288263
text,text_16_model_card,16,large,29,0,1,0,0.21263123403545905
text,text_16_model_card,16,large,30,2,3,0,0.24209889134414161
text,text_16_model_card,16,large,31,3,0,0,0.10543907369879532
text,text_16_model_card,16,large,32,1,1,1,0.3021499323492489
text,text_16_model_card,16,large,33,1,1,1,0.23814232624662723
text,text_16_model_card,16,large,34,1,3,0,0.11401135975831508
text,text_16_model_card,16,large,35,0,1,0,0.20812724145550643
text,text_16_model_card,16,large,36,3,3,1,0.19983866786376023
text,text_16_model_card,16,large,37,1,1,1,0.11393552798584984
text,text_16_model_card,16,large,38,3,3,1,0.06676683260222456
text,text_16_model_card,16,large,39,2,3,0,0.21955943370082912
text,text_16_model_card,16,large,40,2,3,0,0.30369052967512433
text,text_16_model_card,16,large,41,0,1,0,0.23814373290285337
text,text_16_model_card,16,large,42,3,3,1,0.14725699255657804
text,text_16_model_card,16,large,43,0,2,0,0.3414130490220122
text,text_16_model_card,16,large,44,0,2,0,0.0350234198050047
text,text_16_model_card,16,large,45,2,2,1,0.22681582402517994
text,text_16_model_card,16,large,46,0,0,1,0.33539943889815477
text,text_16_model_card,16,large,47,3,3,1,0.2968676974891822
text,text_17_deep_field,17,large,0,2,2,1,0.0642412607826633
text,text_17_deep_field,17,large,1,3,2,0,0.19215264808108753
text,text_17_deep_field,17,large,2,2,1,0,0.2089812021936945
text,text_17_deep_field,17,large,3,2,2,1,0.2047689105221415
text,text_17_deep_field,17,large,4,2,3,0,0.19129629879288063
text,text_17_deep_field,17,large,5,2,2,1,0.09878333004760852
text,text_17_deep_field,17,large,6,2,2,1,0.09827496696255114
text,text_17_deep_field,17,large,7,3,3,1,0.11926389848977059
text,text_17_deep_field,17,large,8,1,1,1,0.34631794285401857
text,text_17_deep_field,17,large,9,1,1,1,0.23608016142325716
text,text_17_deep_field,17,large,10,3,3,1,0.21449174772350413
text,text_17_deep_field,17,large,11,1,3,0,0.13226794131190833
text,text_17_deep_field,17,large,12,3,2,0,0.17448448368256358
text,text_17_deep_field,17,large,13,3,3,1,0.17413397318314852
text,text_17_deep_field,17,large,14,0,3,0,0.22253175410166415
text,text_17_deep_field,17,large,15,2,2,1,0.41739331727496054
text,text_17_deep_field,17,large,16,2,2,1,0.20327605202315943
text,text_17_deep_field,17,large,17,2,2,1,0.221971849118994
text,text_17_deep_field,17,large,18,0,3,0,0.10218791655633859
text,text_17_deep_field,17,large,19,3,3,1,0.07292746642832086
text,text_17_deep_field,17,large,20,1,1,1,0.3309673069107788
text,text_17_deep_field,17,large,21,3,2,0,0.22051176709354342
text,text_17_deep_field,17,large,22,1,1,1,0.31092005621186575
text,text_17_deep_field,17,large,23,1,3,0,0.09954991505453985
text,text_17_deep_field,17,large,24,3,3,1,0.1896710406419414
text,text_17_deep_field,17,large,25,3,3,1,0.1731112960157503
text,text_17_deep_field,17,large,26,0,0,1,0.1722615702434283
text,text_17_deep_field,17,large,27,2,3,0,0.3119882541022225
text,text_17_deep_field,17,large,28,2,2,1,0.32134631933334556
text,text_17_deep_field,17,large,29,0,2,0,0.19365571293958095
text,text_17_deep_field,17,large,30,2,3,0,0.20362746553812766
text,text_17_deep_field,17,large,31,3,3,1,0.13202189886522633
text,text_17_deep_field,17,large,32,1,1,1,0.34635526946755035
text,text_17_deep_field,17,large,33,1,1,1,0.2609380439696321
text,text_17_deep_field,17,large,34,3,3,1,0.13007106441096566
text,text_17_deep_field,17,large,35,0,0,1,0.16866142775445273
text,text_17_deep_field,17,large,36,3,3,1,0.2147809296831158
text,text_17_deep_field,17,large,37,1,1,1,0.11096416177845389
text,text_17_deep_field,17,large,38,3,3,1,0.07944319045368288
text,text_17_deep_field,17,large,39,3,3,1,0.21955679891103327
text,text_17_deep_field,17,large,40,2,1,0,0.24012226187715177
text,text_17_deep_field,17,large,41,2,2,1,0.22635439065248592
text,text_17_deep_field,17,large,42,3,1,0,0.12198430929607397
text,text_17_deep_field,17,large,43,2,2,1,0.38185494989019925
text,text_17_deep_field,17,large,44,0,1,0,0.08484362481327534
text,text_17_deep_field,17,large,45,2,2,1,0.20392681087697656
text,text_17_deep_field,17,large,46,0,0,1,0.3626581358140847
text,text_17_deep_field,17,large,47,3,3,1,0.3122601495086377
text,text_18_tui_main,18,large,0,2,2,1,0.08795645509729111
text,text_18_tui_main,18,large,1,3,2,0,0.1447998741233711
text,text_18_tui_main,18,large,2,1,1,1,0.15392594113922395
text,text_18_tui_main,18,large,3,2,2,1,0.18032517389983857
text,text_18_tui_main,18,large,4,2,2,1,0.1827246621221505
text,text_18_tui_main,18,large,5,2,2,1,0.10831498761566986
text,text_18_tui_main,18,large,6,2,3,0,0.08147558084174236
text,text_18_tui_main,18,large,7,3,3,1,0.2063644765169925
text,text_18_tui_main,18,large,8,1,1,1,0.22485394408325504
text,text_18_tui_main,18,large,9,2,2,1,0.14497479418456627
text,text_18_tui_main,18,large,10,1,3,0,0.16235712001818237
text,text_18_tui_main,18,large,11,1,1,1,0.2550674982558042
