accepted_set_change_fraction,aligned_rows,baseline_live_ratio,baseline_wave,benchmark_correct,benchmark_delta_vs_baseline,benchmark_total,confidence_logit_margin_abs_change_mean,elapsed_seconds_observer,final_sequence_exact,final_sequence_total,layers,live_aligned_rows,live_top1_flip_fraction,mode,nfe,per_sample_score_flips,phase,policy,policy_live_ratio,policy_wave,sampled_js_mean,sampled_kl_mean,sampled_logits_rows,task,top1_flip_fraction,dataset,layer,top1_flip,accepted_change,final_sequence_divergence,benchmark_score_flip_fraction,nfe_relative_change,decision_sensitivity_score,clean_request_median_ms,whole_layer_normalized_optimistic_e2e_percent,routed_moe_request_e2e_upper_percent,shared_sum_ms,shared_request_e2e_upper_percent,physical_cost_e2e_upper_percent,live_ratio_median,relative_l2_update_median,output_cosine_median,attention_update_norm_median,moe_update_norm_median,routed_output_norm_median,shared_output_norm_median,post_epoch_live_weighted_cost_percent,cost_per_decision_sensitivity
0.0166015625,1024.0,1.0,36.0,5,0,32,0.2529296875,4.699700593948364,28,32,13.0,1024.0,0.1298828125,routed_bypass,62,0,early,routed_bypass_l13_early,1.0,36.0,,,16.0,gsm8k,0.1298828125,gsm8k,13,0.1298828125,0.0166015625,0.125,0.0,0.06060606060606061,0.06641808712121212,6074.886083602905,0.1281562822374296,0.0604366233954668,0.0728959999978542,0.0011999566575348999,0.0604366233954668,0.90380859375,0.3369138902118955,0.9761636555194856,245.63115692138672,328.92266845703125,184.4733047485352,251.8111343383789,0.0546231396020552,0.9099422463819345
0.0126984126984126,960.0,0.328125,8.0,6,1,32,0.2486111111111111,4.796144723892212,17,32,13.0,315.0,0.1301587301587301,routed_bypass,62,1,late,routed_bypass_l13_late,0.328125,8.0,,,16.0,gsm8k,0.0552083333333333,gsm8k,13,0.1301587301587301,0.0126984126984126,0.46875,0.03125,0.06060606060606061,0.14069264069264067,6074.886083602905,1.6058347362873628,0.8615957418271227,3.249055996537209,0.05348340613837902,0.8615957418271227,0.1808347902097902,0.3062754765112141,0.9722983241081238,132.49433517456055,197.92941284179688,140.0968780517578,127.67776107788086,0.1558064852189563,6.123957426525089
0.0324543610547667,992.0,0.4969758064516129,0.0,5,0,32,0.3558569979716024,5.319696664810181,10,32,13.0,493.0,0.1926977687626775,routed_bypass,62,2,middle,routed_bypass_l13_middle,0.4969758064516129,0.0,,,16.0,gsm8k,0.1078629032258064,gsm8k,13,0.1926977687626775,0.0324543610547667,0.6875,0.0625,0.06060606060606061,0.20715163808470094,6074.886083602905,1.3709398719211254,0.8188202916284781,0.9634239934384824,0.015859128552861573,0.8188202916284781,0.4445564516129032,0.3082218619329062,0.9737492799758912,276.1808776855469,413.239501953125,272.84820556640625,276.49560546875,0.3640118433549988,3.9527579854023447
0.0166015625,1024.0,1.0,36.0,5,0,32,0.26898193359375,4.9823994636535645,24,32,14.0,1024.0,0.15234375,routed_bypass,66,0,early,routed_bypass_l14_early,1.0,36.0,,,16.0,gsm8k,0.15234375,gsm8k,14,0.15234375,0.0166015625,0.25,0.0,0.0,0.0837890625,6074.886083602905,0.1258419593473099,0.0606299437706218,0.0717760026454925,0.0011815201414101819,0.0606299437706218,0.90380859375,0.2892571297760311,0.9730161130428314,287.0862579345703,371.2574920654297,254.40877532958984,238.7466735839844,0.05479786421846726,0.7236021261202416
0.0253968253968253,960.0,0.328125,8.0,4,-1,32,0.3196428571428571,5.156477689743042,18,32,14.0,315.0,0.1555555555555555,routed_bypass,67,1,late,routed_bypass_l14_late,0.328125,8.0,,,16.0,gsm8k,0.0677083333333333,gsm8k,14,0.1555555555555555,0.0253968253968253,0.4375,0.03125,0.015151515151515152,0.13297077922077918,6074.886083602905,1.5528230475735836,0.8665372691382968,3.024672009050846,0.04978977329657131,0.8665372691382968,0.1808347902097902,0.351528726675356,0.9675832986831664,175.47842407226562,263.8702774047852,190.4503326416016,156.0819854736328,0.15670008527358842,6.51674957623234
0.0283975659229208,992.0,0.4969758064516129,0.0,4,-1,32,0.3524340770791075,5.109068870544434,10,32,14.0,493.0,0.2150101419878296,routed_bypass,60,1,middle,routed_bypass_l14_middle,0.4969758064516129,0.0,,,16.0,gsm8k,0.1280241935483871,gsm8k,14,0.2150101419878296,0.0283975659229208,0.6875,0.03125,0.09090909090909091,0.21061335976396825,6074.886083602905,1.363803364636868,0.8119529410101343,0.9594240076839924,0.01579328393125975,0.8119529410101343,0.4445564516129032,0.3371488451015483,0.9684857726097108,344.36004638671875,542.531982421875,383.73974609375,319.0583801269531,0.3609589183321262,3.8551825103596453
0.015625,1024.0,1.0,36.0,5,0,32,0.22503662109375,4.873106956481934,26,32,15.0,1024.0,0.130859375,routed_bypass,64,0,early,routed_bypass_l15_early,1.0,36.0,,,16.0,gsm8k,0.130859375,gsm8k,15,0.130859375,0.015625,0.1875,0.0,0.030303030303030304,0.07285748106060605,6074.886083602905,0.1565105149690772,0.0684354564667179,0.0711999982595443,0.0011720384099337196,0.0684354564667179,0.90380859375,0.3028824324892015,0.9733408093452454,321.4801788330078,441.8026428222656,285.12818908691406,312.9739990234375,0.06185255367182366,0.9393058265326287
0.019047619047619,960.0,0.328125,8.0,5,0,32,0.2541666666666666,5.01269268989563,23,32,15.0,315.0,0.1269841269841269,routed_bypass,65,0,late,routed_bypass_l15_late,0.328125,8.0,,,16.0,gsm8k,0.0583333333333333,gsm8k,15,0.1269841269841269,0.019047619047619,0.28125,0.0,0.015151515151515152,0.08848665223665221,6074.886083602905,1.5671689103408075,0.9087148512177374,3.031327964738012,0.04989933840767901,0.9087148512177374,0.1808347902097902,0.2974173065646408,0.9708973467350006,187.758544921875,273.0998229980469,189.45548248291016,182.2655487060547,0.16432725948048027,10.26951329096997
0.024340770791075,992.0,0.4969758064516129,0.0,4,-1,32,0.2946247464503043,5.050687789916992,10,32,15.0,493.0,0.2028397565922921,routed_bypass,59,1,middle,routed_bypass_l15_middle,0.4969758064516129,0.0,,,16.0,gsm8k,0.1159274193548387,gsm8k,15,0.2028397565922921,0.024340770791075,0.6875,0.03125,0.10606060606060606,0.21039822668879463,6074.886083602905,1.5339743181304746,0.925004870011557,1.1348159909248352,0.018680448905665673,0.925004870011557,0.4445564516129032,0.3156053191506077,0.9712866544723512,371.022705078125,601.448974609375,376.3180236816406,437.520751953125,0.41121688273699253,4.396448033660261
0.0166015625,1024.0,1.0,36.0,5,0,32,0.23760986328125,4.763928413391113,23,32,16.0,1024.0,0.12109375,routed_bypass,63,0,early,routed_bypass_l16_early,1.0,36.0,,,16.0,gsm8k,0.12109375,gsm8k,16,0.12109375,0.0166015625,0.28125,0.0,0.045454545454545456,0.09287997159090909,6074.886083602905,0.1526980621833448,0.0621833535852292,0.0724479965865612,0.0011925819774976521,0.0621833535852292,0.90380859375,0.3139041958957336,0.9721217155456544,404.3882446289063,538.9057464599609,362.0833129882813,368.2597198486328,0.05620184935852503,0.6695022890307988
0.0476190476190476,960.0,0.328125,8.0,5,0,32,0.281547619047619,5.081932067871094,18,32,16.0,315.0,0.1555555555555555,routed_bypass,66,0,late,routed_bypass_l16_late,0.328125,8.0,,,16.0,gsm8k,0.071875,gsm8k,16,0.1555555555555555,0.0476190476190476,0.4375,0.0,0.0,0.12813492063492063,6074.886083602905,1.4717470480667845,0.8122126317885862,3.1403840128332376,0.051694533356100934,0.8122126317885862,0.1808347902097902,0.3099357671872096,0.9716468751430511,224.3529586791992,351.4274139404297,231.1225128173828,242.87271118164065,0.14687630087523057,6.338729737092714
