dataset,repeat,layer,phase,waves,prepare_attn_ms_critical_median_ms,prepare_attn_ms_critical_sum_ms,attention_ms_critical_median_ms,attention_ms_critical_sum_ms,prepare_mlp_ms_critical_median_ms,prepare_mlp_ms_critical_sum_ms,mlp_ms_critical_median_ms,mlp_ms_critical_sum_ms,postprocess_ms_critical_median_ms,postprocess_ms_critical_sum_ms,router_ms_critical_median_ms,router_ms_critical_sum_ms,dispatch_ms_critical_median_ms,dispatch_ms_critical_sum_ms,expert_ms_critical_median_ms,expert_ms_critical_sum_ms,combine_ms_critical_median_ms,combine_ms_critical_sum_ms,shared_ms_critical_median_ms,shared_ms_critical_sum_ms,gather_ms_critical_median_ms,gather_ms_critical_sum_ms,router_entropy_mean,topk_mass_mean
gsm8k,r1,0,early,2,0.17158400267362595,0.3431680053472519,0.7625119984149933,1.5250239968299866,17.661119043827057,35.322238087654114,0.3211999982595444,0.6423999965190887,0.7127040028572083,1.4254080057144165,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,nan
gsm8k,r1,0,late,36,0.13900800049304962,4.999904006719589,0.6973440051078796,101.28112030029297,0.7890399992465973,32.58390408754349,0.3518880009651184,63.21312043070793,0.6447519958019257,23.3783677816391,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,nan
gsm8k,r1,0,middle,27,0.14246399700641632,4.014784008264542,0.667680025100708,18.748575925827026,1.444000005722046,39.61849617958069,0.33398398756980896,9.298751920461655,0.6449599862098694,18.14300799369812,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,nan
gsm8k,r1,1,early,2,0.15612800419330597,0.31225600838661194,0.6954399943351746,1.3908799886703491,0.33139200508594513,0.6627840101718903,17.62009596824646,35.24019193649292,0.6440960168838501,1.2881920337677002,0.23679999262094498,0.47359998524188995,6.644688129425049,13.289376258850098,0.779343992471695,1.55868798494339,0.2643999978899956,0.5287999957799911,0.4123679995536804,0.8247359991073608,0.10182400047779083,0.20364800095558167,5.519378185272217,0.05437614023685455
gsm8k,r1,1,late,36,0.15703999996185303,5.7103680074214935,0.6534079909324646,23.486015677452087,0.3243680000305176,12.167967915534973,15.296864032745361,519.0337295532227,0.6437920033931732,23.264704048633575,0.19446399807929993,39.26383976638317,3.5660640001296997,148.27619171142578,0.9335200190544128,31.452896118164062,0.1396160051226616,5.506080038845539,0.5592320263385773,65.79510426521301,0.1032480001449585,4.071040011942387,5.482129812240601,0.07664984837174416
gsm8k,r1,1,middle,27,0.15356799960136414,4.505343988537788,0.654367983341217,18.579104155302048,0.3179520070552826,9.463775962591171,27.273984909057617,803.895076751709,0.6950399875640869,20.526303946971893,0.1849920004606247,8.3001599162817,11.080639839172363,324.92051219940186,1.1232320070266724,31.149823904037476,0.20204800367355347,6.117600038647652,0.2385919988155365,6.599519997835159,0.10918399691581726,3.0006720051169395,5.4925830364227295,0.06758782640099525
gsm8k,r1,2,early,2,0.15721599757671356,0.3144319951534271,0.7001760005950928,1.4003520011901855,0.49321599304676056,0.9864319860935211,17.414992094039917,34.829984188079834,0.6636320054531097,1.3272640109062195,0.21436800062656403,0.42873600125312805,6.583376049995422,13.166752099990845,0.7506719827651978,1.5013439655303955,0.3173600099980831,0.6347200199961662,0.40297599881887436,0.8059519976377487,0.10369599983096123,0.20739199966192245,5.522554159164429,0.05475793406367302
gsm8k,r1,2,late,36,0.1546880006790161,5.6423999816179276,0.6652800142765045,25.364287972450256,0.3341919928789139,16.41078406572342,10.71452808380127,433.1822395324707,0.6563839912414551,23.73955202102661,0.17310399562120438,6.456543952226639,3.597056031227112,150.93395221233368,0.952320009469986,32.63059222698212,0.155519999563694,5.557856000959873,0.22908800095319748,10.799871981143951,0.09268799796700478,3.4153279811143875,5.473520994186401,0.08499396964907646
gsm8k,r1,2,middle,27,0.16518400609493256,4.599488005042076,0.6721280217170715,19.04287999868393,0.5711359977722168,17.612512081861496,27.4051513671875,800.2880001068115,0.6938239932060242,19.461407959461212,0.17203199863433838,4.620640020817518,11.16966438293457,328.10777950286865,1.1575360298156738,32.00172805786133,0.2611199915409088,7.812959939241409,0.2417600005865097,6.689919963479042,0.10387200117111206,3.0236479938030243,5.490355968475342,0.07301396131515503
gsm8k,r1,3,early,2,0.15640000253915787,0.31280000507831573,0.6853760182857513,1.3707520365715027,0.6547359973192215,1.309471994638443,17.2817599773407,34.5635199546814,0.6807680130004883,1.3615360260009766,0.1680160015821457,0.3360320031642914,6.594783961772919,13.189567923545837,0.8090559840202332,1.6181119680404663,0.3121120072901249,0.6242240145802498,0.40561600029468536,0.8112320005893707,0.09411199763417244,0.18822399526834488,5.507388591766357,0.062304191291332245
gsm8k,r1,3,late,36,0.1528320014476776,5.646303966641426,0.6749919950962067,25.22767984867096,0.33668799698352814,16.113504201173782,10.603519916534424,429.2366724014282,0.660319983959198,23.440543949604034,0.17791999876499176,6.481311962008476,3.5915199518203735,150.96844708919525,0.9360319972038269,31.7355837225914,0.09777599945664406,3.828832011669874,0.2439199984073639,11.267999932169914,0.09408000111579895,3.474208004772663,5.455772876739502,0.08827890083193779
gsm8k,r1,3,middle,27,0.1671999990940094,4.701215967535973,0.6666880249977112,23.085984110832214,0.6594560146331787,20.215008109807968,27.50704002380371,817.8933734893799,0.6858559846878052,19.694815933704376,0.1711679995059967,4.536288008093834,11.173791885375977,328.2465286254883,1.1190400123596191,31.080000042915344,0.14108799397945404,5.037279956042767,0.24083200097084045,6.576256036758423,0.10451199859380722,3.044543996453285,5.478413820266724,0.07557904347777367
gsm8k,r1,4,early,2,0.16569600254297256,0.33139200508594513,0.6845600008964539,1.3691200017929077,0.33528000116348267,0.6705600023269653,17.212031841278076,34.42406368255615,0.6652159988880157,1.3304319977760315,0.18359999358654022,0.36719998717308044,6.537183940410614,13.074367880821228,0.7414079904556274,1.4828159809112549,0.21009599789977074,0.4201919957995415,0.3948479890823364,0.7896959781646729,0.08209599927067757,0.16419199854135513,5.482210397720337,0.07350781932473183
gsm8k,r1,4,late,36,0.15121600031852722,5.56803198158741,0.6789920032024384,24.927488029003143,0.3277920037508011,13.288287922739983,10.57092809677124,427.9953269958496,0.6544159948825836,23.549920082092285,0.17815999686717987,6.42918398976326,3.586992025375366,149.76320016384125,0.8644160032272339,29.773120045661926,0.14182399958372116,5.434176027774811,0.24979199469089508,12.02416005730629,0.09561599791049957,3.5338879823684692,5.405050039291382,0.10780768468976021
gsm8k,r1,4,middle,27,0.16169600188732147,4.598303973674774,0.6635839939117432,31.03792029619217,0.6118720173835754,39.660032123327255,27.45465660095215,808.495777130127,0.692575991153717,19.462464094161987,0.17097599804401398,4.738080017268658,11.247008323669434,337.804256439209,1.0810879468917847,30.511584043502808,0.18943999707698822,6.719999969005585,0.23692800104618073,6.553439974784851,0.10076799988746643,2.9663999900221825,5.4310996532440186,0.09583937004208565
gsm8k,r1,5,early,2,0.15025600045919418,0.30051200091838837,0.6836640238761902,1.3673280477523804,0.46376000344753265,0.9275200068950653,17.22270441055298,34.44540882110596,0.6669760048389435,1.333952009677887,0.169855996966362,0.339711993932724,6.515568017959595,13.03113603591919,0.7483680248260498,1.4967360496520996,0.11894400045275688,0.23788800090551376,0.3869759887456894,0.7739519774913788,0.08664000034332275,0.1732800006866455,5.48470401763916,0.06956413015723228
gsm8k,r1,5,late,36,0.14936000108718872,5.537536010146141,0.6758559942245483,24.880832314491272,0.3296319991350174,13.167552053928375,10.548175811767578,434.4747176170349,0.6563679873943329,23.700351893901825,0.17152000218629837,6.299488052725792,3.5071840286254883,149.95145642757416,0.9216159880161285,31.058591544628143,0.13657599687576294,5.038848012685776,0.25014400482177734,11.742431968450546,0.09622399881482124,3.7109119817614555,5.4190733432769775,0.10152672231197357
gsm8k,r1,5,middle,27,0.15775999426841736,4.572799950838089,0.6606400012969971,24.083423912525177,0.60944002866745,21.035104155540466,27.239423751831055,803.5949764251709,0.6879680156707764,19.755584180355072,0.1762239933013916,4.7021120227873325,11.148351669311523,327.82764625549316,1.13155198097229,31.62879991531372,0.19990399479866028,6.350944012403488,0.24128000438213348,6.634176015853882,0.10886400192975998,3.03363199532032,5.4317686557769775,0.09427521750330925
gsm8k,r1,6,early,2,0.14742399752140045,0.2948479950428009,0.6712479889392853,1.3424959778785706,0.4605439826846123,0.9210879653692245,17.235679864883423,34.471359729766846,0.6760480105876923,1.3520960211753845,0.19180800020694733,0.38361600041389465,6.560079872608185,13.12015974521637,0.7808480262756348,1.5616960525512695,0.16220800206065178,0.32441600412130356,0.4440640062093735,0.888128012418747,0.11484800279140472,0.22969600558280945,5.455941915512085,0.0834275372326374
gsm8k,r1,6,late,36,0.15991999953985214,5.759711980819702,0.674015998840332,24.966271936893463,0.3258880078792572,19.19283226132393,10.634416103363037,428.7707824707031,0.640496015548706,23.538240015506744,0.18246400356292725,6.613888055086136,3.5686399936676025,149.57654333114624,0.9061599969863892,30.62511995434761,0.144896000623703,5.292224004864693,0.2454879954457283,11.915679946541786,0.09644799679517746,3.782912001013756,5.378463983535767,0.11799972876906395
