dataset,repeat,layer,phase,waves,live_ratio_median,input_hidden_norm_median,output_hidden_norm_median,residual_update_norm_median,relative_l2_update_median,output_cosine_median,attention_update_norm_median,moe_update_norm_median,moe_to_total_update_norm_ratio_median,routed_output_norm_median,shared_output_norm_median,moe_output_norm_median
gsm8k,r1,30,early,2,0.90380859375,16706.173828125,20338.759765625,10893.2802734375,0.6519001922667689,0.8448649048805237,12369.4736328125,12014.9833984375,1.1031421390102323,5227.9208984375,10965.84619140625,12015.29150390625
gsm8k,r1,30,late,36,0.1808347902097902,6533.333984375,7140.62255859375,3340.1995849609375,0.5208917130563204,0.8810901641845703,3016.3392333984375,3812.2193603515625,1.138931779461413,2063.695556640625,3216.2530517578125,3812.1915283203125
gsm8k,r1,30,middle,27,0.44455645161290325,14736.734375,16635.8359375,8303.48828125,0.5641009678014118,0.869149923324585,8614.4296875,9338.2236328125,1.1272915052628787,4243.50341796875,8318.494140625,9338.3916015625
gsm8k,r1,31,early,2,0.90380859375,20338.759765625,52604.46484375,45880.0234375,2.2547350878898245,0.5029299259185791,29112.16015625,21775.701171875,0.474675537945258,6471.62353515625,19263.1455078125,21776.4892578125
gsm8k,r1,31,late,36,0.1808347902097902,7140.62255859375,14587.81591796875,11700.47265625,1.6086804175105192,0.6082729399204254,11530.2568359375,6787.686279296875,0.5688904057193629,2824.35986328125,6044.68310546875,6787.712158203125
gsm8k,r1,31,middle,27,0.44455645161290325,16635.8359375,38618.75390625,32406.072265625,1.9503245827305353,0.5531299114227295,26308.783203125,17128.548828125,0.5150210829230857,6110.08349609375,15099.7421875,17128.482421875
humaneval,r1,0,early,1,0.783203125,23.139358520507812,107.99845123291016,102.6416244506836,4.435802503328473,0.33322593569755554,72.32938385009766,34.59395980834961,0.33703636310794194,nan,nan,nan
humaneval,r1,0,late,26,0.171875,11.299909114837646,33.34464931488037,29.630455017089844,2.599824005871309,0.48369207978248596,20.096210479736328,11.301067352294922,0.39545110780093523,nan,nan,nan
humaneval,r1,0,middle,58,0.458984375,21.586153030395508,74.35051727294922,66.54803466796875,3.0751750268684734,0.4299837648868561,46.69154357910156,23.78447723388672,0.3590486714832708,nan,nan,nan
humaneval,r1,1,early,1,0.783203125,107.99845123291016,141.47195434570312,40.875877380371094,0.37848577376556924,0.9819891452789307,20.022216796875,30.486572265625,0.7458328534928251,14.368834495544434,24.25795555114746,30.487035751342773
humaneval,r1,1,late,26,0.171875,33.34464931488037,46.51482009887695,16.9970064163208,0.5177896187003804,0.9581905901432037,9.155931949615479,13.567833423614502,0.7515131854549704,11.373005390167236,5.222050428390503,13.568943977355957
humaneval,r1,1,middle,58,0.458984375,74.35051727294922,98.03619384765625,31.135906219482422,0.4332888646256675,0.9718007743358612,18.19118309020996,20.3870210647583,0.7323870951713426,14.290313720703125,12.969689846038818,20.382944107055664
humaneval,r1,2,early,1,0.783203125,141.47195434570312,219.04461669921875,84.00777435302734,0.5938122134634869,0.983222484588623,35.870365142822266,57.678470611572266,0.6865849149769045,20.32476043701172,51.835243225097656,57.67817687988281
humaneval,r1,2,late,26,0.171875,46.51482009887695,72.41410446166992,31.07376766204834,0.6752982844185591,0.9587570428848267,15.169301509857178,21.223872184753418,0.6763504729788967,13.490269660949707,14.125054359436035,21.223366737365723
humaneval,r1,2,middle,58,0.458984375,98.03619384765625,155.87144470214844,64.96539878845215,0.6546867305289832,0.9696765840053558,31.18459415435791,44.314720153808594,0.6811907205250962,23.426990509033203,32.78238296508789,44.312082290649414
humaneval,r1,3,early,1,0.783203125,219.04461669921875,259.63031005859375,55.19536590576172,0.25198229811579104,0.9876971244812012,31.514328002929688,38.6326904296875,0.6999263397519161,21.17463493347168,30.49189567565918,38.633705139160156
humaneval,r1,3,late,26,0.171875,72.41410446166992,90.28948974609375,25.553634643554688,0.35953554160997414,0.9733734726905823,14.270776271820068,18.535430908203125,0.7275635817315849,13.794280052185059,11.086177825927734,18.535115242004395
humaneval,r1,3,middle,58,0.458984375,155.87144470214844,189.40003204345703,47.69809150695801,0.31330435714823923,0.9798970222473145,27.623075485229492,32.82052040100098,0.7048065702544094,21.33827304840088,21.343531608581543,32.82000541687012
humaneval,r1,4,early,1,0.783203125,259.63031005859375,319.58660888671875,75.07940673828125,0.28917812685790506,0.9876939654350281,31.843183517456055,64.94606018066406,0.8650316112254197,27.19495391845703,55.791526794433594,64.9477767944336
humaneval,r1,4,late,26,0.171875,90.28948974609375,114.11448287963867,33.38233757019043,0.3843516782629871,0.9720211625099182,15.332823753356934,28.188288688659668,0.8483544767364696,18.04849338531494,18.785481452941895,28.18790054321289
humaneval,r1,4,middle,58,0.458984375,189.40003204345703,241.46836853027344,65.72514724731445,0.3510706217625085,0.9790668487548828,29.544843673706055,54.35014724731445,0.826836081928271,30.01721954345703,41.359182357788086,54.349578857421875
humaneval,r1,5,early,1,0.783203125,319.58660888671875,385.0551452636719,85.09941864013672,0.2662796759118941,0.9879903197288513,46.62855911254883,59.03406524658203,0.6937070333725982,32.90629196166992,45.52838897705078,59.03282165527344
humaneval,r1,5,late,26,0.171875,114.11448287963867,142.9620819091797,38.894365310668945,0.34315036693417567,0.9805139601230621,21.64266300201416,25.757019996643066,0.6600714530812035,16.846196174621582,17.74797821044922,25.758544921875
humaneval,r1,5,middle,58,0.458984375,241.46836853027344,299.62330627441406,73.29537582397461,0.3058890650787912,0.9839848577976227,42.2663459777832,47.2547607421875,0.6653932080924401,28.893540382385254,33.871482849121094,47.253732681274414
