accepted_set_change_fraction,aligned_rows,baseline_live_ratio,baseline_wave,benchmark_correct,benchmark_delta_vs_baseline,benchmark_total,confidence_logit_margin_abs_change_mean,elapsed_seconds_observer,final_sequence_exact,final_sequence_total,layers,live_aligned_rows,live_top1_flip_fraction,mode,nfe,per_sample_score_flips,phase,policy,policy_live_ratio,policy_wave,sampled_js_mean,sampled_kl_mean,sampled_logits_rows,task,top1_flip_fraction,dataset,direct_e2e_optimistic_percent,post_epoch_live_weighted_percent,current_step_exact,benchmark_vector_safe,final_trajectory_exact
0.0,1024.0,1.0,36.0,5,0,32,0.0,5.092277765274048,32,32,0.0,1024.0,0.0,routed_bypass,66,0,early,routed_bypass_l00_early,1.0,36.0,,,16.0,gsm8k,0.0,gsm8k,0.0,0.0,True,True,True
0.0,960.0,0.328125,8.0,5,0,32,0.0,5.144599914550781,32,32,0.0,315.0,0.0,routed_bypass,66,0,late,routed_bypass_l00_late,0.328125,8.0,,,16.0,gsm8k,0.0,gsm8k,0.0,0.0,True,True,True
0.0,992.0,0.4969758064516129,0.0,5,0,32,0.0,5.020111799240112,32,32,0.0,493.0,0.0,routed_bypass,66,0,middle,routed_bypass_l00_middle,0.4969758064516129,0.0,,,16.0,gsm8k,0.0,gsm8k,0.0,0.0,True,True,True
0.0234375,1024.0,1.0,36.0,5,0,32,0.2459716796875,5.038093566894531,29,32,1.0,1024.0,0.1455078125,routed_bypass,66,0,early,routed_bypass_l01_early,1.0,36.0,,,16.0,gsm8k,0.1455078125,gsm8k,0.0549988904988277,0.049708469879555704,False,True,False
0.0158730158730158,960.0,0.328125,8.0,5,0,32,0.2547619047619047,5.070736408233643,21,32,1.0,315.0,0.146031746031746,routed_bypass,66,0,late,routed_bypass_l01_late,0.328125,8.0,,,16.0,gsm8k,0.0635416666666666,gsm8k,1.2965932002668454,0.2344691593576955,False,True,False
0.0344827586206896,992.0,0.4969758064516129,0.0,5,0,32,0.2970334685598377,4.783821105957031,11,32,1.0,493.0,0.1947261663286004,routed_bypass,63,0,middle,routed_bypass_l01_middle,0.4969758064516129,0.0,,,16.0,gsm8k,0.1098790322580645,gsm8k,0.9720365302672273,0.4321251107337169,False,True,False
0.0166015625,1024.0,1.0,36.0,5,0,32,0.23992919921875,4.805404901504517,27,32,2.0,1024.0,0.115234375,routed_bypass,63,0,early,routed_bypass_l02_early,1.0,36.0,,,16.0,gsm8k,0.115234375,gsm8k,0.0685681997262236,0.06197252817052729,False,True,False
0.0253968253968253,960.0,0.328125,8.0,5,0,32,0.2244047619047619,4.879446029663086,18,32,2.0,315.0,0.1492063492063492,routed_bypass,63,0,late,routed_bypass_l02_late,0.328125,8.0,,,16.0,gsm8k,0.0791666666666666,gsm8k,0.9112406637997946,0.16478401426886582,False,True,False
0.0385395537525354,992.0,0.4969758064516129,0.0,4,-1,32,0.2711713995943204,4.630321264266968,14,32,2.0,493.0,0.2109533468559837,routed_bypass,60,1,middle,routed_bypass_l02_middle,0.4969758064516129,0.0,,,16.0,gsm8k,0.125,gsm8k,0.8861943318481507,0.39396340760588144,False,False,False
0.015625,1024.0,1.0,36.0,5,0,32,0.25689697265625,4.8278868198394775,26,32,3.0,1024.0,0.1357421875,routed_bypass,63,0,early,routed_bypass_l03_early,1.0,36.0,,,16.0,gsm8k,0.1357421875,gsm8k,0.0704134344481236,0.0636402671696664,False,True,False
