method,ep,calls,physical_rows,assignments,avg_k,mean_unique_experts,mean_coreset_size,remote_assignments,remote_fraction,remote_dispatch_bytes,mean_fanout,mean_remote_fanout,mean_critical_rank,router_sum_ms,router_median_ms,prepare_sum_ms,prepare_median_ms,dispatch_sum_ms,dispatch_median_ms,expert_sum_ms,expert_median_ms,combine_sum_ms,combine_median_ms,moe_sum_ms,moe_median_ms,request_median_ms,request_timings_ms,nfe,quality_valid,evidence
vanilla,2,928,291392,2331136,8.0,63.435344827586206,,1241680,0.5326501757083242,5085921280,2.0,1.0,1368.530172413793,69.42847999185324,0.07241600006818771,767.5418561697006,0.8077600002288818,155.77424012124538,0.1584640070796013,493.8223999738693,0.5312159955501556,142.56895994395018,0.0851840004324913,1680.445248246193,1.7224319577217102,2642.040902748704,[2642.040902748704],[58],True,valid_reference_control
reflex,2,96,30144,226560,7.515923566878981,63.677083333333336,,120035,0.5298155014124294,491663360,2.0,1.0,1320.9479166666667,6.963071994483471,0.06968000158667564,145.47001600265503,1.5186879634857178,15.758016049861908,0.16151999682188034,49.80131211876869,0.5217759907245636,10.514079995453358,0.08302399888634682,233.63241636753082,2.4108320474624634,336.494327057153,[336.494327057153],[6],False,structural_only_port_quality_failed
des,2,608,190912,1527296,8.0,63.42434210526316,38.0,812168,0.531768563526651,3326640128,2.0,1.0,1364.1809210526317,43.42016003280878,0.06857600063085556,721.9601286649704,1.134544014930725,102.2331835925579,0.1520799994468689,321.64940762519836,0.5232000052928925,78.38044780492783,0.08499199897050858,1300.5632964372635,2.0253279209136963,1917.1337238512933,[1917.1337238512933],[38],False,structural_only_port_quality_failed
vanilla,4,928,291392,2331136,8.0,63.44827586206897,,1800728,0.7724680155941138,7375781888,4.0,3.0,781.5441810344828,67.26214400678873,0.06998399645090103,767.5263677835464,0.7963359951972961,151.5341441333294,0.15585599839687347,384.90281650424004,0.4076479971408844,267.9797112941742,0.15596799552440643,1700.60800075531,1.6585919857025146,2689.1401489265263,[2689.1401489265263],[58],True,valid_reference_control
reflex,4,96,30144,226560,7.515923566878981,63.604166666666664,,173120,0.7641242937853108,709099520,4.0,3.0,787.53125,6.9460479617118835,0.06918399780988693,143.08995175361633,1.506655991077423,15.322431951761246,0.15640000253915787,38.30723190307617,0.3951839953660965,20.989088147878647,0.15219200402498245,230.87955284118652,2.352895975112915,336.1784960143268,[336.1784960143268],[6],False,structural_only_port_quality_failed
des,4,3424,1075136,8601088,8.0,63.70414719626168,38.0,6648927,0.7730332488168938,27234004992,4.0,3.0,751.1594626168225,306.5007678642869,0.08726400136947632,4817.95020544529,1.394144058227539,741.2745278030634,0.21036800742149353,2097.293597251177,0.5334239900112152,1265.8307168483734,0.18252800405025482,9542.450991272926,2.512255907058716,14013.664986938238,[14013.664986938238],[214],False,structural_only_port_quality_failed
