restart,baseline_s,team_s,speedup_x
1,2.4664315548725426,2.734495736658573,0.9019694277843006
2,2.6319515821523964,3.6743582258932292,0.7163023908787702
4,2.631944369059056,3.204702813643962,0.8212756446100407
