communication_cost_multiplier,candidate,oracle_e2e_pct
1.0,TEAM_EP_aware_width,4.0129575976231155
0.75,TEAM_EP_aware_width,3.0097181982173367
0.5,TEAM_EP_aware_width,2.0064787988115578
0.25,TEAM_EP_aware_width,1.0032393994057789
